enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
13052,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,192
16092,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,102
5273,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,1,,,1,76
28551,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,,,4,58
29941,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,165
22761,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Public Sector,3,111
31126,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,55
32093,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Funded Startup,1,152
890,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,57
5105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78
31770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,58
81,city_97,0.925,Male,No relevent experience,Full time course,Primary School,,5,,Pvt Ltd,never,46
25798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,12
8114,city_144,0.84,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,33
12691,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,,4,78
3657,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,17
16856,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,62
8155,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,3
1834,city_159,0.843,Male,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,never,15
26160,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,1,106
26635,city_20,0.7959999999999999,,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,11
11523,city_100,0.887,,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,144
19502,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,1,4
32999,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,2,328
29671,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,50
13563,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,45
8191,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,91
33127,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,2
16500,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,84
22973,city_114,0.926,,Has relevent experience,no_enrollment,High School,,19,100-500,Pvt Ltd,>4,33
16711,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,6
29000,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,112
32402,city_114,0.926,Male,Has relevent experience,Full time course,High School,,5,50-99,Public Sector,2,163
30731,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,41
1059,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,226
9666,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,40
3641,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,192
24137,city_21,0.624,,No relevent experience,,Graduate,STEM,,<10,,,36
11257,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,74
516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,>4,48
30514,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,,1,50
23672,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,5
10896,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,18
25071,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,150
31933,city_149,0.6890000000000001,,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,300
22352,city_160,0.92,,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Other,,42
8888,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,324
31935,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,,1,5
6457,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,49
32292,city_73,0.754,Female,Has relevent experience,Part time course,Graduate,STEM,8,,,3,57
12369,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,87
10771,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10/49,Pvt Ltd,2,9
4795,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,1,52
28717,city_136,0.897,,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Public Sector,2,12
25803,city_21,0.624,,No relevent experience,Full time course,High School,,1,,,never,100
22573,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,never,53
15611,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,56
11349,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,33
7781,city_162,0.767,Male,No relevent experience,Full time course,High School,,7,,,1,12
27272,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,1,39
7469,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Public Sector,never,5
9904,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,154
18766,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,11
10864,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,51
14965,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,,,,,70
16428,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,,2,14
27104,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,,>20,,,never,87
10923,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10/49,Early Stage Startup,1,22
85,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,28
23205,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1,58
18487,city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,,8,,,never,56
19973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48
15209,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,20,,Pvt Ltd,>4,66
27087,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,42
1726,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,,,1,101
21338,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,never,22
6369,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,16,,,>4,54
20881,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,114
28006,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,,,1,59
25903,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,79
2869,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,58
27992,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,22
1766,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,294
28553,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,2,8
25808,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,56
22257,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,6
17083,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7
17639,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,44
15723,city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,166
23835,city_103,0.92,,No relevent experience,no_enrollment,Graduate,No Major,3,10000+,Pvt Ltd,2,28
33242,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,8,<10,Early Stage Startup,1,50
9961,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,13
30172,city_28,0.939,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Public Sector,2,11
8354,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,26
11732,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,11,<10,Pvt Ltd,1,133
27488,city_59,0.775,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,164
26046,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,3,14
26499,city_160,0.92,Male,Has relevent experience,,Graduate,STEM,>20,,,>4,50
7778,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,1,43
11448,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,22
33068,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9
6025,city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,14
17948,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,3,28
9589,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,19
18394,city_61,0.913,Male,No relevent experience,no_enrollment,,,3,,,never,222
859,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,14
22820,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,,never,50
22662,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,107
1056,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,9,100-500,Funded Startup,1,134
20705,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,3,28
27469,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,33
28093,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,12,10000+,Public Sector,2,155
5691,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,29
33047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18
13253,city_82,0.693,Male,Has relevent experience,Full time course,Graduate,STEM,11,10/49,Pvt Ltd,2,109
22047,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,2,64
31489,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,never,4
493,city_83,0.923,Male,No relevent experience,Full time course,High School,,2,,,never,8
1218,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,128
20785,city_28,0.939,Male,No relevent experience,Full time course,High School,,3,50-99,Public Sector,1,30
1049,city_40,0.7759999999999999,,No relevent experience,Full time course,Graduate,STEM,6,,,1,84
17868,city_144,0.84,Male,Has relevent experience,,Graduate,STEM,10,50-99,Pvt Ltd,>4,2
26855,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,32
21585,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,3,51
19312,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,46
18997,city_136,0.897,,No relevent experience,,,,4,,,,22
9900,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,,,1,40
20797,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,58
10735,city_19,0.682,Male,No relevent experience,Full time course,High School,,6,,,never,106
28960,city_74,0.579,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,17
24409,city_40,0.7759999999999999,Female,No relevent experience,no_enrollment,Masters,STEM,1,,,1,49
32660,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,99
32246,city_94,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,7
26225,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,>4,102
3007,city_21,0.624,,Has relevent experience,Part time course,Phd,Other,4,50-99,Pvt Ltd,,8
23708,city_89,0.925,Male,No relevent experience,Full time course,High School,,5,,,never,77
19358,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Other,<1,10000+,Pvt Ltd,,66
26926,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Public Sector,3,6
24050,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,2,80
16699,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,72
31948,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,172
9220,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,Business Degree,19,1000-4999,Pvt Ltd,never,188
6932,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,never,80
21378,city_76,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,Pvt Ltd,3,42
3692,city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,12,500-999,Pvt Ltd,2,70
8428,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,1,58
1119,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,88
20112,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,1,104
30360,city_70,0.698,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,28
905,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,9
20127,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000+,NGO,>4,28
26170,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,222
1586,city_75,0.939,,Has relevent experience,no_enrollment,High School,,6,,,1,59
2552,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,>4,16
23325,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,43
28745,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,90
15090,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,6
27935,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,never,14
7607,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,High School,,6,10/49,Pvt Ltd,1,50
2739,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,105
14148,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,92
20401,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,40
32885,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,2,7
14634,city_11,0.55,,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,>4,23
4449,city_150,0.698,,No relevent experience,Full time course,High School,,2,,,,15
17857,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Arts,4,,,never,51
22977,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,50
18206,city_40,0.7759999999999999,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,never,324
21764,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,12,,,,51
9300,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,>4,29
1831,city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,Funded Startup,>4,43
11007,city_46,0.762,,Has relevent experience,Part time course,Graduate,STEM,9,,,1,54
22413,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,20
14828,city_73,0.754,Male,Has relevent experience,Part time course,High School,,7,<10,Pvt Ltd,2,176
17928,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,78
25163,city_28,0.939,Other,No relevent experience,no_enrollment,High School,,4,50-99,,2,12
25663,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,62
6683,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,8
26860,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,28
18365,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,15,50-99,Funded Startup,4,108
23694,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,3,92
15767,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,40
31649,city_143,0.74,Male,Has relevent experience,Full time course,High School,,<1,,,1,35
14872,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,10
7283,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,1,2
30408,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,8
21834,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,86
10614,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,35
32662,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,3,112
679,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,1,24
4276,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,10000+,Pvt Ltd,1,92
18221,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,,2,158
7502,city_61,0.913,Male,No relevent experience,Full time course,High School,,2,,,never,22
20952,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,30
11670,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,>4,110
13891,city_71,0.884,Female,No relevent experience,no_enrollment,Phd,STEM,3,1000-4999,Public Sector,1,41
22043,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,48
12690,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,248
781,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,2,26
899,city_159,0.843,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,44
2639,city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,7,,,1,24
20815,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,216
9287,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,35
9867,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,3,22
32459,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,16
13528,city_24,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Funded Startup,3,51
15244,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,131
27255,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,23
21866,city_61,0.913,,No relevent experience,no_enrollment,Phd,STEM,12,100-500,NGO,never,262
8399,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,>20,100-500,Pvt Ltd,>4,19
15043,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,1,8
10216,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,50
4631,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,29
23821,city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,>4,44
16925,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,312
21654,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,87
2520,city_65,0.802,,Has relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,1,50
790,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,71
1169,city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,12,500-999,Public Sector,never,58
22564,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,90
21882,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,8
4787,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,55
15894,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,57
17399,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,300
30634,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,,,3,78
25732,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,Pvt Ltd,2,52
23845,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,57
12014,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,8,10/49,Public Sector,1,21
22455,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,198
13154,city_114,0.926,Female,No relevent experience,Part time course,Masters,STEM,4,10/49,Public Sector,3,39
29305,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,>4,14
2030,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,26
33360,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,>4,65
14091,city_160,0.92,,No relevent experience,no_enrollment,Primary School,,4,,,never,26
22128,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,70
15301,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,192
17792,city_14,0.698,Male,No relevent experience,no_enrollment,Primary School,,7,,,never,85
24853,city_21,0.624,,No relevent experience,Part time course,Masters,STEM,13,,,1,39
4145,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,>4,21
8763,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,222
13922,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,1,62
31936,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,80
3687,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,1,43
16283,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,42
20162,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,40
29783,city_21,0.624,,No relevent experience,Full time course,High School,,3,,,1,35
10338,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,,,1,17
9698,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,143
10333,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,46
16733,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,<10,Early Stage Startup,1,32
29522,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,4,103
27588,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,,1,82
32940,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,43
8383,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,106
2017,city_165,0.903,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,Pvt Ltd,>4,6
5617,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,78
26339,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,,1,37
19563,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11
31681,city_13,0.8270000000000001,Male,No relevent experience,,Graduate,STEM,4,,,1,78
26077,city_16,0.91,,No relevent experience,Full time course,High School,,1,10000+,Pvt Ltd,1,23
10736,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,,,>4,35
22782,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,1,35
1368,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,17
19472,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,95
5621,city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,3,56
27948,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,7
10182,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,2,60
17436,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,34
28053,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,34
