연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
202003,호텔업,법인,알수없음,1969,3220,934921900
202003,호텔업,제주도민,남성,1008,1111,197609051
202003,호텔업,제주도민,여성,713,762,160934922
202003,화장품 및 방향제 소매업,내국인,남성,777,871,35788620
202003,화장품 및 방향제 소매업,내국인,여성,1298,1441,48030330
202003,화장품 및 방향제 소매업,법인,알수없음,599,646,84353960
202003,화장품 및 방향제 소매업,제주도민,남성,2359,2539,160160098
202003,화장품 및 방향제 소매업,제주도민,여성,5744,6187,373381590
202003,휴양콘도 운영업,내국인,남성,1152,1321,115518503
202003,휴양콘도 운영업,내국인,여성,980,1107,95198507
202003,휴양콘도 운영업,법인,알수없음,682,971,223917371
202003,휴양콘도 운영업,제주도민,남성,467,580,20416427
202003,휴양콘도 운영업,제주도민,여성,425,530,23957180
202004,건강보조식품 소매업,내국인,남성,103,107,12958300
202004,건강보조식품 소매업,내국인,여성,72,73,13889700
202004,건강보조식품 소매업,법인,알수없음,161,173,32952933
202004,건강보조식품 소매업,제주도민,남성,427,446,57893805
202004,건강보조식품 소매업,제주도민,여성,572,594,71815759
202004,골프장 운영업,내국인,남성,5014,5374,898521090
202004,골프장 운영업,내국인,여성,1601,1702,236734126
202004,골프장 운영업,법인,알수없음,10136,10909,1883706824
202004,골프장 운영업,제주도민,남성,11229,11973,1095707726
202004,골프장 운영업,제주도민,여성,3271,3501,289671218
202004,골프장 운영업,중국,알수없음,27,35,22500400
202004,과실 및 채소 소매업,내국인,남성,4851,5240,219871102
202004,과실 및 채소 소매업,내국인,여성,4662,5084,182688076
202004,과실 및 채소 소매업,법인,알수없음,3509,4006,693436792
202004,과실 및 채소 소매업,제주도민,남성,5697,6198,352139806
202004,과실 및 채소 소매업,제주도민,여성,7821,8641,430329972
202004,관광 민예품 및 선물용품 소매업,내국인,남성,2630,2801,76784100
202004,관광 민예품 및 선물용품 소매업,내국인,여성,3221,3486,82039410
202004,관광 민예품 및 선물용품 소매업,법인,알수없음,543,576,50590250
202004,관광 민예품 및 선물용품 소매업,제주도민,남성,460,491,20718470
202004,관광 민예품 및 선물용품 소매업,제주도민,여성,607,677,48674280
202004,그외 기타 분류안된 오락관련 서비스업,내국인,남성,55,57,1153500
202004,그외 기타 분류안된 오락관련 서비스업,내국인,여성,46,49,947100
202004,그외 기타 분류안된 오락관련 서비스업,제주도민,여성,25,27,397000
202004,그외 기타 스포츠시설 운영업,내국인,남성,107,116,8216800
202004,그외 기타 스포츠시설 운영업,내국인,여성,94,100,6396000
202004,그외 기타 스포츠시설 운영업,법인,알수없음,23,28,5340000
202004,그외 기타 스포츠시설 운영업,제주도민,남성,25,28,3201710
202004,그외 기타 종합 소매업,내국인,남성,2339,2658,104388860
202004,그외 기타 종합 소매업,내국인,여성,2112,2393,110770800
202004,그외 기타 종합 소매업,법인,알수없음,5709,7944,1017071510
202004,그외 기타 종합 소매업,제주도민,남성,18131,21230,1267467760
202004,그외 기타 종합 소매업,제주도민,여성,20076,23588,1369129730
202004,기타 대형 종합 소매업,내국인,남성,8082,9147,439243230
202004,기타 대형 종합 소매업,내국인,여성,6267,7173,343662290
202004,기타 대형 종합 소매업,법인,알수없음,8145,9985,717956880
202004,기타 대형 종합 소매업,제주도민,남성,31506,36059,1869661310
202004,기타 대형 종합 소매업,제주도민,여성,37129,43520,2118626290
202004,기타 대형 종합 소매업,중국,알수없음,345,446,56921510
202004,기타 수상오락 서비스업,내국인,남성,50,60,2491000
202004,기타 수상오락 서비스업,내국인,여성,25,32,2219600
202004,기타 수상오락 서비스업,법인,알수없음,26,32,2379400
202004,기타 수상오락 서비스업,제주도민,남성,77,90,4772400
202004,기타 수상오락 서비스업,제주도민,여성,26,34,1255300
202004,기타 외국식 음식점업,내국인,남성,2021,2073,56266501
202004,기타 외국식 음식점업,내국인,여성,927,941,29885266
202004,기타 외국식 음식점업,법인,알수없음,3908,4204,174207776
202004,기타 외국식 음식점업,제주도민,남성,8634,9012,271943348
202004,기타 외국식 음식점업,제주도민,여성,5138,5261,164833555
202004,기타 주점업,내국인,남성,568,622,124843399
202004,기타 주점업,내국인,여성,92,94,17426100
202004,기타 주점업,법인,알수없음,979,1035,258474045
202004,기타 주점업,제주도민,남성,4576,4978,909887215
202004,기타 주점업,제주도민,여성,602,633,94766110
202004,기타음식료품위주종합소매업,내국인,남성,11909,13384,428395600
202004,기타음식료품위주종합소매업,내국인,여성,9651,10816,355714320
202004,기타음식료품위주종합소매업,법인,알수없음,13075,16108,1021987076
202004,기타음식료품위주종합소매업,제주도민,남성,46052,52741,1886332720
202004,기타음식료품위주종합소매업,제주도민,여성,46472,53669,2001099870
202004,기타음식료품위주종합소매업,중국,알수없음,26,26,2017940
202004,내항 여객 운송업,내국인,남성,2195,2227,61551500
202004,내항 여객 운송업,내국인,여성,1724,1751,46521600
202004,내항 여객 운송업,법인,알수없음,679,856,35877700
202004,내항 여객 운송업,제주도민,남성,673,781,17602100
202004,내항 여객 운송업,제주도민,여성,336,388,10041700
202004,마사지업,내국인,남성,37,41,4946000
202004,마사지업,법인,알수없음,25,25,4496000
202004,마사지업,제주도민,남성,56,66,7628000
202004,면세점,내국인,남성,18470,27026,1964624530
202004,면세점,내국인,여성,12793,19210,1487179310
202004,면세점,법인,알수없음,4013,6743,709996315
202004,면세점,제주도민,남성,2770,3628,248549970
202004,면세점,제주도민,여성,1978,2788,223259710
202004,면세점,중국,알수없음,70,136,21152310
202004,비알콜 음료점업,내국인,남성,14170,15292,138927552
202004,비알콜 음료점업,내국인,여성,12222,13199,120047566
202004,비알콜 음료점업,법인,알수없음,10484,11818,177068350
202004,비알콜 음료점업,제주도민,남성,44055,49650,393928499
202004,비알콜 음료점업,제주도민,여성,52316,58040,477697290
202004,빵 및 과자류 소매업,내국인,남성,9211,9900,147272700
202004,빵 및 과자류 소매업,내국인,여성,10531,11179,153368870
202004,빵 및 과자류 소매업,법인,알수없음,10196,11159,308882900
202004,빵 및 과자류 소매업,제주도민,남성,31514,33521,429985955
202004,빵 및 과자류 소매업,제주도민,여성,49230,52528,654006746
202004,빵 및 과자류 소매업,중국,알수없음,28,32,523250
202004,서양식 음식점업,내국인,남성,23113,24792,495650143
202004,서양식 음식점업,내국인,여성,24583,26436,487226221
202004,서양식 음식점업,법인,알수없음,14347,15889,506952009
202004,서양식 음식점업,제주도민,남성,35199,38320,817944087
202004,서양식 음식점업,제주도민,여성,44948,48825,916343177
202004,서양식 음식점업,중국,알수없음,20,25,527900
202004,수산물 소매업,내국인,남성,4577,4963,245123990
202004,수산물 소매업,내국인,여성,4075,4472,183024455
202004,수산물 소매업,법인,알수없음,2661,3015,529963304
202004,수산물 소매업,제주도민,남성,2999,3288,240060599
202004,수산물 소매업,제주도민,여성,3047,3253,293871590
202004,슈퍼마켓,기타외국,알수없음,43,45,715290
202004,슈퍼마켓,내국인,남성,29950,34539,706842563
202004,슈퍼마켓,내국인,여성,20031,22918,514602022
202004,슈퍼마켓,법인,알수없음,54712,72781,4187918654
202004,슈퍼마켓,제주도민,남성,200682,236653,5184954970
202004,슈퍼마켓,제주도민,여성,190181,224474,5729081595
202004,슈퍼마켓,중국,알수없음,338,462,19296765
202004,스포츠 및 레크레이션 용품 임대업,내국인,남성,3197,3485,225518109
202004,스포츠 및 레크레이션 용품 임대업,내국인,여성,1679,1854,130181644
202004,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2372,2613,485762540
202004,스포츠 및 레크레이션 용품 임대업,제주도민,남성,12244,13449,1116535262
202004,스포츠 및 레크레이션 용품 임대업,제주도민,여성,10424,11623,1187879510
202004,스포츠 및 레크레이션 용품 임대업,중국,알수없음,81,104,24871900
202004,여관업,내국인,남성,6619,6947,444265101
202004,여관업,내국인,여성,4230,4450,299042351
202004,여관업,법인,알수없음,4695,6506,853690928
202004,여관업,제주도민,남성,4045,4344,233014825
202004,여관업,제주도민,여성,1882,2060,94477704
202004,여행사업,내국인,남성,723,759,60823970
202004,여행사업,내국인,여성,407,427,28099864
202004,여행사업,법인,알수없음,312,332,98127935
202004,여행사업,제주도민,남성,54,62,14027700
202004,여행사업,제주도민,여성,56,66,19816120
202004,욕탕업,내국인,남성,1486,1578,21797900
202004,욕탕업,내국인,여성,807,894,14393711
202004,욕탕업,법인,알수없음,906,994,31117202
202004,욕탕업,제주도민,남성,5018,5575,95551600
202004,욕탕업,제주도민,여성,3143,3485,97177100
202004,육류 소매업,내국인,남성,2105,2250,103184454
202004,육류 소매업,내국인,여성,1661,1769,75435789
202004,육류 소매업,법인,알수없음,3696,4193,743278075
202004,육류 소매업,제주도민,남성,9836,10605,524348145
202004,육류 소매업,제주도민,여성,10954,11704,548311156
202004,일반유흥 주점업,내국인,남성,1089,1201,282301700
202004,일반유흥 주점업,내국인,여성,362,390,53618500
202004,일반유흥 주점업,법인,알수없음,1711,1892,726744808
202004,일반유흥 주점업,제주도민,남성,6782,7471,1541030718
202004,일반유흥 주점업,제주도민,여성,1757,1848,212532167
202004,일식 음식점업,내국인,남성,6353,6515,400917900
202004,일식 음식점업,내국인,여성,4131,4251,215590950
202004,일식 음식점업,법인,알수없음,6897,7165,673928225
202004,일식 음식점업,제주도민,남성,11547,11837,683874167
202004,일식 음식점업,제주도민,여성,8029,8212,388634850
202004,자동차 임대업,내국인,남성,6489,6537,374112000
202004,자동차 임대업,내국인,여성,3341,3382,178994140
202004,자동차 임대업,법인,알수없음,3219,3246,313428305
202004,자동차 임대업,제주도민,남성,510,531,65853733
202004,자동차 임대업,제주도민,여성,280,297,26457940
202004,전시 및 행사 대행업,내국인,남성,4895,5528,123125150
202004,전시 및 행사 대행업,내국인,여성,4233,4854,113801580
202004,전시 및 행사 대행업,법인,알수없음,889,1055,48968815
202004,전시 및 행사 대행업,제주도민,남성,1465,1745,39641410
202004,전시 및 행사 대행업,제주도민,여성,1924,2438,62570830
202004,정기 항공 운송업,내국인,남성,5180,5006,404957891
202004,정기 항공 운송업,내국인,여성,4169,4086,335482258
202004,정기 항공 운송업,법인,알수없음,2405,2876,228688800
202004,정기 항공 운송업,제주도민,남성,1042,1016,44339900
202004,정기 항공 운송업,제주도민,여성,721,647,28336500
202004,중식 음식점업,내국인,남성,5612,5794,142187900
202004,중식 음식점업,내국인,여성,2923,2988,75061200
202004,중식 음식점업,법인,알수없음,11158,12332,419552610
202004,중식 음식점업,제주도민,남성,21974,22872,596448453
202004,중식 음식점업,제주도민,여성,13044,13408,360949229
202004,차량용 가스 충전업,내국인,남성,1622,1701,54474206
202004,차량용 가스 충전업,내국인,여성,746,782,33157630
202004,차량용 가스 충전업,법인,알수없음,2498,2629,316819182
202004,차량용 가스 충전업,제주도민,남성,5502,5724,317820572
202004,차량용 가스 충전업,제주도민,여성,3719,3854,269028115
202004,차량용 주유소 운영업,내국인,남성,24010,25014,975060284
202004,차량용 주유소 운영업,내국인,여성,11844,12310,448135457
202004,차량용 주유소 운영업,법인,알수없음,45410,49279,3685296739
202004,차량용 주유소 운영업,제주도민,남성,91037,97232,5032943221
202004,차량용 주유소 운영업,제주도민,여성,45034,46732,2255079124
202004,체인화 편의점,내국인,남성,129664,148939,1250372862
202004,체인화 편의점,내국인,여성,65652,72985,627048034
202004,체인화 편의점,법인,알수없음,59843,69302,740412462
202004,체인화 편의점,제주도민,남성,398599,465873,3663052490
202004,체인화 편의점,제주도민,여성,202035,231236,1940661215
202004,체인화 편의점,중국,알수없음,210,250,4247720
202004,택시 운송업,내국인,여성,20,20,171580
202004,택시 운송업,제주도민,남성,97,99,583720
202004,택시 운송업,제주도민,여성,81,82,460800
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,11788,12599,138754577
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,8652,9336,99341795
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,8925,9920,217882064
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,38780,42030,502916868
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,38522,41742,501442231
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,23,28,413040
202004,한식 음식점업,기타외국,알수없음,69,76,2285300
202004,한식 음식점업,내국인,남성,96370,100310,3701426528
202004,한식 음식점업,내국인,여성,62388,64985,2200347361
202004,한식 음식점업,법인,알수없음,128039,144869,7249251684
202004,한식 음식점업,제주도민,남성,242200,257247,9434627327
202004,한식 음식점업,제주도민,여성,144010,151544,4953639677
202004,한식 음식점업,중국,알수없음,101,113,7198300
202004,호텔업,기타외국,알수없음,250,250,54911302
202004,호텔업,내국인,남성,2343,2403,442328967
202004,호텔업,내국인,여성,1723,1750,315202958
202004,호텔업,동남아,알수없음,208,213,76460981
202004,호텔업,법인,알수없음,1793,2975,882252788
202004,호텔업,제주도민,남성,885,963,230314288
202004,호텔업,제주도민,여성,670,725,104890664
202004,화장품 및 방향제 소매업,내국인,남성,748,832,41358785
202004,화장품 및 방향제 소매업,내국인,여성,1300,1429,46331440
202004,화장품 및 방향제 소매업,법인,알수없음,612,651,86420290
202004,화장품 및 방향제 소매업,제주도민,남성,2301,2455,153601178
202004,화장품 및 방향제 소매업,제주도민,여성,5748,6171,370717015
202004,휴양콘도 운영업,내국인,남성,1544,1749,181535996
202004,휴양콘도 운영업,내국인,여성,1061,1203,113767451
202004,휴양콘도 운영업,법인,알수없음,752,1208,606223675
202004,휴양콘도 운영업,제주도민,남성,611,750,37640006
202004,휴양콘도 운영업,제주도민,여성,551,702,18526260
202005,건강보조식품 소매업,내국인,남성,129,133,20711300
202005,건강보조식품 소매업,내국인,여성,85,88,17739600
202005,건강보조식품 소매업,법인,알수없음,171,187,39631652
202005,건강보조식품 소매업,제주도민,남성,684,707,102093524
202005,건강보조식품 소매업,제주도민,여성,740,769,113908430
202005,골프장 운영업,내국인,남성,7553,8009,1541591820
202005,골프장 운영업,내국인,여성,2645,2821,470195809
202005,골프장 운영업,법인,알수없음,13239,14565,3081118174
202005,골프장 운영업,제주도민,남성,12417,13169,1314696796
202005,골프장 운영업,제주도민,여성,3491,3746,336967026
202005,골프장 운영업,중국,알수없음,20,34,8817900
202005,과실 및 채소 소매업,내국인,남성,7578,8206,372808560
202005,과실 및 채소 소매업,내국인,여성,8148,8864,340887391
202005,과실 및 채소 소매업,법인,알수없음,4280,4867,919806633
202005,과실 및 채소 소매업,제주도민,남성,9566,10455,534882521
202005,과실 및 채소 소매업,제주도민,여성,9589,10559,512797508
202005,관광 민예품 및 선물용품 소매업,내국인,남성,5802,6220,177677500
202005,관광 민예품 및 선물용품 소매업,내국인,여성,6957,7527,195435360
202005,관광 민예품 및 선물용품 소매업,법인,알수없음,1016,1106,72370380
202005,관광 민예품 및 선물용품 소매업,제주도민,남성,659,699,31432471
202005,관광 민예품 및 선물용품 소매업,제주도민,여성,844,925,45922740
202005,그외 기타 분류안된 오락관련 서비스업,내국인,남성,99,103,1995300
202005,그외 기타 분류안된 오락관련 서비스업,내국인,여성,97,103,1706800
202005,그외 기타 분류안된 오락관련 서비스업,제주도민,남성,48,56,1265300
202005,그외 기타 분류안된 오락관련 서비스업,제주도민,여성,32,32,616200
202005,그외 기타 스포츠시설 운영업,내국인,남성,260,281,19152800
202005,그외 기타 스포츠시설 운영업,내국인,여성,206,237,14384100
202005,그외 기타 스포츠시설 운영업,법인,알수없음,67,77,8769800
202005,그외 기타 스포츠시설 운영업,제주도민,남성,44,46,3495511
202005,그외 기타 종합 소매업,내국인,남성,2773,3132,133659220
202005,그외 기타 종합 소매업,내국인,여성,2410,2656,115829200
202005,그외 기타 종합 소매업,법인,알수없음,5510,7793,964252290
202005,그외 기타 종합 소매업,제주도민,남성,22694,26328,1587053920
202005,그외 기타 종합 소매업,제주도민,여성,18241,21347,1212945880
202005,기타 대형 종합 소매업,내국인,남성,8977,10219,487265550
202005,기타 대형 종합 소매업,내국인,여성,7507,8647,396725390
202005,기타 대형 종합 소매업,법인,알수없음,8457,10345,735568920
202005,기타 대형 종합 소매업,제주도민,남성,34244,39657,2049507110
202005,기타 대형 종합 소매업,제주도민,여성,38336,45243,2186521980
202005,기타 대형 종합 소매업,중국,알수없음,371,464,66369540
202005,기타 수상오락 서비스업,내국인,남성,111,129,7462400
202005,기타 수상오락 서비스업,내국인,여성,61,73,2551500
202005,기타 수상오락 서비스업,법인,알수없음,49,59,4793900
202005,기타 수상오락 서비스업,제주도민,남성,167,202,13613500
202005,기타 수상오락 서비스업,제주도민,여성,72,89,3925000
202005,기타 외국식 음식점업,내국인,남성,2385,2453,70953587
202005,기타 외국식 음식점업,내국인,여성,1226,1247,39863858
202005,기타 외국식 음식점업,법인,알수없음,3522,3773,171581993
202005,기타 외국식 음식점업,제주도민,남성,9696,10032,328741272
202005,기타 외국식 음식점업,제주도민,여성,5087,5253,181628960
202005,기타 주점업,내국인,남성,578,625,107518800
202005,기타 주점업,내국인,여성,117,130,21420800
202005,기타 주점업,법인,알수없음,982,1035,252568000
202005,기타 주점업,제주도민,남성,4864,5240,942587715
202005,기타 주점업,제주도민,여성,649,683,104671925
202005,기타음식료품위주종합소매업,내국인,남성,14171,15970,537496129
202005,기타음식료품위주종합소매업,내국인,여성,11484,12779,422018440
202005,기타음식료품위주종합소매업,법인,알수없음,12572,15329,1040798730
202005,기타음식료품위주종합소매업,제주도민,남성,59550,68395,2696387697
202005,기타음식료품위주종합소매업,제주도민,여성,43644,50339,1860689737
202005,기타음식료품위주종합소매업,중국,알수없음,47,58,3000310
202005,내항 여객 운송업,내국인,남성,3576,3649,107592600
202005,내항 여객 운송업,내국인,여성,2863,2897,83040000
202005,내항 여객 운송업,법인,알수없음,752,902,33557400
202005,내항 여객 운송업,제주도민,남성,806,904,20590850
202005,내항 여객 운송업,제주도민,여성,381,411,9920800
202005,마사지업,내국인,남성,40,41,4829000
202005,마사지업,법인,알수없음,38,38,8202000
202005,마사지업,제주도민,남성,88,90,8876000
202005,면세점,내국인,남성,29786,45921,3568263855
202005,면세점,내국인,여성,22617,34835,2834170617
202005,면세점,법인,알수없음,6214,10940,1217373445
202005,면세점,제주도민,남성,4076,5467,382177010
202005,면세점,제주도민,여성,2910,4104,337865166
202005,면세점,중국,알수없음,101,182,40181230
202005,비알콜 음료점업,내국인,남성,19851,21448,205105686
202005,비알콜 음료점업,내국인,여성,17815,19242,190683907
202005,비알콜 음료점업,법인,알수없음,11659,13110,204389320
202005,비알콜 음료점업,제주도민,남성,52803,59444,489944347
202005,비알콜 음료점업,제주도민,여성,56627,63177,516056596
202005,빵 및 과자류 소매업,내국인,남성,12495,13382,202392050
202005,빵 및 과자류 소매업,내국인,여성,14576,15559,236114536
202005,빵 및 과자류 소매업,법인,알수없음,9971,11003,326492160
202005,빵 및 과자류 소매업,제주도민,남성,37109,39483,505842522
202005,빵 및 과자류 소매업,제주도민,여성,46910,50098,626042114
202005,빵 및 과자류 소매업,중국,알수없음,38,50,1011200
202005,서양식 음식점업,기타외국,알수없음,65,75,1301600
202005,서양식 음식점업,내국인,남성,35302,37977,814240660
202005,서양식 음식점업,내국인,여성,37906,40775,791546479
202005,서양식 음식점업,법인,알수없음,16623,18350,670541654
202005,서양식 음식점업,제주도민,남성,43166,47161,1032203495
202005,서양식 음식점업,제주도민,여성,47264,51451,966553384
202005,서양식 음식점업,중국,알수없음,34,38,1896490
202005,수산물 소매업,내국인,남성,7560,8325,428184654
202005,수산물 소매업,내국인,여성,7283,8061,336585085
202005,수산물 소매업,법인,알수없음,3419,3870,660950192
202005,수산물 소매업,제주도민,남성,4974,5431,427310955
202005,수산물 소매업,제주도민,여성,3589,3847,370634872
202005,슈퍼마켓,기타외국,알수없음,31,35,822950
202005,슈퍼마켓,내국인,남성,35736,40841,819196746
202005,슈퍼마켓,내국인,여성,23179,26358,585230043
202005,슈퍼마켓,법인,알수없음,54818,72926,4340064935
202005,슈퍼마켓,제주도민,남성,245508,289788,6801651354
202005,슈퍼마켓,제주도민,여성,185021,217257,5476073689
202005,슈퍼마켓,중국,알수없음,353,447,15137090
202005,스포츠 및 레크레이션 용품 임대업,내국인,남성,4897,5425,315291370
202005,스포츠 및 레크레이션 용품 임대업,내국인,여성,2595,2881,192047641
202005,스포츠 및 레크레이션 용품 임대업,법인,알수없음,3020,3314,578773480
202005,스포츠 및 레크레이션 용품 임대업,제주도민,남성,21549,23991,1974512880
202005,스포츠 및 레크레이션 용품 임대업,제주도민,여성,13885,15427,1482586691
202005,스포츠 및 레크레이션 용품 임대업,중국,알수없음,72,100,20675600
202005,여관업,내국인,남성,9599,10107,680982052
202005,여관업,내국인,여성,6445,6773,466113646
202005,여관업,법인,알수없음,5791,8366,1124076096
202005,여관업,제주도민,남성,4716,5092,254016177
202005,여관업,제주도민,여성,1840,2010,98769596
202005,여행사업,내국인,남성,1265,1312,67897820
202005,여행사업,내국인,여성,1037,1068,61109086
202005,여행사업,법인,알수없음,444,473,151883003
202005,여행사업,제주도민,남성,79,96,6715333
202005,여행사업,제주도민,여성,81,102,15080720
202005,욕탕업,내국인,남성,1896,2089,28396500
202005,욕탕업,내국인,여성,1011,1124,18302200
202005,욕탕업,법인,알수없음,872,948,40225412
202005,욕탕업,제주도민,남성,5348,5950,124583800
202005,욕탕업,제주도민,여성,3158,3528,98519415
202005,육류 소매업,내국인,남성,2932,3125,138579495
202005,육류 소매업,내국인,여성,2258,2395,108554860
202005,육류 소매업,법인,알수없음,3592,4015,761562194
202005,육류 소매업,제주도민,남성,13032,14048,794582804
202005,육류 소매업,제주도민,여성,10388,11152,611709399
202005,일반유흥 주점업,내국인,남성,1178,1281,292090000
202005,일반유흥 주점업,내국인,여성,363,389,48331237
202005,일반유흥 주점업,법인,알수없음,1876,2048,854128500
202005,일반유흥 주점업,제주도민,남성,7092,7824,1599859285
202005,일반유흥 주점업,제주도민,여성,1742,1850,231135474
202005,일식 음식점업,내국인,남성,9011,9238,595597650
202005,일식 음식점업,내국인,여성,6643,6801,361485400
202005,일식 음식점업,법인,알수없음,8153,8487,907895050
202005,일식 음식점업,제주도민,남성,15269,15632,958561611
202005,일식 음식점업,제주도민,여성,9005,9168,466422820
202005,자동차 임대업,내국인,남성,8898,8984,519692381
202005,자동차 임대업,내국인,여성,4847,4896,261353284
202005,자동차 임대업,법인,알수없음,3799,3861,376596814
202005,자동차 임대업,제주도민,남성,497,512,58271755
202005,자동차 임대업,제주도민,여성,282,286,39171802
202005,전시 및 행사 대행업,내국인,남성,9617,11145,255537669
202005,전시 및 행사 대행업,내국인,여성,8780,10258,235548920
202005,전시 및 행사 대행업,법인,알수없음,1771,2130,91262260
202005,전시 및 행사 대행업,제주도민,남성,2701,3448,84390970
202005,전시 및 행사 대행업,제주도민,여성,2872,3666,90406660
202005,정기 항공 운송업,내국인,남성,8287,8044,597940400
202005,정기 항공 운송업,내국인,여성,7501,6983,534823862
202005,정기 항공 운송업,법인,알수없음,2935,4043,306748100
202005,정기 항공 운송업,제주도민,남성,1675,1575,60357400
202005,정기 항공 운송업,제주도민,여성,1170,1164,42081700
202005,중식 음식점업,내국인,남성,7157,7353,183470110
202005,중식 음식점업,내국인,여성,3952,4060,101898482
202005,중식 음식점업,법인,알수없음,10665,11741,415093474
202005,중식 음식점업,제주도민,남성,26687,27703,722986292
202005,중식 음식점업,제주도민,여성,13222,13601,367028254
202005,중식 음식점업,중국,알수없음,21,24,1117100
202005,차량용 가스 충전업,내국인,남성,1934,2017,53863987
202005,차량용 가스 충전업,내국인,여성,942,1003,30374057
202005,차량용 가스 충전업,법인,알수없음,2373,2509,260306837
202005,차량용 가스 충전업,제주도민,남성,5622,5841,299150283
202005,차량용 가스 충전업,제주도민,여성,3127,3213,221081947
202005,차량용 주유소 운영업,내국인,남성,32299,33600,1199619244
202005,차량용 주유소 운영업,내국인,여성,16669,17322,560833818
202005,차량용 주유소 운영업,법인,알수없음,46123,49991,3311851919
202005,차량용 주유소 운영업,제주도민,남성,94593,100226,4834333675
202005,차량용 주유소 운영업,제주도민,여성,41071,42507,1926232403
202005,체인화 편의점,내국인,남성,171357,195346,1612918940
202005,체인화 편의점,내국인,여성,93659,103873,877900534
202005,체인화 편의점,법인,알수없음,64177,73668,794667495
202005,체인화 편의점,제주도민,남성,462400,542516,4298412968
202005,체인화 편의점,제주도민,여성,216300,247921,2080109170
202005,체인화 편의점,중국,알수없음,254,302,5131870
202005,택시 운송업,내국인,남성,27,27,166800
202005,택시 운송업,내국인,여성,27,27,230140
202005,택시 운송업,법인,알수없음,22,22,245220
202005,택시 운송업,제주도민,남성,100,101,591900
202005,택시 운송업,제주도민,여성,101,110,615200
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,21,25,366000
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16078,17290,194516611
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12081,12974,144275205
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,9089,10026,212604740
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,45540,49483,602539220
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,38345,41523,492604075
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,38,48,639200
202005,한식 음식점업,기타외국,알수없음,123,126,3738200
202005,한식 음식점업,내국인,남성,136617,142141,5519926517
202005,한식 음식점업,내국인,여성,95657,99570,3594331517
202005,한식 음식점업,법인,알수없음,134165,149864,8256341020
202005,한식 음식점업,제주도민,남성,292206,309089,11725220727
202005,한식 음식점업,제주도민,여성,151771,159595,5522832234
202005,한식 음식점업,중국,알수없음,139,161,10226100
202005,호텔업,기타외국,알수없음,274,297,85982062
202005,호텔업,내국인,남성,3579,3676,734052271
202005,호텔업,내국인,여성,2719,2786,600184733
202005,호텔업,동남아,알수없음,352,373,129205203
202005,호텔업,법인,알수없음,2510,4078,1253136760
202005,호텔업,제주도민,남성,1234,1312,371091597
202005,호텔업,제주도민,여성,914,970,285812521
202005,호텔업,중국,알수없음,22,22,5339170
202005,화장품 및 방향제 소매업,내국인,남성,1269,1416,54668190
202005,화장품 및 방향제 소매업,내국인,여성,1990,2234,61188390
202005,화장품 및 방향제 소매업,법인,알수없음,630,681,81987695
202005,화장품 및 방향제 소매업,제주도민,남성,3234,3474,204435139
202005,화장품 및 방향제 소매업,제주도민,여성,6143,6625,410106633
202005,화장품 및 방향제 소매업,중국,알수없음,22,24,1716204
202005,휴양콘도 운영업,내국인,남성,3616,4118,426726443
202005,휴양콘도 운영업,내국인,여성,2715,3064,299460877
202005,휴양콘도 운영업,법인,알수없음,1442,2709,806548396
202005,휴양콘도 운영업,제주도민,남성,855,1070,41393478
202005,휴양콘도 운영업,제주도민,여성,748,923,39250008
202005,휴양콘도 운영업,중국,알수없음,21,26,102791300
202006,건강보조식품 소매업,내국인,남성,118,125,24237100
202006,건강보조식품 소매업,내국인,여성,108,118,22006650
202006,건강보조식품 소매업,법인,알수없음,140,153,36149595
202006,건강보조식품 소매업,제주도민,남성,495,510,64633130
202006,건강보조식품 소매업,제주도민,여성,559,569,73311990
202006,골프장 운영업,내국인,남성,7307,7718,1423437810
202006,골프장 운영업,내국인,여성,2860,3064,481144015
202006,골프장 운영업,법인,알수없음,12216,13277,2770890645
202006,골프장 운영업,제주도민,남성,10786,11410,1190383528
202006,골프장 운영업,제주도민,여성,3091,3316,324018048
202006,골프장 운영업,중국,알수없음,21,28,5448360
202006,과실 및 채소 소매업,내국인,남성,7873,8550,383448079
202006,과실 및 채소 소매업,내국인,여성,8800,9620,380142013
202006,과실 및 채소 소매업,법인,알수없음,4487,5112,951328002
202006,과실 및 채소 소매업,제주도민,남성,7637,8358,427031288
