Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT)
13/06/2004,02.00.00,0.6,880.0,-200.0,3.4
13/06/2004,03.00.00,0.6,906.0,-200.0,4.1
13/06/2004,04.00.00,0.5,879.0,-200.0,3.1
13/06/2004,05.00.00,0.4,842.0,-200.0,2.2
13/06/2004,06.00.00,0.4,797.0,-200.0,1.5
13/06/2004,07.00.00,0.4,796.0,-200.0,1.3
13/06/2004,08.00.00,0.4,767.0,-200.0,1.2
13/06/2004,09.00.00,0.5,784.0,-200.0,1.7
13/06/2004,10.00.00,0.6,811.0,-200.0,2.5
13/06/2004,11.00.00,0.7,838.0,-200.0,2.5
13/06/2004,12.00.00,0.7,821.0,-200.0,2.7
13/06/2004,13.00.00,0.6,793.0,-200.0,1.9
13/06/2004,14.00.00,0.5,794.0,-200.0,1.8
13/06/2004,15.00.00,0.6,821.0,-200.0,2.4
13/06/2004,16.00.00,0.8,849.0,-200.0,2.6
13/06/2004,17.00.00,0.8,852.0,-200.0,3.0
13/06/2004,18.00.00,1.0,847.0,-200.0,2.9
13/06/2004,19.00.00,1.0,849.0,-200.0,3.5
13/06/2004,20.00.00,1.0,865.0,-200.0,3.6
13/06/2004,21.00.00,0.9,848.0,-200.0,3.6
13/06/2004,22.00.00,0.7,807.0,-200.0,2.3
13/06/2004,23.00.00,0.8,814.0,-200.0,2.6
14/06/2004,00.00.00,0.7,785.0,-200.0,2.0
14/06/2004,01.00.00,0.5,748.0,-200.0,1.2
14/06/2004,02.00.00,0.3,716.0,-200.0,0.7
14/06/2004,03.00.00,0.3,708.0,-200.0,0.5
14/06/2004,04.00.00,-200.0,724.0,-200.0,0.5
14/06/2004,05.00.00,0.3,748.0,-200.0,0.8
14/06/2004,06.00.00,0.7,888.0,-200.0,3.5
14/06/2004,07.00.00,1.5,973.0,-200.0,7.0
14/06/2004,08.00.00,1.8,993.0,-200.0,8.7
14/06/2004,09.00.00,1.4,929.0,-200.0,6.3
14/06/2004,10.00.00,1.5,962.0,-200.0,7.0
14/06/2004,11.00.00,1.2,906.0,-200.0,5.5
14/06/2004,12.00.00,1.2,915.0,-200.0,5.3
14/06/2004,13.00.00,1.3,928.0,-200.0,5.5
14/06/2004,14.00.00,1.0,855.0,-200.0,3.8
14/06/2004,15.00.00,1.4,920.0,-200.0,5.4
14/06/2004,16.00.00,1.6,917.0,-200.0,6.7
14/06/2004,17.00.00,2.7,1072.0,-200.0,12.2
14/06/2004,18.00.00,2.3,1000.0,-200.0,10.2
14/06/2004,19.00.00,1.5,914.0,-200.0,6.7
14/06/2004,20.00.00,1.4,888.0,-200.0,5.7
14/06/2004,21.00.00,1.0,851.0,-200.0,4.1
14/06/2004,22.00.00,1.1,870.0,-200.0,4.7
14/06/2004,23.00.00,1.2,883.0,-200.0,5.2
15/06/2004,00.00.00,1.2,886.0,-200.0,5.1
15/06/2004,01.00.00,0.7,792.0,-200.0,2.8
15/06/2004,02.00.00,0.5,754.0,-200.0,1.4
15/06/2004,03.00.00,0.4,732.0,-200.0,1.0
15/06/2004,04.00.00,0.4,770.0,-200.0,2.0
15/06/2004,05.00.00,0.5,797.0,-200.0,3.0
15/06/2004,06.00.00,1.0,915.0,-200.0,7.5
15/06/2004,07.00.00,4.4,1287.0,-200.0,24.7
15/06/2004,08.00.00,4.0,1195.0,-200.0,24.8
15/06/2004,09.00.00,2.4,1003.0,-200.0,10.9
15/06/2004,10.00.00,2.1,1037.0,-200.0,11.9
15/06/2004,11.00.00,2.7,1114.0,-200.0,16.0
15/06/2004,12.00.00,2.8,1085.0,-200.0,15.7
15/06/2004,13.00.00,2.3,1024.0,-200.0,13.1
15/06/2004,14.00.00,2.0,1017.0,-200.0,12.2
15/06/2004,15.00.00,2.6,1053.0,-200.0,15.8
15/06/2004,16.00.00,2.7,1065.0,-200.0,16.6
15/06/2004,17.00.00,3.1,1136.0,-200.0,18.4
15/06/2004,18.00.00,3.1,1100.0,-200.0,16.7
15/06/2004,19.00.00,3.6,1143.0,-200.0,20.8
15/06/2004,20.00.00,2.9,1083.0,-200.0,15.3
15/06/2004,21.00.00,2.2,1009.0,-200.0,11.5
15/06/2004,22.00.00,2.0,969.0,-200.0,10.1
15/06/2004,23.00.00,2.1,1029.0,-200.0,10.4
16/06/2004,00.00.00,1.9,1064.0,-200.0,9.4
16/06/2004,01.00.00,1.4,986.0,-200.0,6.9
16/06/2004,02.00.00,0.8,872.0,-200.0,4.0
16/06/2004,03.00.00,0.6,840.0,-200.0,3.0
16/06/2004,04.00.00,0.6,812.0,-200.0,2.6
16/06/2004,05.00.00,0.5,810.0,-200.0,2.4
16/06/2004,06.00.00,1.0,936.0,-200.0,6.8
16/06/2004,07.00.00,2.7,1244.0,-200.0,18.9
16/06/2004,08.00.00,5.0,1440.0,-200.0,30.2
16/06/2004,09.00.00,3.3,1180.0,-200.0,14.9
16/06/2004,10.00.00,2.4,1126.0,-200.0,12.2
16/06/2004,11.00.00,1.7,1005.0,-200.0,8.3
16/06/2004,12.00.00,1.7,1032.0,-200.0,9.0
16/06/2004,13.00.00,2.4,1087.0,-200.0,13.7
16/06/2004,14.00.00,2.2,1090.0,-200.0,14.1
16/06/2004,15.00.00,2.2,1072.0,-200.0,12.0
16/06/2004,16.00.00,2.3,1101.0,-200.0,12.2
16/06/2004,17.00.00,2.6,1111.0,-200.0,13.1
16/06/2004,18.00.00,2.3,1048.0,-200.0,12.6
16/06/2004,19.00.00,3.3,1197.0,-200.0,18.3
16/06/2004,20.00.00,3.5,1173.0,-200.0,17.2
16/06/2004,21.00.00,2.5,1075.0,-200.0,12.9
16/06/2004,22.00.00,2.5,1067.0,-200.0,13.7
16/06/2004,23.00.00,2.4,1060.0,-200.0,13.4
17/06/2004,00.00.00,2.5,1081.0,-200.0,13.5
17/06/2004,01.00.00,2.1,1017.0,-200.0,9.9
17/06/2004,02.00.00,1.0,836.0,-200.0,4.4
17/06/2004,03.00.00,0.8,831.0,-200.0,4.3
17/06/2004,04.00.00,-200.0,804.0,-200.0,3.3
17/06/2004,05.00.00,0.5,798.0,-200.0,3.4
17/06/2004,06.00.00,1.3,966.0,-200.0,9.3
17/06/2004,07.00.00,3.6,1277.0,-200.0,23.4
17/06/2004,08.00.00,4.8,1335.0,-200.0,27.7
17/06/2004,09.00.00,3.7,1297.0,-200.0,22.1
17/06/2004,10.00.00,1.9,1041.0,-200.0,10.0
17/06/2004,11.00.00,1.7,1027.0,-200.0,8.9
17/06/2004,12.00.00,1.9,1037.0,-200.0,9.8
17/06/2004,13.00.00,1.8,1014.0,-200.0,9.4
17/06/2004,14.00.00,1.7,1007.0,-200.0,9.8
17/06/2004,15.00.00,1.8,998.0,-200.0,9.5
17/06/2004,16.00.00,1.7,1014.0,-200.0,9.5
17/06/2004,17.00.00,2.8,1157.0,-200.0,15.4
17/06/2004,18.00.00,3.6,1225.0,-200.0,19.4
17/06/2004,19.00.00,3.3,1131.0,-200.0,16.5
17/06/2004,20.00.00,2.9,1111.0,-200.0,14.3
17/06/2004,21.00.00,1.7,976.0,-200.0,8.2
17/06/2004,22.00.00,1.7,1016.0,-200.0,8.7
17/06/2004,23.00.00,2.8,1177.0,-200.0,15.2
18/06/2004,00.00.00,1.8,1013.0,-200.0,10.6
18/06/2004,01.00.00,1.0,886.0,-200.0,6.0
18/06/2004,02.00.00,0.5,791.0,-200.0,3.1
18/06/2004,03.00.00,0.4,762.0,-200.0,2.5
18/06/2004,04.00.00,0.3,740.0,-200.0,1.8
18/06/2004,05.00.00,0.4,775.0,-200.0,2.6
18/06/2004,06.00.00,0.8,872.0,-200.0,6.5
18/06/2004,07.00.00,2.2,1123.0,-200.0,14.5
18/06/2004,08.00.00,4.4,1306.0,-200.0,28.8
18/06/2004,09.00.00,3.7,1237.0,-200.0,21.3
18/06/2004,10.00.00,2.5,1143.0,-200.0,14.9
18/06/2004,11.00.00,2.5,1170.0,-200.0,15.6
18/06/2004,12.00.00,2.3,1116.0,-200.0,14.3
18/06/2004,13.00.00,2.0,1054.0,-200.0,12.6
18/06/2004,14.00.00,2.0,1083.0,-200.0,13.4
18/06/2004,15.00.00,2.1,1078.0,-200.0,12.6
18/06/2004,16.00.00,2.4,1104.0,-200.0,14.8
18/06/2004,17.00.00,3.1,1170.0,-200.0,18.6
18/06/2004,18.00.00,2.9,1091.0,-200.0,16.7
18/06/2004,19.00.00,3.5,1216.0,-200.0,20.8
18/06/2004,20.00.00,2.9,1125.0,-200.0,16.0
18/06/2004,21.00.00,1.5,971.0,-200.0,7.6
18/06/2004,22.00.00,1.7,1062.0,-200.0,10.2
18/06/2004,23.00.00,2.2,1140.0,-200.0,13.8
19/06/2004,00.00.00,1.6,1038.0,-200.0,10.4
19/06/2004,01.00.00,1.0,935.0,-200.0,6.5
19/06/2004,02.00.00,0.6,861.0,-200.0,4.3
19/06/2004,03.00.00,0.6,839.0,-200.0,3.4
19/06/2004,04.00.00,0.6,850.0,-200.0,3.9
19/06/2004,05.00.00,0.5,817.0,-200.0,3.0
19/06/2004,06.00.00,0.5,825.0,-200.0,3.2
19/06/2004,07.00.00,0.9,921.0,-200.0,5.6
19/06/2004,08.00.00,1.4,1031.0,-200.0,9.1
19/06/2004,09.00.00,1.6,1092.0,-200.0,9.7
19/06/2004,10.00.00,1.6,1095.0,-200.0,8.6
19/06/2004,11.00.00,1.7,1097.0,-200.0,9.6
19/06/2004,12.00.00,1.7,1101.0,-200.0,9.8
19/06/2004,13.00.00,1.5,1060.0,-200.0,10.3
19/06/2004,14.00.00,1.2,-200.0,-200.0,-200.0
19/06/2004,15.00.00,1.2,-200.0,-200.0,-200.0
19/06/2004,16.00.00,1.1,-200.0,-200.0,-200.0
19/06/2004,17.00.00,1.0,-200.0,-200.0,-200.0
19/06/2004,18.00.00,1.1,-200.0,-200.0,-200.0
19/06/2004,19.00.00,1.6,-200.0,-200.0,-200.0
19/06/2004,20.00.00,1.7,-200.0,-200.0,-200.0
19/06/2004,21.00.00,1.4,-200.0,-200.0,-200.0
19/06/2004,22.00.00,1.7,-200.0,-200.0,-200.0
19/06/2004,23.00.00,2.4,-200.0,-200.0,-200.0
20/06/2004,00.00.00,2.3,-200.0,-200.0,-200.0
20/06/2004,01.00.00,1.2,-200.0,-200.0,-200.0
20/06/2004,02.00.00,1.0,-200.0,-200.0,-200.0
20/06/2004,03.00.00,1.4,-200.0,-200.0,-200.0
20/06/2004,04.00.00,-200.0,-200.0,-200.0,-200.0
20/06/2004,05.00.00,1.0,-200.0,-200.0,-200.0
20/06/2004,06.00.00,0.9,-200.0,-200.0,-200.0
20/06/2004,07.00.00,0.8,-200.0,-200.0,-200.0
20/06/2004,08.00.00,1.0,-200.0,-200.0,-200.0
20/06/2004,09.00.00,1.2,-200.0,-200.0,-200.0
20/06/2004,10.00.00,1.2,-200.0,-200.0,-200.0
20/06/2004,11.00.00,1.0,-200.0,-200.0,-200.0
20/06/2004,12.00.00,1.0,-200.0,-200.0,-200.0
20/06/2004,13.00.00,0.6,-200.0,-200.0,-200.0
20/06/2004,14.00.00,0.7,-200.0,-200.0,-200.0
20/06/2004,15.00.00,0.8,-200.0,-200.0,-200.0
20/06/2004,16.00.00,1.1,-200.0,-200.0,-200.0
20/06/2004,17.00.00,1.4,-200.0,-200.0,-200.0
20/06/2004,18.00.00,2.8,-200.0,-200.0,-200.0
20/06/2004,19.00.00,2.5,-200.0,-200.0,-200.0
20/06/2004,20.00.00,1.6,-200.0,-200.0,-200.0
20/06/2004,21.00.00,1.4,-200.0,-200.0,-200.0
20/06/2004,22.00.00,2.3,-200.0,-200.0,-200.0
20/06/2004,23.00.00,4.2,-200.0,-200.0,-200.0
21/06/2004,00.00.00,3.0,-200.0,-200.0,-200.0
21/06/2004,01.00.00,2.2,-200.0,-200.0,-200.0
21/06/2004,02.00.00,0.6,-200.0,-200.0,-200.0
21/06/2004,03.00.00,0.3,-200.0,-200.0,-200.0
21/06/2004,04.00.00,0.3,732.0,-200.0,1.5
21/06/2004,05.00.00,0.5,809.0,-200.0,3.5
21/06/2004,06.00.00,1.3,934.0,-200.0,8.3
21/06/2004,07.00.00,2.5,1132.0,-200.0,17.3
21/06/2004,08.00.00,3.7,1221.0,-200.0,23.3
21/06/2004,09.00.00,2.5,1024.0,-200.0,13.8
21/06/2004,10.00.00,1.8,938.0,-200.0,10.2
21/06/2004,11.00.00,1.5,869.0,-200.0,7.9
21/06/2004,12.00.00,1.5,846.0,-200.0,8.8
21/06/2004,13.00.00,1.2,838.0,-200.0,7.2
21/06/2004,14.00.00,1.4,875.0,-200.0,8.3
21/06/2004,15.00.00,1.6,907.0,-200.0,9.6
21/06/2004,16.00.00,1.6,889.0,-200.0,9.0
21/06/2004,17.00.00,2.2,969.0,-200.0,12.4
21/06/2004,18.00.00,3.0,1051.0,-200.0,15.3
21/06/2004,19.00.00,3.0,1043.0,-200.0,16.1
21/06/2004,20.00.00,2.7,1043.0,-200.0,14.1
21/06/2004,21.00.00,2.1,1007.0,-200.0,11.4
21/06/2004,22.00.00,1.6,966.0,-200.0,9.5
21/06/2004,23.00.00,1.3,920.0,-200.0,7.4
22/06/2004,00.00.00,1.1,889.0,-200.0,6.4
22/06/2004,01.00.00,0.7,825.0,-200.0,4.1
22/06/2004,02.00.00,0.4,758.0,-200.0,1.9
22/06/2004,03.00.00,0.2,735.0,-200.0,1.4
22/06/2004,04.00.00,0.2,719.0,-200.0,1.2
22/06/2004,05.00.00,0.3,757.0,-200.0,2.2
22/06/2004,06.00.00,0.9,890.0,-200.0,6.4
22/06/2004,07.00.00,3.1,1181.0,-200.0,18.5
22/06/2004,08.00.00,5.0,1332.0,-200.0,30.2
22/06/2004,09.00.00,2.8,1128.0,-200.0,14.2
22/06/2004,10.00.00,2.8,1128.0,-200.0,14.3
22/06/2004,11.00.00,2.1,1064.0,-200.0,12.6
22/06/2004,12.00.00,3.1,1139.0,-200.0,18.0
22/06/2004,13.00.00,3.0,1121.0,-200.0,17.1
22/06/2004,14.00.00,2.1,1032.0,-200.0,13.0
22/06/2004,15.00.00,1.7,1040.0,-200.0,11.2
22/06/2004,16.00.00,2.2,1076.0,-200.0,13.6
22/06/2004,17.00.00,3.5,1177.0,-200.0,20.5
22/06/2004,18.00.00,3.6,1196.0,-200.0,20.2
22/06/2004,19.00.00,4.1,1204.0,-200.0,23.1
22/06/2004,20.00.00,4.0,1166.0,-200.0,20.3
22/06/2004,21.00.00,1.8,959.0,-200.0,9.3
22/06/2004,22.00.00,1.7,1004.0,-200.0,10.5
22/06/2004,23.00.00,2.4,1050.0,-200.0,13.6
23/06/2004,00.00.00,1.2,965.0,-200.0,8.0
23/06/2004,01.00.00,0.8,849.0,-200.0,4.6
23/06/2004,02.00.00,0.5,809.0,-200.0,3.2
23/06/2004,03.00.00,0.3,777.0,-200.0,2.4
23/06/2004,04.00.00,-200.0,768.0,-200.0,2.1
23/06/2004,05.00.00,0.4,768.0,-200.0,2.2
23/06/2004,06.00.00,1.0,917.0,-200.0,6.7
23/06/2004,07.00.00,3.8,1252.0,-200.0,23.1
23/06/2004,08.00.00,3.2,1224.0,-200.0,19.0
23/06/2004,09.00.00,3.5,1277.0,-200.0,20.1
23/06/2004,10.00.00,3.2,1149.0,-200.0,16.4
23/06/2004,11.00.00,2.3,1091.0,-200.0,13.0
23/06/2004,12.00.00,2.2,1053.0,-200.0,13.1
23/06/2004,13.00.00,2.1,1023.0,-200.0,11.8
23/06/2004,14.00.00,1.9,1085.0,-200.0,12.7
23/06/2004,15.00.00,2.4,1116.0,-200.0,14.1
23/06/2004,16.00.00,2.5,1111.0,-200.0,14.4
23/06/2004,17.00.00,3.6,1210.0,-200.0,20.7
23/06/2004,18.00.00,3.9,1250.0,-200.0,21.6
23/06/2004,19.00.00,4.4,1297.0,-200.0,24.2
23/06/2004,20.00.00,4.8,1313.0,-200.0,21.8
23/06/2004,21.00.00,2.5,1146.0,-200.0,13.0
23/06/2004,22.00.00,2.8,1199.0,-200.0,15.1
23/06/2004,23.00.00,3.2,1274.0,-200.0,16.6
24/06/2004,00.00.00,2.6,1243.0,-200.0,12.7
24/06/2004,01.00.00,1.5,1054.0,-200.0,8.6
24/06/2004,02.00.00,1.0,962.0,-200.0,5.3
24/06/2004,03.00.00,0.8,915.0,-200.0,3.6
24/06/2004,04.00.00,0.6,871.0,-200.0,2.8
24/06/2004,05.00.00,0.6,877.0,-200.0,3.1
24/06/2004,06.00.00,0.7,893.0,-200.0,3.7
24/06/2004,07.00.00,1.2,1030.0,-200.0,6.9
24/06/2004,08.00.00,1.5,1059.0,-200.0,8.6
24/06/2004,09.00.00,1.3,1020.0,-200.0,7.1
24/06/2004,10.00.00,1.6,1045.0,-200.0,6.6
24/06/2004,11.00.00,1.5,1029.0,-200.0,7.2
24/06/2004,12.00.00,1.2,959.0,-200.0,5.0
24/06/2004,13.00.00,1.1,975.0,-200.0,5.7
24/06/2004,14.00.00,1.2,988.0,-200.0,6.0
24/06/2004,15.00.00,1.3,971.0,-200.0,6.1
24/06/2004,16.00.00,1.4,999.0,-200.0,8.0
24/06/2004,17.00.00,1.6,989.0,-200.0,7.8
24/06/2004,18.00.00,2.1,1075.0,-200.0,11.1
24/06/2004,19.00.00,3.0,1190.0,-200.0,15.9
24/06/2004,20.00.00,2.8,1172.0,-200.0,13.7
24/06/2004,21.00.00,3.8,1256.0,-200.0,21.6
24/06/2004,22.00.00,3.2,1190.0,-200.0,16.8
24/06/2004,23.00.00,4.1,1249.0,-200.0,20.5
25/06/2004,00.00.00,2.6,1072.0,-200.0,14.1
25/06/2004,01.00.00,2.0,1035.0,-200.0,10.9
25/06/2004,02.00.00,0.9,839.0,-200.0,3.6
25/06/2004,03.00.00,0.7,833.0,-200.0,3.3
25/06/2004,04.00.00,0.6,804.0,-200.0,2.4
25/06/2004,05.00.00,0.6,811.0,-200.0,3.0
25/06/2004,06.00.00,1.6,1028.0,-200.0,8.9
25/06/2004,07.00.00,2.6,1138.0,-200.0,14.8
25/06/2004,08.00.00,2.9,1203.0,-200.0,16.2
25/06/2004,09.00.00,2.8,1193.0,-200.0,14.6
25/06/2004,10.00.00,1.9,1049.0,-200.0,8.0
25/06/2004,11.00.00,1.9,1090.0,-200.0,9.1
25/06/2004,12.00.00,2.1,1070.0,-200.0,10.0
25/06/2004,13.00.00,1.9,1014.0,-200.0,9.8
25/06/2004,14.00.00,1.6,972.0,-200.0,8.3
25/06/2004,15.00.00,1.6,951.0,-200.0,7.5
25/06/2004,16.00.00,2.1,1033.0,-200.0,11.7
25/06/2004,17.00.00,2.4,983.0,-200.0,13.3
25/06/2004,18.00.00,2.8,973.0,-200.0,14.4
25/06/2004,19.00.00,3.4,1083.0,-200.0,17.9
25/06/2004,20.00.00,3.4,1062.0,-200.0,15.9
25/06/2004,21.00.00,2.7,1011.0,-200.0,14.2
25/06/2004,22.00.00,2.6,1054.0,-200.0,13.8
25/06/2004,23.00.00,2.3,1013.0,-200.0,11.7
26/06/2004,00.00.00,1.2,870.0,-200.0,6.2
26/06/2004,01.00.00,1.0,857.0,-200.0,5.1
26/06/2004,02.00.00,0.9,835.0,-200.0,4.5
26/06/2004,03.00.00,1.1,844.0,-200.0,4.9
26/06/2004,04.00.00,-200.0,763.0,-200.0,2.5
26/06/2004,05.00.00,0.4,769.0,-200.0,2.3
26/06/2004,06.00.00,0.9,891.0,-200.0,5.5
26/06/2004,07.00.00,1.8,1037.0,-200.0,10.4
26/06/2004,08.00.00,2.2,1090.0,-200.0,12.4
26/06/2004,09.00.00,2.4,1117.0,-200.0,14.0
26/06/2004,10.00.00,2.3,1109.0,-200.0,12.7
26/06/2004,11.00.00,1.6,961.0,-200.0,9.0
26/06/2004,12.00.00,1.4,985.0,-200.0,8.5
26/06/2004,13.00.00,1.4,960.0,-200.0,8.2
26/06/2004,14.00.00,1.0,927.0,-200.0,5.9
26/06/2004,15.00.00,1.0,958.0,-200.0,5.6
26/06/2004,16.00.00,1.2,1019.0,-200.0,6.7
26/06/2004,17.00.00,1.3,1010.0,-200.0,6.1
26/06/2004,18.00.00,1.5,1030.0,-200.0,6.7
26/06/2004,19.00.00,1.9,1100.0,-200.0,9.2
26/06/2004,20.00.00,1.8,1079.0,-200.0,8.2
26/06/2004,21.00.00,1.4,1036.0,-200.0,7.0
26/06/2004,22.00.00,1.7,1085.0,-200.0,9.5
26/06/2004,23.00.00,2.7,1214.0,-200.0,15.1
27/06/2004,00.00.00,2.1,1127.0,-200.0,11.7
27/06/2004,01.00.00,1.4,1038.0,-200.0,9.3
27/06/2004,02.00.00,1.0,948.0,-200.0,6.4
27/06/2004,03.00.00,1.0,953.0,-200.0,6.7
27/06/2004,04.00.00,0.8,869.0,-200.0,4.2
27/06/2004,05.00.00,0.5,809.0,-200.0,2.6
27/06/2004,06.00.00,0.6,833.0,-200.0,2.8
27/06/2004,07.00.00,0.6,857.0,-200.0,3.1
27/06/2004,08.00.00,1.0,966.0,-200.0,6.2
27/06/2004,09.00.00,1.6,1063.0,-200.0,7.9
27/06/2004,10.00.00,1.9,1110.0,-200.0,10.5
27/06/2004,11.00.00,1.7,1055.0,-200.0,9.0
27/06/2004,12.00.00,1.1,939.0,-200.0,6.3
27/06/2004,13.00.00,0.8,816.0,-200.0,3.5
27/06/2004,14.00.00,0.7,841.0,-200.0,4.0
27/06/2004,15.00.00,0.7,842.0,-200.0,4.2
27/06/2004,16.00.00,1.2,990.0,-200.0,6.9
27/06/2004,17.00.00,1.6,1042.0,-200.0,7.9
27/06/2004,18.00.00,1.6,1089.0,-200.0,7.9
27/06/2004,19.00.00,1.7,1102.0,-200.0,10.3
27/06/2004,20.00.00,2.0,1095.0,-200.0,10.5
27/06/2004,21.00.00,2.3,1116.0,-200.0,12.7
27/06/2004,22.00.00,2.4,1105.0,-200.0,11.9
27/06/2004,23.00.00,1.7,1018.0,-200.0,9.3
28/06/2004,00.00.00,1.2,991.0,-200.0,7.9
28/06/2004,01.00.00,1.0,923.0,-200.0,5.0
28/06/2004,02.00.00,0.6,874.0,-200.0,3.4
28/06/2004,03.00.00,0.5,846.0,-200.0,3.2
28/06/2004,04.00.00,0.4,838.0,-200.0,2.7
28/06/2004,05.00.00,0.5,827.0,-200.0,3.1
28/06/2004,06.00.00,0.7,901.0,-200.0,5.0
28/06/2004,07.00.00,3.2,1291.0,-200.0,20.7
28/06/2004,08.00.00,5.6,1441.0,-200.0,32.4
28/06/2004,09.00.00,4.6,1363.0,-200.0,24.2
28/06/2004,10.00.00,3.3,1218.0,-200.0,16.6
28/06/2004,11.00.00,2.1,1132.0,-200.0,13.2
28/06/2004,12.00.00,1.9,1103.0,-200.0,12.3
28/06/2004,13.00.00,1.9,1081.0,-200.0,12.1
28/06/2004,14.00.00,1.6,1079.0,-200.0,11.1
28/06/2004,15.00.00,2.0,1167.0,-200.0,13.1
28/06/2004,16.00.00,1.8,1148.0,-200.0,11.6
28/06/2004,17.00.00,2.9,1221.0,-200.0,17.7
28/06/2004,18.00.00,3.4,1255.0,-200.0,19.5
28/06/2004,19.00.00,3.1,1245.0,-200.0,19.7
28/06/2004,20.00.00,2.5,1162.0,-200.0,15.1
28/06/2004,21.00.00,1.8,1079.0,-200.0,11.1
28/06/2004,22.00.00,1.8,1091.0,-200.0,11.7
28/06/2004,23.00.00,2.0,1085.0,-200.0,11.7
29/06/2004,00.00.00,1.5,1050.0,-200.0,9.7
29/06/2004,01.00.00,0.8,941.0,-200.0,6.0
29/06/2004,02.00.00,0.4,891.0,-200.0,3.9
29/06/2004,03.00.00,0.3,842.0,-200.0,2.6
29/06/2004,04.00.00,-200.0,850.0,-200.0,2.8
29/06/2004,05.00.00,0.5,863.0,-200.0,3.0
29/06/2004,06.00.00,0.7,956.0,-200.0,5.4
29/06/2004,07.00.00,3.4,1384.0,-200.0,23.5
29/06/2004,08.00.00,5.7,1502.0,-200.0,33.5
29/06/2004,09.00.00,3.2,1219.0,-200.0,15.5
29/06/2004,10.00.00,2.7,1237.0,-200.0,15.3
29/06/2004,11.00.00,2.1,1181.0,-200.0,12.8
29/06/2004,12.00.00,2.8,1251.0,-200.0,15.2
29/06/2004,13.00.00,2.5,1214.0,-200.0,15.7
29/06/2004,14.00.00,2.1,1166.0,-200.0,12.3
29/06/2004,15.00.00,2.5,1226.0,-200.0,15.3
29/06/2004,16.00.00,2.7,1265.0,-200.0,17.6
29/06/2004,17.00.00,3.7,1317.0,-200.0,21.5
29/06/2004,18.00.00,3.7,1372.0,-200.0,23.2
29/06/2004,19.00.00,4.6,1443.0,-200.0,25.6
29/06/2004,20.00.00,2.6,1200.0,-200.0,14.3
29/06/2004,21.00.00,2.5,1216.0,-200.0,14.4
29/06/2004,22.00.00,2.3,1160.0,-200.0,12.6
29/06/2004,23.00.00,2.2,1194.0,-200.0,13.7
30/06/2004,00.00.00,2.5,1199.0,-200.0,13.1
30/06/2004,01.00.00,0.9,965.0,-200.0,6.1
30/06/2004,02.00.00,0.8,961.0,-200.0,5.8
30/06/2004,03.00.00,0.7,901.0,-200.0,3.7
30/06/2004,04.00.00,0.5,864.0,-200.0,2.6
30/06/2004,05.00.00,0.7,952.0,-200.0,4.6
30/06/2004,06.00.00,0.9,1009.0,-200.0,7.4
30/06/2004,07.00.00,2.2,1225.0,-200.0,15.2
30/06/2004,08.00.00,2.8,1245.0,-200.0,16.7
30/06/2004,09.00.00,2.9,1265.0,-200.0,17.0
30/06/2004,10.00.00,2.9,1276.0,-200.0,18.0
30/06/2004,11.00.00,3.0,1232.0,-200.0,16.1
30/06/2004,12.00.00,2.5,1193.0,-200.0,13.4
30/06/2004,13.00.00,2.3,1162.0,-200.0,14.0
30/06/2004,14.00.00,2.1,1126.0,-200.0,13.4
30/06/2004,15.00.00,1.9,1089.0,-200.0,10.4
30/06/2004,16.00.00,2.3,1134.0,-200.0,12.7
30/06/2004,17.00.00,4.2,1388.0,-200.0,24.5
30/06/2004,18.00.00,4.9,1506.0,-200.0,27.8
30/06/2004,19.00.00,4.9,1352.0,-200.0,23.3
30/06/2004,20.00.00,3.5,1217.0,-200.0,17.6
30/06/2004,21.00.00,2.5,1149.0,-200.0,14.5
30/06/2004,22.00.00,2.5,1156.0,-200.0,14.4
30/06/2004,23.00.00,2.6,1180.0,-200.0,14.2
01/07/2004,00.00.00,2.3,1109.0,-200.0,12.9
01/07/2004,01.00.00,1.5,1032.0,-200.0,9.9
01/07/2004,02.00.00,0.9,893.0,-200.0,5.1
01/07/2004,03.00.00,0.6,848.0,-200.0,2.8
01/07/2004,04.00.00,0.6,850.0,-200.0,3.2
01/07/2004,05.00.00,0.8,938.0,-200.0,5.4
01/07/2004,06.00.00,0.9,948.0,-200.0,6.4
01/07/2004,07.00.00,2.4,1225.0,-200.0,17.1
01/07/2004,08.00.00,3.9,1380.0,-200.0,22.3
01/07/2004,09.00.00,2.9,1276.0,-200.0,14.6
01/07/2004,10.00.00,2.7,1246.0,-200.0,13.3
01/07/2004,11.00.00,2.0,1141.0,-200.0,10.5
01/07/2004,12.00.00,2.4,1199.0,-200.0,14.2
01/07/2004,13.00.00,2.0,1156.0,-200.0,12.2
01/07/2004,14.00.00,1.8,1158.0,-200.0,10.1
01/07/2004,15.00.00,1.9,1163.0,-200.0,11.7
01/07/2004,16.00.00,1.8,1078.0,-200.0,10.9
01/07/2004,17.00.00,2.9,1244.0,-200.0,17.3
01/07/2004,18.00.00,3.3,1236.0,-200.0,18.0
01/07/2004,19.00.00,4.4,1364.0,-200.0,22.9
01/07/2004,20.00.00,3.4,1193.0,-200.0,16.5
01/07/2004,21.00.00,1.9,1078.0,-200.0,10.2
01/07/2004,22.00.00,2.1,1140.0,-200.0,11.6
01/07/2004,23.00.00,2.5,1239.0,-200.0,14.3
