ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
462856,Female,No,28,Yes,Engineer,0.0,Low,3.0,Cat_6,D
459715,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,D
464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A
463360,Female,Yes,50,Yes,Artist,4.0,Low,1.0,Cat_6,B
461272,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_3,B
466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
461414,Male,No,30,Yes,Entertainment,,Low,5.0,Cat_3,D
462349,Male,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,A
460545,Male,Yes,78,No,Lawyer,1.0,High,3.0,Cat_3,B
464560,Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
463257,Female,No,23,No,Healthcare,3.0,Low,5.0,Cat_6,D
460498,Male,Yes,47,No,Executive,1.0,High,2.0,Cat_3,B
459386,Male,Yes,65,No,Lawyer,1.0,High,2.0,Cat_6,C
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,A
459911,Male,No,18,No,Healthcare,4.0,Low,6.0,Cat_2,D
461445,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
460551,Male,Yes,49,Yes,Engineer,0.0,Average,2.0,Cat_3,C
465477,Male,No,31,No,Healthcare,1.0,Low,3.0,Cat_2,B
462237,Female,No,22,No,Healthcare,1.0,Low,9.0,Cat_4,D
467809,Male,Yes,46,Yes,Doctor,1.0,Average,2.0,Cat_6,C
464151,Male,No,40,Yes,Doctor,12.0,Low,1.0,Cat_2,D
462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
467172,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,C
462771,Female,Yes,46,Yes,Marketing,,High,3.0,Cat_6,B
464698,Male,Yes,82,Yes,Lawyer,0.0,Low,,Cat_4,A
467168,Male,Yes,47,Yes,Artist,9.0,Average,2.0,Cat_1,A
460867,Male,Yes,40,Yes,Doctor,0.0,Average,5.0,Cat_6,B
460173,Female,Yes,40,Yes,Artist,1.0,Low,3.0,Cat_6,C
467775,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_7,C
460185,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
466987,Male,Yes,63,No,Artist,5.0,Average,2.0,Cat_6,C
459413,Female,Yes,79,Yes,Artist,,High,2.0,Cat_6,B
462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
459820,Female,Yes,73,Yes,Artist,,Average,3.0,Cat_3,C
465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
460993,Male,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
461603,Male,No,39,Yes,Artist,,Low,1.0,Cat_6,C
465070,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C
461554,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,A
466802,Female,,40,Yes,Engineer,0.0,Low,1.0,Cat_6,A
463989,Male,No,79,No,Lawyer,0.0,Low,1.0,Cat_4,D
466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_4,C
466251,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D
460261,Female,Yes,58,Yes,Lawyer,1.0,High,4.0,Cat_1,C
466840,Male,No,20,No,Healthcare,4.0,Low,5.0,Cat_2,D
461236,Female,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,A
466736,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
463504,Male,No,26,Yes,Healthcare,,Low,1.0,Cat_6,D
462516,Female,No,28,No,Engineer,,Low,3.0,Cat_6,D
464114,Female,No,36,No,Doctor,0.0,Low,2.0,Cat_6,A
461049,Female,Yes,61,Yes,Doctor,1.0,Low,7.0,Cat_7,A
460973,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D
460052,Female,No,86,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
461379,Male,No,31,Yes,Healthcare,0.0,Low,,Cat_5,D
460322,Female,Yes,52,No,Engineer,9.0,Low,,Cat_6,B
465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
460146,Female,Yes,51,Yes,Engineer,0.0,Average,3.0,Cat_3,A
466868,Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,A
466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
460299,Male,Yes,56,Yes,Artist,4.0,Low,1.0,Cat_6,B
462907,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_6,D
459079,Male,Yes,84,Yes,Lawyer,,High,2.0,Cat_6,A
462531,Female,Yes,57,No,Homemaker,,High,2.0,Cat_6,A
464593,Female,No,43,Yes,Doctor,1.0,Low,4.0,Cat_2,D
466257,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,C
463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,C
461775,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A
461485,Male,Yes,59,No,Engineer,1.0,Average,3.0,Cat_6,C
461377,Female,Yes,63,Yes,Artist,,Low,1.0,Cat_6,B
463813,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A
465796,Female,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_4,C
466878,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6,A
464240,Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,D
466703,Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,C
460871,Female,No,33,Yes,Healthcare,,Low,,Cat_6,B
466738,Female,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D
460520,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_3,C
459945,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6,C
462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6,A
459208,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_3,B
459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,A
462129,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
463794,Female,No,33,Yes,Healthcare,,Low,5.0,Cat_2,D
462553,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,B
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
464411,Male,No,30,Yes,Healthcare,3.0,Low,6.0,Cat_7,D
466731,Female,Yes,38,Yes,Engineer,4.0,Low,2.0,Cat_4,A
459582,Male,Yes,31,No,Entertainment,,Average,3.0,Cat_6,A
464802,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,D
460851,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,B
461372,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6,A
464522,Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6,C
461653,Female,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,D
467001,Female,,53,Yes,Entertainment,8.0,Average,4.0,Cat_2,B
462463,Male,Yes,61,No,Artist,1.0,Average,2.0,Cat_6,C
462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,C
461675,Male,No,61,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
467167,Male,Yes,69,Yes,Artist,1.0,Average,,Cat_3,C
464376,Male,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A
465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,A
462543,Female,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_3,C
466722,Male,Yes,35,No,Executive,1.0,High,3.0,Cat_6,C
461938,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A
459200,Female,Yes,39,Yes,Artist,2.0,Average,4.0,Cat_6,C
461497,Male,No,29,No,Doctor,5.0,Low,5.0,Cat_2,B
465048,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_4,C
462027,Male,No,39,No,Engineer,1.0,Low,1.0,Cat_6,A
465566,Male,No,50,Yes,Artist,1.0,Low,3.0,Cat_3,B
465920,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,A
464253,Female,Yes,49,Yes,Artist,,Average,4.0,Cat_6,C
461713,Female,No,27,Yes,Artist,1.0,Low,5.0,Cat_6,C
462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,A
460043,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,B
459011,Male,Yes,88,No,Lawyer,1.0,Low,1.0,Cat_6,A
461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
459990,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
466364,Female,Yes,52,Yes,Artist,1.0,Low,3.0,Cat_2,C
463288,Female,,59,Yes,Artist,9.0,Average,2.0,Cat_6,C
463701,Male,Yes,52,Yes,Marketing,1.0,High,4.0,Cat_6,C
460596,Male,No,29,No,Engineer,0.0,Low,5.0,Cat_3,A
459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_6,D
464808,Male,Yes,42,No,Entertainment,1.0,Low,4.0,Cat_4,A
463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,B
460147,Male,Yes,73,Yes,Entertainment,1.0,Average,3.0,Cat_6,D
461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
462232,Male,Yes,56,No,Executive,1.0,High,8.0,Cat_4,A
461963,Female,No,43,Yes,Artist,8.0,Low,1.0,Cat_6,A
462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3,C
463415,Female,No,28,Yes,Healthcare,,Low,5.0,Cat_6,B
459485,Female,Yes,79,Yes,Lawyer,,High,2.0,Cat_6,C
463053,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,C
465150,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
460148,Female,Yes,73,No,Engineer,1.0,Low,,,A
462245,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C
467451,Female,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_1,C
462670,Male,Yes,89,Yes,Doctor,,Low,1.0,Cat_6,A
461856,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,C
465242,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_3,A
459727,Male,Yes,83,No,Lawyer,,High,2.0,Cat_6,B
466469,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
460214,Female,Yes,45,Yes,Engineer,0.0,Average,2.0,Cat_6,C
463495,Male,No,30,No,Healthcare,,Low,4.0,Cat_6,B
460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
461516,Male,Yes,31,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
459017,Male,Yes,50,Yes,Executive,,High,6.0,Cat_6,C
459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
460792,Female,No,42,No,Homemaker,11.0,Low,,Cat_6,A
459996,Male,No,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
461998,Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
466888,Male,Yes,50,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
467210,Male,Yes,28,Yes,Homemaker,13.0,Average,2.0,Cat_6,B
463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,Cat_4,A
466875,Female,No,36,Yes,Marketing,0.0,Low,2.0,Cat_3,D
464433,Male,No,33,Yes,Artist,,Low,,Cat_2,A
467237,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,D
462433,Female,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
460325,Female,No,63,Yes,Healthcare,3.0,Low,1.0,Cat_6,B
467243,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,B
462982,Male,Yes,41,No,Doctor,2.0,Average,4.0,Cat_6,A
461196,Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,D
460474,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4,A
466279,Female,No,31,No,,1.0,Low,4.0,Cat_3,A
464672,Male,No,19,No,Entertainment,0.0,Low,6.0,Cat_4,A
463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
460875,Male,No,35,Yes,Entertainment,0.0,Low,3.0,Cat_3,A
460980,Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_3,D
464847,Female,Yes,52,No,Artist,,Average,4.0,Cat_4,A
467918,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C
460014,Female,No,66,No,Entertainment,4.0,Low,3.0,Cat_6,A
465168,Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B
462652,Male,Yes,37,No,Artist,,Average,3.0,Cat_4,B
464288,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6,A
463423,Male,Yes,63,No,Executive,0.0,Average,3.0,Cat_6,B
463919,Female,No,31,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
461870,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
467155,Male,Yes,47,No,Executive,0.0,High,4.0,Cat_6,B
467940,Female,No,27,No,Marketing,8.0,Low,4.0,Cat_2,D
460369,Female,Yes,50,Yes,Artist,,Low,2.0,Cat_6,C
459217,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,B
463708,Female,Yes,28,No,Engineer,1.0,Average,2.0,Cat_4,A
459107,Male,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C
463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,Cat_6,A
459393,Female,No,40,No,Healthcare,8.0,Low,3.0,Cat_3,D
466175,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,C
466086,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459581,Female,No,35,No,,,Low,,Cat_7,C
466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
459364,Female,Yes,81,Yes,Marketing,0.0,Low,2.0,Cat_6,B
462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,B
463554,Female,No,53,No,Artist,7.0,Low,1.0,Cat_6,C
467608,Male,No,32,Yes,Engineer,6.0,Low,1.0,Cat_6,D
461431,Male,Yes,42,Yes,Doctor,1.0,Average,2.0,Cat_1,C
464129,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_1,C
466441,Male,No,22,No,Healthcare,0.0,Low,9.0,Cat_6,D
464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,A
461384,Male,Yes,71,Yes,Lawyer,2.0,High,,Cat_6,A
463204,Male,No,36,No,Entertainment,1.0,Low,1.0,Cat_6,A
460737,Male,,66,Yes,Artist,0.0,Low,,Cat_3,B
467580,Male,No,27,Yes,Doctor,,Low,3.0,Cat_6,B
459682,Male,Yes,35,Yes,Executive,,Average,3.0,Cat_6,A
466546,Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,B
464580,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,A
466562,Female,No,20,No,Healthcare,7.0,Low,4.0,Cat_6,A
465822,Female,Yes,52,Yes,Engineer,1.0,Average,5.0,Cat_4,B
467683,Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,D
462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
464670,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,B
467652,Male,No,32,Yes,Doctor,0.0,Low,3.0,Cat_6,D
466039,Female,No,29,No,Entertainment,0.0,Low,,Cat_4,A
465297,Male,Yes,88,No,,,High,3.0,Cat_6,A
467110,Male,,60,Yes,Lawyer,1.0,High,1.0,Cat_6,D
462161,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,D
459686,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,A
466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,D
463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
462525,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
467917,Female,No,27,Yes,Healthcare,3.0,Low,4.0,Cat_1,D
463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,B
459836,Male,,32,Yes,Healthcare,8.0,High,5.0,Cat_7,D
463039,Male,Yes,38,No,Executive,12.0,High,7.0,Cat_6,A
465719,Female,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,C
464475,Male,No,25,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
467962,Female,No,20,No,Healthcare,0.0,Low,,Cat_6,D
467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A
467482,Male,Yes,38,Yes,Executive,0.0,High,3.0,Cat_6,C
465393,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,D
464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
464940,Female,Yes,29,No,Engineer,1.0,Low,2.0,Cat_4,A
465699,Female,No,38,No,Artist,13.0,Low,2.0,Cat_4,D
466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
461857,Male,No,33,No,Entertainment,,Low,3.0,Cat_6,C
465470,Female,Yes,61,No,Engineer,1.0,Average,2.0,Cat_6,C
461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3,A
464176,Female,Yes,41,Yes,Artist,1.0,Low,1.0,Cat_6,B
460644,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
460951,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6,A
461388,Male,No,20,No,Healthcare,,Low,5.0,Cat_2,B
467041,Female,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C
464541,Male,No,31,Yes,Doctor,1.0,Low,2.0,Cat_6,A
459288,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,A
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
464879,Female,Yes,28,Yes,Doctor,1.0,Average,2.0,Cat_4,A
465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,A
459804,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
464301,Female,Yes,51,Yes,Doctor,0.0,Average,3.0,Cat_6,B
460564,Female,Yes,28,,Homemaker,6.0,Average,3.0,Cat_3,C
460166,Female,No,19,No,Healthcare,0.0,Low,7.0,Cat_2,A
465202,Male,No,25,No,Entertainment,7.0,Low,4.0,Cat_6,B
463431,Male,Yes,43,Yes,Artist,,Average,4.0,Cat_4,B
462205,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,C
460843,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
459466,Female,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_4,A
462658,Female,Yes,31,Yes,Homemaker,9.0,Average,2.0,,B
464130,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,A
467613,Male,Yes,53,No,Artist,1.0,Average,6.0,Cat_6,A
467076,Female,Yes,48,Yes,Doctor,0.0,Average,2.0,Cat_6,B
464995,Male,Yes,53,No,Executive,2.0,High,4.0,Cat_4,A
464537,Male,Yes,41,Yes,Artist,8.0,Average,3.0,Cat_6,A
461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
459369,Male,Yes,35,No,Engineer,,Average,7.0,Cat_4,A
461251,Female,No,47,Yes,Marketing,1.0,Low,,Cat_6,C
463842,Female,Yes,50,Yes,Engineer,1.0,High,4.0,Cat_6,D
460003,Male,No,49,Yes,Doctor,5.0,Low,1.0,Cat_6,D
461335,Male,Yes,51,No,Executive,9.0,High,2.0,Cat_6,C
463786,Female,Yes,37,Yes,Artist,,Average,2.0,Cat_6,C
461914,Female,Yes,55,Yes,Artist,6.0,Low,,Cat_6,C
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B
467346,Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,C
461150,Female,,20,No,Marketing,0.0,High,2.0,Cat_3,A
462712,Male,No,33,Yes,Homemaker,,Low,1.0,Cat_6,D
463386,Female,Yes,43,Yes,Doctor,6.0,Low,1.0,Cat_3,B
467316,Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,Cat_1,B
462575,Male,Yes,50,No,Executive,1.0,High,4.0,Cat_6,B
465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,C
460397,Female,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
460357,Male,No,23,No,Healthcare,1.0,Low,5.0,Cat_6,D
463782,Female,No,27,Yes,Artist,9.0,Low,1.0,Cat_6,D
460735,Male,Yes,35,Yes,Engineer,1.0,Average,4.0,Cat_3,A
459282,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
461035,Male,No,21,No,,7.0,Low,,Cat_3,D
461969,Female,Yes,46,No,Engineer,9.0,Average,1.0,Cat_4,A
465034,Female,Yes,83,Yes,Executive,1.0,High,3.0,Cat_6,A
467595,Female,No,25,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
467961,Male,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4,B
461189,Male,Yes,87,No,Lawyer,,Low,1.0,Cat_3,B
463596,Female,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,C
459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,D
459396,Female,No,50,Yes,Engineer,0.0,Low,1.0,Cat_6,B
465098,Female,No,41,Yes,Artist,1.0,Low,,Cat_4,A
460675,Female,No,32,Yes,Engineer,,Low,,Cat_3,D
463877,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A
465625,Male,No,42,Yes,Artist,11.0,Low,2.0,Cat_6,C
465130,Female,Yes,50,Yes,Artist,0.0,Average,9.0,Cat_6,C
463666,Male,No,27,Yes,Executive,0.0,Low,6.0,Cat_6,D
466500,Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,B
466247,Female,,51,Yes,Artist,0.0,Low,4.0,Cat_2,C
459356,Male,No,63,Yes,Artist,4.0,Low,1.0,Cat_6,A
467748,Male,Yes,38,Yes,Executive,,High,4.0,Cat_6,C
466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3,B
461211,Female,No,46,Yes,Entertainment,0.0,Low,1.0,Cat_6,C
462329,Male,Yes,42,No,Executive,2.0,High,4.0,Cat_6,C
461087,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,A
466625,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,C
459538,Female,No,45,Yes,Homemaker,11.0,Low,1.0,Cat_6,B
465941,Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
465974,Male,Yes,45,Yes,Executive,5.0,High,4.0,Cat_4,A
460959,Female,No,28,No,Artist,5.0,Low,5.0,Cat_3,C
459783,Female,Yes,18,No,Artist,,High,,Cat_1,B
463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
465437,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C
466663,Male,No,57,Yes,Doctor,0.0,Low,1.0,Cat_3,A
466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
463398,Male,No,29,No,Marketing,9.0,Low,4.0,Cat_3,C
464921,Male,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4,C
459678,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,A
466586,Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,C
459302,Female,Yes,57,Yes,Artist,,Average,4.0,Cat_2,C
463096,Female,No,28,Yes,Doctor,,Low,3.0,Cat_6,A
463120,Female,No,35,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
466075,Female,Yes,50,Yes,Engineer,1.0,Average,4.0,Cat_4,B
460835,Female,Yes,28,Yes,Artist,0.0,Low,1.0,Cat_5,A
464498,Male,Yes,45,Yes,Artist,,Average,3.0,Cat_3,B
466804,Female,,35,Yes,Homemaker,4.0,Low,1.0,Cat_3,B
462684,Female,No,32,No,Healthcare,7.0,Low,4.0,Cat_6,D
463753,Female,No,30,Yes,Healthcare,1.0,Low,5.0,Cat_2,A
464173,Male,Yes,65,Yes,Artist,6.0,Average,3.0,Cat_6,D
461378,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,B
466932,Female,No,49,Yes,Doctor,,Low,2.0,Cat_6,D
459948,Female,No,62,Yes,Engineer,0.0,Low,1.0,Cat_6,B
465204,Male,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,B
464246,Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6,B
465007,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
462188,Female,Yes,48,No,Engineer,0.0,Average,4.0,Cat_4,C
465172,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,D
462824,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_4,D
461968,Female,No,39,Yes,Entertainment,2.0,Low,1.0,Cat_6,D
459083,Male,Yes,63,Yes,Artist,9.0,Average,3.0,,A
462103,Female,Yes,49,No,Entertainment,9.0,High,2.0,Cat_6,A
461950,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_2,D
460719,Female,Yes,84,Yes,Lawyer,0.0,Low,,Cat_3,A
461929,Male,Yes,63,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
459592,Male,No,25,No,Healthcare,0.0,Low,3.0,Cat_6,D
459119,Male,Yes,57,Yes,Executive,8.0,High,3.0,Cat_6,D
462051,Male,No,20,No,Healthcare,,Low,5.0,Cat_4,D
460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
461421,Male,Yes,37,Yes,Artist,,Average,3.0,Cat_6,B
465615,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6,C
465607,Female,No,37,Yes,Artist,7.0,Low,2.0,Cat_3,B
463774,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
462687,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3,D
462300,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,D
462275,Male,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C
462069,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,B
461305,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
465262,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0,Cat_2,B
