기업ID,사원ID,성별,년도,기본급,성과급
ID_2,7bb9f9cdb7f4469a,여성,2018,4638,546
ID_10,26f51be983e04126,남성,2020,3862,500
ID_2,c6d6f784bcf14332,여성,2022,5308,645
ID_8,5869f081d3764f50,남성,2024,3792,1522
ID_6,b65f3e95c4ca451d,여성,2019,3102,710
ID_1,21e501c6b1374675,남성,2019,4003,1684
ID_8,c49e4f36ef634c56,여성,2024,3892,902
ID_10,16cb34fb291247f2,여성,2022,4066,552
ID_3,8a2eed34db3541ec,여성,2019,4646,500
ID_4,ecbf69f0b41240a3,남성,2023,3598,1768
ID_5,01fcf652582642c4,남성,2018,5433,1332
ID_2,47ea69b8e76c43d3,남성,2020,4950,574
ID_4,7ef34cce4f3742b2,여성,2020,3336,1974
ID_1,2bf13d1e8a3d441a,남성,2023,4367,2000
ID_5,8edb37014ea94833,여성,2025,6594,1448
ID_1,a8359f1e318844fe,여성,2021,4213,1985
ID_10,14dec3fd8d644aaa,여성,2020,3825,641
ID_5,5a306242a4a94b2c,남성,2023,6331,1850
ID_1,97a235ec1e844ea2,남성,2018,3860,2000
ID_4,ec6ae6506ab34324,여성,2021,3352,1441
ID_6,0941655b6d23415b,여성,2022,3284,803
ID_7,f6cb4979afbf40d9,남성,2021,3707,1797
ID_9,a98aee81e6e34d16,남성,2021,5502,2000
ID_1,deda8f766cae4dcf,여성,2019,3986,1636
ID_1,86ba12c4c53846fe,여성,2022,4372,2000
ID_4,4b7a01ce8da64653,여성,2022,3423,1829
ID_8,ac752db15f4c4752,남성,2024,3748,1519
ID_5,1fc86da358eb4bac,남성,2023,6561,1273
ID_10,b6a1c5f0f9974292,여성,2022,4069,604
ID_9,e052e5f813d44de1,남성,2023,5519,1683
ID_1,3fbd5b0d49aa4a84,여성,2022,4340,1899
ID_5,d73db819a0ee46c3,남성,2024,6421,1390
ID_9,c60f41030e5d40ff,여성,2022,5620,1759
ID_2,2b9e067b3de14389,남성,2024,5694,675
ID_2,16629edaa11b4508,여성,2019,4779,500
ID_3,31734f14775a4000,여성,2024,5313,500
ID_8,3279c3f5953e4d5d,여성,2023,3735,1457
ID_8,e8338e6a1cf64d80,남성,2020,3394,1390
ID_7,52ff99ae2e944dcb,남성,2019,3569,1764
ID_10,17947d45b1474e45,남성,2023,4414,633
ID_6,8f50050e50e945b7,남성,2021,3248,691
ID_9,529ba9f545184f99,남성,2023,5620,1679
ID_2,43d930e58d5541f7,여성,2018,4638,733
ID_9,c31183f556844e48,여성,2018,4899,1972
ID_5,0c764af55f1b4737,남성,2020,5742,1738
ID_1,1e3f61abcda9403d,남성,2020,4101,1793
ID_3,7aaf6560d5814596,남성,2020,4717,713
ID_6,2046ad447d604bee,남성,2022,3498,816
ID_7,22c61628e5d04fdb,여성,2025,4444,1697
ID_1,78b915926cd9437d,남성,2022,4405,1582
ID_9,99b5635815b144dc,남성,2023,5784,1374
ID_1,201581d0f2564a0f,여성,2023,4680,1635
ID_1,c96bcc0e9b66456f,여성,2023,4566,1810
ID_4,1e56c9bbcb984709,여성,2019,3254,1838
ID_4,b8fe498d95844c25,여성,2022,3529,1325
ID_6,d764be8c1c4b48d1,여성,2022,3515,653
ID_2,df855f2679e844e8,남성,2022,5309,515
ID_1,3aa77f51680849a3,남성,2021,4120,2000
ID_9,5c845959e6a749e1,여성,2020,5196,1836
ID_6,13be0fb975ee4d45,남성,2021,3257,891
ID_3,9dfe740ded9d45a2,남성,2023,5210,612
ID_10,e414154ffed44a50,남성,2020,3896,500
ID_1,b27ab3d92f2f4051,남성,2020,4130,1757
ID_7,f6cb4979afbf40d9,남성,2020,3628,1602
ID_2,7bb9f9cdb7f4469a,여성,2021,5149,751
ID_1,503cb84f69554d96,여성,2024,4362,1534
ID_1,4956460447654b9c,남성,2018,3860,2000
ID_3,35ecadc473c74b24,남성,2021,4883,622
ID_2,ce62e0cee28e491b,남성,2020,4845,500
ID_10,2d7f6696a0c847d0,남성,2022,4234,500
ID_1,4956460447654b9c,남성,2019,3998,2000
ID_3,7aaf6560d5814596,남성,2021,4840,500
ID_8,4b0bbf803e3e4edc,여성,2018,3189,1552
ID_7,aa2920ef7a1447f1,남성,2022,3809,1455
ID_1,09857a51463b475f,여성,2025,5070,1573
ID_6,7f8e780e95744da6,여성,2023,3609,715
ID_9,ece301cfce8e4757,남성,2023,5488,1543
ID_2,60e3a89374da46c1,여성,2020,4920,636
ID_1,14fdf07ddf3d488f,남성,2020,4133,1900
ID_4,7f8f0dd1dcee4931,남성,2021,3510,1389
ID_9,7e26ce08ac584120,남성,2021,5338,1793
ID_2,dd76aee07b6348ac,여성,2025,5938,737
ID_2,993def3ff3144d92,남성,2024,5450,502
ID_8,b3191667c2be4e18,남성,2021,3492,1491
ID_1,1a9a177958714331,남성,2023,4430,1441
ID_8,91127d0eabe04faf,남성,2024,3811,1896
ID_10,860dffbcab5943c8,여성,2023,4361,694
ID_10,e17059c524e24820,남성,2021,4075,500
ID_1,abc356d9f207491a,여성,2023,4691,1392
ID_6,32d20a7e6dde46f0,남성,2019,3088,817
ID_2,417a9a28f7c641a0,여성,2022,5142,500
ID_4,7320913038804a7a,남성,2024,3727,1592
ID_2,a272c078d1fc4a37,여성,2021,5119,558
ID_2,606140361db14387,남성,2018,4638,867
ID_9,7f52ad98e92c4908,여성,2020,5243,1818
ID_3,6b1f226c95024c67,여성,2023,5073,791
ID_5,ec144e4e51f542a2,남성,2022,6080,2000
ID_2,86e2bf8c6a4f4c08,여성,2024,5737,720
ID_8,5e31026684f54a5a,여성,2022,3691,1583
ID_6,85aa1d5e80984055,남성,2022,3296,926
ID_3,197b4ef44e4b4df4,여성,2020,4837,660
ID_3,59cc72c1710347e7,여성,2019,4648,521
ID_4,4c2001aac0234613,남성,2023,3711,1844
ID_5,db3ca7b7095348c8,남성,2022,5930,1807
ID_7,a0ea062b912f42da,남성,2022,3770,1824
ID_9,6b73f1f1768d4a4b,남성,2021,5251,2000
ID_2,1334459ac636471c,여성,2020,4858,500
ID_3,4363c51515484790,여성,2021,4992,743
ID_9,da13ff3ffd05489c,남성,2024,5755,1815
ID_2,925c21cb57e94c31,남성,2023,5393,616
ID_4,0399cba071f14c1c,남성,2018,3130,1317
ID_5,26ad0748b76a4b2c,여성,2022,6200,2000
ID_8,85620d0b01a04171,여성,2022,3518,1496
ID_7,368573ad775e4e83,남성,2022,4028,1466
ID_9,61fc8ee30fe34648,남성,2019,5021,1664
ID_10,7633a12230e94c26,남성,2020,3854,738
ID_5,0b737b8215854774,남성,2022,6179,1482
ID_5,9aef466ab2094e24,여성,2025,6798,1721
ID_7,4a610b26ab3a4c46,남성,2022,3943,1501
ID_10,a7c29845dd254abb,여성,2022,4001,531
ID_10,a0fd9c00c9704652,남성,2021,4090,500
ID_1,1e3f61abcda9403d,남성,2023,4492,2000
ID_8,e6eb442dcf1a4a57,남성,2020,3408,1759
ID_8,dcefc7d3306b4ef4,여성,2025,3941,1153
ID_3,9381d75007724132,남성,2025,5239,500
ID_4,2776420bfac04d43,여성,2022,3524,1893
ID_3,fc0b7e3be0024909,남성,2021,4816,587
ID_8,e6eb442dcf1a4a57,남성,2022,3642,1047
ID_7,084657a6f24c4347,남성,2025,3993,1434
ID_4,5951662123b549a6,남성,2020,3352,1587
ID_8,1e2a83a65f794a0d,여성,2020,3378,1711
ID_6,74d144ec390d47c2,남성,2023,3444,942
ID_3,3a4ab7b4189f4268,남성,2022,5140,500
ID_8,0117e375e7ef468b,여성,2024,3680,1456
ID_3,de6367c2cc884037,여성,2020,4726,611
ID_1,ebf5b126aec1438e,여성,2020,4028,1718
ID_1,0b17217a34af4b0b,남성,2022,4183,1836
ID_10,8d59d0f7eab042c7,남성,2022,4159,637
ID_9,33eb83cc2eef4e27,남성,2021,5285,1776
ID_4,dbaef35853ff4589,여성,2021,3413,1653
ID_2,e860840877744d3a,남성,2021,4946,592
ID_3,1c2fb9ba4a6b463e,여성,2021,4791,500
ID_2,2b9e067b3de14389,남성,2019,4799,507
ID_7,65400b11562e4b90,남성,2021,3766,1710
ID_9,1e32c48a1d954ad6,여성,2021,5242,1989
ID_1,b27ab3d92f2f4051,남성,2024,4729,2000
ID_3,bbfbbce9a4de4e85,여성,2023,5447,500
ID_9,9889ea547ef64253,여성,2021,5312,1383
ID_2,63f96996be424964,남성,2021,5211,545
ID_4,4a73d74350f942dd,남성,2022,3391,2000
ID_6,f2321cec7b724d6e,남성,2022,3283,705
ID_10,07726d86d1034dfb,남성,2025,4238,641
ID_9,db39bc23fc4d4ab4,여성,2020,5183,1812
ID_7,6876ad76ea794704,남성,2025,4303,1688
ID_4,271519352ab94db9,여성,2022,3653,1393
ID_2,3b63ad75493f4371,여성,2019,4780,582
ID_6,df1728be717c43c6,남성,2019,3124,1019
ID_10,d451fbc229d4412d,여성,2020,3843,626
ID_3,a2c452c406d74a88,여성,2019,4597,855
ID_10,7675eb80673c42a1,여성,2018,3646,586
ID_10,7acac34e5f9e4954,남성,2021,3939,610
ID_1,9caf76ffa5fe40d5,남성,2021,4152,1613
ID_2,2d7a983b82184452,남성,2024,5724,630
ID_7,e84b7331b1c24077,여성,2023,4089,1915
ID_1,faae5b2cd8cb43d5,남성,2020,4142,1581
ID_2,1c53bea73c2e42ae,여성,2024,5749,596
ID_1,b94b0b36af1d4127,여성,2022,4257,1979
ID_10,2eda5a5b53384377,여성,2023,4169,681
ID_10,a4e7aa735df04911,남성,2018,3646,663
ID_6,c5357ae572e34244,여성,2020,3253,904
ID_8,124f6a0a0e114e86,남성,2019,3310,1646
ID_8,877377ab84aa4f38,남성,2021,3517,1097
ID_1,02cb72fdec2b4c39,남성,2018,3860,1842
ID_3,4af1caf2e8114c20,남성,2023,5404,500
ID_5,d9a53c42b8cc4a91,여성,2024,6446,2000
ID_2,2d7a983b82184452,남성,2025,5928,510
ID_2,6a0771586e1f4100,남성,2024,5349,739
ID_7,e5e0d7c96b8c4bc1,남성,2020,3714,1639
ID_7,736b9a6d88344993,여성,2024,3991,1325
ID_7,52ff99ae2e944dcb,남성,2022,3871,1534
ID_4,894f9dbdaccc48a5,여성,2022,3645,953
ID_8,4a7b294b88b448cd,남성,2022,3720,1544
ID_4,8cf74020e7264651,여성,2019,3236,1871
ID_6,65fd01813161448a,여성,2020,3173,658
ID_10,2a0b2afd34074b6d,남성,2023,4408,533
ID_4,942a93697085440e,여성,2021,3343,1346
ID_5,8d6b7c0fe1134c9a,여성,2019,5546,1744
ID_9,8ee7d78f3004497f,남성,2022,5350,1600
ID_3,8b681c30585145ef,남성,2023,5184,709
ID_9,d14f77e50a564535,여성,2020,5125,1781
ID_4,9a37788665304216,남성,2023,3479,1389
ID_9,a40fd4d4cffc4644,여성,2023,5871,2000
ID_3,42f1e507972e429c,여성,2020,4790,749
ID_1,7cf5f6f071f04608,여성,2025,4459,1658
ID_1,2d6b66736ce94689,여성,2024,4629,1702
ID_7,9b2e8c96d1c64466,여성,2022,3928,1532
ID_6,c4b45a8afe584d0a,남성,2021,3211,782
ID_9,b3380da8ec8247b8,여성,2021,5398,1623
ID_5,0faba93900c742a6,여성,2023,6088,1654
ID_3,ef0b199131f04864,여성,2020,4829,563
ID_4,da465c1e0d724e1c,여성,2019,3234,1931
ID_3,7de17e0909284eda,남성,2019,4577,810
ID_5,67af74f320a3439e,여성,2022,6067,2000
ID_6,6b8bc3673f4c418f,남성,2020,3216,780
ID_1,40e0e166accc40e4,남성,2024,4699,1290
ID_3,8a5795b1e8d3446e,여성,2022,4860,500
ID_9,71eeee10732e418d,여성,2021,5500,1803
ID_9,daebfe8a6ad14c0b,남성,2023,5852,1949
ID_4,720c3e18917e4c36,남성,2022,3424,1704
ID_10,ebbcb82fbb7448d8,여성,2024,4350,524
ID_9,a40fd4d4cffc4644,여성,2020,5267,2000
ID_1,912d8cb9a43e45fc,여성,2021,4149,1578
ID_4,bc5309262800471f,여성,2019,3228,1504
ID_4,fe8ab1217fbd4e37,남성,2022,3422,2000
ID_4,05e538b9555e4a7e,남성,2019,3203,1943
ID_8,c503c13cb9c447ce,남성,2023,3695,1448
ID_6,172d9e4a02634cdb,남성,2024,3673,918
ID_10,7349f95af6874cc8,남성,2025,4400,1022
ID_2,df855f2679e844e8,남성,2019,4797,815
ID_2,4930329839da44c5,여성,2024,5499,756
ID_8,85620d0b01a04171,여성,2019,3268,1358
ID_10,87b959f9c55d423a,여성,2020,3800,671
ID_5,0dc2db71740f45b8,남성,2023,6279,2000
ID_2,39f9ea1eda654fdf,남성,2020,4954,856
ID_9,fb415d2dca324d51,여성,2018,4899,1830
ID_8,88b576a7729d4c02,남성,2020,3351,1721
ID_8,422cf984ebb34eb1,남성,2021,3532,1439
ID_10,8eb98f5578da470c,여성,2021,3945,532
ID_7,587b86eaf1e14c98,남성,2019,3547,1328
ID_4,2db6a9bc5f364f2e,여성,2020,3382,1727
ID_3,8a5795b1e8d3446e,여성,2019,4574,500
ID_7,e8337214e3f944e5,남성,2024,4203,1864
ID_5,93018f26af074205,여성,2021,5818,1737
ID_7,cabd51ff9ada4c0a,남성,2020,3625,1323
ID_7,f5a8f8c2b89c4a0c,남성,2018,3474,1409
ID_7,c5f394a538c64cd9,남성,2018,3474,1719
ID_10,b93c990fbc304bd7,남성,2020,3926,824
ID_4,6a050c6636c242f5,남성,2022,3476,2000
ID_2,1de8e22b9dda4e54,남성,2021,5175,512
ID_9,eea493c33fff4af1,남성,2021,5488,1869
ID_5,313ded78680f48d8,여성,2023,6601,1535
ID_2,8df0d92da35b44b6,남성,2022,5213,697
ID_7,f74439b4439c4cb2,남성,2021,3742,1699
ID_5,d9a53c42b8cc4a91,여성,2019,5590,1836
ID_4,a334ee0420054b90,남성,2018,3130,1799
ID_4,c5d0e57695e44a34,남성,2022,3650,2000
ID_2,dd76aee07b6348ac,여성,2023,5533,638
ID_6,b8e5e49de709486d,남성,2019,3082,1055
ID_1,c41ab191affa43b8,남성,2019,3975,1931
ID_3,5de31ac526464bea,남성,2023,5307,648
ID_1,03195fdb80a6485f,여성,2020,4022,1499
ID_3,7b3dc8fc65b648a7,남성,2024,5595,515
ID_1,0a7addf729de4045,여성,2019,4010,1919
ID_6,42b9c5abf4c440d4,여성,2021,3282,548
ID_10,40e4d3b5ffce443f,여성,2024,4539,877
ID_9,9889ea547ef64253,여성,2019,5033,1916
ID_4,804796f37f474f98,남성,2020,3385,2000
ID_5,798030ae8a794e7b,여성,2024,6755,1469
ID_4,2047e5c489cf4cd9,여성,2022,3492,1999
ID_6,081fcaf467f34a54,남성,2025,3848,1051
ID_5,fc0105b229ce4b9c,남성,2023,6558,1838
ID_4,90e5603e53e54f32,여성,2022,3465,1892
ID_7,3e9f7bae9797430e,여성,2021,3790,1369
ID_3,8a2eed34db3541ec,여성,2020,4816,1046
ID_4,4ed42cb2db6d4e64,여성,2025,3601,1667
ID_8,14a71da291334d30,남성,2020,3438,1569
ID_8,29b13c9620e5420d,남성,2022,3579,1294
ID_3,dace80c900fe431d,여성,2023,5051,525
ID_5,0823680cd106401b,남성,2024,6256,2000
ID_7,83a9582deb0541a9,여성,2024,4365,1819
ID_10,c00b81f0d8994af6,여성,2022,4234,570
ID_10,4a92e2dbb7164442,여성,2018,3646,650
ID_4,0d2ba9d42dfb47d8,남성,2020,3328,1728
ID_8,29b13c9620e5420d,남성,2018,3189,923
ID_7,be12709776aa4a40,남성,2020,3646,1728
ID_1,09857a51463b475f,여성,2023,4690,2000
ID_5,cab008f146d04ad8,남성,2022,5971,1907
ID_4,0d74fcb6094d4546,여성,2021,3409,2000
ID_8,64bd601c2680417d,여성,2019,3273,1666
ID_1,0462765a10074e81,남성,2020,4055,1418
ID_4,708d32efacd04dbe,남성,2021,3474,1862
ID_6,cc541199823949bd,남성,2025,3664,500
ID_8,19a165ee4d864672,남성,2023,3675,1050
ID_10,459f24bf36bb478a,여성,2021,3878,741
ID_3,e0ff19f9c8b349ff,여성,2024,5419,627
ID_2,da90da0c44684b57,여성,2020,4834,894
ID_6,e6c0a0e0055f44da,여성,2023,3436,1025
ID_10,3c5667f435ce4e0c,남성,2018,3646,867
ID_6,81806b2e3d0442ed,여성,2020,3231,571
ID_5,f7aaf81bfa47491e,여성,2020,5812,1726
ID_6,d50620c4e3724772,여성,2023,3553,638
ID_1,2b0f3ffd675f4701,여성,2022,4342,2000
ID_9,c5a74a5169b54747,남성,2021,5353,1705
ID_1,b27ab3d92f2f4051,남성,2022,4420,1831
ID_3,6d34ba0bb57540ef,남성,2023,5012,500
ID_8,6450425e167b478c,남성,2019,3259,1393
ID_1,bc8b90691d994c6d,남성,2022,4362,2000
ID_10,20b3b970a7e94d58,남성,2025,4425,500
ID_5,3d7a908d259d47c5,남성,2023,6300,1422
ID_3,b776359468364a22,여성,2022,5041,967
ID_10,0c9f7bb00dd34085,여성,2022,4170,573
ID_10,1f01774587dd426f,남성,2021,3956,500
ID_7,860083b934a64f6d,남성,2018,3474,1660
ID_6,06e3ddb4b64342e6,남성,2021,3323,595
ID_10,a115acc69e9e4fdc,여성,2023,4061,500
ID_4,e0c0444a182b4995,여성,2024,3857,1699
ID_6,486b8f2ffffd40e3,여성,2024,3593,703
ID_5,0aaf06176cf54cca,남성,2025,7073,1601
ID_10,287afa6369484d46,남성,2020,3807,749
ID_1,e4771ad223594186,여성,2021,4158,1657
ID_4,b1f1c5f8606e461d,여성,2024,3772,2000
ID_10,0da81909800a4271,남성,2025,4301,500
ID_1,ad8ab0e99f424c29,남성,2021,4161,1748
ID_10,8e11f3ee1b8442d3,여성,2019,3761,605
ID_4,1b6b1768cd044593,남성,2020,3356,1799
ID_9,5633e8ccadf647d0,여성,2022,5373,1500
ID_10,c3af99a2488f48b3,남성,2018,3646,500
ID_7,89e8cdc45d3f47e6,남성,2023,3969,1419
ID_9,59c8e31b51124fd6,여성,2018,4899,1866
ID_1,2185434bf14a4fc8,여성,2022,4420,1782
ID_1,05dbab1251b742a2,여성,2023,4486,1374
ID_8,91127d0eabe04faf,남성,2021,3486,1435
ID_10,c17a632dd3f34a94,여성,2023,4130,619
ID_2,a41af0a184034d2f,여성,2025,5960,712
ID_5,1cfbe236caec4cfc,여성,2023,6184,1783
ID_2,c4443252c33849ec,여성,2021,5059,617
ID_9,6d373572c989475d,남성,2021,5267,1257
ID_9,f0178de6213746a6,여성,2024,5834,2000
ID_8,37416c64a8374063,남성,2019,3267,1591
ID_10,b6a1c5f0f9974292,여성,2020,3852,500
ID_6,8896aa86266f4f9e,남성,2021,3320,688
ID_8,43d29a966cb74945,남성,2025,3902,1240
ID_7,6077605d2c3741ac,여성,2024,4203,1439
ID_3,5d0629d5254541fd,여성,2023,5071,523
ID_8,4ee42566108249ed,남성,2021,3465,1389
ID_6,486b8f2ffffd40e3,여성,2025,3698,897
ID_9,c31183f556844e48,여성,2019,5019,1868
ID_3,8b681c30585145ef,남성,2021,4891,544
ID_9,5dda78bae3ee4e12,여성,2022,5706,1756
ID_4,3b2ce0c85f7840f6,여성,2019,3241,1733
ID_10,8031a72afeb54f75,남성,2022,4173,702
ID_2,a9fef526a78241ca,남성,2023,5142,654
ID_9,db39bc23fc4d4ab4,여성,2023,5640,1855
ID_5,313ded78680f48d8,여성,2019,5649,2000
ID_10,2a1f33b83d2449c3,남성,2025,4454,500
ID_4,3b2ce0c85f7840f6,여성,2022,3598,1957
ID_5,45f67be7c9844a8a,여성,2021,6060,1275
ID_10,70d91db79a3846cc,남성,2021,3947,500
ID_7,6631708a3e604d71,여성,2022,3831,1441
ID_5,ae9c77d47df4439c,여성,2023,6133,1753
ID_4,0e399c51fb84455b,남성,2022,3633,1227
ID_10,635c10a9ee904a26,남성,2024,4417,760
ID_10,07726d86d1034dfb,남성,2019,3725,500
ID_3,712f92ed47094d74,남성,2021,4814,832
ID_5,5a306242a4a94b2c,남성,2022,6140,1736
ID_4,3dcfde8e4a844071,남성,2024,3660,1410
ID_4,dbd42ee9277f41bb,남성,2019,3255,1873
ID_10,55479745e351495a,남성,2019,3744,652
ID_8,dc8b496ca6ff4e3d,남성,2025,4160,1438
ID_4,3dcfde8e4a844071,남성,2021,3385,2000
ID_7,9b2e8c96d1c64466,여성,2023,4051,1615
ID_8,055a212bf5a14b7e,여성,2023,3576,1522
ID_1,d2183ed355484097,여성,2022,4440,1814
ID_9,8c9eb5b15bae45a8,여성,2019,5080,1872
ID_1,99d0ead9ecaa46ab,남성,2025,4711,1813
ID_3,db42944781464d2d,남성,2020,4687,500
ID_5,18f778257c604106,남성,2024,6133,1688
ID_10,f5403ed7e5dc451e,여성,2022,4221,500
ID_10,16cb34fb291247f2,여성,2025,4412,706
ID_4,e9a2dd9064884ebc,남성,2023,3494,1880
ID_6,c4b96cfbbacf4db8,여성,2021,3224,683
ID_10,e4d5bab3e8fc4a61,여성,2023,4371,500
ID_5,ff0ef50ebe804771,여성,2020,5813,1646
ID_7,3b8126d1ebf64759,여성,2019,3580,1740
ID_10,85b804273bc84080,남성,2021,4053,515
ID_1,1a9a177958714331,남성,2022,4310,1271
ID_5,8743b9b6e74c48bf,남성,2018,5433,1448
ID_3,712f92ed47094d74,남성,2022,4929,526
ID_3,e92a0ca4c1d04209,여성,2018,4482,624
ID_3,a2c452c406d74a88,여성,2023,5085,653
ID_9,7b5ff2bfc96e4dfc,여성,2020,5264,1587
ID_9,09dba7fb77d44ead,남성,2023,5410,1596
ID_7,8d6674d3ed664147,여성,2024,3919,1578
ID_5,318ac789499c4acf,여성,2019,5614,1915
ID_1,051753294d6342bc,여성,2024,4865,1663
ID_9,0e94da6a18434d90,남성,2025,6006,1431
ID_10,1355620fd70a4b7d,여성,2021,3954,500
ID_10,35073f3652604ebf,여성,2018,3646,607
ID_1,78b915926cd9437d,남성,2020,4124,2000
ID_2,dfa8c24d213440e7,여성,2020,4889,689
ID_6,486b8f2ffffd40e3,여성,2020,3201,651
ID_3,f723f0f07e744a5e,여성,2021,4953,763
ID_4,088a064e22a044a7,여성,2024,3955,2000
ID_1,0907f5af3e684f2d,여성,2020,4065,2000
ID_3,f95707ef127a470c,남성,2022,4927,582
ID_1,f6d7d19ed0574b6c,남성,2020,4087,1505
ID_10,05f039715c2d46bb,남성,2021,4097,518
ID_7,7b3634305b58486a,여성,2024,4343,1408
ID_10,7b34ad45e5024aeb,남성,2023,4375,631
ID_9,0d690475aff64fae,남성,2020,5287,1599
ID_7,cdd3476d50524383,여성,2024,4008,1412
ID_10,47ea088d9aa34b6e,여성,2023,4169,500
ID_9,b96a755ab87044bc,여성,2020,5237,1947
ID_10,cfcca3be04304de4,여성,2023,4283,500
ID_6,d98ec65b03174ce5,여성,2022,3468,858
ID_4,efd14b38c9994686,여성,2018,3130,1469
ID_5,de4c2501eca44516,여성,2022,6341,2000
ID_9,c565b19cea214b33,남성,2020,5145,1901
ID_10,1355620fd70a4b7d,여성,2025,4404,740
ID_10,de1566bb99f54794,여성,2022,4105,631
ID_3,d607a2ad97464270,남성,2022,4893,500
ID_1,4d7ec2d105a542b3,여성,2024,4425,1498
ID_9,ea1cc2b322de440b,여성,2021,5429,1677
ID_5,01fcf652582642c4,남성,2025,6499,1426
ID_1,2d6b66736ce94689,여성,2025,4771,1476
ID_5,da8fe8469fd046bc,남성,2018,5433,1914
ID_10,2d0f0452f68e4379,여성,2024,4516,500
ID_6,6e5bf15a199640b1,여성,2022,3478,765
ID_7,7f72a3990d3e450b,여성,2022,3824,1588
ID_7,60e1d59262b44b4d,남성,2021,3907,1608
ID_5,8edb37014ea94833,여성,2020,5742,1673
ID_1,a6cda480aea648b6,여성,2022,4303,2000
ID_2,348b963cf7cc4991,여성,2022,5145,661
ID_9,135362e9c65f47e9,남성,2023,5587,1889
ID_4,4e4f878b4ec844a5,여성,2022,3574,2000
ID_3,5d0629d5254541fd,여성,2021,4827,878
ID_9,e5f2d8629de64a7f,남성,2018,4899,1635
ID_6,f457a18bc91b42a1,남성,2022,3364,860
ID_6,7f7e8ca102344284,여성,2024,3742,1006
ID_1,68fad36fa749409d,남성,2025,4921,1553
ID_5,93018f26af074205,여성,2023,6090,1315
ID_7,2984a590305b4a1e,남성,2025,4544,1568
ID_9,0a7c5ac948fb4a96,남성,2024,6122,1707
ID_2,fcc868a178e94327,남성,2024,5229,555
ID_10,a1b96fe8d453482c,여성,2019,3791,521
ID_2,395c193b9fea40f8,남성,2022,5034,698
ID_8,1cb19c8f293640c3,남성,2024,3635,1970
ID_1,5c58ea158afc4af6,여성,2021,4157,1595
ID_4,d9c6a664c47b4710,여성,2021,3438,2000
ID_3,f81f8ed9894346d9,여성,2019,4648,659
ID_5,bbf8bc71e32c4edc,남성,2022,6052,1746
ID_9,854ce4353e6b4260,남성,2024,5924,1655
ID_2,a00008f75bf440e6,여성,2021,5157,528
ID_4,5951662123b549a6,남성,2021,3469,1855
ID_3,4363c51515484790,여성,2022,5175,500
ID_8,293cd36535d546f4,여성,2019,3290,1469
ID_5,c86659a9035540a5,여성,2024,6350,1898
ID_3,3eb4de6cfe2f42e8,여성,2024,5246,744
ID_6,1ce0dc85705a4a9d,여성,2020,3209,888
ID_1,73fa847070eb4f6c,여성,2022,4256,2000
ID_5,18f778257c604106,남성,2022,5890,1814
ID_8,1e2a83a65f794a0d,여성,2024,3792,1563
ID_4,dbaef35853ff4589,여성,2020,3316,1320
ID_10,9b3a9ac2e0724882,여성,2019,3763,727
ID_10,85b804273bc84080,남성,2025,4668,500
ID_2,ed30330e93cb4391,여성,2019,4770,522
ID_3,5d0629d5254541fd,여성,2019,4594,500
ID_4,393874c1d1484cab,남성,2019,3197,1485
ID_5,2933a7c335944e73,남성,2023,6574,1124
ID_9,5c845959e6a749e1,여성,2021,5351,1723
ID_2,348b963cf7cc4991,여성,2019,4760,500
ID_7,c6e4b5bb0f7043a1,여성,2022,3933,1477
ID_7,6876ad76ea794704,남성,2024,4174,1811
ID_6,6b8bc3673f4c418f,남성,2022,3424,820
ID_2,e860840877744d3a,남성,2025,5389,554
ID_3,3d811dbb8baf400e,여성,2018,4482,615
ID_3,8b16412147f44e0f,남성,2024,5377,500
ID_4,e9a2dd9064884ebc,남성,2020,3271,1858
ID_9,e5f2d8629de64a7f,남성,2022,5495,1495
ID_1,57c322f198004eed,여성,2023,4546,1813
ID_8,3279c3f5953e4d5d,여성,2020,3397,1128
ID_9,e7b37b042a9144a2,여성,2021,5456,1751
ID_6,f448df3dea7c4a0b,여성,2019,3121,700
ID_4,cc8883f32ff04131,여성,2023,3551,1327
ID_4,54c8e915d14e4134,여성,2018,3130,2000
ID_3,56e3a581ec684166,여성,2021,4793,500
ID_2,f4f6145067014e41,남성,2024,5335,584
ID_3,6b06f697f5344700,여성,2025,5284,671
ID_2,9c37d9e9acf04fb1,남성,2024,5265,780
ID_9,41b6690804db4a18,남성,2021,5272,1476
ID_9,040a324ed9f44394,여성,2019,5038,1924
ID_3,328cb33695354944,여성,2020,4686,500
ID_10,9ddf00eb92c74c1e,남성,2019,3724,564
ID_7,d8311a5cb5e44d0f,여성,2021,3864,1856
ID_6,72626c52b5a34056,여성,2020,3239,876
ID_6,2046ad447d604bee,남성,2019,3134,706
ID_8,91f668ad8c764de1,남성,2022,3458,1508
ID_6,2a41d7ef2b754116,남성,2020,3166,813
ID_4,63507c0e016e4bcc,여성,2020,3381,2000
ID_10,3fda66041b334758,여성,2019,3737,500
ID_1,4421fc389d494430,여성,2021,4101,1664
ID_3,fed5d01563cc4bef,여성,2019,4585,593
ID_5,2a4049f51f7d40f2,여성,2025,6746,1541
ID_5,0aaf06176cf54cca,남성,2021,6083,1706
ID_1,c41ab191affa43b8,남성,2021,4215,1471
ID_10,9ddf00eb92c74c1e,남성,2024,4137,500
ID_5,d02b09d0c36f4e54,여성,2022,6041,1823
ID_8,b3191667c2be4e18,남성,2024,3823,1339
