A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,ID
1.0,6.0,4.0,6.0,5.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,6.0,4.0,4.0,1,4.0,5.0,2.0,ID_479
2.0,4.0,4.0,6.0,5.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,3,4.0,4.0,3.0,ID_480
2.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5,4.0,6.0,5.0,ID_481
2.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,1.0,1.0,5.0,6.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,1,4.0,4.0,1.0,ID_482
1.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,2,5.0,6.0,1.0,ID_483
4.0,3.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,3,4.0,5.0,3.0,ID_484
1.0,6.0,6.0,6.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,5.0,1.0,ID_485
4.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,5.0,6.0,3.0,6.0,6,5.0,6.0,4.0,ID_486
4.0,5.0,4.0,6.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,6.0,6.0,4.0,1.0,1.0,1.0,6.0,5,1.0,6.0,6.0,ID_487
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,4,4.0,5.0,4.0,ID_488
3.0,6.0,6.0,6.0,5.0,2.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,6.0,2.0,5,4.0,5.0,4.0,ID_489
1.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,5.0,6.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,5,4.0,6.0,2.0,ID_490
2.0,5.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,6.0,6,5.0,6.0,1.0,ID_491
1.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,4,4.0,5.0,3.0,ID_492
1.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,5.0,6.0,6.0,1.0,3.0,4.0,2.0,3.0,6.0,1,6.0,6.0,3.0,ID_493
2.0,5.0,4.0,6.0,4.0,6.0,5.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,5,4.0,4.0,2.0,ID_494
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,ID_495
3.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,1.0,4.0,2.0,2.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,6.0,1,5.0,4.0,4.0,ID_496
1.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,4.0,3.0,2.0,6.0,5.0,6.0,4.0,4.0,5.0,3.0,1.0,6.0,1,6.0,5.0,2.0,ID_497
1.0,1.0,5.0,6.0,3.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,5,2.0,6.0,6.0,ID_498
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,3.0,1.0,2.0,6.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,3,4.0,6.0,2.0,ID_499
1.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,1,5.0,5.0,2.0,ID_500
1.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,3.0,1.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,1.0,6.0,1,5.0,1.0,4.0,ID_501
5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,6,4.0,5.0,6.0,ID_502
2.0,5.0,2.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,5.0,1.0,6.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,6,1.0,6.0,6.0,ID_503
1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,6.0,5.0,4.0,6.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,6,2.0,5.0,4.0,ID_504
1.0,6.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,6,3.0,4.0,3.0,ID_505
3.0,5.0,6.0,6.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,3.0,6.0,1,5.0,6.0,2.0,ID_506
6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,5,4.0,5.0,3.0,ID_507
1.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,2,4.0,5.0,4.0,ID_508
3.0,6.0,1.0,5.0,6.0,6.0,3.0,3.0,2.0,4.0,1.0,1.0,5.0,6.0,6.0,3.0,5.0,2.0,3.0,2.0,6.0,3,6.0,6.0,1.0,ID_509
1.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,1,5.0,6.0,2.0,ID_510
1.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6,5.0,4.0,2.0,ID_511
2.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,1.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,1,3.0,6.0,2.0,ID_512
4.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,2.0,1.0,5.0,5.0,6,4.0,1.0,5.0,ID_513
1.0,4.0,6.0,6.0,6.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3,5.0,6.0,6.0,ID_514
3.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,1.0,2.0,3.0,1.0,5.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,1,5.0,6.0,1.0,ID_515
1.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,2,4.0,4.0,3.0,ID_516
2.0,5.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,2,3.0,3.0,2.0,ID_517
2.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4,4.0,4.0,4.0,ID_518
4.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4,5.0,4.0,5.0,ID_519
2.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,2.0,1.0,2.0,5.0,6.0,5.0,3.0,5.0,1.0,4.0,3.0,6.0,4,5.0,5.0,3.0,ID_520
6.0,2.0,5.0,6.0,2.0,6.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5,4.0,4.0,6.0,ID_521
1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,5.0,6.0,6.0,3.0,3.0,1.0,2.0,1.0,6.0,5,2.0,6.0,4.0,ID_522
1.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,2.0,6.0,6.0,5.0,5.0,6.0,2.0,4.0,4.0,1.0,2.0,6.0,4,5.0,6.0,2.0,ID_523
2.0,5.0,6.0,5.0,4.0,1.0,5.0,6.0,1.0,4.0,4.0,1.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,1.0,6.0,1,5.0,6.0,1.0,ID_524
4.0,6.0,6.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,2.0,6.0,6,5.0,4.0,4.0,ID_525
1.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,6.0,5.0,3.0,3.0,2.0,1.0,2.0,6.0,1,5.0,5.0,2.0,ID_526
1.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,6,5.0,5.0,2.0,ID_527
5.0,6.0,2.0,6.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,6.0,2,2.0,1.0,1.0,ID_528
2.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,2.0,2.0,4.0,2.0,1.0,5.0,1,3.0,5.0,4.0,ID_529
3.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,2.0,1.0,1.0,5.0,6.0,6.0,2.0,3.0,2.0,1.0,2.0,6.0,6,5.0,1.0,6.0,ID_530
1.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,2.0,4.0,6.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,6.0,1,4.0,6.0,2.0,ID_531
2.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,4,4.0,1.0,3.0,ID_532
3.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5,4.0,4.0,4.0,ID_533
4.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,6.0,6.0,2.0,3.0,2.0,2.0,2.0,5.0,4,4.0,5.0,4.0,ID_534
2.0,6.0,4.0,6.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,6.0,5.0,1.0,2.0,5.0,4.0,2.0,5.0,2,6.0,6.0,1.0,ID_535
3.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,6.0,6.0,6.0,2.0,1.0,3.0,6,1.0,5.0,1.0,ID_536
1.0,6.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,6.0,1.0,3.0,1.0,3.0,1.0,5.0,3,6.0,4.0,1.0,ID_537
1.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,4,3.0,4.0,3.0,ID_538
1.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,5.0,2,3.0,4.0,1.0,ID_539
2.0,5.0,5.0,6.0,6.0,2.0,6.0,4.0,1.0,3.0,5.0,4.0,6.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,6.0,4,6.0,4.0,3.0,ID_540
1.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,5.0,6.0,6.0,5.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,1,6.0,6.0,1.0,ID_541
2.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,1.0,1.0,4.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,4.0,3.0,6.0,1,4.0,5.0,1.0,ID_542
3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,2,4.0,5.0,5.0,ID_543
2.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,1,4.0,4.0,2.0,ID_544
1.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,6.0,1,5.0,5.0,2.0,ID_545
2.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,1.0,2.0,4.0,3.0,5.0,4.0,6.0,2.0,3.0,3.0,2.0,2.0,6.0,1,6.0,6.0,1.0,ID_546
2.0,6.0,5.0,6.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,6.0,4.0,3.0,6.0,5.0,6.0,2.0,2.0,4.0,6.0,2,4.0,4.0,1.0,ID_547
4.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,2.0,1.0,1.0,2.0,6.0,4,6.0,6.0,2.0,ID_548
2.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,2,2.0,5.0,4.0,ID_549
3.0,5.0,3.0,6.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,6.0,1.0,2.0,2.0,6.0,6.0,6.0,5.0,6.0,3.0,6,1.0,6.0,4.0,ID_550
3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2,4.0,5.0,2.0,ID_551
4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5,4.0,3.0,3.0,ID_552
2.0,6.0,6.0,6.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,6.0,4.0,4.0,3.0,2.0,1.0,2.0,6.0,1,5.0,6.0,2.0,ID_553
4.0,3.0,1.0,3.0,3.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5,4.0,6.0,3.0,ID_554
2.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,6.0,6.0,6.0,2,6.0,6.0,2.0,ID_555
3.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,4.0,4,5.0,4.0,4.0,ID_556
1.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,6.0,2.0,6.0,2,5.0,6.0,2.0,ID_557
1.0,6.0,6.0,4.0,6.0,5.0,5.0,6.0,1.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,6.0,5.0,1,3.0,5.0,6.0,ID_558
1.0,5.0,4.0,5.0,5.0,1.0,6.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,3.0,4.0,3.0,3,3.0,1.0,2.0,ID_559
4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2,4.0,4.0,2.0,ID_560
2.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,6.0,2,6.0,4.0,2.0,ID_561
3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,2,5.0,5.0,1.0,ID_562
2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,2,5.0,5.0,2.0,ID_563
1.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,1,3.0,4.0,2.0,ID_564
4.0,6.0,6.0,6.0,6.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,6.0,5.0,3.0,6.0,6.0,2.0,1.0,5.0,4,3.0,5.0,1.0,ID_565
1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,5.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,2,5.0,3.0,2.0,ID_566
1.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,1,5.0,6.0,2.0,ID_567
1.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,6.0,2,5.0,4.0,2.0,ID_568
2.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,6.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,6.0,4.0,2.0,2,6.0,5.0,1.0,ID_569
2.0,5.0,2.0,6.0,4.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1,3.0,5.0,2.0,ID_570
1.0,5.0,6.0,6.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,4,6.0,4.0,1.0,ID_571
2.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,1,6.0,6.0,1.0,ID_572
4.0,4.0,4.0,6.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2,5.0,5.0,4.0,ID_573
1.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,5.0,1.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,1.0,1.0,4.0,1,6.0,3.0,3.0,ID_574
5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1,6.0,4.0,4.0,ID_575
1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,6.0,2,4.0,6.0,1.0,ID_576
1.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,2,5.0,6.0,2.0,ID_577
1.0,6.0,5.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,6.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1,2.0,5.0,1.0,ID_578
3.0,6.0,5.0,6.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4,4.0,4.0,2.0,ID_579
6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1,6.0,6.0,1.0,ID_580
5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4.0,4.0,4.0,ID_581
1.0,6.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,2,4.0,3.0,2.0,ID_582
6.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,1,4.0,4.0,2.0,ID_583
2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,2,4.0,5.0,2.0,ID_584
5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4,1.0,2.0,5.0,ID_585
4.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,5.0,3.0,2.0,6.0,5.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,6,5.0,6.0,4.0,ID_586
2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,6.0,4.0,5,3.0,4.0,3.0,ID_587
3.0,4.0,5.0,6.0,5.0,6.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,6.0,6.0,5.0,6.0,2.0,2.0,3.0,4.0,3,2.0,6.0,3.0,ID_588
2.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,6.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,1,5.0,6.0,2.0,ID_589
1.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,1,5.0,5.0,1.0,ID_590
2.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,2,4.0,5.0,3.0,ID_591
1.0,6.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2,4.0,5.0,2.0,ID_592
5.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,5.0,5,4.0,6.0,1.0,ID_593
1.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,6.0,1,5.0,6.0,1.0,ID_594
4.0,5.0,6.0,1.0,5.0,6.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,4.0,4,5.0,4.0,1.0,ID_595
2.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,3.0,1.0,4.0,5.0,1,6.0,6.0,2.0,ID_596
2.0,5.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3,4.0,5.0,2.0,ID_597
1.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5,6.0,6.0,2.0,ID_598
1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,5.0,2.0,ID_599
3.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,2.0,1.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,2.0,5.0,5.0,2,5.0,6.0,2.0,ID_600
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,5.0,2.0,ID_601
3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,6.0,6.0,4.0,5.0,4.0,2,3.0,5.0,4.0,ID_602
2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,6.0,5.0,2,5.0,6.0,1.0,ID_603
2.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2,5.0,6.0,4.0,ID_604
5.0,2.0,3.0,5.0,4.0,6.0,4.0,5.0,2.0,4.0,5.0,6.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,6.0,2,2.0,6.0,2.0,ID_605
1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,2.0,3.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,1,4.0,6.0,1.0,ID_606
3.0,5.0,3.0,5.0,5.0,6.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,3.0,2.0,2.0,6.0,1,5.0,6.0,1.0,ID_607
1.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,6.0,4.0,5,6.0,5.0,4.0,ID_608
1.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,1.0,6.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,2,5.0,4.0,2.0,ID_609
3.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,6.0,3.0,3.0,3.0,2.0,1.0,6.0,3,5.0,4.0,5.0,ID_610
2.0,5.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5,4.0,4.0,3.0,ID_611
1.0,6.0,6.0,4.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,6.0,5.0,1.0,4.0,3.0,4.0,1.0,4.0,1,5.0,5.0,2.0,ID_612
2.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,1.0,6.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,1,5.0,5.0,2.0,ID_613
