일시,기온,강수량,풍속,습도,증기압,현지기압,전운량,중하층운량,지면온도
2023-03-06 10:00,8.9,,1.3,38,4.3,1014.5,0,0,11.8
2023-03-06 11:00,11.5,,2.0,29,3.9,1014.0,0,0,17.3
2023-03-06 12:00,13.6,,2.5,26,4.1,1013.2,0,0,21.5
2023-03-06 13:00,14.8,,4.5,23,3.9,1012.4,0,0,22.8
2023-03-06 14:00,15.4,,3.3,19,3.3,1011.2,0,0,23.2
2023-03-06 15:00,16.3,,2.8,20,3.7,1010.7,0,0,21.5
2023-03-06 16:00,15.5,,3.4,25,4.4,1010.5,0,0,17.8
2023-03-06 17:00,14.6,,2.8,27,4.5,1010.3,3,0,12.4
2023-03-06 18:00,13.1,,2.8,34,5.1,1010.0,6,0,9.3
2023-03-06 19:00,11.8,,2.0,40,5.6,1009.9,3,1,6.5
2023-03-06 20:00,10.6,,1.0,45,5.8,1010.1,0,0,4.9
2023-03-06 21:00,9.9,,2.0,52,6.3,1010.7,0,0,4.2
2023-03-06 22:00,9.5,,1.9,56,6.6,1010.9,0,0,3.8
2023-03-06 23:00,9.2,,1.5,60,7.0,1011.1,6,5,3.7
2023-03-07 00:00,8.6,,1.0,63,7.0,1011.0,3,3,3.1
2023-03-07 01:00,8.2,,1.2,67,7.3,1010.8,1,1,2.9
2023-03-07 02:00,7.7,,1.8,66,6.9,1010.4,0,0,3.0
2023-03-07 03:00,7.4,,2.0,63,6.5,1009.9,8,8,3.8
2023-03-07 04:00,7.9,,1.4,62,6.6,1009.8,8,8,4.7
2023-03-07 05:00,7.6,,1.6,61,6.3,1009.7,4,4,2.8
2023-03-07 06:00,6.8,,1.2,62,6.1,1009.7,0,0,2.2
2023-03-07 07:00,6.4,,2.2,64,6.1,1009.8,2,0,1.9
2023-03-07 08:00,6.5,,2.1,61,5.9,1010.3,8,0,3.6
2023-03-07 09:00,8.7,,1.7,55,6.2,1010.8,9,9,7.0
2023-03-07 10:00,10.2,,2.4,49,6.1,1010.9,9,9,9.3
2023-03-07 11:00,13.0,,2.0,43,6.4,1010.3,6,6,17.6
2023-03-07 12:00,15.3,,1.9,44,7.6,1009.7,0,0,22.4
2023-03-07 13:00,16.9,,1.7,43,8.2,1008.9,0,0,24.8
2023-03-07 14:00,18.2,,1.7,45,9.3,1007.9,0,0,25.0
2023-03-07 15:00,19.2,,3.0,46,10.2,1007.2,0,0,23.8
2023-03-07 16:00,18.5,,3.1,51,10.8,1007.2,0,0,20.8
2023-03-07 17:00,17.3,,3.8,55,10.8,1007.0,0,0,15.7
2023-03-07 18:00,15.1,,3.9,62,10.6,1007.3,0,0,12.0
2023-03-07 19:00,13.1,,3.1,69,10.4,1007.8,7,1,9.5
2023-03-07 20:00,11.7,,3.1,75,10.3,1008.3,7,1,8.1
2023-03-07 21:00,11.1,,2.5,77,10.2,1008.7,0,0,7.1
2023-03-07 22:00,10.6,,3.0,79,10.1,1008.9,7,1,6.7
2023-03-07 23:00,10.1,,2.5,80,9.8,1009.1,7,1,6.1
2023-03-08 00:00,9.8,,1.2,78,9.4,1009.4,0,0,5.2
2023-03-08 01:00,9.1,,1.2,81,9.3,1009.2,1,1,4.6
2023-03-08 02:00,8.5,,1.9,82,9.0,1009.2,0,0,4.2
2023-03-08 03:00,7.9,,2.1,83,8.8,1008.8,0,0,3.7
2023-03-08 04:00,7.7,,1.6,86,9.0,1008.4,0,0,3.4
2023-03-08 05:00,7.6,,1.5,85,8.8,1008.5,3,3,3.2
2023-03-08 06:00,7.4,,1.7,84,8.6,1008.7,5,5,3.6
2023-03-08 07:00,7.4,,2.2,84,8.6,1008.8,6,3,3.2
2023-03-08 08:00,8.6,,1.5,84,9.3,1009.4,8,8,6.6
2023-03-08 09:00,10.1,,0.6,76,9.3,1010.0,8,8,10.4
2023-03-08 10:00,12.3,,1.4,68,9.7,1009.9,8,8,13.2
2023-03-08 11:00,14.4,,2.6,55,9.0,1009.9,9,9,15.1
2023-03-08 12:00,16.1,0.0,3.9,46,8.4,1009.1,7,7,21.4
2023-03-08 13:00,16.9,,4.0,43,8.2,1009.0,10,3,16.2
2023-03-08 14:00,16.4,,3.4,41,7.6,1008.6,10,1,14.4
2023-03-08 15:00,15.9,,3.9,45,8.1,1008.5,10,3,14.4
2023-03-08 16:00,16.1,,2.5,45,8.2,1008.3,10,10,15.5
2023-03-08 17:00,15.5,,1.1,49,8.6,1007.8,10,10,12.3
2023-03-08 18:00,15.3,,1.1,49,8.5,1007.6,9,4,11.0
2023-03-08 19:00,14.9,,0.7,52,8.8,1007.1,10,10,9.8
2023-03-08 20:00,14.8,,2.9,58,9.7,1006.2,7,7,9.5
2023-03-08 21:00,14.5,0.0,1.6,64,10.5,1006.3,7,7,8.8
2023-03-08 22:00,14.3,,1.7,67,10.9,1005.7,6,6,8.7
2023-03-08 23:00,13.3,,2.4,68,10.4,1005.9,6,6,8.4
2023-03-09 00:00,13.1,1.2,1.8,83,12.4,1006.0,10,8,9.2
2023-03-09 01:00,12.2,,2.4,91,12.9,1004.6,10,8,9.3
2023-03-09 02:00,11.5,,1.9,86,11.6,1004.1,6,6,8.4
2023-03-09 03:00,11.6,3.6,1.8,83,11.3,1003.4,9,9,8.8
2023-03-09 04:00,11.8,,0.8,88,12.1,1003.3,10,6,9.0
2023-03-09 05:00,12.9,,3.4,80,11.9,1002.9,10,7,9.5
2023-03-09 06:00,12.8,,3.0,84,12.4,1003.0,10,10,9.7
2023-03-09 07:00,11.7,,3.6,87,11.9,1003.2,10,10,9.4
2023-03-09 08:00,10.8,,3.3,93,12.0,1003.6,10,10,9.4
2023-03-09 09:00,10.0,0.0,3.7,95,11.6,1004.4,10,10,9.4
2023-03-09 10:00,9.6,,2.6,93,11.1,1004.9,10,10,9.6
2023-03-09 11:00,9.5,,3.5,91,10.7,1004.8,10,10,10.3
2023-03-09 12:00,10.0,0.1,2.6,88,10.7,1005.3,10,10,11.8
2023-03-09 13:00,10.2,,2.9,86,10.6,1004.7,10,10,12.7
2023-03-09 14:00,10.3,,2.7,83,10.4,1004.2,10,10,13.9
2023-03-09 15:00,11.4,,2.4,77,10.4,1003.7,1,1,17.3
2023-03-09 16:00,12.5,,2.4,73,10.5,1004.2,1,1,15.8
2023-03-09 17:00,11.4,,2.6,75,10.1,1004.8,3,0,12.4
2023-03-09 18:00,10.7,,3.4,78,10.0,1004.9,1,0,9.7
2023-03-09 19:00,9.9,,1.6,80,9.7,1005.4,0,0,7.5
2023-03-09 20:00,9.2,,1.2,82,9.5,1006.0,0,0,6.2
2023-03-09 21:00,8.6,,1.4,87,9.7,1006.3,0,0,5.4
2023-03-09 22:00,8.1,,2.2,90,9.7,1006.9,0,0,5.1
2023-03-09 23:00,7.6,,0.2,89,9.2,1006.9,4,1,4.3
2023-03-10 00:00,7.5,,1.2,95,9.8,1007.3,0,0,4.1
2023-03-10 01:00,7.1,,1.1,92,9.2,1007.6,4,1,3.5
2023-03-10 02:00,6.7,,0.6,94,9.2,1008.1,6,1,3.2
2023-03-10 03:00,6.5,,3.0,95,9.2,1007.7,0,0,3.4
2023-03-10 04:00,6.5,,2.2,95,9.2,1007.5,0,0,3.3
2023-03-10 05:00,6.2,,2.5,95,9.0,1007.7,0,0,3.0
2023-03-10 06:00,6.3,,1.4,95,9.0,1008.2,0,0,2.9
2023-03-10 07:00,6.3,,2.4,95,9.0,1008.6,1,0,2.9
2023-03-10 08:00,7.4,,3.1,90,9.2,1008.9,0,0,5.0
2023-03-10 09:00,9.6,,2.6,79,9.4,1009.2,0,0,10.2
2023-03-10 10:00,12.2,,2.4,65,9.2,1009.1,0,0,15.5
2023-03-10 11:00,14.3,,3.3,56,9.1,1008.8,0,0,19.2
2023-03-10 12:00,16.7,,2.4,48,9.1,1008.5,0,0,22.1
2023-03-10 13:00,19.1,,1.3,39,8.6,1007.9,0,0,23.8
2023-03-10 14:00,20.9,,1.1,31,7.6,1006.9,0,0,23.8
2023-03-10 15:00,21.8,,2.9,28,7.3,1006.5,0,0,22.2
2023-03-10 16:00,22.1,,3.0,29,7.7,1006.1,0,0,19.7
2023-03-10 17:00,21.7,,2.5,31,8.0,1006.3,0,0,15.9
2023-03-10 18:00,19.7,,2.8,37,8.4,1006.4,0,0,12.7
2023-03-10 19:00,17.8,,2.7,41,8.3,1007.2,0,0,10.4
2023-03-10 20:00,16.4,,2.4,47,8.7,1007.9,3,1,9.3
2023-03-10 21:00,14.9,,0.8,51,8.6,1008.1,0,0,8.3
2023-03-10 22:00,14.0,,2.1,58,9.2,1008.8,6,1,7.9
2023-03-10 23:00,13.2,,0.9,61,9.2,1009.1,4,1,7.2
2023-03-11 00:00,12.6,,1.8,64,9.3,1009.2,0,0,7.0
2023-03-11 01:00,12.2,,1.6,66,9.3,1009.5,6,1,6.6
2023-03-11 02:00,11.8,,0.5,68,9.3,1009.8,3,2,6.4
2023-03-11 03:00,11.5,,1.7,69,9.3,1009.8,2,0,6.1
2023-03-11 04:00,11.0,,1.6,72,9.4,1009.9,0,0,5.6
2023-03-11 05:00,10.7,,1.9,75,9.6,1009.9,0,0,5.3
2023-03-11 06:00,10.4,,1.9,76,9.5,1010.8,0,0,5.1
2023-03-11 07:00,10.2,,1.5,77,9.5,1011.2,3,0,5.0
2023-03-11 08:00,10.8,,1.4,76,9.8,1011.3,7,0,7.3
2023-03-11 09:00,12.4,,1.0,70,10.0,1012.0,4,0,11.6
2023-03-11 10:00,15.8,,1.8,57,10.2,1012.0,3,0,17.8
2023-03-11 11:00,18.5,,1.9,38,8.0,1011.6,7,0,21.7
2023-03-11 12:00,20.6,,3.0,29,7.0,1011.4,7,0,25.2
2023-03-11 13:00,21.7,,3.9,21,5.4,1010.8,6,0,24.7
2023-03-11 14:00,22.3,,4.8,21,5.6,1010.2,8,0,23.9
2023-03-11 15:00,22.0,,5.2,21,5.6,1010.1,8,0,20.8
2023-03-11 16:00,21.6,,3.4,23,5.9,1010.2,10,0,18.5
2023-03-11 17:00,19.7,,4.0,34,7.7,1010.1,10,0,15.7
2023-03-11 18:00,17.5,,5.1,39,7.7,1010.2,10,0,12.7
2023-03-11 19:00,16.0,,3.7,45,8.1,1010.8,9,9,10.9
2023-03-11 20:00,14.9,,3.4,49,8.2,1011.1,9,9,9.8
2023-03-11 21:00,14.2,,2.4,54,8.7,1011.2,8,0,9.2
2023-03-11 22:00,13.5,,0.9,55,8.5,1011.1,8,8,8.5
2023-03-11 23:00,13.0,,1.6,60,9.0,1010.9,9,9,8.3
2023-03-12 00:00,12.6,,1.9,58,8.4,1010.6,8,3,7.8
2023-03-12 01:00,11.8,,1.4,61,8.4,1010.1,6,6,6.6
2023-03-12 02:00,11.3,,0.5,64,8.5,1009.9,0,0,6.0
2023-03-12 03:00,10.7,,1.2,65,8.3,1009.3,4,0,5.8
2023-03-12 04:00,11.6,,3.5,70,9.5,1008.5,3,3,6.6
2023-03-12 05:00,11.3,,3.3,77,10.3,1008.1,7,7,7.2
2023-03-12 06:00,9.4,,3.2,83,9.7,1008.3,10,10,7.8
2023-03-12 07:00,8.6,,3.5,89,9.9,1008.2,10,9,7.8
2023-03-12 08:00,7.8,,2.6,93,9.8,1007.4,10,9,7.7
2023-03-12 09:00,6.7,1.4,3.9,95,9.3,1007.9,10,7,7.4
2023-03-12 10:00,6.3,,2.5,98,9.3,1007.7,10,7,7.6
2023-03-12 11:00,6.4,,4.0,97,9.3,1008.6,10,8,7.6
2023-03-12 12:00,6.5,3.3,3.3,94,9.0,1008.3,10,8,7.7
2023-03-12 13:00,6.5,,3.5,93,9.0,1008.1,10,6,9.1
2023-03-12 14:00,6.9,,3.3,87,8.6,1007.6,10,6,9.5
2023-03-12 15:00,6.4,0.9,5.3,75,7.2,1007.6,10,4,9.6
2023-03-12 16:00,7.2,,3.8,69,7.0,1007.1,9,5,9.7
2023-03-12 17:00,6.9,,5.1,49,4.9,1007.1,8,8,6.9
2023-03-12 18:00,5.5,,7.3,48,4.3,1008.2,3,3,3.6
2023-03-12 19:00,3.6,,4.4,48,3.8,1009.3,0,0,1.3
2023-03-12 20:00,2.4,,5.2,48,3.5,1010.4,0,0,0.1
2023-03-12 21:00,1.7,,5.2,44,3.0,1011.1,0,0,0.2
2023-03-12 22:00,1.4,,4.2,44,3.0,1011.7,2,1,0.0
2023-03-12 23:00,1.0,,6.0,45,3.0,1012.3,6,1,-0.4
2023-03-13 00:00,0.6,,4.1,40,2.6,1012.5,0,0,-1.1
2023-03-13 01:00,0.0,,5.9,37,2.3,1012.9,0,0,-1.7
2023-03-13 02:00,-0.6,,4.6,38,2.2,1012.9,0,0,-2.1
2023-03-13 03:00,-1.1,,3.3,38,2.1,1012.9,0,0,-2.4
2023-03-13 04:00,-1.4,,4.4,38,2.1,1012.9,0,0,-2.7
2023-03-13 05:00,-1.6,,3.1,38,2.1,1013.4,0,0,-2.8
2023-03-13 06:00,-1.8,,3.1,40,2.1,1014.1,0,0,-2.9
2023-03-13 07:00,-1.8,,2.9,41,2.2,1014.4,0,0,-2.9
2023-03-13 08:00,-1.2,,2.9,41,2.3,1014.6,0,0,-2.1
2023-03-13 09:00,0.3,,2.6,36,2.3,1014.3,0,0,-0.1
2023-03-13 10:00,1.7,,2.0,31,2.1,1013.8,0,0,4.1
2023-03-13 11:00,3.8,,2.5,28,2.3,1013.3,1,0,14.3
2023-03-13 12:00,5.1,,3.4,27,2.4,1012.6,1,0,17.9
2023-03-13 13:00,6.3,,2.3,26,2.5,1011.9,0,0,19.6
2023-03-13 14:00,6.6,,4.2,24,2.3,1010.9,1,0,18.3
2023-03-13 15:00,7.2,,3.5,27,2.8,1010.1,0,0,16.8
2023-03-13 16:00,6.8,,4.0,26,2.6,1009.6,2,0,13.3
2023-03-13 17:00,6.4,,3.7,31,3.0,1009.3,8,0,8.7
2023-03-13 18:00,5.4,,3.0,36,3.2,1009.2,8,0,5.4
2023-03-13 19:00,4.7,,2.1,47,4.0,1009.3,9,9,3.8
2023-03-13 20:00,4.2,,2.3,53,4.4,1009.6,3,3,2.5
2023-03-13 21:00,4.2,,2.2,55,4.5,1009.5,6,6,2.2
2023-03-13 22:00,4.1,,2.0,55,4.5,1009.7,6,6,2.0
2023-03-13 23:00,3.9,,1.6,54,4.4,1009.6,9,9,2.0
2023-03-14 00:00,4.0,,2.6,52,4.2,1009.0,10,10,2.1
2023-03-14 01:00,3.7,,1.6,52,4.2,1008.8,6,6,1.5
2023-03-14 02:00,3.7,,1.7,47,3.8,1008.8,7,7,1.1
2023-03-14 03:00,3.7,,2.4,50,4.0,1008.5,8,8,0.9
2023-03-14 04:00,3.3,,1.5,51,4.0,1008.1,9,9,1.4
2023-03-14 05:00,3.6,,2.1,48,3.8,1008.1,8,8,1.5
2023-03-14 06:00,3.7,,2.5,48,3.8,1008.2,8,8,1.2
2023-03-14 07:00,3.7,,2.5,51,4.1,1008.3,7,4,1.1
2023-03-14 08:00,3.9,,2.9,52,4.2,1008.3,6,3,2.3
2023-03-14 09:00,6.6,,3.0,46,4.5,1008.5,3,2,7.7
2023-03-14 10:00,9.2,,2.0,40,4.6,1008.3,4,2,14.5
2023-03-14 11:00,10.7,,1.8,34,4.4,1007.9,8,8,14.4
2023-03-14 12:00,12.9,,1.8,29,4.3,1007.5,7,7,21.0
2023-03-14 13:00,13.9,,4.8,27,4.3,1006.6,6,6,21.1
2023-03-14 14:00,15.2,,4.0,24,4.2,1005.9,6,2,22.7
2023-03-14 15:00,14.7,,5.7,28,4.7,1005.6,1,1,20.0
2023-03-14 16:00,15.0,,5.0,32,5.5,1005.3,1,1,18.0
2023-03-14 17:00,14.6,,4.5,33,5.5,1005.2,0,0,12.5
2023-03-14 18:00,13.5,,4.4,40,6.2,1005.4,0,0,9.2
2023-03-14 19:00,12.1,,3.7,40,5.6,1005.8,0,0,6.9
2023-03-14 20:00,11.0,,2.0,46,6.1,1006.5,0,0,5.7
2023-03-14 21:00,10.4,,2.4,55,6.9,1006.7,0,0,5.1
2023-03-14 22:00,9.7,,2.7,62,7.4,1007.0,0,0,4.6
2023-03-14 23:00,9.2,,1.6,67,7.7,1007.0,0,0,4.2
2023-03-15 00:00,8.2,,1.2,71,7.7,1007.2,0,0,3.4
2023-03-15 01:00,7.8,,0.5,74,7.8,1007.6,0,0,3.0
2023-03-15 02:00,7.1,,0.3,75,7.5,1007.8,0,0,2.6
2023-03-15 03:00,6.7,,1.8,76,7.4,1007.4,0,0,2.4
2023-03-15 04:00,6.5,,2.4,78,7.5,1007.1,2,2,2.8
2023-03-15 05:00,7.5,,1.9,77,8.0,1007.2,0,0,3.0
2023-03-15 06:00,7.1,,2.6,76,7.6,1007.6,7,7,3.6
2023-03-15 07:00,8.2,,1.6,77,8.3,1007.6,7,7,4.2
2023-03-15 08:00,9.6,,2.0,73,8.7,1008.3,1,1,6.0
2023-03-15 09:00,11.0,,3.5,72,9.4,1008.6,8,8,9.5
2023-03-15 10:00,12.5,,4.1,71,10.2,1008.4,8,8,13.0
2023-03-15 11:00,12.9,,3.5,71,10.5,1008.4,9,9,11.1
2023-03-15 12:00,13.7,,5.7,65,10.2,1008.4,8,8,13.4
2023-03-15 13:00,14.2,,4.9,65,10.5,1008.0,8,8,16.4
2023-03-15 14:00,12.3,,3.9,74,10.5,1008.2,9,9,12.0
2023-03-15 15:00,11.1,,3.1,81,10.6,1008.4,9,9,10.7
2023-03-15 16:00,10.3,,4.4,82,10.2,1008.7,9,9,10.2
2023-03-15 17:00,10.0,,2.9,79,9.7,1009.3,9,9,9.8
2023-03-15 18:00,9.3,,2.7,82,9.5,1009.7,10,7,8.8
2023-03-15 19:00,8.9,,3.8,79,9.0,1010.1,10,10,8.0
2023-03-15 20:00,7.6,,3.4,58,6.1,1011.1,10,3,6.1
2023-03-15 21:00,6.7,,3.7,44,4.3,1012.2,9,9,4.6
2023-03-15 22:00,5.5,,4.6,37,3.3,1013.4,10,10,3.4
2023-03-15 23:00,4.4,,2.9,35,2.9,1014.3,7,0,1.8
2023-03-16 00:00,3.5,,2.5,37,2.9,1015.0,0,0,0.6
2023-03-16 01:00,2.9,,2.7,38,2.9,1015.8,0,0,-0.1
2023-03-16 02:00,2.1,,1.3,40,2.8,1016.5,0,0,0.1
2023-03-16 03:00,1.4,,1.3,45,3.0,1016.7,0,0,0.0
2023-03-16 04:00,0.8,,1.7,47,3.0,1017.0,0,0,-0.2
2023-03-16 05:00,0.6,,0.4,49,3.1,1017.4,2,0,-0.7
2023-03-16 06:00,0.7,,2.3,47,3.0,1017.6,3,0,-0.9
2023-03-16 07:00,0.7,,2.4,47,3.0,1018.2,8,0,-0.9
2023-03-16 08:00,1.5,,2.2,41,2.8,1019.2,8,0,-0.3
2023-03-16 09:00,3.4,,2.6,33,2.6,1019.9,3,0,2.3
2023-03-16 10:00,5.3,,2.9,28,2.5,1019.7,7,0,12.8
2023-03-16 11:00,6.7,,3.3,22,2.2,1019.4,3,0,17.1
2023-03-16 12:00,7.5,,4.3,21,2.2,1019.2,3,0,19.7
2023-03-16 13:00,8.2,,2.3,22,2.4,1018.4,6,0,20.4
2023-03-16 14:00,8.4,,3.6,24,2.6,1017.8,9,0,15.2
2023-03-16 15:00,8.4,,4.1,25,2.8,1017.5,10,0,13.3
2023-03-16 16:00,8.5,,2.9,30,3.3,1017.5,10,0,11.2
2023-03-16 17:00,8.0,,3.0,32,3.4,1017.2,10,0,9.0
2023-03-16 18:00,6.7,,3.1,36,3.5,1017.0,10,0,6.0
2023-03-16 19:00,5.7,,2.0,37,3.4,1017.2,6,6,3.5
2023-03-16 20:00,5.4,,2.5,44,3.9,1017.5,7,7,2.8
2023-03-16 21:00,5.0,,1.7,49,4.3,1017.2,7,0,2.1
2023-03-16 22:00,4.5,,1.7,51,4.3,1017.7,6,6,1.4
2023-03-16 23:00,4.0,,2.7,47,3.8,1018.1,8,8,1.0
2023-03-17 00:00,3.7,,2.2,38,3.0,1017.8,8,0,0.4
2023-03-17 01:00,3.0,,1.1,37,2.8,1017.7,8,8,0.0
2023-03-17 02:00,2.2,,1.5,39,2.8,1017.4,6,6,0.0
2023-03-17 03:00,2.0,,1.3,39,2.8,1017.1,7,0,0.0
2023-03-17 04:00,1.7,,0.9,42,2.9,1016.7,6,0,-0.1
2023-03-17 05:00,1.3,,1.4,42,2.8,1016.5,6,0,-0.6
2023-03-17 06:00,0.9,,0.4,44,2.9,1016.3,5,0,-1.2
2023-03-17 07:00,0.8,,0.9,45,2.9,1016.3,7,0,-1.1
2023-03-17 08:00,1.7,,2.4,44,3.0,1016.5,8,0,-0.2
2023-03-17 09:00,3.7,,2.1,39,3.1,1016.5,8,0,3.0
2023-03-17 10:00,6.1,,2.2,31,2.9,1016.0,7,0,12.6
2023-03-17 11:00,8.3,,1.3,27,3.0,1015.3,10,0,16.4
2023-03-17 12:00,10.2,,2.0,26,3.2,1014.2,10,2,17.4
2023-03-17 13:00,11.5,,1.8,24,3.2,1012.8,9,0,17.8
2023-03-17 14:00,12.4,,1.3,20,2.9,1011.5,9,0,17.7
2023-03-17 15:00,12.3,,2.0,22,3.1,1010.5,9,6,14.1
2023-03-17 16:00,12.6,,1.5,22,3.2,1009.9,10,6,12.8
2023-03-17 17:00,12.1,,2.4,23,3.2,1009.5,10,7,11.0
2023-03-17 18:00,11.3,,2.3,29,3.9,1009.8,9,3,8.2
2023-03-17 19:00,10.4,,2.1,31,3.9,1010.0,7,7,6.1
2023-03-17 20:00,9.8,,2.4,30,3.6,1010.1,7,7,5.1
2023-03-17 21:00,9.4,,1.9,31,3.6,1010.1,8,5,4.4
2023-03-17 22:00,8.8,,0.6,36,4.1,1010.0,8,8,4.5
2023-03-17 23:00,8.2,,0.4,38,4.1,1009.7,6,6,3.4
2023-03-18 00:00,7.7,,2.4,44,4.6,1009.4,8,8,3.4
2023-03-18 01:00,7.3,,1.6,43,4.4,1009.1,7,7,2.9
2023-03-18 02:00,6.1,,1.8,44,4.2,1009.0,5,5,1.5
2023-03-18 03:00,5.1,,1.5,47,4.1,1008.8,0,0,0.7
2023-03-18 04:00,4.5,,1.4,46,3.9,1008.5,2,2,0.1
2023-03-18 05:00,3.7,,2.4,49,3.9,1008.7,1,1,-0.2
2023-03-18 06:00,2.9,,1.2,49,3.7,1008.7,2,2,-0.7
2023-03-18 07:00,2.8,,1.5,52,3.9,1009.1,4,1,0.0
2023-03-18 08:00,3.7,,1.6,51,4.1,1009.5,4,0,1.5
2023-03-18 09:00,5.3,,3.2,46,4.1,1009.6,6,0,8.2
2023-03-18 10:00,7.8,,1.9,38,4.0,1009.4,7,0,14.6
2023-03-18 11:00,9.8,,1.8,34,4.1,1009.2,8,2,15.5
2023-03-18 12:00,10.6,,2.2,31,4.0,1008.6,7,0,19.8
2023-03-18 13:00,12.1,,3.5,28,4.0,1007.9,0,0,22.6
2023-03-18 14:00,12.8,,3.9,24,3.5,1007.3,0,0,23.8
2023-03-18 15:00,13.5,,3.9,23,3.6,1006.8,0,0,22.5
2023-03-18 16:00,13.6,,3.6,27,4.2,1006.5,0,0,18.7
2023-03-18 17:00,12.1,,5.0,34,4.8,1006.7,0,0,13.0
2023-03-18 18:00,10.8,,3.7,42,5.4,1007.0,0,0,9.0
2023-03-18 19:00,9.2,,3.1,52,6.1,1007.4,0,0,6.4
2023-03-18 20:00,8.3,,2.7,56,6.1,1007.8,0,0,5.1
2023-03-18 21:00,7.6,,1.9,62,6.4,1008.5,0,0,4.2
2023-03-18 22:00,7.1,,2.2,66,6.6,1009.0,0,0,3.5
2023-03-18 23:00,6.6,,2.4,70,6.8,1009.2,0,0,2.9
2023-03-19 00:00,5.8,,1.5,71,6.5,1009.3,0,0,2.0
2023-03-19 01:00,5.1,,1.3,74,6.5,1009.5,0,0,1.5
2023-03-19 02:00,4.6,,1.7,75,6.3,1009.7,0,0,1.0
2023-03-19 03:00,4.2,,1.4,75,6.2,1010.0,0,0,0.6
2023-03-19 04:00,3.7,,1.0,75,6.0,1009.9,0,0,0.1
2023-03-19 05:00,3.1,,0.9,78,6.0,1009.6,0,0,0.1
2023-03-19 06:00,2.4,,1.6,75,5.5,1009.7,0,0,-0.1
2023-03-19 07:00,2.4,,1.6,72,5.2,1010.2,0,0,-0.3
2023-03-19 08:00,3.4,,0.9,74,5.8,1011.1,0,0,0.2
2023-03-19 09:00,6.0,,1.5,75,7.0,1011.5,0,0,10.0
2023-03-19 10:00,8.4,,2.3,62,6.8,1011.7,0,0,15.7
2023-03-19 11:00,10.4,,3.0,52,6.5,1011.5,0,0,20.0
2023-03-19 12:00,12.0,,2.9,45,6.3,1011.1,0,0,24.1
2023-03-19 13:00,13.6,,2.9,40,6.2,1010.0,6,0,27.7
2023-03-19 14:00,14.8,,3.9,35,5.9,1008.9,0,0,27.6
2023-03-19 15:00,14.7,,3.4,33,5.5,1008.1,3,0,24.8
2023-03-19 16:00,15.1,,2.8,32,5.5,1008.0,2,0,22.2
2023-03-19 17:00,14.6,,2.1,37,6.1,1007.4,0,0,15.9
2023-03-19 18:00,12.7,,2.9,43,6.3,1007.6,0,0,10.8
2023-03-19 19:00,10.5,,2.7,51,6.4,1007.7,1,1,7.7
2023-03-19 20:00,8.8,,1.4,62,7.0,1007.7,0,0,5.9
2023-03-19 21:00,8.0,,2.3,66,7.1,1008.0,0,0,5.1
2023-03-19 22:00,7.2,,2.2,71,7.2,1008.0,0,0,4.3
2023-03-19 23:00,6.4,,2.5,73,7.0,1007.9,0,0,3.5
2023-03-20 00:00,6.2,,1.6,65,6.1,1007.8,0,0,2.7
2023-03-20 01:00,5.2,,1.4,72,6.3,1007.8,0,0,1.8
2023-03-20 02:00,4.7,,0.9,73,6.2,1007.4,6,2,1.4
2023-03-20 03:00,4.3,,0.8,77,6.4,1006.9,2,0,1.0
2023-03-20 04:00,3.9,,0.9,78,6.3,1006.8,4,0,0.7
2023-03-20 05:00,3.5,,2.0,81,6.3,1006.5,2,0,0.5
2023-03-20 06:00,3.3,,0.3,79,6.1,1006.7,1,0,0.3
2023-03-20 07:00,2.7,,1.5,87,6.4,1006.7,7,0,0.3
2023-03-20 08:00,3.6,,1.1,84,6.6,1007.3,8,0,3.7
2023-03-20 09:00,6.6,,0.9,77,7.5,1007.2,3,0,11.1
2023-03-20 10:00,10.0,,0.8,57,7.0,1007.1,4,0,17.1
2023-03-20 11:00,12.3,,1.1,44,6.2,1006.6,6,0,19.9
2023-03-20 12:00,14.0,,2.9,36,5.8,1006.0,6,0,25.2
2023-03-20 13:00,15.2,,3.1,28,4.8,1005.0,5,0,28.4
2023-03-20 14:00,15.8,,3.0,25,4.5,1004.4,0,0,29.1
2023-03-20 15:00,17.0,,2.7,26,5.0,1003.7,0,0,26.3
2023-03-20 16:00,16.5,,3.1,27,5.1,1003.7,0,0,22.4
2023-03-20 17:00,15.5,,3.5,31,5.5,1003.4,1,0,16.4
2023-03-20 18:00,13.9,,2.6,29,4.6,1003.3,6,0,11.4
2023-03-20 19:00,11.7,,1.8,29,4.0,1003.0,4,1,8.2
2023-03-20 20:00,10.5,,2.2,31,3.9,1002.7,2,1,6.4
2023-03-20 21:00,9.5,,2.0,35,4.2,1003.2,0,0,5.2
2023-03-20 22:00,8.6,,0.3,37,4.2,1003.3,1,1,4.3
2023-03-20 23:00,8.1,,0.0,41,4.4,1003.5,0,0,3.6
2023-03-21 00:00,7.4,,2.0,44,4.5,1004.2,4,2,3.5
2023-03-21 01:00,7.3,,1.8,43,4.4,1004.4,5,2,2.8
2023-03-21 02:00,6.9,,1.6,44,4.4,1004.2,8,8,3.8
2023-03-21 03:00,6.8,,1.1,43,4.2,1003.7,7,7,3.2
2023-03-21 04:00,6.3,,0.5,47,4.5,1003.4,2,2,2.0
2023-03-21 05:00,5.5,,1.7,46,4.2,1002.9,1,0,1.4
