date,category,item,price
2023-04-24,C,C002,5443
2023-04-25,A,A010,2631
2023-04-25,D,D001,1886
2023-04-25,A,A009,9812
2023-04-25,C,C009,7025
2023-04-25,D,D007,1877
2023-04-26,D,D002,5341
2023-04-26,D,D009,7908
2023-04-26,C,C005,2541
2023-04-26,A,A006,1064
2023-04-26,D,D010,2284
2023-04-26,B,B001,9524
2023-04-26,C,C009,4845
2023-04-26,A,A004,6938
2023-04-27,D,D001,7671
2023-04-27,B,B002,3162
2023-04-27,C,C001,9655
2023-04-27,D,D001,2340
2023-04-27,A,A004,1095
2023-04-27,A,A006,1234
2023-04-27,C,C003,4495
2023-04-27,A,A007,2589
2023-04-27,C,C006,2875
2023-04-27,C,C005,6006
2023-04-27,B,B005,1207
2023-04-27,B,B009,9402
2023-04-27,A,A007,5670
2023-04-28,D,D007,9907
2023-04-28,B,B002,3916
2023-04-28,C,C006,6315
2023-04-28,B,B008,3465
2023-04-28,A,A003,4632
2023-04-28,A,A010,5598
2023-04-28,C,C008,9261
2023-04-28,C,C008,4196
2023-04-28,B,B003,8689
2023-04-28,B,B010,9190
2023-04-28,C,C005,5526
2023-04-28,A,A002,6113
2023-04-29,B,B006,4284
2023-04-29,A,A003,6229
2023-04-29,D,D007,4954
2023-04-29,D,D009,5018
2023-04-29,A,A001,3470
2023-04-29,A,A007,7772
2023-04-29,C,C006,4883
2023-04-29,C,C003,1416
2023-04-29,B,B010,1011
2023-04-29,A,A008,6086
2023-04-30,D,D006,6481
2023-04-30,A,A010,6036
2023-04-30,B,B001,6578
2023-04-30,A,A010,9050
2023-04-30,C,C007,9462
2023-04-30,D,D001,3659
2023-04-30,C,C009,5016
2023-04-30,D,D006,4082
2023-04-30,D,D001,1603
2023-05-01,B,B010,8262
2023-05-01,B,B008,1073
2023-05-01,B,B005,3401
2023-05-01,C,C003,9656
2023-05-01,B,B005,1081
2023-05-01,B,B004,5760
2023-05-01,D,D009,1797
2023-05-02,D,D007,3211
2023-05-02,B,B008,7338
2023-05-02,A,A001,5490
2023-05-02,A,A004,1597
2023-05-02,C,C005,3908
2023-05-02,C,C009,6574
2023-05-02,C,C001,1623
2023-05-02,D,D008,6246
2023-05-02,A,A007,7609
2023-05-02,A,A002,8727
2023-05-03,D,D002,7468
2023-05-03,D,D002,9067
2023-05-03,B,B002,3544
2023-05-03,D,D004,5366
2023-05-04,B,B001,5190
2023-05-04,A,A009,7993
2023-05-04,B,B006,6501
2023-05-04,D,D004,4770
2023-05-04,C,C010,3983
2023-05-04,D,D002,6032
2023-05-04,C,C002,9581
2023-05-05,C,C006,1025
2023-05-05,C,C001,2897
2023-05-05,D,D001,5023
2023-05-05,D,D004,3758
2023-05-05,D,D010,8903
2023-05-05,D,D008,5227
2023-05-06,D,D007,8631
2023-05-06,B,B009,1440
2023-05-06,B,B004,2950
2023-05-06,A,A004,6781
2023-05-06,B,B003,9002
2023-05-06,A,A007,4403
2023-05-06,A,A006,4272
2023-05-06,B,B002,2391
2023-05-06,B,B008,1716
2023-05-06,C,C008,5841
2023-05-07,B,B001,6913
2023-05-07,D,D010,7287
2023-05-07,D,D008,4670
2023-05-07,B,B008,8297
2023-05-07,D,D004,3423
2023-05-07,C,C004,9989
2023-05-08,D,D001,4413
2023-05-08,B,B008,6733
2023-05-08,C,C008,8777
2023-05-08,D,D010,4279
2023-05-08,A,A010,7330
2023-05-08,D,D005,7981
2023-05-08,B,B007,5466
2023-05-08,B,B010,6002
2023-05-08,A,A001,9074
2023-05-09,B,B001,7144
2023-05-09,D,D010,8127
2023-05-09,B,B010,3460
2023-05-09,D,D010,3413
2023-05-09,D,D006,5864
2023-05-09,D,D007,1916
2023-05-09,C,C004,6573
2023-05-09,D,D003,7718
2023-05-09,C,C010,7507
2023-05-09,B,B005,9071
2023-05-10,D,D006,4718
2023-05-10,A,A002,1652
2023-05-10,B,B008,2709
2023-05-10,D,D008,5939
2023-05-10,A,A007,4867
2023-05-10,D,D001,9959
2023-05-10,C,C007,1318
2023-05-10,D,D005,2188
2023-05-10,A,A006,5833
2023-05-10,C,C008,5299
2023-05-10,C,C005,8640
2023-05-10,A,A008,4747
2023-05-10,B,B006,4514
2023-05-10,A,A006,4963
2023-05-11,B,B001,5792
2023-05-11,A,A009,6563
2023-05-11,A,A001,6993
2023-05-11,C,C002,7170
2023-05-11,D,D005,2794
2023-05-11,A,A005,9625
2023-05-11,C,C006,7229
2023-05-11,B,B009,9080
2023-05-11,B,B001,2009
2023-05-11,B,B002,9967
2023-05-12,A,A001,1560
2023-05-12,D,D006,2758
2023-05-12,D,D002,8644
2023-05-12,D,D010,7981
2023-05-12,C,C004,7747
2023-05-12,A,A005,9340
2023-05-12,A,A003,6646
2023-05-13,D,D004,4247
2023-05-13,A,A002,5616
2023-05-13,B,B006,9384
2023-05-13,A,A009,3690
2023-05-13,A,A005,6660
2023-05-13,D,D005,3892
2023-05-13,C,C009,5944
2023-05-13,D,D002,9130
2023-05-13,B,B009,7850
2023-05-13,B,B009,2463
2023-05-13,D,D006,2250
2023-05-14,D,D004,3653
2023-05-14,B,B006,2690
2023-05-14,C,C006,9252
2023-05-14,A,A010,2293
2023-05-14,C,C010,2109
2023-05-14,D,D007,3179
2023-05-14,B,B009,5543
2023-05-14,B,B005,4130
2023-05-15,C,C003,9995
2023-05-15,C,C006,6086
2023-05-15,A,A004,2387
2023-05-15,D,D003,2823
2023-05-16,D,D003,2221
2023-05-16,A,A004,3217
2023-05-16,A,A003,8876
2023-05-16,C,C002,2203
2023-05-16,A,A004,9000
2023-05-16,D,D006,6260
2023-05-16,B,B001,8999
2023-05-16,C,C004,5261
2023-05-16,C,C001,8130
2023-05-16,C,C004,6780
2023-05-17,A,A006,5214
2023-05-17,D,D002,1602
2023-05-17,D,D006,2857
2023-05-17,B,B004,2359
2023-05-17,B,B009,3486
2023-05-17,C,C005,8310
2023-05-17,A,A010,5175
2023-05-17,B,B008,2344
2023-05-18,B,B006,9664
2023-05-18,C,C010,5759
2023-05-18,B,B001,7676
2023-05-18,D,D006,7436
2023-05-18,A,A007,2490
2023-05-18,C,C006,9378
2023-05-18,A,A007,7524
2023-05-19,B,B004,7454
2023-05-19,D,D003,6166
2023-05-19,C,C006,9428
2023-05-20,B,B008,8283
2023-05-20,C,C003,7111
2023-05-20,C,C009,3982
2023-05-20,B,B006,2214
2023-05-21,A,A008,2233
2023-05-21,B,B006,3296
2023-05-21,B,B003,4534
2023-05-21,C,C005,5711
2023-05-21,B,B007,5931
2023-05-21,B,B003,1660
2023-05-21,A,A001,8880
2023-05-21,A,A008,8258
2023-05-21,B,B006,8140
2023-05-22,C,C006,7791
2023-05-22,B,B009,9536
2023-05-22,A,A008,5692
2023-05-22,D,D007,9851
2023-05-22,C,C001,1840
2023-05-22,D,D010,8022
2023-05-23,A,A007,9733
2023-05-23,A,A006,7981
2023-05-23,C,C009,3711
2023-05-23,C,C003,2434
2023-05-23,D,D001,3098
2023-05-23,C,C006,5200
2023-05-23,A,A006,7300
2023-05-23,C,C010,4900
2023-05-23,A,A008,1321
2023-05-23,A,A006,1234
2023-05-23,C,C009,3971
2023-05-23,B,B010,8218
2023-05-24,A,A005,4186
2023-05-24,C,C005,9444
2023-05-24,A,A001,3220
2023-05-24,C,C004,1225
2023-05-24,C,C008,6435
2023-05-24,A,A002,1614
2023-05-24,B,B002,6931
2023-05-24,B,B005,1809
2023-05-24,C,C005,7169
2023-05-24,D,D010,6560
2023-05-24,A,A009,6906
2023-05-24,C,C001,1331
2023-05-25,C,C001,9853
2023-05-25,A,A002,1656
2023-05-25,A,A001,7574
2023-05-25,B,B008,2782
2023-05-25,D,D003,8846
2023-05-25,B,B004,8171
2023-05-25,A,A003,8612
2023-05-25,B,B001,8102
2023-05-25,C,C005,9493
2023-05-25,C,C004,1270
2023-05-25,C,C007,2531
2023-05-26,D,D006,8769
2023-05-26,B,B001,3196
2023-05-26,C,C007,7592
2023-05-26,D,D005,5394
2023-05-26,C,C005,5047
2023-05-26,C,C006,2673
2023-05-26,C,C006,8631
2023-05-26,A,A010,4487
2023-05-26,B,B007,1565
2023-05-26,A,A005,8824
2023-05-27,A,A007,3978
2023-05-27,B,B008,2050
2023-05-27,B,B009,2963
2023-05-27,A,A004,8574
2023-05-27,B,B009,3869
2023-05-27,A,A004,9625
2023-05-27,C,C008,6024
2023-05-27,D,D001,8262
2023-05-27,D,D001,9978
2023-05-27,C,C001,8961
2023-05-27,C,C007,7552
2023-05-28,A,A006,2193
2023-05-28,B,B001,2046
2023-05-28,C,C006,2030
2023-05-28,C,C008,4148
2023-05-28,D,D010,7411
2023-05-28,D,D004,6609
2023-05-28,B,B005,9534
2023-05-28,A,A001,8433
2023-05-28,C,C003,5798
2023-05-28,A,A010,8689
2023-05-28,D,D006,9085
2023-05-29,C,C004,5311
2023-05-29,D,D004,7032
2023-05-29,A,A003,5857
2023-05-29,D,D004,7305
2023-05-29,C,C007,1372
2023-05-29,C,C007,5829
2023-05-29,D,D008,1277
2023-05-29,C,C009,6974
2023-05-29,A,A010,5994
2023-05-29,B,B010,5513
2023-05-29,B,B006,9759
2023-05-29,A,A010,3329
2023-05-30,B,B008,3846
2023-05-30,A,A009,8002
2023-05-30,B,B010,2573
2023-05-30,D,D003,9265
2023-05-30,B,B007,2618
2023-05-30,B,B001,7830
2023-05-30,C,C009,9252
2023-05-30,D,D003,5299
2023-05-31,B,B004,8420
2023-05-31,A,A003,3488
2023-05-31,D,D001,8960
2023-05-31,A,A003,1740
2023-05-31,A,A003,6372
2023-05-31,D,D001,5274
2023-05-31,A,A001,5498
2023-05-31,B,B007,8062
2023-05-31,B,B009,1233
2023-05-31,B,B010,4777
2023-06-01,C,C006,3024
2023-06-01,D,D002,8887
2023-06-01,C,C004,3269
2023-06-01,C,C001,5087
2023-06-01,B,B002,2264
2023-06-01,A,A010,9768
2023-06-01,C,C010,2485
2023-06-01,B,B007,5979
2023-06-01,D,D004,8957
2023-06-01,C,C010,5223
2023-06-01,B,B006,6988
2023-06-01,D,D005,8043
2023-06-01,A,A010,3422
2023-06-01,D,D003,4291
2023-06-01,C,C003,7720
2023-06-01,C,C002,7560
2023-06-02,A,A005,3933
2023-06-02,A,A005,5008
2023-06-02,C,C002,1235
2023-06-02,D,D005,2725
2023-06-02,D,D005,3260
2023-06-02,D,D005,2040
2023-06-02,A,A010,2860
2023-06-02,D,D002,1743
2023-06-02,B,B003,8226
2023-06-03,C,C005,1801
2023-06-03,B,B010,3784
2023-06-03,D,D010,1329
2023-06-03,A,A010,3287
2023-06-03,B,B006,5019
2023-06-03,C,C010,8876
2023-06-03,D,D002,4853
2023-06-03,C,C004,1307
2023-06-03,B,B010,4148
2023-06-03,C,C008,1973
2023-06-03,D,D002,9217
2023-06-03,A,A004,5211
2023-06-03,D,D001,8952
2023-06-03,A,A010,1671
2023-06-04,D,D002,8236
2023-06-04,A,A002,5180
2023-06-04,B,B001,1779
2023-06-04,A,A006,8209
2023-06-04,D,D007,5264
2023-06-05,D,D004,4057
2023-06-05,D,D009,8083
2023-06-05,B,B005,8545
2023-06-05,A,A004,2689
2023-06-05,C,C010,2892
2023-06-06,B,B009,6938
2023-06-06,D,D003,6328
2023-06-06,A,A001,7553
2023-06-06,C,C003,3709
2023-06-06,B,B003,7722
2023-06-06,A,A005,2937
2023-06-06,D,D006,8624
2023-06-06,C,C001,7952
2023-06-07,B,B009,6873
2023-06-07,A,A006,1023
2023-06-07,D,D007,6899
2023-06-07,A,A010,4232
2023-06-07,C,C002,2145
2023-06-07,B,B010,2159
2023-06-07,B,B001,8630
2023-06-07,C,C009,2843
2023-06-07,B,B007,7010
2023-06-07,C,C010,9283
2023-06-07,A,A007,8986
2023-06-07,C,C006,7065
2023-06-08,B,B010,9215
2023-06-08,D,D008,1994
2023-06-08,A,A008,3709
2023-06-08,D,D009,1675
2023-06-08,D,D002,7265
2023-06-08,D,D001,9107
2023-06-09,A,A004,8280
2023-06-09,C,C005,5749
2023-06-09,C,C004,1892
2023-06-09,D,D008,8314
2023-06-09,C,C007,7026
2023-06-09,C,C006,4850
2023-06-09,C,C009,5833
2023-06-09,B,B007,4803
2023-06-09,A,A003,8507
2023-06-09,A,A005,6539
2023-06-09,A,A010,2465
2023-06-09,D,D007,6913
2023-06-09,D,D001,4520
2023-06-09,C,C008,9744
2023-06-09,A,A008,7212
2023-06-09,B,B003,4981
2023-06-10,B,B007,9594
2023-06-10,B,B004,2879
2023-06-10,B,B007,8342
2023-06-10,D,D008,2995
2023-06-10,A,A008,3263
2023-06-10,D,D004,8598
2023-06-10,B,B001,4359
2023-06-10,D,D002,1562
2023-06-10,C,C008,5947
2023-06-10,C,C001,1748
2023-06-10,C,C007,6551
2023-06-10,C,C010,8372
2023-06-10,A,A004,1368
2023-06-10,D,D004,5403
2023-06-10,D,D007,6691
2023-06-11,B,B007,7142
2023-06-11,B,B005,4067
2023-06-11,C,C005,6958
2023-06-11,C,C001,1109
2023-06-11,D,D001,2096
2023-06-12,D,D010,4985
2023-06-12,D,D006,7034
2023-06-12,C,C002,4845
2023-06-12,B,B002,7633
2023-06-12,C,C007,2259
2023-06-12,A,A004,6967
2023-06-12,B,B006,4782
2023-06-12,D,D009,2389
2023-06-12,A,A006,4464
2023-06-13,C,C004,2587
2023-06-13,D,D006,5355
2023-06-13,C,C009,5587
2023-06-13,A,A006,1822
2023-06-13,B,B010,2830
2023-06-13,C,C010,9325
2023-06-13,B,B002,7048
2023-06-13,B,B010,5537
2023-06-13,C,C002,1889
2023-06-13,C,C007,6897
2023-06-13,C,C001,2421
2023-06-13,D,D005,3239
2023-06-14,C,C004,5018
2023-06-14,C,C005,5962
2023-06-14,C,C006,5916
2023-06-14,A,A004,4258
2023-06-14,A,A009,2877
2023-06-14,C,C009,8928
2023-06-14,A,A001,2422
2023-06-14,C,C007,8146
2023-06-15,B,B010,2868
2023-06-15,B,B005,2667
2023-06-15,A,A006,3284
2023-06-15,C,C001,3513
2023-06-15,A,A007,4202
2023-06-15,D,D002,6497
2023-06-16,D,D007,3955
2023-06-16,A,A004,8447
2023-06-16,A,A007,2806
2023-06-16,D,D003,6775
2023-06-16,D,D007,1519
2023-06-16,D,D007,4083
2023-06-16,C,C007,3550
2023-06-17,A,A001,7655
2023-06-17,A,A006,1910
2023-06-17,B,B005,6791
2023-06-17,B,B008,8065
2023-06-17,D,D004,1076
2023-06-17,D,D006,7310
2023-06-18,C,C006,9846
2023-06-18,A,A003,4574
2023-06-18,C,C003,8271
2023-06-18,B,B001,7030
2023-06-18,C,C004,5825
2023-06-19,C,C006,2298
2023-06-19,A,A007,4133
2023-06-19,A,A003,2500
2023-06-19,C,C008,5541
2023-06-19,B,B003,9212
2023-06-19,A,A006,5916
2023-06-19,B,B002,9169
2023-06-19,B,B007,9663
2023-06-19,D,D005,7364
2023-06-19,A,A004,7009
2023-06-20,D,D004,8813
2023-06-20,B,B010,9314
2023-06-20,A,A007,2189
2023-06-20,B,B005,9808
2023-06-20,C,C009,3372
2023-06-21,D,D003,2287
2023-06-21,A,A010,8373
2023-06-21,D,D005,6897
2023-06-21,A,A010,6599
2023-06-21,B,B003,2918
2023-06-21,C,C007,7033
2023-06-21,D,D008,7786
2023-06-21,C,C010,6696
2023-06-21,B,B001,4144
2023-06-22,C,C007,5335
2023-06-22,A,A007,2809
2023-06-22,B,B005,6752
2023-06-22,A,A002,5611
2023-06-22,A,A007,7487
2023-06-22,B,B007,5480
2023-06-22,C,C007,6310
2023-06-22,C,C009,9720
2023-06-22,D,D008,2353
2023-06-22,A,A007,7256
2023-06-22,B,B008,4772
2023-06-22,B,B001,4880
2023-06-22,D,D006,9414
2023-06-22,A,A002,2118
2023-06-23,B,B004,8399
2023-06-23,A,A006,1823
2023-06-23,A,A010,3979
2023-06-23,C,C003,4285
2023-06-23,A,A007,3845
2023-06-23,D,D005,8018
2023-06-24,D,D002,3720
2023-06-24,C,C010,9235
2023-06-24,A,A007,5975
2023-06-24,A,A010,9118
2023-06-24,C,C003,2666
2023-06-24,A,A003,6138
2023-06-24,A,A005,4718
2023-06-25,C,C007,8145
2023-06-25,D,D001,7519
2023-06-25,A,A010,2760
2023-06-25,B,B005,5431
2023-06-25,A,A008,4718
2023-06-25,C,C004,7391
2023-06-25,A,A009,5562
2023-06-26,A,A007,3181
2023-06-26,D,D007,1104
2023-06-26,A,A003,9226
2023-06-26,B,B005,4602
2023-06-26,C,C009,3711
2023-06-26,C,C003,6697
2023-06-26,C,C003,2309
2023-06-26,C,C005,5838
2023-06-26,C,C001,9281
2023-06-26,D,D010,7806
2023-06-27,A,A002,5238
2023-06-27,D,D006,7437
2023-06-27,A,A009,6493
2023-06-27,B,B001,1232
2023-06-27,C,C008,6193
2023-06-27,C,C006,7651
2023-06-27,A,A008,1179
2023-06-27,A,A003,2894
2023-06-27,B,B009,5607
2023-06-27,B,B009,3593
2023-06-27,B,B010,7999
2023-06-27,A,A009,1712
2023-06-28,B,B003,1253
2023-06-28,D,D007,4003
2023-06-28,A,A004,5538
2023-06-28,B,B002,7884
2023-06-28,A,A008,2649
2023-06-28,B,B008,1941
2023-06-28,D,D006,1271
2023-06-29,C,C010,6463
2023-06-29,B,B004,7833
2023-06-29,B,B004,2936
2023-06-29,D,D003,2764
2023-06-29,D,D003,2789
2023-06-29,B,B009,9163
2023-06-29,A,A005,7629
2023-06-30,C,C004,8675
2023-06-30,C,C002,4896
2023-06-30,C,C008,5817
2023-06-30,C,C006,8249
2023-06-30,D,D007,4688
2023-06-30,D,D010,9330
2023-06-30,A,A007,2721
2023-06-30,A,A004,3282
2023-07-01,A,A007,2755
2023-07-01,D,D003,6688
2023-07-01,C,C005,6192
2023-07-01,D,D006,8195
2023-07-01,B,B002,2502
2023-07-01,D,D004,2306
2023-07-02,C,C001,9177
2023-07-02,C,C010,5331
2023-07-02,A,A001,5439
2023-07-02,D,D007,9498
2023-07-02,D,D004,7277
2023-07-02,B,B006,5747
2023-07-02,A,A005,7604
2023-07-02,A,A002,2118
2023-07-02,D,D010,5114
2023-07-03,D,D002,2224
2023-07-03,B,B002,9721
2023-07-03,A,A002,5320
2023-07-03,D,D006,7152
2023-07-03,C,C006,4037
2023-07-03,B,B002,1722
2023-07-03,D,D009,7452
2023-07-04,A,A004,4215
2023-07-04,C,C006,5277
2023-07-04,B,B007,8690
2023-07-05,D,D003,5409
2023-07-05,A,A001,1607
2023-07-05,D,D009,7452
2023-07-05,A,A008,2654
2023-07-05,C,C003,7941
2023-07-05,D,D009,4680
2023-07-05,D,D004,3036
2023-07-05,C,C008,1462
2023-07-06,C,C008,5321
2023-07-06,B,B007,4349
2023-07-06,A,A008,2737
2023-07-06,D,D005,8259
2023-07-06,C,C009,7083
2023-07-06,A,A008,1320
2023-07-06,A,A006,7948
2023-07-07,B,B006,9742
2023-07-07,A,A005,5210
2023-07-07,B,B002,7681
2023-07-07,D,D007,7057
2023-07-07,B,B001,5928
2023-07-07,D,D010,7668
2023-07-07,C,C003,9106
2023-07-07,A,A005,2773
2023-07-07,A,A006,2151
2023-07-07,B,B004,4523
2023-07-07,A,A010,5406
2023-07-07,A,A004,1667
2023-07-07,B,B010,6154
2023-07-08,D,D007,5390
2023-07-08,C,C006,1818
2023-07-08,B,B005,2414
2023-07-08,A,A004,5491
2023-07-09,A,A006,1858
2023-07-09,B,B003,4412
2023-07-09,D,D009,9434
2023-07-09,B,B008,5541
2023-07-09,B,B007,8928
2023-07-09,A,A010,2558
2023-07-09,C,C007,7702
2023-07-09,B,B007,5846
2023-07-09,D,D010,2736
2023-07-09,C,C001,1727
2023-07-10,A,A003,7944
2023-07-10,B,B002,3303
2023-07-10,D,D006,6492
2023-07-10,A,A008,2523
2023-07-10,D,D002,4621
2023-07-10,D,D005,1056
2023-07-10,A,A008,7382
2023-07-11,D,D008,4301
2023-07-11,D,D009,9448
2023-07-11,D,D009,3696
2023-07-11,A,A008,4823
2023-07-11,C,C010,6285
2023-07-11,B,B002,5992
2023-07-11,B,B006,7645
2023-07-11,B,B004,9593
2023-07-11,B,B009,9179
2023-07-11,D,D008,2831
2023-07-11,C,C002,2781
2023-07-11,B,B007,4553
2023-07-11,D,D008,7154
2023-07-11,A,A006,2663
2023-07-12,D,D002,4367
2023-07-12,B,B002,3580
2023-07-12,C,C002,2054
2023-07-12,A,A003,6890
2023-07-13,D,D007,9469
2023-07-13,B,B009,6607
2023-07-13,B,B007,9444
2023-07-13,A,A009,2888
2023-07-13,A,A006,8320
2023-07-14,A,A010,7852
2023-07-14,D,D007,5784
2023-07-14,B,B002,7939
2023-07-14,A,A005,8972
2023-07-14,C,C002,3747
2023-07-14,A,A005,6080
2023-07-14,D,D007,3377
2023-07-15,C,C002,1292
2023-07-15,D,D010,9533
2023-07-15,C,C008,1734
2023-07-15,A,A001,1730
2023-07-15,C,C009,4650
2023-07-15,B,B002,7041
2023-07-15,B,B005,4044
2023-07-15,B,B002,3212
2023-07-15,C,C008,3507
2023-07-16,B,B010,4536
2023-07-16,B,B005,2564
2023-07-16,C,C006,6692
2023-07-16,B,B003,9705
2023-07-17,B,B010,3108
2023-07-17,B,B008,4174
2023-07-17,B,B001,7739
2023-07-17,A,A002,4036
2023-07-17,C,C003,3580
2023-07-17,A,A002,6132
2023-07-17,A,A004,6356
2023-07-17,D,D009,4126
2023-07-17,C,C009,7837
2023-07-17,C,C005,5746
2023-07-17,D,D003,3428
2023-07-17,D,D004,5412
2023-07-17,B,B005,3327
2023-07-18,D,D006,5791
2023-07-18,B,B005,7035
2023-07-18,A,A007,2909
2023-07-18,D,D009,4563
2023-07-18,D,D008,8069
2023-07-18,D,D007,4139
2023-07-19,D,D009,2787
2023-07-19,B,B009,6611
2023-07-19,C,C002,4614
2023-07-19,D,D010,6067
2023-07-19,A,A008,6024
2023-07-20,C,C003,3597
2023-07-20,B,B008,7889
2023-07-20,C,C010,8964
2023-07-20,A,A008,2079
2023-07-20,C,C007,4078
2023-07-20,C,C002,1256
2023-07-21,C,C006,7121
2023-07-21,B,B009,8233
2023-07-21,A,A007,4347
2023-07-21,B,B006,6827
2023-07-21,A,A005,6955
2023-07-21,A,A003,5250
2023-07-21,B,B004,6319
2023-07-21,B,B010,2951
2023-07-21,A,A007,9515
2023-07-21,C,C002,2004
2023-07-22,B,B006,1319
2023-07-22,C,C006,3924
2023-07-22,C,C006,2209
2023-07-22,C,C005,4308
2023-07-22,A,A001,1477
2023-07-22,A,A009,3759
2023-07-22,D,D006,2555
2023-07-23,C,C004,4663
2023-07-23,B,B003,5354
2023-07-23,B,B004,7558
2023-07-23,D,D004,1154
2023-07-24,A,A007,1694
2023-07-24,C,C004,2646
2023-07-24,C,C007,9598
2023-07-24,D,D007,1055
2023-07-25,B,B001,6712
2023-07-25,B,B001,4157
2023-07-25,C,C010,3686
2023-07-25,A,A008,4629
2023-07-25,D,D009,3233
2023-07-25,D,D009,4581
2023-07-26,D,D001,4091
2023-07-26,C,C002,1395
2023-07-26,B,B007,4238
2023-07-26,B,B008,3383
2023-07-26,D,D001,4424
2023-07-27,B,B010,5374
2023-07-27,D,D006,6141
2023-07-27,D,D004,9186
2023-07-27,C,C003,7474
2023-07-27,A,A010,9864
2023-07-27,D,D003,6246
2023-07-27,D,D005,9636
2023-07-28,D,D003,2750
2023-07-28,B,B010,7319
2023-07-28,A,A002,5893
2023-07-28,D,D005,6854
2023-07-28,D,D009,8807
2023-07-29,D,D005,9007
2023-07-29,A,A002,6543
2023-07-29,B,B001,9855
2023-07-29,C,C009,2725
2023-07-29,D,D002,3685
2023-07-30,A,A009,5570
2023-07-30,C,C002,8993
2023-07-30,A,A008,6084
2023-07-30,B,B003,9680
2023-07-30,A,A002,6939
2023-07-31,A,A002,3568
2023-07-31,A,A008,7745
2023-07-31,B,B010,6322
2023-08-01,D,D007,1957
2023-08-01,A,A010,7572
2023-08-01,A,A003,6604
2023-08-01,D,D005,9705
2023-08-01,D,D007,1022
2023-08-01,A,A004,3422
2023-08-01,C,C009,7869
2023-08-01,D,D005,6901
2023-08-01,D,D006,8385
2023-08-01,C,C001,2715
2023-08-01,B,B003,4483
2023-08-02,B,B001,9104
2023-08-02,D,D003,2334
2023-08-02,D,D002,8062
2023-08-02,D,D009,1036
2023-08-02,D,D002,9974
2023-08-02,B,B002,7499
2023-08-02,A,A010,3555
2023-08-02,A,A009,8436
2023-08-02,B,B008,7010
2023-08-02,D,D010,3990
2023-08-03,A,A009,8773
2023-08-03,D,D004,8758
2023-08-03,D,D001,4811
2023-08-03,D,D008,6844
2023-08-03,A,A001,1920
2023-08-03,C,C006,6769
2023-08-03,C,C003,5942
2023-08-03,B,B008,5439
2023-08-03,A,A006,8400
2023-08-03,B,B009,3577
2023-08-03,A,A005,4391
2023-08-03,A,A004,4994
2023-08-04,C,C004,7109
2023-08-04,A,A001,8795
2023-08-04,A,A009,3810
2023-08-04,C,C003,6369
2023-08-04,D,D007,8382
2023-08-04,D,D001,5926
2023-08-04,C,C007,1712
2023-08-04,B,B003,5729
2023-08-04,A,A008,6947
2023-08-05,D,D005,3374
2023-08-05,C,C001,5529
2023-08-05,B,B004,6409
2023-08-05,C,C001,4967
2023-08-05,D,D008,4003
2023-08-05,C,C001,2447
2023-08-05,C,C001,7403
2023-08-05,B,B010,6430
2023-08-05,D,D009,7516
2023-08-05,B,B008,9897
2023-08-05,A,A005,2079
2023-08-06,A,A002,1600
2023-08-06,C,C007,8232
2023-08-06,B,B002,8388
2023-08-06,A,A007,8910
2023-08-06,A,A007,1760
2023-08-06,C,C005,3513
2023-08-06,B,B008,3914
2023-08-06,A,A005,8420
2023-08-06,C,C003,1393
2023-08-06,C,C004,6439
2023-08-07,A,A005,6837
2023-08-07,B,B006,9282
2023-08-07,C,C010,8351
2023-08-07,A,A002,3901
2023-08-08,B,B002,5036
2023-08-08,C,C002,2960
2023-08-08,A,A002,6373
2023-08-08,A,A002,6432
2023-08-08,D,D004,8990
2023-08-08,A,A004,9641
2023-08-08,A,A005,7554
2023-08-08,C,C010,6292
2023-08-08,B,B009,7337
2023-08-08,C,C002,6411
2023-08-08,D,D005,3500
2023-08-08,C,C010,9795
2023-08-08,A,A007,7416
2023-08-08,B,B001,3259
2023-08-09,D,D003,6370
2023-08-09,D,D009,7375
2023-08-09,D,D002,4916
2023-08-09,D,D005,8011
2023-08-09,B,B002,1091
2023-08-09,A,A003,3198
2023-08-10,D,D004,3273
2023-08-10,A,A010,8619
2023-08-10,B,B008,3586
2023-08-10,A,A004,4385
2023-08-10,A,A004,5535
2023-08-10,C,C007,3274
2023-08-10,C,C008,4862
2023-08-10,C,C007,3922
2023-08-11,A,A004,8032
2023-08-11,D,D003,1390
2023-08-11,A,A004,4808
2023-08-11,A,A009,3015
2023-08-11,D,D008,5491
2023-08-11,D,D010,9880
2023-08-11,C,C005,2900
2023-08-11,A,A009,9353
2023-08-11,C,C002,1992
2023-08-11,D,D002,3762
2023-08-11,B,B001,5217
2023-08-11,A,A001,8410
2023-08-12,C,C004,6013
2023-08-12,C,C001,5690
2023-08-12,B,B010,4231
2023-08-12,C,C004,1756
2023-08-12,A,A007,5184
2023-08-12,C,C003,4206
2023-08-12,D,D003,3763
2023-08-12,B,B003,7806
2023-08-12,A,A004,7854
2023-08-12,B,B008,5394
2023-08-12,B,B006,4240
2023-08-12,A,A010,1789
2023-08-13,A,A001,7973
2023-08-13,D,D009,2885
2023-08-13,B,B001,8637
2023-08-13,A,A009,8187
2023-08-13,A,A002,3800
2023-08-13,C,C004,9598
2023-08-13,A,A010,6539
2023-08-14,B,B004,3648
2023-08-14,C,C009,8972
2023-08-14,B,B001,9001
2023-08-14,B,B005,2384
2023-08-14,A,A010,2410
2023-08-14,A,A005,1864
2023-08-14,B,B004,2325
