age,category,num1,num2,num3,num4,target
52,B,56.512,94.883,31.267,261.234,91.795
40,A,53.157,101.391,26.483,105.398,45.373
34,C,53.056,138.033,29.383,215.055,57.683
43,C,64.462,78.705,30.021,144.655,66.522
25,B,36.111,96.627,29.544,199.191,56.66
46,A,51.039,114.128,33.67,222.888,89.704
43,A,44.209,91.997,33.827,300.658,79.77
27,A,64.354,131.611,25.405,198.685,39.579
43,B,27.906,113.569,27.499,273.276,61.053
51,A,28.345,85.622,26.563,157.975,64.331
68,B,53.046,104.081,36.943,175.249,73.921
58,B,61.263,85.908,41.267,229.353,106.394
24,B,57.733,84.067,27.682,210.088,62.43
21,C,41.99,97.196,29.165,183.579,59.912
67,A,65.064,125.275,34.212,182.224,72.443
62,A,37.685,114.909,26.464,266.665,63.781
28,B,63.075,99.548,34.325,185.578,71.786
46,B,39.008,115.624,29.896,148.958,64.966
53,A,46.482,105.372,21.281,157.256,74.258
42,B,56.393,76.602,23.498,233.495,77.772
38,A,35.338,97.097,28.311,312.826,68.472
53,C,64.69,98.537,36.115,173.801,66.077
27,B,46.421,115.234,25.537,307.431,53.163
54,A,51.373,88.671,27.329,199.458,66.226
26,B,61.622,81.747,31.056,186.009,63.117
41,A,42.069,99.089,21.656,154.486,32.417
52,A,60.608,87.092,31.493,190.099,76.92
66,B,66.405,93.53,22.281,162.193,72.915
52,C,43.444,98.382,32.836,158.181,70.498
65,A,63.694,92.339,25.956,117.397,61.828
53,A,32.394,119.264,25.29,288.306,69.01
35,A,53.896,128.286,31.364,253.219,73.712
66,C,37.714,117.258,33.97,213.58,74.111
56,C,59.426,64.576,31.881,192.799,73.54
49,B,58.605,87.161,31.038,199.721,94.563
41,C,70.774,96.427,31.109,161.155,72.014
40,B,64.213,63.075,31.912,143.307,92.744
49,B,48.342,82.482,32.24,235.871,105.695
54,C,39.183,96.171,28.029,186.889,53.437
29,B,55.657,91.021,33.273,216.287,78.279
66,C,49.393,100.173,26.009,116.878,50.339
30,B,65.512,72.383,35.457,184.229,99.491
40,C,28.336,90.794,33.912,142.332,72.419
42,C,71.881,103.038,40.905,224.203,87.418
52,B,55.32,100.204,32.569,249.764,68.15
58,A,41.87,108.938,34.545,272.985,67.651
47,B,57.34,107.771,22.197,168.551,77.424
34,C,62.974,91.858,34.708,143.605,50.999
66,A,51.143,102.402,35.882,179.07,70.499
37,B,32.351,84.0,37.524,165.034,60.642
65,B,47.062,94.595,30.602,221.562,79.978
42,B,60.394,78.888,28.291,129.861,75.205
39,A,54.967,121.308,24.552,112.28,31.897
30,C,48.435,94.53,25.01,182.678,34.313
36,B,63.083,121.279,29.872,236.325,60.58
66,B,57.393,106.23,21.243,148.627,55.267
53,B,58.163,82.287,26.159,242.456,83.857
29,B,45.894,105.022,30.448,218.267,68.773
58,B,44.926,116.194,30.336,277.34,88.759
36,C,33.0,98.448,25.153,159.887,46.271
29,C,47.406,101.481,23.831,119.676,34.317
26,B,59.354,88.971,24.577,229.927,74.637
24,A,47.959,100.482,28.896,213.994,71.141
45,C,54.455,104.758,40.649,210.125,68.034
31,A,61.112,88.424,35.302,147.609,67.069
48,C,53.728,78.414,31.071,238.758,61.864
69,B,54.705,125.759,32.769,168.329,67.901
36,C,36.422,112.082,35.079,210.103,59.524
64,B,46.774,89.047,33.378,177.022,79.144
33,C,67.266,104.393,28.459,217.719,83.777
22,B,51.038,70.428,25.772,140.243,55.908
52,B,68.967,60.459,29.374,224.984,101.603
29,B,42.769,121.683,35.021,232.879,70.917
42,B,52.339,104.591,28.648,205.799,70.456
69,A,46.173,99.046,24.477,282.195,72.423
38,B,55.92,104.653,21.383,210.358,72.572
53,A,58.95,164.523,29.395,245.938,71.007
40,A,56.025,117.382,24.872,204.621,63.915
33,B,60.419,79.091,27.817,241.47,84.948
56,A,49.868,66.392,37.281,123.335,75.979
62,C,48.095,121.091,29.731,201.647,42.967
59,B,32.418,117.122,26.248,143.653,56.692
56,A,56.385,111.501,31.544,207.021,70.944
31,B,51.722,83.742,39.605,219.21,101.48
48,B,49.321,107.266,29.397,240.375,81.496
22,B,48.092,85.533,18.222,224.495,62.582
52,A,49.631,113.256,33.25,183.157,72.309
40,C,47.638,119.653,31.732,162.32,40.275
46,C,44.72,89.131,30.451,82.874,41.884
60,A,52.396,122.636,28.904,203.443,64.79
28,B,54.842,102.297,25.964,256.893,75.706
35,A,42.294,109.837,37.575,205.42,60.934
64,A,45.993,73.807,20.808,195.762,63.643
29,A,47.954,104.644,28.455,207.153,49.549
26,B,50.048,86.488,28.338,180.615,66.51
27,A,48.718,109.493,34.267,209.748,65.605
61,B,56.597,129.343,36.178,179.752,81.933
34,A,33.476,105.79,28.866,155.056,42.419
55,C,35.25,81.983,30.965,196.235,62.831
24,A,51.936,112.529,31.39,195.145,49.886
63,A,43.973,108.036,35.267,293.759,79.678
30,C,58.842,141.172,35.164,159.716,54.305
57,B,61.698,105.079,27.308,192.028,75.395
59,B,52.337,88.291,32.19,187.167,65.06
26,A,39.28,115.413,31.916,177.616,38.226
67,C,60.546,97.446,29.42,225.655,76.195
44,B,51.989,101.605,31.869,311.898,91.355
19,A,35.131,81.43,30.101,183.959,57.849
22,C,36.015,97.551,30.789,225.795,55.346
46,B,65.169,100.616,23.22,104.381,62.47
54,B,63.511,97.433,25.41,180.324,84.214
55,C,24.829,88.182,34.089,277.762,66.686
36,C,36.422,105.765,23.947,197.251,37.346
25,C,61.409,81.531,32.351,225.117,72.435
65,C,49.815,76.82,29.593,168.862,69.565
62,A,57.018,114.191,35.153,212.878,95.406
18,C,49.38,112.355,33.244,281.639,73.172
39,B,56.545,73.848,27.734,141.996,70.666
69,B,50.058,63.409,28.884,309.327,92.91
34,A,45.624,79.825,20.072,122.703,65.966
24,B,60.587,97.434,29.348,175.725,74.573
42,B,52.021,123.087,23.649,158.204,56.991
62,C,56.524,96.945,28.906,186.377,46.345
21,B,51.574,84.613,26.81,157.555,54.814
53,A,45.136,102.972,25.617,153.764,50.493
23,C,66.084,97.72,35.939,140.663,58.751
48,C,53.55,72.38,23.619,232.203,71.999
36,A,46.45,72.499,25.185,188.102,71.195
61,C,62.783,73.036,26.509,175.024,85.794
56,C,36.792,149.597,27.594,214.113,55.077
44,A,72.363,117.2,25.616,125.268,50.957
27,C,48.209,88.126,28.204,215.319,65.974
43,A,37.32,122.165,31.511,195.312,74.2
36,A,69.059,88.639,33.349,196.848,95.804
56,B,45.368,121.504,33.107,225.958,62.136
20,B,52.432,101.606,20.459,282.176,64.569
62,C,57.177,86.823,31.901,216.149,83.569
30,C,61.842,113.596,32.209,190.006,47.386
67,A,52.998,102.75,26.688,140.868,49.237
45,C,43.527,107.965,38.338,80.459,52.527
37,A,52.19,104.31,35.438,206.394,63.567
45,A,45.807,104.1,29.085,137.018,41.239
25,C,52.49,116.011,27.02,72.987,48.753
58,A,66.281,151.676,38.257,182.456,75.7
56,B,57.559,124.976,29.905,211.974,70.499
18,C,52.066,104.393,30.425,237.215,45.979
20,B,57.385,93.788,30.362,253.063,77.277
30,C,58.101,95.985,41.516,243.786,78.598
45,A,39.221,74.877,28.917,245.129,74.041
66,C,50.417,113.291,29.882,126.596,40.726
42,B,75.625,79.702,25.845,192.52,89.169
50,A,62.128,92.551,28.053,228.992,84.84
55,C,44.966,113.407,24.843,202.319,49.974
23,C,43.968,95.253,25.946,192.243,57.211
61,C,43.635,90.154,20.95,201.405,47.468
62,B,58.663,76.05,34.408,212.277,104.381
49,B,66.076,124.107,30.784,196.155,78.483
62,C,55.822,83.336,31.196,157.686,62.607
64,A,51.572,88.282,29.738,114.859,64.421
38,A,45.558,64.165,30.359,189.799,79.606
33,B,53.294,99.603,38.096,202.874,79.763
38,A,41.799,93.334,26.156,202.329,66.241
28,B,30.642,103.637,31.392,247.646,73.618
54,C,66.368,76.507,31.365,256.53,76.568
53,B,39.942,114.684,35.71,194.799,72.255
52,B,46.752,63.216,32.193,195.157,79.358
36,C,56.564,98.156,32.445,228.656,75.442
37,A,64.345,102.31,23.709,221.327,65.085
35,B,52.571,101.155,25.955,177.872,65.584
64,B,38.063,103.155,24.166,232.951,93.185
58,C,46.987,115.773,17.621,192.681,60.954
66,A,43.215,126.494,31.986,193.744,55.72
31,B,49.618,96.888,28.692,221.681,78.873
32,C,62.32,80.643,31.995,184.942,72.609
48,B,24.626,111.214,30.177,204.734,48.079
18,C,45.886,94.395,31.202,214.877,51.813
20,A,45.16,125.292,36.691,240.859,52.483
33,A,37.432,87.961,30.036,237.407,39.868
40,A,55.855,82.84,33.345,213.352,74.911
28,A,35.85,102.876,28.489,69.562,35.436
29,B,37.001,65.192,34.124,212.168,61.669
27,B,58.511,90.651,23.802,219.894,70.16
49,A,65.006,93.403,20.812,230.046,51.971
33,A,49.239,104.409,40.533,152.199,66.697
25,A,37.826,80.075,39.182,93.896,56.287
55,B,42.944,82.41,20.272,240.309,78.526
29,A,60.08,123.138,29.819,138.774,40.813
41,A,51.164,99.731,30.75,261.108,95.041
45,A,48.99,117.293,33.615,171.067,81.093
25,C,53.13,89.164,38.696,148.641,51.321
45,A,49.623,98.911,24.693,217.481,79.629
53,C,65.457,104.291,24.962,230.809,76.391
43,C,42.509,134.951,29.994,227.829,46.548
25,A,41.36,95.648,25.182,225.081,50.636
67,C,36.165,96.675,16.429,164.61,40.14
45,A,44.6,121.963,28.864,123.655,80.128
45,B,39.08,92.404,34.288,180.517,83.642
54,B,52.181,105.693,29.898,142.715,67.314
58,B,50.209,120.219,33.12,221.627,75.956
53,B,39.209,88.483,32.405,243.712,86.578
44,C,55.891,106.809,24.865,208.635,65.576
34,A,65.168,134.911,30.34,199.953,55.5
26,A,53.578,118.426,22.374,184.478,55.227
50,A,24.565,105.699,27.44,249.017,52.471
37,B,69.871,95.514,30.252,108.477,73.504
30,B,57.469,87.914,29.994,139.692,67.636
45,A,69.564,80.236,23.545,291.337,95.381
65,B,60.907,130.192,24.555,137.252,64.602
46,A,62.905,126.309,31.455,226.552,73.993
30,A,52.053,86.858,34.137,236.84,54.867
63,A,47.377,106.754,28.965,103.687,63.015
52,A,53.735,102.227,28.715,113.285,53.537
23,A,42.912,123.688,34.656,263.236,47.496
35,A,54.339,107.656,26.14,151.353,68.476
68,A,23.732,99.544,38.635,152.718,63.12
22,B,50.429,89.166,23.274,173.956,39.224
64,A,63.447,106.817,35.242,151.476,70.065
42,A,50.943,93.036,32.696,226.313,73.302
19,B,67.275,104.414,42.051,140.898,76.532
27,B,47.363,98.481,24.394,101.712,46.778
47,B,60.027,92.55,18.33,257.818,42.396
67,A,41.217,80.545,36.247,143.354,67.414
62,C,59.62,110.284,22.643,162.399,68.418
22,C,52.326,100.851,33.079,241.493,74.229
50,B,47.802,135.748,35.911,203.512,64.756
18,C,24.261,79.353,31.899,255.617,68.574
35,B,47.456,112.506,31.161,242.257,54.711
49,A,52.135,98.347,32.005,177.328,61.334
64,C,58.287,141.995,34.187,251.096,78.319
66,A,65.609,110.979,32.935,208.389,89.937
28,C,70.35,106.494,23.917,170.081,55.322
38,A,62.463,98.398,39.125,214.52,69.512
43,C,44.379,85.938,30.256,134.527,41.341
42,A,46.952,106.228,32.592,241.692,62.816
39,A,57.389,72.354,33.555,235.206,70.505
44,C,55.196,73.274,35.78,206.018,73.676
66,A,66.283,120.249,35.261,104.086,71.586
30,A,74.794,64.758,30.659,257.72,77.131
50,A,72.672,93.609,30.337,221.855,80.521
51,C,64.939,79.017,32.043,198.852,47.991
58,C,55.279,91.951,35.5,190.967,74.539
52,A,63.493,103.691,24.437,173.164,75.642
18,A,66.614,119.691,33.22,182.776,55.505
38,C,48.527,124.353,25.568,238.461,44.23
65,C,44.673,81.621,39.256,174.164,73.913
23,A,42.326,90.681,31.837,186.285,60.087
45,A,41.236,181.051,27.92,193.62,52.337
34,A,36.18,95.0,32.144,194.99,51.737
22,B,52.499,82.356,30.046,169.109,60.721
48,C,40.002,85.684,29.199,191.49,54.566
22,B,42.165,95.117,20.954,217.166,46.477
55,C,57.013,92.145,24.879,154.76,56.532
20,C,51.816,95.313,29.298,191.721,41.958
40,C,54.296,99.571,21.558,296.549,67.311
54,C,63.651,99.432,27.064,196.843,57.122
54,C,58.645,80.89,27.501,153.479,66.222
27,C,65.189,107.387,26.103,147.629,66.428
27,C,50.8,102.421,33.862,136.74,55.061
36,B,66.118,109.932,25.599,281.356,82.246
34,A,53.597,65.711,30.442,250.401,64.614
38,A,51.687,103.137,28.234,135.519,71.646
31,B,64.615,60.288,29.406,210.685,95.301
26,B,41.278,96.489,38.032,261.242,74.128
63,B,70.236,113.159,30.898,197.977,82.061
18,B,47.179,120.916,31.865,175.419,49.701
68,C,37.819,106.689,26.173,312.045,85.008
62,A,56.535,113.508,33.131,104.733,73.983
30,C,46.227,94.02,32.92,331.629,62.224
21,A,70.258,89.817,32.438,203.0,85.709
18,A,45.671,153.855,23.954,264.522,61.471
66,B,53.144,116.543,27.074,139.969,68.507
57,C,35.744,76.54,37.168,163.721,59.327
49,B,58.129,65.307,26.561,146.002,66.622
51,C,42.226,90.699,37.85,194.948,72.122
45,A,56.933,123.837,27.268,215.386,61.281
48,B,45.717,100.975,30.741,253.34,72.306
25,B,29.531,55.52,29.064,114.427,55.74
56,A,51.312,96.454,25.776,207.844,61.39
43,A,50.864,99.952,25.848,244.745,83.779
51,A,58.811,51.687,26.479,254.109,95.641
20,B,65.56,100.483,30.74,177.974,71.839
67,C,69.124,79.733,34.452,178.596,72.624
29,B,58.642,63.289,30.416,195.399,71.263
18,C,52.786,132.09,29.833,209.303,38.758
61,B,35.727,78.848,36.052,265.13,73.441
22,B,52.02,86.654,30.207,139.495,66.621
47,A,52.149,86.388,27.286,160.687,59.37
47,C,48.014,100.045,25.011,133.429,41.454
34,B,56.33,135.326,36.352,221.388,64.381
65,B,61.219,76.076,28.353,255.068,103.119
64,A,41.816,93.864,27.107,128.952,53.33
40,A,41.66,102.417,26.675,204.435,71.82
32,C,48.607,82.624,36.071,251.45,65.504
54,B,43.848,93.542,27.135,239.227,62.595
38,C,33.587,111.89,34.952,238.638,59.334
31,B,40.034,84.886,28.848,140.506,68.342
19,C,37.677,93.227,23.958,238.472,37.326
28,A,62.085,91.373,28.338,190.704,68.54
68,B,67.028,97.924,29.836,253.508,96.734
56,C,39.046,104.863,29.424,222.458,59.092
55,A,55.461,111.731,29.3,159.225,61.665
51,A,58.735,138.751,28.39,213.941,74.84
55,C,35.077,46.83,26.075,240.926,64.114
67,B,51.61,96.652,30.054,174.682,72.029
51,B,75.335,72.711,32.705,206.44,77.582
35,A,56.771,92.293,22.687,133.17,39.336
47,B,47.547,117.617,36.495,227.452,78.45
32,B,44.398,123.956,11.517,197.187,45.17
44,B,29.775,124.894,30.376,245.704,70.855
68,A,54.705,124.706,32.33,226.043,87.583
51,C,69.478,96.521,26.983,179.641,64.835
69,B,41.865,127.971,19.371,157.682,66.789
55,A,30.644,131.937,29.516,146.18,43.047
50,A,43.358,102.776,30.848,174.629,61.766
41,C,58.816,123.545,24.256,244.355,56.055
32,B,45.715,100.825,25.849,112.187,69.981
47,B,41.795,128.205,34.814,148.214,49.244
59,C,50.192,96.767,30.588,242.95,69.8
68,C,52.297,87.81,22.457,266.448,63.636
34,A,36.116,77.6,32.249,150.842,55.631
22,A,47.827,96.527,25.347,147.66,47.834
46,C,45.027,101.688,26.126,270.358,61.633
21,B,43.591,81.083,30.988,193.82,79.521
27,A,39.83,94.998,30.522,155.273,72.981
34,A,59.413,89.469,27.987,252.231,81.191
27,B,43.556,78.46,27.479,225.174,58.895
34,A,30.051,120.718,28.746,236.833,51.016
37,B,52.643,124.238,26.097,157.878,61.845
41,B,57.252,120.629,35.445,218.741,72.961
22,B,42.04,98.317,22.154,262.314,59.14
51,C,44.403,99.552,28.796,232.04,60.12
23,C,43.509,78.737,22.703,245.993,60.391
19,C,46.533,108.293,34.68,270.157,64.37
30,B,61.069,103.393,28.788,221.383,67.923
60,B,48.859,156.879,24.717,171.744,63.93
60,C,58.396,121.742,33.425,243.856,88.219
65,A,40.312,106.305,18.54,144.715,37.569
28,B,46.163,99.168,31.404,188.884,61.287
68,A,59.54,120.026,35.756,229.404,77.577
64,A,41.944,81.685,30.898,39.131,58.265
40,B,60.121,122.793,27.467,212.623,52.5
33,B,43.716,78.257,23.789,214.981,80.247
48,A,46.783,88.77,35.413,143.203,68.156
28,A,66.702,63.236,34.637,216.293,86.424
33,C,45.642,112.282,26.773,209.497,51.456
25,C,51.453,104.999,26.907,201.699,45.757
21,B,56.164,88.77,35.934,259.472,88.309
57,C,52.265,81.417,32.658,243.945,74.522
21,C,52.551,127.574,21.067,231.999,23.267
42,C,49.435,97.328,29.021,148.789,51.866
20,C,36.978,84.654,28.837,199.133,44.765
49,A,53.483,138.439,31.238,259.222,76.634
20,B,42.675,86.859,30.03,189.267,89.931
44,C,57.758,122.772,27.436,277.713,68.022
46,A,63.721,76.98,30.892,233.46,104.522
49,A,31.944,92.901,27.761,285.478,60.986
67,A,63.738,110.046,47.071,146.633,81.059
68,C,45.889,98.843,30.614,192.267,61.829
36,C,48.691,104.875,29.927,196.993,59.063
38,B,40.876,89.223,39.214,230.309,71.989
22,C,51.885,68.044,23.178,163.07,34.665
35,C,50.668,129.312,29.45,119.62,42.724
45,A,60.769,90.443,25.252,218.91,61.459
59,B,42.586,105.78,33.175,181.676,83.703
39,C,66.608,114.039,27.528,176.465,65.304
38,C,56.647,106.175,32.9,165.36,50.75
23,A,50.91,85.828,32.54,206.194,71.399
18,A,48.192,123.195,33.902,146.157,46.113
22,C,46.934,110.274,32.623,190.29,49.618
58,B,47.587,103.975,28.88,158.564,68.942
29,B,51.684,103.512,23.012,169.541,55.847
43,A,47.91,133.645,35.045,217.691,73.238
63,A,43.595,85.399,37.045,232.57,70.319
51,C,51.745,108.305,25.311,184.695,60.599
66,A,41.637,89.427,33.679,248.392,82.561
31,C,53.225,61.274,24.148,151.364,41.067
43,B,47.769,60.745,31.017,124.005,63.906
62,B,56.967,79.707,32.047,133.184,69.159
44,C,59.891,86.831,27.869,146.23,56.033
26,A,59.887,143.459,30.475,134.355,52.352
43,B,53.181,113.968,34.241,301.058,74.912
64,A,54.348,115.767,29.453,122.489,73.723
39,B,46.772,87.258,26.624,246.871,84.199
64,C,56.776,101.227,23.881,198.744,75.666
47,C,57.905,146.123,28.046,211.23,27.207
60,C,34.327,75.712,24.126,154.714,71.275
65,B,53.783,109.125,28.113,216.273,80.345
34,A,63.681,132.226,27.674,154.304,58.638
43,A,46.437,119.319,34.021,246.138,68.066
53,A,44.255,136.031,30.367,250.276,51.93
18,B,45.801,104.257,42.736,193.257,74.562
25,B,34.951,112.069,19.932,196.532,64.28
66,B,51.26,102.195,31.567,221.636,83.948
52,B,50.3,110.667,27.742,219.08,61.567
69,B,51.97,81.696,25.22,251.207,70.389
32,A,54.16,115.847,29.851,249.792,64.43
64,B,42.02,105.885,29.477,198.558,65.03
39,B,52.732,101.253,35.389,176.139,80.766
31,A,54.432,134.928,30.456,240.581,76.658
43,B,45.116,94.692,26.536,192.186,71.663
45,A,54.201,124.156,31.671,205.687,65.824
40,A,50.807,126.146,28.852,226.516,61.582
31,C,43.688,117.111,24.373,248.778,49.809
41,C,52.828,80.698,28.757,213.042,52.285
19,C,47.093,107.182,31.155,170.64,52.821
62,C,56.971,139.169,30.361,289.851,58.717
43,B,47.608,63.629,31.652,276.517,98.113
31,C,37.102,96.247,27.368,149.1,38.773
68,A,52.67,123.246,31.588,154.411,76.105
24,B,52.294,97.694,30.601,160.699,49.626
20,C,39.189,116.198,30.641,242.428,56.348
64,A,57.505,128.184,30.162,291.757,94.246
40,B,56.982,104.64,40.88,174.686,66.92
63,B,41.3,110.18,35.551,208.463,75.666
60,C,43.404,101.837,31.477,162.37,61.102
64,B,48.58,105.956,25.999,285.01,85.438
62,A,42.411,142.052,28.538,241.241,59.955
35,B,56.404,98.721,38.079,158.768,70.139
55,A,51.49,92.937,27.185,94.883,62.427
52,B,39.064,120.835,29.171,251.879,73.016
68,C,41.775,83.142,28.893,171.376,55.637
32,A,61.877,87.706,31.839,242.137,69.432
42,B,65.356,87.833,27.817,214.685,93.547
54,B,55.387,94.883,30.884,108.285,71.53
45,B,47.887,95.756,27.928,159.661,43.884
27,A,45.6,113.982,36.573,182.293,72.766
56,A,55.497,93.153,26.569,166.211,62.822
34,A,50.759,114.789,34.888,205.808,66.781
56,C,33.899,117.284,27.074,220.069,54.708
39,C,60.319,86.93,25.731,289.468,56.168
43,A,63.458,116.854,26.496,223.611,66.928
61,B,57.373,118.668,21.443,274.555,91.038
42,C,39.084,64.781,32.193,176.159,70.45
34,A,43.632,105.87,24.18,258.261,58.109
30,B,31.423,89.872,28.21,180.94,64.558
37,C,65.96,126.061,33.808,154.149,66.805
42,B,46.433,89.668,33.647,152.036,77.969
21,B,73.333,73.21,22.842,67.902,51.928
27,B,69.552,99.404,31.553,242.704,98.92
20,B,40.966,82.061,35.702,135.49,57.543
58,C,42.917,116.992,26.816,270.407,62.047
62,C,54.662,83.828,32.568,191.289,67.836
35,C,32.455,99.65,24.284,122.257,37.747
64,A,45.617,130.916,31.928,144.113,52.137
53,C,44.618,121.971,30.656,209.532,54.042
64,B,68.512,109.557,33.306,106.002,80.617
39,C,51.61,97.448,32.996,229.497,76.608
51,B,47.152,107.658,23.233,124.183,69.388
64,A,43.685,113.78,30.683,163.051,75.684
25,B,58.94,80.268,37.265,209.936,90.408
57,B,45.033,117.027,19.073,223.381,82.275
66,B,49.497,77.966,34.835,239.886,87.91
61,A,43.609,111.449,38.009,134.673,65.111
36,C,34.825,77.862,22.577,184.577,44.17
59,C,40.04,139.256,26.647,254.65,53.04
58,A,44.98,115.267,32.589,184.589,52.004
54,B,47.367,68.879,25.569,214.714,80.682
23,C,47.806,99.981,36.823,208.122,63.038
69,A,49.111,89.572,35.294,265.062,84.509
43,C,45.113,87.205,23.075,176.705,33.573
51,A,63.491,102.942,26.285,130.503,65.75
62,B,59.48,81.44,33.849,151.606,71.345
23,C,48.649,115.229,33.653,209.442,57.319
54,A,52.543,114.093,41.092,121.523,70.872
50,C,46.279,107.028,25.601,172.779,53.666
39,C,21.565,99.61,37.296,203.771,39.164
38,C,50.205,113.196,25.43,161.67,59.99
23,C,53.056,115.828,32.502,216.343,56.6
23,A,33.873,109.098,34.462,236.221,49.066
65,B,54.994,73.763,15.03,222.745,82.34
21,A,47.194,84.232,34.556,122.625,58.935
47,A,53.379,94.639,36.923,203.959,95.165
28,A,47.496,70.484,35.479,207.872,66.693
47,B,62.51,104.48,40.267,180.953,72.292
48,C,52.262,128.22,34.826,215.666,64.208
41,C,60.024,125.034,27.314,213.871,67.666
26,C,60.847,114.793,36.195,195.456,83.996
20,B,38.804,114.554,27.03,149.786,83.28
68,C,42.61,144.306,30.412,198.669,38.52
48,B,54.516,116.877,34.159,293.347,83.592
57,C,46.345,118.513,32.24,180.385,44.958
54,C,47.614,71.222,36.756,252.365,74.93
53,A,62.866,126.656,42.443,201.943,105.923
41,B,46.896,107.97,24.313,159.964,51.404
48,A,40.311,98.404,28.358,185.17,60.859
23,A,41.662,93.447,31.582,199.156,53.414
19,A,71.824,89.028,27.684,232.761,64.197
37,B,48.218,125.136,29.621,319.002,93.707
45,B,36.358,99.433,33.879,202.733,53.776
28,C,32.305,89.766,33.215,138.457,43.192
21,A,43.754,84.569,31.237,117.271,53.859
32,C,48.035,103.412,30.739,178.911,52.086
23,A,59.492,92.808,28.881,143.596,57.391
66,B,58.523,88.245,37.023,227.895,109.964
47,B,49.937,72.357,38.317,228.263,66.958
55,B,45.458,119.187,35.094,192.701,77.102
68,A,53.396,97.24,24.253,232.869,80.15
19,B,32.513,78.295,28.689,203.238,62.442
32,A,69.811,94.575,30.998,293.379,76.418
28,C,56.541,110.983,25.297,231.306,66.892
25,A,58.67,100.577,30.395,244.781,82.064
43,C,39.258,103.82,30.111,127.594,36.953
68,A,62.826,100.851,35.421,141.438,67.145
62,C,45.4,74.463,27.509,223.942,53.897
61,B,40.474,118.97,35.817,122.539,67.904
22,C,49.608,65.835,25.213,168.776,52.753
23,B,49.374,109.231,25.911,258.971,62.756
43,B,39.215,112.311,28.103,167.707,80.111
21,C,41.051,95.603,30.239,139.513,38.237
36,A,40.268,107.068,17.917,233.377,54.067
37,A,40.363,94.457,32.296,303.677,71.652
50,A,46.119,107.31,38.547,159.568,88.023
37,A,36.11,119.858,33.256,261.201,43.012
66,A,43.086,84.157,28.947,153.341,64.904
29,B,60.451,113.479,24.577,194.377,71.472
64,A,58.233,133.848,20.935,196.543,60.725
18,B,39.501,105.291,21.785,160.901,34.567
43,B,59.582,89.938,29.346,243.77,84.323
31,B,30.336,145.265,40.535,123.014,33.931
55,C,74.291,101.774,16.415,209.752,71.1
54,C,63.003,104.631,33.501,253.708,71.815
28,B,44.403,105.047,26.611,239.608,59.027
53,C,53.824,108.957,28.323,224.561,73.596
30,A,35.991,93.223,25.312,279.265,51.494
60,A,50.604,103.8,23.163,189.019,49.55
20,B,48.163,119.044,30.628,123.764,44.047
50,A,41.652,92.532,31.314,206.76,88.517
23,B,45.314,91.6,33.342,193.712,57.245
67,B,44.33,94.158,21.574,94.209,63.769
27,A,38.683,78.045,34.37,143.745,67.136
22,C,41.419,86.343,34.459,137.369,38.947
40,A,35.582,85.528,32.122,159.273,49.926
27,A,58.573,99.99,27.895,182.441,64.751
61,B,40.679,116.723,31.542,184.356,71.217
19,B,37.78,129.074,29.198,161.06,61.715
30,B,58.415,101.144,34.843,137.303,61.891
57,B,53.696,109.129,28.167,218.873,72.771
19,C,58.045,104.868,30.54,205.829,84.148
37,C,59.161,58.131,21.308,207.334,45.908
18,C,69.375,77.042,31.526,288.951,55.818
54,B,48.44,115.225,26.252,208.144,55.36
26,B,35.424,117.17,32.562,181.667,67.311
34,B,52.71,116.712,33.942,194.71,65.455
26,C,43.31,96.444,26.95,204.941,44.834
28,B,40.425,60.103,30.156,230.79,64.143
32,A,50.999,79.43,30.872,197.764,77.872
41,A,58.658,82.49,31.84,102.854,52.213
55,B,41.64,112.575,33.949,178.163,63.966
52,A,62.744,92.853,33.295,200.075,70.789
47,A,40.104,133.808,28.101,265.21,34.669
48,C,47.561,129.353,37.992,160.705,50.991
66,B,53.863,133.474,33.76,118.237,68.277
22,B,46.121,81.67,37.026,203.219,65.514
61,C,32.24,109.818,31.734,243.312,56.492
67,A,59.274,90.45,32.029,180.329,77.877
31,A,43.765,106.557,29.414,319.152,68.987
28,B,57.449,83.888,27.781,307.375,72.769
26,A,37.359,124.523,34.877,196.376,42.999
51,C,39.066,84.261,31.323,209.336,61.442
29,C,58.624,61.055,29.342,268.437,58.358
52,B,53.405,140.676,24.887,195.508,61.486
52,C,45.614,108.85,37.776,159.796,76.192
18,C,53.55,78.617,30.563,244.447,61.959
57,B,40.46,96.755,23.866,223.221,51.128
39,C,51.103,88.463,30.407,159.633,58.646
46,C,51.286,100.115,28.995,213.958,69.197
25,C,46.262,116.056,28.79,191.997,38.699
28,A,41.647,112.916,32.881,180.745,53.03
58,B,50.702,105.075,29.002,160.708,62.232
54,B,49.45,100.105,28.473,206.07,69.667
31,B,45.342,121.573,36.812,186.707,59.121
47,A,39.662,61.491,21.302,214.235,69.455
52,A,50.125,85.021,29.743,240.992,93.134
38,B,45.367,80.427,34.644,211.578,77.443
54,A,39.653,120.125,33.135,212.434,49.335
22,B,50.435,85.218,35.1,172.941,95.443
36,A,66.083,74.281,40.108,258.718,97.772
31,C,46.332,110.987,38.495,157.574,61.686
43,C,64.978,81.825,24.222,119.4,56.705
21,B,71.143,92.985,21.946,146.451,67.804
42,A,40.466,147.623,31.634,251.713,55.369
62,A,50.09,115.743,23.229,222.945,75.412
