ID,Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk
170,3.89,32,5.37,0.6,3.222,8.62,0.4,3.448,13.99,5.0,0.2,1.0,17.16,0.6,10.296,4,0.2,0.8,0,0.2,0.0,3.6,18.766,0.8,0.5,7.5064
171,55.57,17,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
172,1.85,19,2.05,0.6,1.23,0.0,0.2,0.0,2.05,5.0,0.2,1.0,3.53,0.2,0.706,6,0.2,1.2,0,0.2,0.0,2.8,4.136,1.2,0.5,2.4816
174,2.37,8,0.53,0.2,0.106,5.4,0.6,3.24,5.93,5.0,0.2,1.0,0.72,0.2,0.144,2,0.2,0.4,0,0.2,0.0,3.2,4.89,0.4,0.5,0.978
175,1.99,16,0.77,0.2,0.154,0.0,0.2,0.0,0.77,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.954,0.8,0.5,0.7816
177,1.85,15,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.8,2.612,0.4,0.5,0.5224
178,3.89,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
179,3.89,22,0.0,0.2,0.0,18.05,0.6,10.83,18.05,5.0,0.2,1.0,2.29,0.2,0.458,2,0.2,0.4,0,0.2,0.0,3.2,12.688,0.4,0.5,2.5376
180,1.85,27,4.6,0.6,2.76,1.17,0.4,0.468,5.77,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,3.0,4.636,0.4,0.5,0.9272
181,3.41,15,12.17,0.6,7.302,47.0,0.6,28.2,59.17,6.0,0.6,3.6,10.14,0.6,6.084,2,0.2,0.4,0,0.2,0.0,4.8,45.586,0.4,0.5,9.1172
182,1.85,19,45.23,0.6,27.138,36.18,0.6,21.708,81.41,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,4.0,51.046,1.2,0.5,30.6276
183,2.72,14,4.53,0.6,2.718,87.93,0.6,52.758,92.46,5.0,0.2,1.0,85.81,0.6,51.486,2,0.2,0.4,0,0.2,0.0,4.0,108.362,0.4,0.5,21.6724
185,1.85,22,7.84,0.6,4.704,2.81,0.6,1.686,10.65,5.0,0.2,1.0,0.0,0.2,0.0,2,0.4,0.8,0,0.2,0.0,3.8,8.19,0.8,0.5,3.276
187,55.57,22,0.83,0.2,0.166,0.0,0.2,0.0,0.83,5.0,0.2,1.0,0.14,0.2,0.028,2,0.2,0.4,0,0.2,0.0,2.0,1.594,0.4,0.5,0.3188
188,59.85,29,0.03,0.2,0.006,0.0,0.2,0.0,0.03,5.0,0.2,1.0,1.22,0.2,0.244,2,0.2,0.4,0,0.2,0.0,2.0,1.65,0.4,0.5,0.33
189,1.85,9,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.4,8.016,0.4,0.5,1.6032
190,3.41,13,15.66,0.6,9.396,74.53,0.6,44.718,90.19,5.0,0.2,1.0,29.07,0.6,17.442,2,0.2,0.4,0,0.2,0.0,4.0,72.956,0.4,0.5,14.5912
191,55.57,6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
192,3.41,11,1.44,0.4,0.576,9.65,0.4,3.86,11.09,6.5,0.6,3.9,10.03,0.6,6.018,2,0.2,0.4,0,0.2,0.0,4.0,14.754,0.4,0.5,2.9508
193,1.99,15,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,1.0,10.98,0.6,6.588,2,0.2,0.4,0,0.2,0.0,2.6,8.436,0.4,0.5,1.6872
194,55.57,21,1.07,0.4,0.428,0.0,0.2,0.0,1.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.828,0.4,0.5,0.3656
196,1.85,2,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.898,0.4,0.5,0.3796
197,2.37,6,2.51,0.6,1.506,8.59,0.6,5.154,11.1,5.5,0.4,2.2,16.03,0.6,9.618,2,0.2,0.4,5,0.6,3.0,4.8,21.878,3.4,0.5,37.1926
198,3.41,13,5.61,0.6,3.366,1.56,0.2,0.312,7.17,5.0,0.2,1.0,4.03,0.2,0.806,2,0.2,0.4,0,0.2,0.0,2.4,5.884,0.4,0.5,1.1768
199,21.61,8,0.34,0.2,0.068,0.36,0.2,0.072,0.7,5.0,0.2,1.0,0.03,0.2,0.006,2,0.2,0.4,0,0.2,0.0,2.0,1.546,0.4,0.5,0.3092
200,21.61,19,0.46,0.2,0.092,0.88,0.2,0.176,1.34,5.0,0.2,1.0,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0.0,2.0,1.784,0.4,0.5,0.3568
201,1.99,40,0.93,0.2,0.186,0.0,0.2,0.0,0.93,5.0,0.2,1.0,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0.0,2.0,1.608,0.4,0.5,0.3216
202,55.57,15,1.85,0.4,0.74,4.16,0.6,2.496,6.01,5.0,0.2,1.0,0.51,0.2,0.102,2,0.2,0.4,0,0.2,0.0,3.4,4.738,0.4,0.5,0.9476
203,3.89,2,0.0,0.2,0.0,7.37,0.4,2.948,7.37,5.0,0.2,1.0,0.74,0.2,0.148,2,0.2,0.4,0,0.2,0.0,2.6,4.496,0.4,0.5,0.8992
204,15.56,1,3.73,0.6,2.238,2.82,0.6,1.692,6.55,6.0,0.6,3.6,160.41,0.6,96.246,6,0.2,1.2,0,0.2,0.0,5.2,104.976,1.2,0.5,62.9856
205,21.61,2,0.67,0.2,0.134,0.75,0.2,0.15,1.42,5.0,0.2,1.0,0.39,0.2,0.078,2,0.2,0.4,0,0.2,0.0,2.0,1.762,0.4,0.5,0.3524
206,3.89,4,5.78,0.6,3.468,57.92,0.6,34.752,63.7,5.0,0.2,1.0,11.16,0.6,6.696,2,0.2,0.4,0,0.2,0.0,4.0,46.316,0.4,0.5,9.2632
207,59.85,9,0.3,0.2,0.06,0.0,0.2,0.0,0.3,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.46,0.4,0.5,0.292
208,3.41,39,9.97,0.6,5.982,88.73,0.6,53.238,98.7,5.0,0.2,1.0,10.27,0.6,6.162,2,0.2,0.4,0,0.2,0.0,4.0,66.782,0.4,0.5,13.3564
210,3.89,16,0.0,0.2,0.0,1.66,0.2,0.332,1.66,5.0,0.2,1.0,0.76,0.2,0.152,6,0.2,1.2,0,0.2,0.0,2.4,2.684,1.2,0.5,1.6104
213,1.85,19,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5.0,0.2,1.0,0.04,0.2,0.008,6,0.2,1.2,0,0.2,0.0,2.8,4.226,1.2,0.5,2.5356
214,2.37,9,2.1,0.6,1.26,5.06,0.6,3.036,7.16,5.0,0.2,1.0,5.41,0.4,2.164,2,0.2,0.4,0,0.2,0.0,3.8,7.86,0.4,0.5,1.572
215,2.37,9,1.67,0.4,0.668,0.39,0.2,0.078,2.06,5.0,0.2,1.0,1.43,0.2,0.286,2,0.2,0.4,0,0.2,0.0,2.2,2.432,0.4,0.5,0.4864
216,2.36,1,1.71,0.4,0.684,0.0,0.2,0.0,1.71,6.5,0.6,3.9,88.4,0.6,53.04,6,0.4,2.4,4,0.6,2.4,4.4,62.424,4.8,0.5,149.8176
217,55.57,4,0.74,0.2,0.148,0.0,0.2,0.0,0.74,5.0,0.2,1.0,0.15,0.2,0.03,2,0.2,0.4,0,0.2,0.0,2.0,1.578,0.4,0.5,0.3156
218,59.85,9,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0.0,2.0,1.438,0.4,0.5,0.2876
220,2.72,9,3.99,0.6,2.394,92.05,0.6,55.23,96.04,5.0,0.2,1.0,15.14,0.6,9.084,2,0.2,0.4,1,0.4,0.4,4.2,68.508,0.8,0.5,27.4032
222,1.99,14,1.26,0.4,0.504,0.0,0.2,0.0,1.26,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.904,0.4,0.5,0.3808
223,3.89,14,6.85,0.6,4.11,31.76,0.6,19.056,38.61,5.0,0.2,1.0,1.46,0.2,0.292,2,0.2,0.4,0,0.2,0.0,3.6,24.858,0.4,0.5,4.9716
224,2.34,2,3.95,0.6,2.37,0.0,0.2,0.0,0.0,5.5,0.4,2.2,83.96,0.6,50.376,6,0.2,1.2,1,0.4,0.4,3.8,56.546,1.6,0.5,45.2368
225,3.89,30,12.7,0.6,7.62,1.28,0.2,0.256,13.98,5.0,0.2,1.0,11.69,0.6,7.014,2,0.2,0.4,0,0.2,0.0,2.8,16.29,0.4,0.5,3.258
226,55.57,13,0.1,0.2,0.02,0.0,0.2,0.0,0.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.42,0.4,0.5,0.284
229,3.89,8,10.0,0.6,6.0,74.26,0.6,44.556,84.26,5.5,0.4,2.2,11.16,0.6,6.696,2,0.2,0.4,3,0.6,1.8,4.8,61.652,2.2,0.5,67.8172
231,55.57,11,0.74,0.2,0.148,0.0,0.2,0.0,0.74,5.0,0.2,1.0,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0.0,2.0,1.69,0.4,0.5,0.338
232,1.85,29,7.01,0.6,4.206,1.12,0.4,0.448,8.13,5.0,0.2,1.0,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0.0,3.0,6.074,0.4,0.5,1.2148
233,1.99,6,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.876,0.4,0.5,0.3752
234,2.72,16,2.84,0.6,1.704,64.91,0.6,38.946,67.75,5.5,0.4,2.2,124.59,0.6,74.754,4,0.2,0.8,0,0.2,0.0,4.6,118.404,0.8,0.5,47.3616
235,15.56,19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,23.97,0.6,14.382,6,0.2,1.2,0,0.2,0.0,2.8,16.582,1.2,0.5,9.9492
237,1.99,LOHARU,0.3,0.2,0.06,0.0,0.2,0.0,0.3,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.46,0.4,0.5,0.292
238,1.85,12,13.91,0.6,8.346,0.5,0.2,0.1,14.41,5.0,0.2,1.0,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0.0,2.4,9.884,0.4,0.5,1.9768
240,55.57,13,0.51,0.2,0.102,0.37,0.2,0.074,0.88,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.576,0.4,0.5,0.3152
241,3.41,16,12.68,0.6,7.608,41.0,0.6,24.6,53.68,5.5,0.4,2.2,11.88,0.6,7.128,2,0.2,0.4,0,0.2,0.0,4.4,41.936,0.4,0.5,8.3872
242,55.57,2,1.06,0.4,0.424,0.63,0.2,0.126,1.69,5.0,0.2,1.0,0.9,0.2,0.18,6,0.2,1.2,0,0.2,0.0,2.6,2.93,1.2,0.5,1.758
244,2.72,8,4.34,0.6,2.604,24.13,0.6,14.478,28.47,5.0,0.2,1.0,3.42,0.2,0.684,2,0.2,0.4,0,0.2,0.0,3.6,19.166,0.4,0.5,3.8332
245,1.85,5,0.71,0.2,0.142,0.66,0.2,0.132,1.37,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.674,0.4,0.5,0.3348
246,2.37,5,1.29,0.4,0.516,0.13,0.2,0.026,1.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.942,0.4,0.5,0.3884
247,3.89,3,0.94,0.2,0.188,0.01,0.2,0.002,0.95,5.0,0.2,1.0,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0.0,2.0,1.61,0.4,0.5,0.322
248,2.72,12,1.6,0.4,0.64,0.0,0.2,0.0,1.6,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.04,0.4,0.5,0.408
250,21.61,13,0.32,0.2,0.064,0.0,0.2,0.0,0.32,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.464,0.4,0.5,0.2928
251,1.85,43,5.2,0.6,3.12,0.0,0.2,0.0,5.2,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,4.52,0.4,0.5,0.904
252,59.85,4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
253,21.61,5,0.84,0.2,0.168,1.09,0.4,0.436,1.93,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.6,2.004,0.4,0.5,0.4008
254,3.89,13,0.0,0.2,0.0,0.87,0.2,0.174,0.87,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.574,0.4,0.5,0.3148
255,59.85,13,0.48,0.2,0.096,0.0,0.2,0.0,0.48,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.496,0.4,0.5,0.2992
257,55.57,19,0.42,0.2,0.084,0.0,0.2,0.0,0.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.484,0.4,0.5,0.2968
258,1.85,13,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5.0,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0.0,3.0,6.99,0.4,0.5,1.398
259,1.85,16,0.88,0.2,0.176,1.5,0.4,0.6,2.38,5.0,0.2,1.0,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0.0,2.6,2.214,0.4,0.5,0.4428
260,3.89,16,1.19,0.4,0.476,12.88,0.6,7.728,14.07,5.0,0.2,1.0,2.33,0.2,0.466,6,0.2,1.2,0,0.2,0.0,3.8,10.87,1.2,0.5,6.522
261,3.41,2,1.18,0.4,0.472,0.0,0.2,0.0,1.18,5.5,0.4,2.2,183.2,0.6,109.92,2,0.4,0.8,0,0.2,0.0,3.2,113.392,0.8,0.5,45.3568
262,21.61,32,0.61,0.2,0.122,0.63,0.2,0.126,1.24,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.648,0.4,0.5,0.3296
263,1.85,9,2.81,0.6,1.686,0.41,0.2,0.082,3.22,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.168,0.4,0.5,0.6336
266,2.72,19,1.56,0.4,0.624,14.64,0.4,5.856,16.2,5.0,0.2,1.0,25.97,0.6,15.582,2,0.2,0.4,0,0.2,0.0,3.2,23.462,0.4,0.5,4.6924
268,55.57,19,1.1,0.4,0.44,0.0,0.2,0.0,1.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.84,0.4,0.5,0.368
269,3.89,12,0.0,0.2,0.0,0.07,0.2,0.014,0.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.414,0.4,0.5,0.2828
271,3.89,37,1.81,0.4,0.724,1.03,0.2,0.206,2.84,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.33,0.4,0.5,0.466
272,55.57,2,0.74,0.2,0.148,0.0,0.2,0.0,0.74,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.348,1.2,0.5,1.4088
273,21.61,31,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.03,0.2,0.006,2,0.2,0.4,0,0.2,0.0,2.0,1.406,0.4,0.5,0.2812
274,55.57,5,0.51,0.2,0.102,0.03,0.2,0.006,0.54,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.508,0.4,0.5,0.3016
276,55.57,19,1.07,0.4,0.428,0.16,0.2,0.032,1.23,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.86,0.4,0.5,0.372
277,3.89,8,0.0,0.2,0.0,3.98,0.2,0.796,3.98,6.0,0.6,3.6,53.34,0.6,32.004,2,0.2,0.4,0,0.2,0.0,3.2,36.8,0.4,0.5,7.36
278,3.89,21,0.0,0.2,0.0,15.38,0.6,9.228,15.38,5.0,0.2,1.0,126.13,0.6,75.678,2,0.2,0.4,0,0.2,0.0,3.6,86.306,0.4,0.5,17.2612
279,55.57,14,1.48,0.4,0.592,4.48,0.6,2.688,5.96,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.4,4.68,0.4,0.5,0.936
280,55.57,8,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.4,2.256,0.8,0.5,0.9024
281,3.89,8,15.38,0.6,9.228,40.14,0.6,24.084,55.52,5.0,0.2,1.0,0.96,0.2,0.192,2,0.4,0.8,1,0.4,0.4,4.0,35.704,1.2,0.5,21.4224
283,55.57,9,0.67,0.2,0.134,1.71,0.4,0.684,2.38,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.6,2.218,0.4,0.5,0.4436
286,59.85,15,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,2.39,0.2,0.478,2,0.2,0.4,0,0.2,0.0,2.0,1.878,0.4,0.5,0.3756
287,3.89,21,0.0,0.2,0.0,20.71,0.6,12.426,20.71,5.0,0.2,1.0,20.79,0.6,12.474,2,0.2,0.4,2,0.6,1.2,4.0,27.5,1.6,0.5,22.0
288,1.99,2,57.03,0.6,34.218,134.33,0.6,80.598,191.36,5.0,0.2,1.0,844.37,0.6,506.622,2,0.2,0.4,0,0.2,0.0,4.0,622.838,0.4,0.5,124.5676
289,3.89,3,5.31,0.6,3.186,22.79,0.6,13.674,28.1,5.0,0.2,1.0,205.19,0.6,123.114,2,0.2,0.4,1,0.4,0.4,4.2,141.774,0.8,0.5,56.7096
290,55.57,6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0.0,2.0,1.404,0.4,0.5,0.2808
291,3.89,19,11.95,0.6,7.17,30.9,0.6,18.54,42.85,5.0,0.2,1.0,32.68,0.6,19.608,2,0.2,0.4,0,0.2,0.0,4.0,46.718,0.4,0.5,9.3436
292,2.37,8,3.81,0.6,2.286,11.52,0.6,6.912,15.33,5.0,0.2,1.0,3.25,0.2,0.65,4,0.2,0.8,0,0.2,0.0,3.8,11.648,0.8,0.5,4.6592
293,3.41,16,11.73,0.6,7.038,85.87,0.6,51.522,97.6,5.0,0.2,1.0,6.96,0.4,2.784,2,0.2,0.4,1,0.4,0.4,4.0,63.144,0.8,0.5,25.2576
294,55.57,25,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
295,1.99,32,1.23,0.4,0.492,0.0,0.2,0.0,1.23,5.0,0.2,1.0,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0.0,2.2,1.914,0.4,0.5,0.3828
296,1.99,19,3.02,0.6,1.812,0.0,0.2,0.0,3.02,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.8,4.012,1.2,0.5,2.4072
298,55.57,8,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
300,2.72,1,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,1.0,0.71,0.2,0.142,2,0.2,0.4,0,0.2,0.0,2.2,1.998,0.4,0.5,0.3996
301,3.41,38,1.35,0.4,0.54,33.25,0.6,19.95,34.6,5.5,0.4,2.2,20.62,0.6,12.372,2,0.2,0.4,0,0.2,0.0,4.2,35.462,0.4,0.5,7.0924
302,55.57,8,0.67,0.2,0.134,0.41,0.2,0.082,1.08,5.0,0.2,1.0,0.99,0.2,0.198,4,0.2,0.8,0,0.2,0.0,2.2,2.214,0.8,0.5,0.8856
303,2.37,16,0.38,0.2,0.076,0.85,0.2,0.17,1.23,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.0,1.654,0.4,0.5,0.3308
305,1.85,15,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.754,0.4,0.5,0.7508
306,21.61,22,0.37,0.2,0.074,0.46,0.2,0.092,0.83,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.566,0.4,0.5,0.3132
309,3.89,11,6.67,0.6,4.002,18.02,0.6,10.812,24.69,5.5,0.4,2.2,4.95,0.2,0.99,2,0.2,0.4,2,0.6,1.2,4.4,19.604,1.6,0.5,15.6832
311,21.61,12,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.484,0.4,0.5,0.2968
312,3.89,37,4.86,0.6,2.916,46.78,0.6,28.068,51.64,5.5,0.4,2.2,63.18,0.6,37.908,2,0.2,0.4,0,0.2,0.0,4.4,71.492,0.4,0.5,14.2984
313,2.37,12,0.47,0.2,0.094,0.29,0.2,0.058,0.76,5.0,0.2,1.0,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0.0,2.0,1.566,0.4,0.5,0.3132
314,1.85,19,9.14,0.6,5.484,1.22,0.4,0.488,10.36,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,3.4,8.172,1.2,0.5,4.9032
315,55.57,11,0.41,0.2,0.082,0.11,0.2,0.022,0.52,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.504,0.4,0.5,0.3008
316,3.41,9,12.28,0.6,7.368,20.62,0.6,12.372,32.9,5.0,0.2,1.0,10.16,0.6,6.096,2,0.2,0.4,1,0.4,0.4,4.2,27.636,0.8,0.5,11.0544
318,21.61,8,0.29,0.2,0.058,0.33,0.2,0.066,0.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.524,0.4,0.5,0.3048
319,3.89,5,0.0,0.2,0.0,2.97,0.2,0.594,2.97,5.0,0.2,1.0,2.84,0.2,0.568,2,0.2,0.4,0,0.2,0.0,2.0,2.562,0.4,0.5,0.5124
320,2.72,12,7.42,0.6,4.452,115.87,0.6,69.522,123.29,6.0,0.6,3.6,6.79,0.4,2.716,2,0.2,0.4,1,0.4,0.4,4.8,81.09,0.8,0.5,32.436
321,2.72,19,3.9,0.6,2.34,27.92,0.6,16.752,31.82,5.0,0.2,1.0,47.6,0.6,28.56,2,0.2,0.4,0,0.2,0.0,4.0,49.052,0.4,0.5,9.8104
322,3.41,9,6.93,0.6,4.158,70.26,0.6,42.156,77.19,5.0,0.2,1.0,9.73,0.4,3.892,2,0.2,0.4,0,0.2,0.0,3.8,51.606,0.4,0.5,10.3212
323,3.89,37,4.18,0.6,2.508,4.83,0.2,0.966,9.01,5.5,0.4,2.2,14.03,0.6,8.418,2,0.2,0.4,0,0.2,0.0,3.2,14.492,0.4,0.5,2.8984
324,2.72,39,4.05,0.6,2.43,21.66,0.6,12.996,25.71,5.5,0.4,2.2,18.45,0.6,11.07,2,0.2,0.4,0,0.2,0.0,4.4,29.096,0.4,0.5,5.8192
325,21.61,18,0.54,0.2,0.108,0.56,0.2,0.112,1.1,5.0,0.2,1.0,0.8,0.2,0.16,2,0.2,0.4,0,0.2,0.0,2.0,1.78,0.4,0.5,0.356
326,1.99,8,1.14,0.4,0.456,0.0,0.2,0.0,1.14,5.0,0.2,1.0,41.82,0.6,25.092,2,0.2,0.4,0,0.2,0.0,2.6,26.948,0.4,0.5,5.3896
327,21.61,19,0.31,0.2,0.062,0.28,0.2,0.056,0.59,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.518,0.4,0.5,0.3036
328,2.72,19,2.13,0.6,1.278,0.59,0.2,0.118,2.72,5.0,0.2,1.0,0.76,0.2,0.152,2,0.2,0.4,0,0.2,0.0,2.4,2.948,0.4,0.5,0.5896
329,3.41,29,1.1,0.4,0.44,87.71,0.6,52.626,88.81,5.5,0.4,2.2,34.32,0.6,20.592,2,0.2,0.4,0,0.2,0.0,4.2,76.258,0.4,0.5,15.2516
331,3.89,15,1.0,0.4,0.4,0.0,0.2,0.0,1.0,5.0,0.2,1.0,0.36,0.2,0.072,2,0.2,0.4,0,0.2,0.0,2.2,1.872,0.4,0.5,0.3744
333,1.85,13,0.25,0.2,0.05,1.8,0.4,0.72,2.05,5.0,0.2,1.0,0.74,0.2,0.148,2,0.2,0.4,0,0.2,0.0,2.6,2.318,0.4,0.5,0.4636
334,3.89,32,0.01,0.2,0.002,1.29,0.2,0.258,1.3,5.5,0.4,2.2,36.52,0.6,21.912,4,0.2,0.8,0,0.2,0.0,3.0,25.172,0.8,0.5,10.0688
336,55.57,21,0.09,0.2,0.018,0.0,0.2,0.0,0.09,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.418,0.4,0.5,0.2836
337,3.41,13,1.97,0.4,0.788,30.25,0.6,18.15,32.22,5.0,0.2,1.0,0.68,0.2,0.136,2,0.2,0.4,0,0.2,0.0,3.4,20.474,0.4,0.5,4.0948
338,2.72,11,1.13,0.4,0.452,0.0,0.2,0.0,1.13,5.0,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0.0,2.2,1.856,0.4,0.5,0.3712
339,3.41,18,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.8,0.8,0.5,0.72
341,55.57,4,1.2,0.4,0.48,0.54,0.2,0.108,1.74,5.0,0.2,1.0,0.45,0.2,0.09,2,0.2,0.4,0,0.2,0.0,2.2,2.078,0.4,0.5,0.4156
343,55.57,5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0.0,2.0,1.402,0.4,0.5,0.2804
344,55.57,8,0.33,0.2,0.066,0.0013,0.2,0.00026,0.3313,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.46626,0.4,0.5,0.293252
