ID,Class
2128,BARBUNYA
2129,DERMASON
2130,BARBUNYA
2133,SIRA
2134,DERMASON
2135,DERMASON
2136,DERMASON
2137,SIRA
2138,CALI
2139,SEKER
2140,HOROZ
2143,DERMASON
2144,SIRA
2145,BARBUNYA
2146,CALI
2147,DERMASON
2148,BOMBAY
2149,SIRA
2150,HOROZ
2153,SEKER
2154,BARBUNYA
2156,CALI
2157,SIRA
2158,CALI
2159,BARBUNYA
2160,DERMASON
2161,HOROZ
2162,SIRA
2163,SIRA
2165,DERMASON
2167,HOROZ
2168,HOROZ
2169,DERMASON
2170,SIRA
2171,SEKER
2173,DERMASON
2174,HOROZ
2176,SIRA
2178,SEKER
2180,HOROZ
2181,HOROZ
2182,DERMASON
2183,SEKER
2184,HOROZ
2185,SIRA
2187,HOROZ
2189,CALI
2190,HOROZ
2193,BARBUNYA
2194,DERMASON
2195,DERMASON
2196,DERMASON
2197,SEKER
2198,SIRA
2199,HOROZ
2200,SIRA
2201,CALI
2202,DERMASON
2203,BOMBAY
2204,CALI
2205,HOROZ
2206,HOROZ
2207,SIRA
2209,SIRA
2210,SEKER
2211,SEKER
2213,SEKER
2214,BARBUNYA
2215,DERMASON
2216,BOMBAY
2217,DERMASON
2218,SIRA
2219,SEKER
2220,SEKER
2221,SEKER
2222,BOMBAY
2223,SEKER
2224,SEKER
2225,SEKER
2226,DERMASON
2227,DERMASON
2228,SIRA
2229,SEKER
2232,BARBUNYA
2233,HOROZ
2234,BARBUNYA
2236,SIRA
2237,DERMASON
2238,HOROZ
2239,SIRA
2240,BOMBAY
2241,BARBUNYA
2242,CALI
2243,SIRA
2245,HOROZ
2246,SEKER
2248,SEKER
2249,DERMASON
2250,SEKER
2251,SIRA
2252,DERMASON
2253,SEKER
2254,HOROZ
2255,CALI
2256,DERMASON
2258,SEKER
2259,HOROZ
2260,SEKER
2261,CALI
2262,CALI
2263,HOROZ
2265,SIRA
2266,BARBUNYA
2268,DERMASON
2269,DERMASON
2270,SEKER
2271,DERMASON
2272,SEKER
2273,BARBUNYA
2275,HOROZ
2276,CALI
2277,SIRA
2278,SIRA
2279,DERMASON
2280,SIRA
2283,DERMASON
2284,HOROZ
2285,DERMASON
2287,HOROZ
2289,SIRA
2292,DERMASON
2294,CALI
2295,DERMASON
2296,DERMASON
2297,DERMASON
2298,CALI
2299,CALI
2300,SIRA
2301,BARBUNYA
2302,BOMBAY
2303,DERMASON
2304,HOROZ
2305,DERMASON
2307,HOROZ
2308,DERMASON
2309,BARBUNYA
2310,BARBUNYA
2311,DERMASON
2313,DERMASON
2315,CALI
2316,DERMASON
2317,SEKER
2318,HOROZ
2319,CALI
2320,DERMASON
2321,BARBUNYA
2322,SEKER
2323,DERMASON
2324,BARBUNYA
2327,DERMASON
2328,DERMASON
2329,SIRA
2330,SIRA
2332,BOMBAY
2333,SEKER
2334,BOMBAY
2335,HOROZ
2337,SIRA
2338,DERMASON
2339,DERMASON
2340,DERMASON
2342,HOROZ
2343,CALI
2344,HOROZ
2345,DERMASON
2346,SEKER
2348,BARBUNYA
2349,HOROZ
2350,SIRA
2351,DERMASON
2352,DERMASON
2354,HOROZ
2356,DERMASON
2357,SEKER
2358,BARBUNYA
2359,DERMASON
2360,DERMASON
2361,HOROZ
2362,BARBUNYA
2364,DERMASON
2365,DERMASON
2367,CALI
2368,SIRA
2370,HOROZ
2371,CALI
2372,BOMBAY
2373,SIRA
2374,SIRA
2375,DERMASON
2376,HOROZ
2377,HOROZ
2378,SIRA
2379,DERMASON
2381,BARBUNYA
2382,SIRA
2383,CALI
2385,BARBUNYA
2386,SEKER
2388,SIRA
2389,CALI
2390,SEKER
2391,SEKER
2392,SEKER
2393,SEKER
2394,DERMASON
2395,SEKER
2396,SEKER
2397,DERMASON
2398,CALI
2399,HOROZ
2401,BOMBAY
2402,SEKER
2403,CALI
2404,BARBUNYA
2406,DERMASON
2408,CALI
2409,DERMASON
2410,DERMASON
2411,DERMASON
2412,SEKER
2413,SIRA
2414,DERMASON
2415,DERMASON
2416,SEKER
2417,BARBUNYA
2418,SIRA
2419,BARBUNYA
2420,CALI
2421,BARBUNYA
2423,SEKER
2424,SIRA
2425,HOROZ
2426,HOROZ
2427,BARBUNYA
2429,CALI
2430,SIRA
2431,HOROZ
2432,BARBUNYA
2433,BARBUNYA
2434,BARBUNYA
2435,SEKER
2436,HOROZ
2437,SIRA
2438,SIRA
2439,DERMASON
2440,DERMASON
2441,HOROZ
2442,CALI
2443,DERMASON
2444,SIRA
2445,DERMASON
2446,HOROZ
2447,DERMASON
2448,BARBUNYA
2449,DERMASON
2450,SEKER
2451,SIRA
2452,BOMBAY
2453,DERMASON
2454,BARBUNYA
2455,SEKER
2456,BARBUNYA
2457,SIRA
2458,SIRA
2459,SIRA
2461,SEKER
2462,SIRA
2463,SIRA
2464,DERMASON
2465,DERMASON
2466,HOROZ
2467,DERMASON
2468,HOROZ
2470,HOROZ
2471,DERMASON
2472,DERMASON
2474,DERMASON
2476,BARBUNYA
2478,SEKER
2479,DERMASON
2480,DERMASON
2481,SIRA
2482,SIRA
2485,CALI
2486,SIRA
2488,DERMASON
2489,SEKER
2490,SEKER
2492,SIRA
2493,CALI
2495,DERMASON
2496,DERMASON
2498,HOROZ
2499,BARBUNYA
2500,SIRA
2501,SEKER
2503,SIRA
2504,SIRA
2505,DERMASON
2506,DERMASON
2507,SIRA
2508,SEKER
2510,CALI
2511,SIRA
2512,HOROZ
2513,CALI
2514,SIRA
2515,HOROZ
2516,DERMASON
2517,SIRA
2518,DERMASON
2519,SIRA
2520,SIRA
2521,SEKER
2522,SEKER
2524,DERMASON
2525,BARBUNYA
2526,DERMASON
2527,SEKER
2528,CALI
2529,SIRA
2530,HOROZ
2531,HOROZ
2532,CALI
2533,DERMASON
2534,SEKER
2536,SIRA
2537,SEKER
2538,BARBUNYA
2540,BARBUNYA
2543,HOROZ
2544,SIRA
2545,BOMBAY
2546,BARBUNYA
2547,HOROZ
2549,SIRA
2551,DERMASON
2553,CALI
2555,HOROZ
2556,BARBUNYA
2557,DERMASON
2558,SIRA
2559,HOROZ
2561,CALI
2562,SIRA
2563,DERMASON
2566,SIRA
2567,DERMASON
2569,SIRA
2570,DERMASON
2571,DERMASON
2572,DERMASON
2573,SEKER
2575,DERMASON
2577,CALI
2578,DERMASON
2579,SEKER
2580,HOROZ
2583,CALI
2585,HOROZ
2587,BOMBAY
2588,DERMASON
2589,SEKER
2591,DERMASON
2592,HOROZ
2593,CALI
2594,SIRA
2595,DERMASON
2596,CALI
2597,SEKER
2598,SIRA
2599,DERMASON
2600,DERMASON
2603,CALI
2604,SEKER
2605,DERMASON
2606,SIRA
2607,DERMASON
2608,SEKER
2609,BARBUNYA
2612,CALI
2613,BARBUNYA
2614,DERMASON
2615,CALI
2616,CALI
2617,SIRA
2618,DERMASON
2619,DERMASON
2620,DERMASON
2621,SEKER
2622,SEKER
2623,HOROZ
2624,CALI
2625,DERMASON
2626,DERMASON
2628,CALI
2630,SIRA
2631,BARBUNYA
2632,DERMASON
2633,SIRA
2634,HOROZ
2635,BOMBAY
2636,CALI
2637,SEKER
2639,SEKER
2640,HOROZ
2643,SIRA
2645,DERMASON
2646,DERMASON
2647,SEKER
2648,SIRA
2649,SIRA
2650,HOROZ
2651,DERMASON
2652,SIRA
2654,CALI
2655,SIRA
2656,CALI
2657,HOROZ
2658,DERMASON
2660,SEKER
2661,CALI
2662,BARBUNYA
2663,DERMASON
2665,SEKER
2666,HOROZ
2667,DERMASON
2668,DERMASON
2669,HOROZ
2670,DERMASON
2671,BARBUNYA
2672,HOROZ
2674,SIRA
2675,SIRA
2676,SIRA
2677,DERMASON
2680,SIRA
2681,HOROZ
2682,HOROZ
2683,HOROZ
2684,CALI
2685,DERMASON
2686,CALI
2687,DERMASON
2688,DERMASON
2690,SIRA
2691,BARBUNYA
2692,CALI
2693,HOROZ
2694,CALI
2695,DERMASON
2696,CALI
2697,CALI
2699,SIRA
2701,DERMASON
2702,SEKER
2703,CALI
2704,SIRA
2705,BOMBAY
2706,SIRA
2707,BARBUNYA
2709,SEKER
2713,SEKER
2715,BARBUNYA
2716,BARBUNYA
2717,CALI
2719,CALI
2721,SIRA
2722,SEKER
2723,DERMASON
2725,CALI
2726,DERMASON
2727,DERMASON
2730,HOROZ
2731,CALI
2732,SEKER
2733,BARBUNYA
2735,CALI
2736,SIRA
2737,BOMBAY
2738,SEKER
2739,SEKER
2740,SEKER
2741,CALI
2742,CALI
2743,SIRA
2744,SEKER
2745,SIRA
2746,SEKER
2747,DERMASON
2749,BARBUNYA
2750,HOROZ
2751,DERMASON
2752,HOROZ
2754,SIRA
2755,HOROZ
2756,SEKER
2757,SIRA
2760,CALI
2761,DERMASON
2762,SEKER
2763,SIRA
2766,SIRA
2767,DERMASON
2768,SEKER
2769,SEKER
2770,SEKER
2772,SEKER
2773,CALI
2774,BARBUNYA
2775,BARBUNYA
2777,SIRA
2778,BARBUNYA
2779,CALI
2780,SIRA
2783,SIRA
2784,SIRA
2786,DERMASON
2788,DERMASON
2789,HOROZ
2790,HOROZ
2791,SIRA
2792,DERMASON
2793,SEKER
2794,SIRA
2795,HOROZ
2796,CALI
2797,HOROZ
2799,SIRA
2800,BARBUNYA
2802,SIRA
2803,DERMASON
2804,SEKER
2806,BARBUNYA
2807,SIRA
2808,BARBUNYA
2809,DERMASON
2811,SIRA
2812,DERMASON
2813,CALI
2814,BOMBAY
2815,SIRA
2816,SIRA
2817,SEKER
2818,DERMASON
2819,BARBUNYA
2820,DERMASON
2821,SIRA
2823,SIRA
2824,SIRA
2826,SIRA
2827,SIRA
2829,SIRA
2830,HOROZ
2831,CALI
2832,DERMASON
2833,DERMASON
2834,SEKER
2835,DERMASON
2836,DERMASON
2837,DERMASON
2839,SIRA
2840,SIRA
2841,HOROZ
2842,DERMASON
2843,CALI
2844,DERMASON
2845,CALI
2847,BARBUNYA
2850,DERMASON
2851,SEKER
2852,HOROZ
2853,DERMASON
2854,BOMBAY
2855,SEKER
2856,SEKER
2857,DERMASON
2858,DERMASON
2859,SEKER
2860,SIRA
2861,CALI
2862,HOROZ
2863,BOMBAY
2864,CALI
2866,BARBUNYA
2867,SIRA
2868,DERMASON
2869,SEKER
2870,DERMASON
2871,HOROZ
2873,DERMASON
2874,CALI
2876,DERMASON
2877,CALI
2878,SEKER
2880,SEKER
2882,SIRA
2884,DERMASON
2885,SEKER
2887,SIRA
2888,DERMASON
2889,DERMASON
2890,HOROZ
2892,BARBUNYA
2893,SEKER
2894,SEKER
2895,DERMASON
2896,SEKER
2897,SIRA
2899,CALI
2901,CALI
2902,DERMASON
2903,CALI
2904,DERMASON
2905,SIRA
2906,DERMASON
2908,DERMASON
2909,SEKER
2910,CALI
2911,CALI
2912,BOMBAY
2914,BOMBAY
2915,HOROZ
2918,SEKER
2919,BOMBAY
2920,CALI
2921,SEKER
2922,DERMASON
2923,DERMASON
2924,HOROZ
2925,DERMASON
2926,DERMASON
2927,DERMASON
2928,DERMASON
2930,DERMASON
2931,HOROZ
2932,DERMASON
2933,SEKER
2935,HOROZ
2937,BARBUNYA
2938,CALI
2939,HOROZ
2941,SEKER
2942,CALI
2943,DERMASON
2945,SEKER
2946,SEKER
2947,SEKER
2949,DERMASON
2950,SEKER
2951,CALI
2953,HOROZ
2955,SIRA
2956,CALI
2957,CALI
2958,SEKER
2959,CALI
2961,DERMASON
2962,SEKER
2965,DERMASON
2966,DERMASON
2967,SEKER
2968,HOROZ
2969,SIRA
2971,CALI
2972,SIRA
2973,SIRA
2974,CALI
2975,DERMASON
2978,DERMASON
2979,HOROZ
2980,BARBUNYA
2981,DERMASON
2982,HOROZ
2983,SIRA
2984,CALI
2985,HOROZ
2986,BARBUNYA
2987,HOROZ
2990,CALI
2991,DERMASON
2993,SIRA
2994,SIRA
2996,SIRA
2997,SIRA
2998,SIRA
2999,DERMASON
3000,HOROZ
3001,BARBUNYA
3002,DERMASON
3003,SEKER
3004,SEKER
3005,DERMASON
3006,SEKER
3007,BOMBAY
3008,SIRA
3009,SEKER
3010,SIRA
3011,HOROZ
3012,SIRA
3013,SIRA
3014,DERMASON
3015,SEKER
3016,BARBUNYA
3017,SEKER
3018,DERMASON
3019,DERMASON
3020,SIRA
3021,SIRA
3022,DERMASON
3023,SIRA
3024,SIRA
3025,HOROZ
3027,CALI
3029,HOROZ
3031,SEKER
3032,DERMASON
3033,SEKER
3034,CALI
3035,HOROZ
3038,SEKER
3039,DERMASON
3040,BARBUNYA
3041,DERMASON
3042,CALI
3043,SIRA
3044,DERMASON
3045,BARBUNYA
3047,SIRA
3048,SEKER
3050,SEKER
3051,DERMASON
3053,DERMASON
3054,SEKER
3055,DERMASON
3056,BOMBAY
3058,SIRA
3060,SEKER
3061,CALI
3062,HOROZ
3063,BARBUNYA
3064,SIRA
3065,SEKER
3066,SEKER
3067,BOMBAY
3068,DERMASON
3070,HOROZ
3071,DERMASON
3072,DERMASON
3075,CALI
3076,HOROZ
3078,BARBUNYA
3079,HOROZ
3080,SIRA
3081,DERMASON
3082,SIRA
3084,SIRA
3085,DERMASON
3086,SEKER
3088,CALI
3089,DERMASON
3090,BARBUNYA
3093,BARBUNYA
3095,BOMBAY
3096,SEKER
3098,DERMASON
3099,SIRA
3100,CALI
3101,SIRA
3102,SEKER
3103,DERMASON
3104,DERMASON
3108,DERMASON
3109,SIRA
3110,DERMASON
3111,DERMASON
3112,CALI
3114,DERMASON
3116,DERMASON
3117,CALI
3118,DERMASON
3120,BARBUNYA
3121,CALI
3122,DERMASON
3123,SIRA
3125,HOROZ
3128,DERMASON
3129,SIRA
3130,HOROZ
3131,SIRA
3132,DERMASON
3133,HOROZ
3134,BARBUNYA
3135,SIRA
3137,SIRA
3138,BARBUNYA
3139,SIRA
3140,HOROZ
3141,HOROZ
3143,HOROZ
3147,HOROZ
3148,SIRA
3149,BOMBAY
3152,DERMASON
3153,DERMASON
3154,DERMASON
3156,DERMASON
3157,SEKER
3158,BARBUNYA
3159,BARBUNYA
3160,SIRA
3161,BOMBAY
3164,HOROZ
3165,DERMASON
3166,SEKER
3167,DERMASON
3169,HOROZ
3170,DERMASON
3171,BOMBAY
3173,SEKER
3175,SEKER
3176,SEKER
3177,DERMASON
3178,CALI
3179,SIRA
3180,BARBUNYA
3182,SIRA
3183,CALI
3184,SIRA
3186,HOROZ
3187,HOROZ
3188,DERMASON
3189,BOMBAY
3190,SIRA
3191,HOROZ
3193,SEKER
3194,DERMASON
3195,CALI
3196,SIRA
3197,HOROZ
3198,CALI
3199,SIRA
3200,DERMASON
3201,DERMASON
3202,CALI
3203,BOMBAY
3204,BOMBAY
3205,SEKER
3206,DERMASON
3207,SIRA
3208,BARBUNYA
3209,DERMASON
3210,SIRA
3214,DERMASON
3216,HOROZ
3218,HOROZ
3219,SEKER
3221,BARBUNYA
3223,SIRA
3224,HOROZ
3225,DERMASON
3226,BARBUNYA
3228,DERMASON
3230,SEKER
3232,DERMASON
3233,SIRA
3235,SIRA
3236,HOROZ
3237,DERMASON
3241,BARBUNYA
3242,SEKER
3243,BARBUNYA
3244,SIRA
3245,SIRA
3246,DERMASON
3247,SEKER
3248,SIRA
3249,DERMASON
3250,SEKER
3251,SIRA
3252,SEKER
3253,SIRA
3254,CALI
3255,DERMASON
3256,HOROZ
3257,SEKER
3258,HOROZ
3259,DERMASON
3260,BARBUNYA
3262,HOROZ
3263,SEKER
3264,CALI
3265,SIRA
3266,DERMASON
3268,DERMASON
3269,CALI
3270,HOROZ
3271,DERMASON
3272,DERMASON
3273,SIRA
3275,CALI
3276,DERMASON
3277,DERMASON
3279,DERMASON
3280,SIRA
3281,DERMASON
3282,SIRA
3283,DERMASON
3284,SEKER
3285,SIRA
3286,SIRA
3287,SIRA
3288,SIRA
3289,DERMASON
3290,HOROZ
3291,SIRA
3292,DERMASON
3293,SEKER
3294,SEKER
3295,SEKER
3296,SEKER
3298,DERMASON
3299,SEKER
3300,DERMASON
3302,SEKER
3303,SIRA
3304,SIRA
3305,DERMASON
3307,SIRA
3308,CALI
3309,SEKER
3310,SEKER
3312,CALI
3313,BARBUNYA
3314,DERMASON
3315,DERMASON
3316,CALI
3320,DERMASON
3321,BARBUNYA
3322,SIRA
3323,DERMASON
3324,DERMASON
3325,DERMASON
3326,SEKER
3327,HOROZ
3328,DERMASON
3329,DERMASON
3330,DERMASON
3331,CALI
3333,BOMBAY
3334,SIRA
3335,CALI
3336,SIRA
3337,HOROZ
3338,CALI
3339,SEKER
3340,SIRA
3341,DERMASON
3342,DERMASON
3344,SIRA
3346,DERMASON
3347,SEKER
3348,DERMASON
3349,BARBUNYA
3350,DERMASON
3351,SEKER
3352,SEKER
3353,SIRA
3354,CALI
3355,SIRA
3356,CALI
3357,SEKER
3358,SIRA
3359,HOROZ
3360,BARBUNYA
3361,HOROZ
3362,BARBUNYA
3363,DERMASON
3364,HOROZ
3365,DERMASON
3366,DERMASON
3367,SIRA
3368,DERMASON
3369,SEKER
3370,SIRA
3371,DERMASON
3372,BOMBAY
3373,SEKER
3374,CALI
3375,SEKER
3377,CALI
3380,DERMASON
3381,BARBUNYA
3382,DERMASON
3383,DERMASON
3384,DERMASON
3385,DERMASON
3387,BARBUNYA
3388,DERMASON
3389,CALI
3390,CALI
3391,DERMASON
3392,CALI
3393,BARBUNYA
3395,DERMASON
3396,SIRA
3399,SEKER
3400,DERMASON
3401,DERMASON
3402,DERMASON
3405,SEKER
3407,DERMASON
3408,SEKER
3411,SIRA
3415,BOMBAY
3418,SIRA
3419,HOROZ
3420,DERMASON
3421,HOROZ
3422,DERMASON
3424,BARBUNYA
3425,BARBUNYA
3426,SIRA
3427,CALI
3428,SEKER
3429,HOROZ
3430,DERMASON
3431,SIRA
3432,DERMASON
3433,BARBUNYA
3434,DERMASON
3436,SIRA
3437,DERMASON
3438,HOROZ
3440,BOMBAY
3441,SIRA
3442,SEKER
3443,CALI
3444,SEKER
3445,DERMASON
3446,BOMBAY
3447,DERMASON
3450,BOMBAY
3451,SEKER
3452,BARBUNYA
3454,SIRA
3455,BOMBAY
3456,CALI
3458,SIRA
3459,SEKER
3460,SEKER
3461,SEKER
3465,DERMASON
3466,BOMBAY
3467,SEKER
3468,DERMASON
3470,SIRA
3471,SEKER
3472,BARBUNYA
3473,BARBUNYA
3474,SEKER
3475,BOMBAY
3476,HOROZ
3477,CALI
3479,DERMASON
3480,SEKER
3481,SIRA
3482,DERMASON
3483,BARBUNYA
3485,SEKER
3487,DERMASON
3490,HOROZ
3491,HOROZ
3492,SIRA
3493,DERMASON
3495,SIRA
3496,SIRA
3497,HOROZ
3501,DERMASON
3502,HOROZ
3503,BARBUNYA
3504,CALI
3505,CALI
3506,HOROZ
3507,SIRA
3508,SIRA
3513,HOROZ
3514,SEKER
3516,BARBUNYA
3519,SIRA
3521,DERMASON
3523,SEKER
3525,DERMASON
3526,DERMASON
3527,DERMASON
3528,HOROZ
3529,DERMASON
3530,SEKER
3531,DERMASON
3532,DERMASON
3533,SIRA
3535,DERMASON
3536,SIRA
3537,BOMBAY
3540,DERMASON
3541,SEKER
3542,DERMASON
3543,DERMASON
3544,DERMASON
3545,CALI
3546,HOROZ
3547,SEKER
3548,DERMASON
3549,SIRA
3550,SEKER
3551,DERMASON
3552,DERMASON
3553,SIRA
3554,DERMASON
3555,SIRA
3556,SIRA
3559,CALI
3560,SIRA
3561,SIRA
3562,HOROZ
3563,SIRA
3564,CALI
3565,BARBUNYA
3566,DERMASON
3567,SEKER
3568,HOROZ
3569,HOROZ
3570,SIRA
3571,SIRA
3573,BARBUNYA
3574,SIRA
3575,HOROZ
3576,DERMASON
3578,CALI
3579,HOROZ
3580,CALI
3582,DERMASON
3583,CALI
3584,DERMASON
3585,SIRA
3586,HOROZ
3587,SIRA
3588,BARBUNYA
3589,SIRA
3590,SIRA
3591,SIRA
3593,SIRA
3594,DERMASON
3595,BARBUNYA
3596,DERMASON
3597,DERMASON
3598,HOROZ
3599,BARBUNYA
3600,HOROZ
3601,SEKER
3603,SEKER
3604,DERMASON
3605,CALI
3606,HOROZ
3607,SIRA
3608,SIRA
3609,CALI
3610,DERMASON
3611,CALI
3612,DERMASON
3613,DERMASON
3615,DERMASON
3616,SEKER
3617,DERMASON
3618,SEKER
3619,CALI
3620,SIRA
3621,SEKER
3622,SEKER
3623,BARBUNYA
3625,DERMASON
3626,HOROZ
3628,SIRA
3630,BARBUNYA
3631,CALI
3633,DERMASON
3634,DERMASON
3635,BOMBAY
3638,SEKER
3639,DERMASON
3640,SIRA
3641,BARBUNYA
3643,DERMASON
3644,SEKER
3645,DERMASON
3646,DERMASON
3647,DERMASON
3648,DERMASON
3649,SEKER
3650,BOMBAY
3651,HOROZ
3653,HOROZ
3654,DERMASON
3655,DERMASON
3656,SEKER
3657,SIRA
3659,SEKER
3660,SIRA
3662,SIRA
3663,SEKER
3665,DERMASON
3667,BOMBAY
3669,DERMASON
3671,CALI
3672,DERMASON
3674,BOMBAY
3675,DERMASON
3676,SIRA
3677,CALI
3678,DERMASON
3680,DERMASON
3681,SEKER
3682,BOMBAY
3683,HOROZ
3684,CALI
3685,SIRA
3687,DERMASON
3688,DERMASON
3689,SIRA
3690,SIRA
3691,CALI
3692,SEKER
3693,CALI
3694,DERMASON
3695,HOROZ
3696,SEKER
3697,BARBUNYA
3699,SIRA
3700,CALI
3701,HOROZ
3704,HOROZ
3707,SIRA
3708,DERMASON
3709,BOMBAY
3711,SEKER
3712,SIRA
3718,SIRA
3719,BOMBAY
3720,SEKER
3721,SEKER
3722,DERMASON
3723,SIRA
3724,DERMASON
3725,HOROZ
3726,DERMASON
3729,CALI
3730,SEKER
3731,DERMASON
3733,DERMASON
3735,DERMASON
3736,BARBUNYA
3737,SIRA
3739,SIRA
3740,BARBUNYA
3741,DERMASON
3742,DERMASON
3744,DERMASON
3745,SIRA
3746,SIRA
3747,DERMASON
3748,SEKER
3749,SEKER
3750,DERMASON
3751,BARBUNYA
3754,SIRA
3755,HOROZ
3756,SEKER
3757,HOROZ
3758,SIRA
3759,BARBUNYA
3760,DERMASON
3763,HOROZ
3765,SEKER
3766,CALI
3767,DERMASON
3769,SIRA
3770,SIRA
3771,DERMASON
3772,HOROZ
3773,SEKER
3774,HOROZ
3775,BARBUNYA
3776,SIRA
3777,SEKER
3778,HOROZ
3779,CALI
3780,CALI
3781,DERMASON
3782,BARBUNYA
3783,DERMASON
3784,SEKER
3785,SEKER
3786,SIRA
3787,SIRA
3789,BARBUNYA
3790,DERMASON
3791,DERMASON
3792,DERMASON
3793,CALI
3794,BOMBAY
3795,BOMBAY
3796,SIRA
3797,SEKER
3798,DERMASON
3799,DERMASON
3801,DERMASON
3802,HOROZ
3803,HOROZ
3804,DERMASON
3805,BARBUNYA
3807,DERMASON
3808,BARBUNYA
3809,DERMASON
3811,DERMASON
3812,BARBUNYA
3813,DERMASON
3815,SEKER
3816,BARBUNYA
3818,CALI
3819,CALI
3820,SEKER
3821,DERMASON
3822,HOROZ
3823,DERMASON
3824,SIRA
3825,SEKER
3826,DERMASON
3827,DERMASON
3828,SEKER
3829,SIRA
3830,SIRA
3831,CALI
3832,BARBUNYA
3835,CALI
3836,BARBUNYA
3837,SIRA
3838,DERMASON
3839,HOROZ
3840,DERMASON
3842,HOROZ
3843,BARBUNYA
3845,CALI
3847,HOROZ
3848,DERMASON
3849,SEKER
3850,HOROZ
3851,DERMASON
3852,SEKER
3853,SEKER
3854,HOROZ
3855,SIRA
3856,SIRA
3857,DERMASON
3858,SIRA
3859,HOROZ
3860,SEKER
3861,HOROZ
3862,DERMASON
3863,SIRA
3865,SIRA
3866,SIRA
3867,SIRA
3868,DERMASON
3869,SIRA
3870,HOROZ
3871,DERMASON
3872,SEKER
3873,SEKER
3876,CALI
3877,HOROZ
3878,SIRA
3879,DERMASON
3880,SIRA
3881,BARBUNYA
3882,BOMBAY
3883,HOROZ
3885,SEKER
3886,HOROZ
3887,HOROZ
3888,DERMASON
3889,DERMASON
3890,SEKER
3891,SIRA
3892,SIRA
3894,BARBUNYA
3895,SIRA
3897,BOMBAY
3899,DERMASON
3900,CALI
3901,SEKER
3902,HOROZ
3903,BOMBAY
3904,CALI
3906,BARBUNYA
3907,DERMASON
3908,DERMASON
3910,HOROZ
3911,SIRA
3912,SEKER
3913,SIRA
3914,DERMASON
3915,DERMASON
3916,CALI
3917,BOMBAY
3918,CALI
3919,CALI
3920,CALI
3921,CALI
3923,DERMASON
3924,SIRA
3925,BARBUNYA
3926,DERMASON
3929,DERMASON
3930,SIRA
3934,SEKER
3935,SEKER
3936,DERMASON
3938,HOROZ
3939,DERMASON
3940,BARBUNYA
3943,DERMASON
3944,HOROZ
3945,CALI
3946,DERMASON
3947,SIRA
3948,DERMASON
3949,DERMASON
3950,SEKER
3952,CALI
3953,DERMASON
3954,DERMASON
3955,HOROZ
3956,CALI
3957,SIRA
3958,SEKER
3960,DERMASON
3961,HOROZ
3963,CALI
3964,BOMBAY
3965,SIRA
3966,BARBUNYA
3967,DERMASON
3968,BARBUNYA
3969,BOMBAY
3970,SEKER
3973,SEKER
3974,SIRA
3975,CALI
3976,SEKER
3977,DERMASON
3979,HOROZ
3980,BARBUNYA
3982,CALI
3984,HOROZ
3985,SEKER
3986,SIRA
3987,DERMASON
3988,SEKER
3989,HOROZ
3991,DERMASON
3992,CALI
3993,HOROZ
3994,HOROZ
3995,HOROZ
3996,DERMASON
3997,BARBUNYA
3999,SIRA
4000,DERMASON
4001,SEKER
4002,CALI
4003,HOROZ
4004,CALI
4005,CALI
4007,CALI
4008,BOMBAY
4009,SEKER
4010,HOROZ
4011,CALI
4012,SEKER
4013,BOMBAY
4016,CALI
4017,DERMASON
4018,SIRA
4019,CALI
4020,CALI
4021,CALI
4023,SEKER
4024,DERMASON
4025,SIRA
4028,CALI
4029,SIRA
4032,HOROZ
4033,SIRA
4034,DERMASON
4035,BARBUNYA
4036,SIRA
4037,SIRA
4038,SIRA
4039,BOMBAY
4040,SIRA
4041,SEKER
4044,DERMASON
4046,CALI
4047,SIRA
4048,SEKER
4049,HOROZ
4051,DERMASON
4052,SEKER
4053,HOROZ
4054,SIRA
4057,DERMASON
4059,BARBUNYA
4060,HOROZ
4061,HOROZ
4063,BOMBAY
4064,SIRA
4066,HOROZ
4067,HOROZ
4068,DERMASON
4069,DERMASON
4070,BOMBAY
4071,DERMASON
4072,CALI
4074,CALI
4077,SIRA
4079,CALI
4080,DERMASON
4082,HOROZ
4084,SEKER
4085,HOROZ
4086,DERMASON
4087,DERMASON
4088,BARBUNYA
4089,SEKER
4090,CALI
4091,HOROZ
4092,CALI
4093,BOMBAY
4094,SIRA
4095,DERMASON
4097,BARBUNYA
4098,SIRA
4099,HOROZ
4100,SIRA
4101,SEKER
4102,HOROZ
4103,DERMASON
4104,DERMASON
4105,DERMASON
4106,SIRA
4109,SEKER
4110,DERMASON
4111,DERMASON
4112,DERMASON
4114,SEKER
4115,SIRA
4116,SIRA
4117,CALI
4118,HOROZ
4120,DERMASON
4121,SEKER
4122,BARBUNYA
4123,CALI
4124,HOROZ
4125,CALI
4126,CALI
4127,CALI
4128,SEKER
4129,SEKER
4130,DERMASON
4131,CALI
4132,SIRA
4133,DERMASON
4134,HOROZ
4137,SIRA
4138,HOROZ
4139,DERMASON
4141,SEKER
4142,DERMASON
4143,DERMASON
4145,SIRA
4146,DERMASON
4147,DERMASON
4148,CALI
4149,DERMASON
4150,DERMASON
4151,DERMASON
4152,DERMASON
4155,HOROZ
4157,SEKER
4158,CALI
4159,DERMASON
4160,HOROZ
4161,SIRA
4162,HOROZ
4163,DERMASON
4164,DERMASON
4165,SEKER
4166,DERMASON
4167,HOROZ
4169,DERMASON
4171,HOROZ
4172,DERMASON
