,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
817,460824,Male,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_2,B
818,462454,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,D
819,467282,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,A
820,467807,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6,B
821,460707,Male,Yes,38,No,Artist,1.0,Average,3.0,Cat_6,C
822,465352,Male,Yes,59,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
823,459582,Male,Yes,27,No,Entertainment,2.6852106227106227,Average,3.0,Cat_6,A
824,465383,Female,Yes,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
825,463148,Male,Yes,62,Yes,Marketing,1.0,High,5.0,Cat_6,B
826,462141,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C
827,462229,Male,No,23,No,Artist,1.0,Low,8.0,Cat_4,B
828,459573,Male,Yes,70,No,Lawyer,2.6852106227106227,Low,1.0,Cat_6,A
829,463825,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_6,B
830,462145,Female,No,39,Yes,Homemaker,10.0,Low,1.0,Cat_2,D
831,460134,Male,Yes,40,Yes,Entertainment,9.0,High,3.0,Cat_6,C
832,467787,Male,No,20,No,Healthcare,8.0,Low,5.0,Cat_6,D
833,466337,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,A
834,467597,Female,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
835,462196,Male,Yes,56,No,Marketing,1.0,Average,3.0,Cat_4,B
836,459720,Male,No,25,No,Doctor,6.0,Low,1.0,Cat_6,D
837,460612,Male,No,27,Yes,Entertainment,8.0,Low,4.0,Cat_3,D
838,460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,Cat_6,A
839,459623,Male,Yes,46,No,Entertainment,2.6852106227106227,Average,5.0,Cat_4,B
840,464674,Male,Yes,50,No,Artist,1.0,Average,5.0,Cat_4,B
841,466523,Male,Yes,39,Yes,Executive,1.0,High,3.0,Cat_3,B
842,461642,Male,No,41,Yes,Artist,9.0,Low,2.0,Cat_6,A
843,461862,Female,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,C
844,465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
845,465483,Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6,A
846,464473,Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_6,A
847,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
848,467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
849,460911,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
850,464604,Male,Yes,32,No,Entertainment,5.0,Low,2.0,Cat_4,A
851,461046,Male,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,B
852,465306,Male,Yes,71,No,Executive,1.0,Average,4.0,Cat_2,D
853,462518,Female,No,26,No,Healthcare,0.0,Low,6.0,Cat_5,A
854,467734,Male,Yes,88,Yes,Lawyer,3.0,High,2.0,Cat_6,D
855,459860,Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,D
856,463102,Male,No,35,No,Entertainment,0.0,Low,2.0,Cat_6,A
857,460174,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,C
858,462312,Female,No,38,Yes,Engineer,8.0,Low,4.0,Cat_6,A
859,461363,Male,No,45,Yes,Artist,0.0,Low,1.0,Cat_6,A
860,464425,Male,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,B
861,464377,Female,No,51,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
862,460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
863,459995,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,A
864,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
865,464641,Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,Cat_1,A
866,459479,Male,Yes,70,No,Marketing,1.0,Low,2.0,Cat_6,A
867,462442,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
868,462794,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,D
869,464550,Male,Yes,46,Yes,Artist,2.6852106227106227,Low,4.0,Cat_6,D
870,466916,Male,Yes,87,Yes,Lawyer,3.0,Low,1.0,Cat_6,C
871,459310,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_2,D
872,466036,Female,Yes,89,Yes,Lawyer,1.0,Low,2.8381317978246963,Cat_6,A
873,461350,Male,No,30,No,Healthcare,1.0,Low,4.0,Cat_2,D
874,464152,Male,Yes,41,Yes,Artist,1.0,High,4.0,Cat_6,B
875,463628,Female,No,30,Yes,Artist,9.0,Low,1.0,Cat_6,A
876,460992,Male,Yes,57,No,Executive,0.0,High,4.0,Cat_6,A
877,460999,Male,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,D
878,461902,Female,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_6,B
879,461851,Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
880,464996,Male,Yes,47,No,Entertainment,9.0,Average,6.0,Cat_6,C
881,461442,Male,Yes,46,Yes,Artist,0.0,Average,6.0,Cat_2,D
882,459917,Male,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,B
883,464152,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6,B
884,462856,Female,No,28,Yes,Engineer,0.0,Low,3.0,Cat_6,D
885,459715,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,D
886,464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A
887,463360,Female,Yes,50,Yes,Artist,4.0,Low,1.0,Cat_6,B
888,461272,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_3,B
889,466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
890,461414,Male,No,30,Yes,Entertainment,2.6852106227106227,Low,5.0,Cat_3,D
891,462349,Male,Yes,51,Yes,Artist,1.0,Average,6.0,Cat_6,A
892,460545,Male,Yes,78,No,Lawyer,1.0,High,3.0,Cat_3,B
893,464560,Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
894,463257,Female,No,23,No,Healthcare,3.0,Low,5.0,Cat_6,D
895,460498,Male,Yes,47,No,Executive,1.0,High,2.0,Cat_3,B
896,459386,Male,Yes,65,No,Lawyer,1.0,High,2.0,Cat_6,C
897,463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,A
898,459911,Male,No,18,No,Healthcare,4.0,Low,6.0,Cat_2,D
899,461445,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
900,460551,Male,Yes,49,Yes,Engineer,0.0,Average,2.0,Cat_3,C
901,465477,Male,No,31,No,Healthcare,1.0,Low,3.0,Cat_2,B
902,462237,Female,No,22,No,Healthcare,1.0,Low,9.0,Cat_4,D
903,467809,Male,Yes,46,Yes,Doctor,1.0,Average,2.0,Cat_6,C
904,464151,Male,No,40,Yes,Doctor,12.0,Low,1.0,Cat_2,D
905,462314,Female,No,28,No,Doctor,14.0,Low,1.0,Cat_6,A
906,467172,Male,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,C
907,462771,Female,Yes,46,Yes,Marketing,2.6852106227106227,High,3.0,Cat_6,B
908,464698,Male,Yes,82,Yes,Lawyer,0.0,Low,2.8381317978246963,Cat_4,A
909,467168,Male,Yes,47,Yes,Artist,9.0,Average,2.0,Cat_1,A
910,460867,Male,Yes,40,Yes,Doctor,0.0,Average,5.0,Cat_6,B
911,460173,Female,Yes,40,Yes,Artist,1.0,Low,3.0,Cat_6,C
912,467775,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_7,C
913,460185,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
914,466987,Male,Yes,63,No,Artist,5.0,Average,2.0,Cat_6,C
915,459413,Female,Yes,79,Yes,Artist,2.6852106227106227,High,2.0,Cat_6,B
916,462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
917,460107,Male,Yes,51,Yes,Engineer,1.0,Average,5.0,Cat_6,C
918,459820,Female,Yes,73,Yes,Artist,2.6852106227106227,Average,3.0,Cat_3,C
919,465287,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
920,460993,Male,Yes,56,Yes,Artist,0.0,Average,4.0,Cat_6,C
921,461603,Male,No,39,Yes,Artist,2.6852106227106227,Low,1.0,Cat_6,C
922,465070,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C
923,461554,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
924,463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,A
925,466802,Female,Yes,40,Yes,Engineer,0.0,Low,1.0,Cat_6,A
926,463989,Male,No,79,No,Lawyer,0.0,Low,1.0,Cat_4,D
927,466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_4,C
928,466251,Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,D
929,460261,Female,Yes,58,Yes,Lawyer,1.0,High,4.0,Cat_1,C
930,466840,Male,No,20,No,Healthcare,4.0,Low,5.0,Cat_2,D
931,461236,Female,No,28,Yes,Healthcare,9.0,Low,1.0,Cat_6,A
932,466736,Female,No,20,No,Healthcare,1.0,Low,2.8381317978246963,Cat_6,D
933,463504,Male,No,26,Yes,Healthcare,2.6852106227106227,Low,1.0,Cat_6,D
934,462516,Female,No,28,No,Engineer,2.6852106227106227,Low,3.0,Cat_6,D
935,464114,Female,No,36,No,Doctor,0.0,Low,2.0,Cat_6,A
936,461049,Female,Yes,61,Yes,Doctor,1.0,Low,7.0,Cat_7,A
937,460973,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D
938,460052,Female,No,86,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
939,461379,Male,No,31,Yes,Healthcare,0.0,Low,2.8381317978246963,Cat_5,D
940,460322,Female,Yes,52,No,Engineer,9.0,Low,2.8381317978246963,Cat_6,B
941,465500,Male,Yes,65,Yes,Entertainment,1.0,High,2.0,Cat_6,C
942,460146,Female,Yes,51,Yes,Engineer,0.0,Average,3.0,Cat_3,A
943,466868,Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,A
944,466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
945,460299,Male,Yes,56,Yes,Artist,4.0,Low,1.0,Cat_6,B
946,462907,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_6,D
947,459079,Male,Yes,84,Yes,Lawyer,2.6852106227106227,High,2.0,Cat_6,A
948,462531,Female,Yes,57,No,Homemaker,2.6852106227106227,High,2.0,Cat_6,A
949,464593,Female,No,43,Yes,Doctor,1.0,Low,4.0,Cat_2,D
950,466257,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,C
951,463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,C
952,461775,Female,Yes,82,No,Lawyer,0.0,High,2.0,Cat_6,A
953,461485,Male,Yes,59,No,Engineer,1.0,Average,3.0,Cat_6,C
954,461377,Female,Yes,63,Yes,Artist,2.6852106227106227,Low,1.0,Cat_6,B
955,463813,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,A
956,465796,Female,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_4,C
957,466878,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6,A
958,464240,Male,Yes,52,No,Engineer,2.6852106227106227,Low,1.0,Cat_2,D
959,466703,Female,Yes,46,Yes,Homemaker,0.0,Average,2.8381317978246963,Cat_6,C
960,460871,Female,No,33,Yes,Healthcare,2.6852106227106227,Low,2.8381317978246963,Cat_6,B
961,466738,Female,No,27,Yes,Healthcare,0.0,Low,2.8381317978246963,Cat_6,D
962,460520,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_3,C
963,459945,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6,C
964,462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6,A
965,459208,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_3,B
966,459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
967,465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,A
968,462129,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
969,463794,Female,No,33,Yes,Healthcare,2.6852106227106227,Low,5.0,Cat_2,D
970,462553,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,B
971,460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
972,464411,Male,No,30,Yes,Healthcare,3.0,Low,6.0,Cat_7,D
973,466731,Female,Yes,38,Yes,Engineer,4.0,Low,2.0,Cat_4,A
974,459582,Male,Yes,31,No,Entertainment,2.6852106227106227,Average,3.0,Cat_6,A
975,464802,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,D
976,460851,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,B
977,461372,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
978,460453,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6,A
979,464522,Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6,C
980,461653,Female,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,D
981,467001,Female,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_2,B
982,462463,Male,Yes,61,No,Artist,1.0,Average,2.0,Cat_6,C
983,462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,C
984,461675,Male,No,61,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
985,467167,Male,Yes,69,Yes,Artist,1.0,Average,2.8381317978246963,Cat_3,C
986,464376,Male,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A
987,465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,A
988,462543,Female,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_3,C
989,466722,Male,Yes,35,No,Executive,1.0,High,3.0,Cat_6,C
990,461938,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A
991,459200,Female,Yes,39,Yes,Artist,2.0,Average,4.0,Cat_6,C
992,461497,Male,No,29,No,Doctor,5.0,Low,5.0,Cat_2,B
993,465048,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_4,C
994,462027,Male,No,39,No,Engineer,1.0,Low,1.0,Cat_6,A
995,465566,Male,No,50,Yes,Artist,1.0,Low,3.0,Cat_3,B
996,465920,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,A
997,464253,Female,Yes,49,Yes,Artist,2.6852106227106227,Average,4.0,Cat_6,C
998,461713,Female,No,27,Yes,Artist,1.0,Low,5.0,Cat_6,C
999,462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
1000,459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,A
1001,460043,Female,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,B
1002,459011,Male,Yes,88,No,Lawyer,1.0,Low,1.0,Cat_6,A
1003,461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
1004,459990,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
1005,466364,Female,Yes,52,Yes,Artist,1.0,Low,3.0,Cat_2,C
1006,463288,Female,Yes,59,Yes,Artist,9.0,Average,2.0,Cat_6,C
1007,463701,Male,Yes,52,Yes,Marketing,1.0,High,4.0,Cat_6,C
1008,460596,Male,No,29,No,Engineer,0.0,Low,5.0,Cat_3,A
1009,459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_6,D
1010,464808,Male,Yes,42,No,Entertainment,1.0,Low,4.0,Cat_4,A
1011,463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,B
1012,460147,Male,Yes,73,Yes,Entertainment,1.0,Average,3.0,Cat_6,D
1013,461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
1014,462437,Male,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
1015,462232,Male,Yes,56,No,Executive,1.0,High,8.0,Cat_4,A
1016,461963,Female,No,43,Yes,Artist,8.0,Low,1.0,Cat_6,A
1017,462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,Cat_3,C
1018,463415,Female,No,28,Yes,Healthcare,2.6852106227106227,Low,5.0,Cat_6,B
1019,459485,Female,Yes,79,Yes,Lawyer,2.6852106227106227,High,2.0,Cat_6,C
1020,463053,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,C
1021,465150,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
1022,460148,Female,Yes,73,No,Engineer,1.0,Low,2.8381317978246963,Cat_6,A
1023,462245,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,C
1024,467451,Female,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_1,C
1025,462670,Male,Yes,89,Yes,Doctor,2.6852106227106227,Low,1.0,Cat_6,A
1026,461856,Female,Yes,45,Yes,Artist,3.0,High,4.0,Cat_2,C
1027,465242,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_3,A
1028,459727,Male,Yes,83,No,Lawyer,2.6852106227106227,High,2.0,Cat_6,B
1029,466469,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
1030,460214,Female,Yes,45,Yes,Engineer,0.0,Average,2.0,Cat_6,C
1031,463495,Male,No,30,No,Healthcare,2.6852106227106227,Low,4.0,Cat_6,B
1032,460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
1033,461516,Male,Yes,31,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
1034,466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
1035,459017,Male,Yes,50,Yes,Executive,2.6852106227106227,High,6.0,Cat_6,C
1036,459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
1037,460792,Female,No,42,No,Homemaker,11.0,Low,2.8381317978246963,Cat_6,A
1038,459996,Male,No,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
1039,461998,Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
1040,463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
1041,461139,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
1042,466888,Male,Yes,50,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
1043,467210,Male,Yes,28,Yes,Homemaker,13.0,Average,2.0,Cat_6,B
1044,463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,Cat_4,A
1045,466875,Female,No,36,Yes,Marketing,0.0,Low,2.0,Cat_3,D
1046,464433,Male,No,33,Yes,Artist,2.6852106227106227,Low,2.8381317978246963,Cat_2,A
1047,467237,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,D
1048,462433,Female,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
1049,460325,Female,No,63,Yes,Healthcare,3.0,Low,1.0,Cat_6,B
1050,467243,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
1051,465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,B
1052,462982,Male,Yes,41,No,Doctor,2.0,Average,4.0,Cat_6,A
1053,461196,Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,D
1054,460474,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4,A
1055,466279,Female,No,31,No,Artist,1.0,Low,4.0,Cat_3,A
1056,464672,Male,No,19,No,Entertainment,0.0,Low,6.0,Cat_4,A
1057,463939,Male,No,26,No,Marketing,0.0,Low,5.0,Cat_6,D
1058,460875,Male,No,35,Yes,Entertainment,0.0,Low,3.0,Cat_3,A
1059,460980,Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_3,D
1060,464847,Female,Yes,52,No,Artist,2.6852106227106227,Average,4.0,Cat_4,A
1061,467918,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C
1062,460014,Female,No,66,No,Entertainment,4.0,Low,3.0,Cat_6,A
1063,465168,Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,B
1064,462652,Male,Yes,37,No,Artist,2.6852106227106227,Average,3.0,Cat_4,B
1065,464288,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6,A
1066,463423,Male,Yes,63,No,Executive,0.0,Average,3.0,Cat_6,B
1067,463919,Female,No,31,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
1068,461870,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
1069,467768,Male,Yes,60,Yes,Doctor,0.0,Average,2.0,Cat_6,C
1070,467155,Male,Yes,47,No,Executive,0.0,High,4.0,Cat_6,B
1071,467940,Female,No,27,No,Marketing,8.0,Low,4.0,Cat_2,D
1072,460369,Female,Yes,50,Yes,Artist,2.6852106227106227,Low,2.0,Cat_6,C
1073,459217,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,B
1074,463708,Female,Yes,28,No,Engineer,1.0,Average,2.0,Cat_4,A
1075,459107,Male,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C
1076,463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,Cat_6,A
1077,459393,Female,No,40,No,Healthcare,8.0,Low,3.0,Cat_3,D
1078,466175,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,C
1079,466086,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,C
1080,459581,Female,No,35,No,Artist,2.6852106227106227,Low,2.8381317978246963,Cat_7,C
1081,466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
1082,459364,Female,Yes,81,Yes,Marketing,0.0,Low,2.0,Cat_6,B
1083,462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,B
1084,463554,Female,No,53,No,Artist,7.0,Low,1.0,Cat_6,C
1085,467608,Male,No,32,Yes,Engineer,6.0,Low,1.0,Cat_6,D
1086,461431,Male,Yes,42,Yes,Doctor,1.0,Average,2.0,Cat_1,C
1087,464129,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_1,C
1088,466441,Male,No,22,No,Healthcare,0.0,Low,9.0,Cat_6,D
1089,464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,A
1090,461384,Male,Yes,71,Yes,Lawyer,2.0,High,2.8381317978246963,Cat_6,A
1091,463204,Male,No,36,No,Entertainment,1.0,Low,1.0,Cat_6,A
1092,460737,Male,Yes,66,Yes,Artist,0.0,Low,2.8381317978246963,Cat_3,B
1093,467580,Male,No,27,Yes,Doctor,2.6852106227106227,Low,3.0,Cat_6,B
1094,459682,Male,Yes,35,Yes,Executive,2.6852106227106227,Average,3.0,Cat_6,A
1095,466546,Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,B
1096,464580,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,A
1097,466562,Female,No,20,No,Healthcare,7.0,Low,4.0,Cat_6,A
1098,465822,Female,Yes,52,Yes,Engineer,1.0,Average,5.0,Cat_4,B
1099,467683,Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,D
1100,462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D
1101,467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
1102,464670,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,B
1103,467652,Male,No,32,Yes,Doctor,0.0,Low,3.0,Cat_6,D
1104,466039,Female,No,29,No,Entertainment,0.0,Low,2.8381317978246963,Cat_4,A
1105,465297,Male,Yes,88,No,Artist,2.6852106227106227,High,3.0,Cat_6,A
1106,467110,Male,Yes,60,Yes,Lawyer,1.0,High,1.0,Cat_6,D
1107,462161,Female,No,28,Yes,Doctor,0.0,Low,3.0,Cat_6,D
1108,459686,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,A
1109,466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,D
1110,463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
1111,462525,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C
1112,460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
1113,467917,Female,No,27,Yes,Healthcare,3.0,Low,4.0,Cat_1,D
1114,463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,B
1115,459836,Male,Yes,32,Yes,Healthcare,8.0,High,5.0,Cat_7,D
1116,463039,Male,Yes,38,No,Executive,12.0,High,7.0,Cat_6,A
1117,465719,Female,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,C
1118,464475,Male,No,25,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
1119,467962,Female,No,20,No,Healthcare,0.0,Low,2.8381317978246963,Cat_6,D
1120,467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A
1121,467482,Male,Yes,38,Yes,Executive,0.0,High,3.0,Cat_6,C
1122,465393,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,D
1123,464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
1124,464940,Female,Yes,29,No,Engineer,1.0,Low,2.0,Cat_4,A
1125,465699,Female,No,38,No,Artist,13.0,Low,2.0,Cat_4,D
1126,466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
1127,461857,Male,No,33,No,Entertainment,2.6852106227106227,Low,3.0,Cat_6,C
1128,465470,Female,Yes,61,No,Engineer,1.0,Average,2.0,Cat_6,C
1129,461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3,A
1130,464176,Female,Yes,41,Yes,Artist,1.0,Low,1.0,Cat_6,B
1131,460644,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,C
1132,460951,Female,Yes,55,No,Engineer,1.0,Average,7.0,Cat_6,A
1133,461388,Male,No,20,No,Healthcare,2.6852106227106227,Low,5.0,Cat_2,B
1134,467041,Female,Yes,57,Yes,Artist,1.0,Average,4.0,Cat_6,C
1135,464541,Male,No,31,Yes,Doctor,1.0,Low,2.0,Cat_6,A
1136,459288,Male,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,A
1137,466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
1138,464879,Female,Yes,28,Yes,Doctor,1.0,Average,2.0,Cat_4,A
1139,465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,A
1140,459804,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
1141,464301,Female,Yes,51,Yes,Doctor,0.0,Average,3.0,Cat_6,B
1142,460564,Female,Yes,28,Yes,Homemaker,6.0,Average,3.0,Cat_3,C
1143,460166,Female,No,19,No,Healthcare,0.0,Low,7.0,Cat_2,A
1144,465202,Male,No,25,No,Entertainment,7.0,Low,4.0,Cat_6,B
1145,463431,Male,Yes,43,Yes,Artist,2.6852106227106227,Average,4.0,Cat_4,B
1146,462205,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_4,C
1147,460843,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
1148,459466,Female,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_4,A
1149,462658,Female,Yes,31,Yes,Homemaker,9.0,Average,2.0,Cat_6,B
1150,464130,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,A
1151,467613,Male,Yes,53,No,Artist,1.0,Average,6.0,Cat_6,A
