발전기명,일자,설비용량,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
b,2020-09-11,300.469,0.01,0.01,0.01,0.0,0.0,0.0,0.676,13.763,26.294999999999998,31.692,55.946000000000005,61.281,48.3,33.478,31.939,23.724,7.938,2.9440000000000004,0.581,2.696,0.5509999999999999,0.027999999999999997,0.0,0.0
c,2020-09-11,299.569,0.009000000000000001,0.01,0.01,0.0,0.0,0.0,0.7010000000000001,14.317,26.262999999999998,29.459,58.488,51.587,48.681,29.103,33.528,21.618000000000002,7.382,2.891,0.635,2.589,0.565,0.028999999999999998,0.0,0.0
d,2020-09-11,267.869,0.01,0.01,0.01,0.0,0.0,0.0,0.611,13.746,23.215,27.444,60.221000000000004,52.012,45.017,29.504,31.051,25.013,7.213,3.076,0.598,2.607,0.594,0.032,0.0,0.0
a,2020-09-12,284.069,0.0,0.0,0.0,0.0,0.0,0.0,1.17,13.65,47.91,79.01,101.16,97.62,103.02,106.85,88.71,63.47,42.31,21.74,4.69,3.86,1.93,0.64,0.32,0.01
b,2020-09-12,300.469,0.0,0.0,0.0,0.0,0.0,0.0,1.067,14.171000000000001,44.592,77.87400000000001,106.015,103.11500000000001,100.02799999999999,110.89999999999999,96.419,59.494,39.966,21.061,4.783,3.5309999999999997,1.918,0.675,0.34500000000000003,0.009000000000000001
c,2020-09-12,299.569,0.0,0.0,0.0,0.0,0.0,0.0,1.0639999999999998,14.177,46.498999999999995,84.47800000000001,91.36099999999999,102.468,110.002,111.717,88.83399999999999,68.701,38.917,20.070999999999998,4.731000000000001,3.5389999999999997,2.041,0.677,0.34600000000000003,0.01
d,2020-09-12,267.869,0.0,0.0,0.0,0.0,0.0,0.0,1.238,13.136000000000001,49.135999999999996,72.366,91.28399999999999,96.649,99.984,110.595,81.29799999999999,59.596,45.185,23.317,4.753,3.965,2.105,0.582,0.341,0.01
a,2020-09-13,284.069,0.01,0.01,0.01,0.0,0.0,0.0,1.54,22.17,52.57,59.98,73.34,79.87,71.35,54.44,40.3,37.14,21.84,7.62,1.87,2.83,1.24,0.36,0.04,0.01
b,2020-09-13,300.469,0.01,0.01,0.009000000000000001,0.0,0.0,0.0,1.571,23.488000000000003,53.061,57.159,70.709,84.29400000000001,76.05999999999999,54.814,37.762,40.342,22.467,7.992,1.842,2.9410000000000003,1.159,0.394,0.038,0.01
c,2020-09-13,299.569,0.011,0.011,0.011,0.0,0.0,0.0,1.411,22.478,56.855000000000004,55.87,70.95400000000001,86.223,68.92999999999999,54.082,40.556999999999995,34.762,21.303,8.013,1.905,2.722,1.237,0.33999999999999997,0.037,0.011
d,2020-09-13,267.869,0.01,0.01,0.01,0.0,0.0,0.0,1.559,22.274,49.405,60.324,79.147,74.995,73.761,57.108,43.455999999999996,38.452,19.709,8.282,1.743,2.973,1.336,0.351,0.037,0.009000000000000001
a,2020-09-14,284.069,0.01,0.01,0.0,0.0,0.0,0.0,1.92,26.65,63.92,95.03,106.74,115.52,94.41,68.94,67.65,37.43,22.77,9.68,2.66,2.14,1.75,0.41,0.2,0.18
b,2020-09-14,300.469,0.01,0.011,0.0,0.0,0.0,0.0,1.89,24.308,63.197,88.974,99.916,124.354,98.205,73.86,68.5,40.472,21.336,9.559,2.438,2.16,1.827,0.40099999999999997,0.20500000000000002,0.195
c,2020-09-14,299.569,0.011,0.01,0.0,0.0,0.0,0.0,1.7329999999999999,24.226,66.001,98.43900000000001,102.23899999999999,117.303,94.962,71.63,63.525000000000006,34.329,21.287,10.177,2.585,2.234,1.582,0.437,0.195,0.196
d,2020-09-14,267.869,0.01,0.01,0.0,0.0,0.0,0.0,1.907,25.886,66.773,89.694,107.265,116.49199999999999,92.32,67.529,67.37400000000001,40.033,23.057,9.54,2.706,2.263,1.738,0.38699999999999996,0.21000000000000002,0.16799999999999998
a,2020-09-15,284.069,0.17,0.17,0.17,0.17,0.17,0.17,1.58,35.38,84.93,122.8,141.94,93.48,67.5,64.0,59.2,52.9,31.13,11.56,1.62,2.34,1.54,0.24,0.2,0.18
b,2020-09-15,300.469,0.15500000000000003,0.166,0.156,0.17,0.15400000000000003,0.18300000000000002,1.431,35.875,76.881,118.09,143.762,91.027,70.776,67.713,61.075,48.336,30.503,11.738000000000001,1.6090000000000002,2.264,1.655,0.222,0.21000000000000002,0.189
c,2020-09-15,299.569,0.17200000000000001,0.187,0.157,0.162,0.17400000000000002,0.161,1.6580000000000001,36.195,92.69000000000001,125.985,154.184,85.268,72.281,57.636,63.183,57.568999999999996,31.477,12.224,1.649,2.3089999999999997,1.439,0.235,0.21700000000000003,0.16499999999999998
d,2020-09-15,267.869,0.17300000000000001,0.162,0.17600000000000002,0.186,0.167,0.15300000000000002,1.6360000000000001,36.031000000000006,85.73400000000001,128.94299999999998,147.978,92.47200000000001,69.452,70.228,61.763000000000005,56.285,34.201,11.678,1.7710000000000001,2.238,1.451,0.253,0.2,0.184
a,2020-09-16,284.069,0.17,0.17,0.16,0.0,0.0,0.0,0.3,4.33,7.97,20.8,33.58,51.57,69.09,95.82,114.47,75.26,35.57,15.37,2.67,2.66,1.52,1.38,0.29,0.2
b,2020-09-16,300.469,0.167,0.18300000000000002,0.171,0.0,0.0,0.0,0.311,4.337,8.272,22.428,31.980999999999998,54.091,74.48100000000001,101.67399999999999,115.965,69.68900000000001,33.614,16.448,2.484,2.4330000000000003,1.444,1.267,0.302,0.189
c,2020-09-16,299.569,0.161,0.17,0.154,0.0,0.0,0.0,0.326,4.1690000000000005,8.057,22.379,33.907,48.217,70.279,93.657,121.501,73.51,35.971000000000004,16.843,2.51,2.573,1.531,1.448,0.26299999999999996,0.20900000000000002
d,2020-09-16,267.869,0.185,0.18400000000000002,0.156,0.0,0.0,0.0,0.27499999999999997,4.206,8.600999999999999,19.619,33.291,49.113,69.73,94.857,121.648,73.412,33.143,16.63,2.492,2.536,1.397,1.371,0.3,0.219
a,2020-09-17,284.069,0.19,0.18,0.17,0.17,0.17,0.05,0.11,5.01,10.33,11.99,20.07,19.3,35.77,31.76,18.97,13.12,8.41,2.58,0.14,0.71,0.01,0.01,0.01,0.01
b,2020-09-17,300.469,0.174,0.16299999999999998,0.185,0.171,0.167,0.053000000000000005,0.113,5.079,9.737,13.097,22.003,17.394000000000002,37.49,30.445,20.839,13.081,8.676,2.72,0.126,0.6419999999999999,0.011,0.01,0.011,0.009000000000000001
c,2020-09-17,299.569,0.192,0.175,0.15500000000000003,0.17500000000000002,0.158,0.053000000000000005,0.103,5.239,9.664,10.831,20.463,17.745,36.234,30.189,19.29,12.417,8.034,2.6350000000000002,0.131,0.697,0.011,0.011,0.011,0.011
d,2020-09-17,267.869,0.179,0.175,0.159,0.163,0.185,0.052000000000000005,0.105,5.317,10.923,11.303,19.357,17.695,36.133,32.142,19.479,13.399999999999999,9.161,2.362,0.15000000000000002,0.6869999999999999,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.011
a,2020-09-18,284.069,0.0,0.0,0.0,0.0,0.0,0.0,0.44,7.26,19.01,37.86,34.26,49.07,53.74,54.21,46.1,28.71,18.59,11.01,1.84,1.68,0.6,0.11,0.01,0.0
b,2020-09-18,300.469,0.0,0.0,0.0,0.0,0.0,0.0,0.481,7.7909999999999995,17.6,37.488,36.472,47.885,49.715,58.062,50.242000000000004,26.107,17.794,11.105,1.933,1.5779999999999998,0.644,0.103,0.01,0.0
c,2020-09-18,299.569,0.0,0.0,0.0,0.0,0.0,0.0,0.418,7.7589999999999995,18.367,35.679,31.718999999999998,46.771,48.674,49.984,46.161,29.213,19.637,10.288,1.871,1.734,0.574,0.1,0.011,0.0
d,2020-09-18,267.869,0.0,0.0,0.0,0.0,0.0,0.0,0.437,6.9239999999999995,20.882,40.859,31.281,52.584,50.652,53.614000000000004,47.625,30.79,18.706,11.309,2.0100000000000002,1.5999999999999999,0.563,0.103,0.009000000000000001,0.0
a,2020-09-19,284.069,0.0,0.0,0.0,0.0,0.0,0.0,2.74,29.4,91.38,77.78,103.93,159.44,166.57,139.25,86.76,82.3,63.8,21.65,3.89,2.66,2.17,1.38,0.78,0.22
b,2020-09-19,300.469,0.0,0.0,0.0,0.0,0.0,0.0,2.5780000000000003,28.587,89.52199999999999,83.852,106.114,166.986,170.96099999999998,149.125,79.81800000000001,75.5,62.355999999999995,22.244999999999997,3.907,2.748,2.287,1.3829999999999998,0.806,0.241
c,2020-09-19,299.569,0.0,0.0,0.0,0.0,0.0,0.0,2.77,30.378999999999998,85.318,81.934,98.849,166.47299999999998,166.126,129.026,82.319,81.476,61.686,23.799,4.188,2.68,2.004,1.2979999999999998,0.8230000000000001,0.233
d,2020-09-19,267.869,0.0,0.0,0.0,0.0,0.0,0.0,2.6910000000000003,28.15,83.61,73.077,101.61200000000001,170.577,182.368,129.189,82.625,83.971,64.54599999999999,23.65,3.914,2.813,2.0949999999999998,1.315,0.8440000000000001,0.202
a,2020-09-20,284.069,0.19,0.19,0.18,0.18,0.18,0.14,3.16,29.42,83.99,125.15,169.43,203.13,207.42,201.84,181.86,142.89,89.64,31.9,2.65,2.66,2.22,1.5,0.77,0.2
b,2020-09-20,300.469,0.182,0.198,0.194,0.194,0.16499999999999998,0.136,3.0020000000000002,28.173000000000002,82.41,130.18800000000002,174.1,196.289,221.39499999999998,189.857,167.27100000000002,132.65099999999998,81.478,30.572,2.8729999999999998,2.532,2.422,1.356,0.843,0.21300000000000002
c,2020-09-20,299.569,0.196,0.176,0.16499999999999998,0.189,0.175,0.15000000000000002,2.858,30.124000000000002,80.29299999999999,118.753,181.823,186.674,219.22,185.542,164.372,146.61599999999999,84.914,30.012999999999998,2.683,2.813,2.0130000000000003,1.377,0.762,0.21300000000000002
d,2020-09-20,267.869,0.173,0.183,0.17099999999999999,0.185,0.16499999999999998,0.14800000000000002,3.2230000000000003,29.875,89.47099999999999,119.41900000000001,174.306,198.292,216.261,208.268,183.43200000000002,149.29399999999998,87.751,29.726999999999997,2.8129999999999997,2.778,2.31,1.5,0.781,0.21300000000000002
a,2020-09-21,284.069,0.19,0.18,0.18,0.18,0.18,0.18,4.05,34.34,71.19,92.57,113.78,112.99,117.1,151.16,160.12,114.08,69.57,30.47,1.99,2.67,2.18,1.46,0.76,0.21
b,2020-09-21,300.469,0.196,0.16999999999999998,0.186,0.191,0.16899999999999998,0.196,4.139,37.438,70.746,86.47099999999999,110.436,118.26299999999999,119.61999999999999,153.923,146.782,116.28099999999999,66.747,31.935,2.073,2.754,2.339,1.3599999999999999,0.8300000000000001,0.217
c,2020-09-21,299.569,0.197,0.184,0.189,0.16999999999999998,0.174,0.181,4.454,30.910000000000004,78.203,86.731,123.212,123.03699999999999,113.78399999999999,154.164,155.429,119.925,67.532,28.659,2.065,2.795,2.076,1.4689999999999999,0.685,0.194
d,2020-09-21,267.869,0.208,0.16599999999999998,0.172,0.195,0.177,0.16799999999999998,4.075,33.054,76.233,99.181,112.08500000000001,121.348,111.317,154.652,173.33,105.719,68.547,29.927,1.921,2.545,2.232,1.6019999999999999,0.708,0.19799999999999998
a,2020-09-22,284.069,0.19,0.19,0.19,0.18,0.18,0.18,2.11,15.99,20.4,47.02,69.99,99.03,142.35,152.75,100.23,63.9,36.03,13.23,1.39,2.88,2.11,1.21,0.67,0.19
b,2020-09-22,300.469,0.171,0.195,0.203,0.173,0.16599999999999998,0.184,2.1229999999999998,15.324,20.041999999999998,44.03,65.86,105.531,134.045,154.866,104.872,62.93,38.370000000000005,13.616,1.269,2.8169999999999997,2.07,1.181,0.736,0.182
c,2020-09-22,299.569,0.189,0.20500000000000002,0.208,0.173,0.16499999999999998,0.16899999999999998,2.068,15.213000000000001,21.665999999999997,42.795,69.72699999999999,92.078,154.531,139.099,109.94500000000001,58.509,39.343,12.904,1.468,3.072,2.3009999999999997,1.24,0.645,0.177
d,2020-09-22,267.869,0.20500000000000002,0.198,0.197,0.185,0.185,0.184,2.259,14.539,22.319,44.206,70.5,91.988,136.751,159.919,105.25200000000001,61.926,39.053000000000004,13.477,1.456,2.905,2.046,1.319,0.614,0.203
a,2020-09-23,284.069,0.19,0.19,0.17,0.0,0.0,0.0,1.37,19.11,31.06,42.79,53.04,51.04,48.69,35.43,24.89,16.83,8.69,2.77,0.8,1.34,0.7,0.25,0.01,0.01
b,2020-09-23,300.469,0.189,0.196,0.17900000000000002,0.0,0.0,0.0,1.387,17.344,29.157,46.862,57.982,46.04,52.757999999999996,32.211,26.135,15.315999999999999,9.136,2.661,0.8660000000000001,1.4220000000000002,0.6559999999999999,0.274,0.01,0.011
c,2020-09-23,299.569,0.209,0.20400000000000001,0.159,0.0,0.0,0.0,1.372,18.564999999999998,30.996,38.952999999999996,47.778999999999996,50.888999999999996,44.556999999999995,33.878,25.111,15.625999999999998,9.133,2.946,0.793,1.464,0.721,0.253,0.01,0.01
d,2020-09-23,267.869,0.182,0.202,0.15300000000000002,0.0,0.0,0.0,1.3880000000000001,19.137999999999998,28.616,40.744,49.165,54.657,49.086,33.916,23.668,17.976,8.881,2.988,0.73,1.3920000000000001,0.735,0.275,0.011,0.01
a,2020-09-24,284.069,0.01,0.01,0.0,0.0,0.0,0.0,0.23,5.21,16.68,25.57,32.48,39.51,49.84,48.45,46.75,29.53,25.65,12.52,1.41,1.4,0.67,0.13,0.01,0.01
b,2020-09-24,300.469,0.009000000000000001,0.01,0.0,0.0,0.0,0.0,0.21500000000000002,5.118,17.049,24.383,29.627999999999997,35.626999999999995,53.554,44.926,42.608,32.31,28.087,13.442,1.416,1.4589999999999999,0.611,0.122,0.009000000000000001,0.011
c,2020-09-24,299.569,0.011,0.011,0.0,0.0,0.0,0.0,0.232,4.975,15.731,25.899,31.214999999999996,39.035,54.088,47.829,46.509,29.906000000000002,26.218,12.357,1.3379999999999999,1.365,0.7140000000000001,0.139,0.01,0.011
d,2020-09-24,267.869,0.011,0.011,0.0,0.0,0.0,0.0,0.248,5.493,17.761,24.581,34.55,38.46,46.14,53.186,50.336,27.459,25.113999999999997,12.511,1.391,1.46,0.7050000000000001,0.12000000000000001,0.011,0.009000000000000001
a,2020-09-25,284.069,0.01,0.0,0.0,0.0,0.0,0.0,1.89,33.45,91.3,143.52,171.95,182.64,184.15,179.72,147.71,113.14,75.25,19.85,1.67,3.05,2.48,1.81,1.14,0.28
b,2020-09-25,300.469,0.01,0.0,0.0,0.0,0.0,0.0,1.877,34.954,85.239,135.005,162.19899999999998,181.515,180.66400000000002,174.221,142.532,121.953,75.626,18.628,1.79,2.783,2.707,1.715,1.101,0.28300000000000003
c,2020-09-25,299.569,0.011,0.0,0.0,0.0,0.0,0.0,1.875,33.440000000000005,88.92999999999999,135.26600000000002,167.552,175.134,199.704,184.786,141.287,112.54,79.22,20.507,1.7349999999999999,3.032,2.279,1.9380000000000002,1.041,0.264
d,2020-09-25,267.869,0.011,0.0,0.0,0.0,0.0,0.0,1.9629999999999999,35.193000000000005,99.194,146.96800000000002,178.682,188.469,182.94,170.796,158.50400000000002,120.225,71.31700000000001,18.775000000000002,1.7049999999999998,2.852,2.605,1.7990000000000002,1.0979999999999999,0.254
a,2020-09-26,284.069,0.19,0.19,0.18,0.18,0.18,0.18,0.53,13.0,36.51,61.21,114.84,165.64,179.04,158.2,121.33,84.16,59.99,21.88,1.7,3.01,2.46,1.81,1.11,0.27
b,2020-09-26,300.469,0.183,0.177,0.185,0.16799999999999998,0.177,0.189,0.514,12.37,40.097,64.156,123.412,175.63299999999998,186.1,167.00199999999998,117.503,82.155,63.831,21.587999999999997,1.652,3.1479999999999997,2.296,1.723,1.122,0.28600000000000003
c,2020-09-26,299.569,0.179,0.189,0.16299999999999998,0.177,0.172,0.196,0.5650000000000001,13.031,40.077,64.93,107.185,165.468,191.599,147.548,132.74099999999999,86.356,57.293,22.298,1.753,2.9019999999999997,2.249,1.973,1.116,0.264
d,2020-09-26,267.869,0.199,0.183,0.183,0.188,0.192,0.193,0.495,12.834,34.165,57.593,120.779,154.368,189.81199999999998,164.43099999999998,119.109,92.03099999999999,58.300000000000004,23.113999999999997,1.83,2.9349999999999996,2.283,1.653,1.006,0.29000000000000004
a,2020-09-27,284.069,0.19,0.18,0.18,0.17,0.17,0.18,1.58,27.98,81.06,128.43,164.59,173.94,169.63,152.69,126.88,100.62,69.4,22.64,1.69,2.97,2.41,1.95,1.17,0.28
b,2020-09-27,300.469,0.195,0.16899999999999998,0.173,0.157,0.164,0.16399999999999998,1.581,26.799,84.441,118.35600000000001,170.75900000000001,181.936,179.275,138.39,134.188,107.065,63.76500000000001,22.706,1.774,2.705,2.482,1.89,1.169,0.255
c,2020-09-27,299.569,0.203,0.193,0.16599999999999998,0.17300000000000001,0.169,0.16299999999999998,1.506,26.768,76.389,126.006,150.292,163.487,172.314,167.078,120.298,106.043,66.09400000000001,23.057000000000002,1.855,2.7,2.446,2.135,1.22,0.28400000000000003
d,2020-09-27,267.869,0.186,0.195,0.181,0.171,0.157,0.179,1.6280000000000001,26.171,85.641,120.105,171.58100000000002,165.99,159.504,143.75,127.39099999999999,94.108,68.83300000000001,22.749000000000002,1.785,2.778,2.447,1.879,1.188,0.30700000000000005
a,2020-09-28,284.069,0.19,0.18,0.18,0.18,0.18,0.18,1.8,31.71,87.07,134.48,158.81,174.07,160.23,157.64,127.31,102.61,57.94,20.8,1.95,3.2,2.41,1.93,1.06,0.22
b,2020-09-28,300.469,0.2,0.191,0.176,0.179,0.16299999999999998,0.176,1.641,29.547,87.169,128.23399999999998,170.001,187.971,145.16799999999998,163.707,118.69200000000001,112.66499999999999,60.544999999999995,21.189,2.06,3.2920000000000003,2.4970000000000003,1.9429999999999998,1.081,0.22
c,2020-09-28,299.569,0.178,0.191,0.196,0.188,0.185,0.17099999999999999,1.655,30.2,86.53699999999999,137.24499999999998,163.672,170.351,152.152,142.278,132.168,101.758,62.346999999999994,18.990000000000002,1.768,2.9330000000000003,2.229,2.035,1.0410000000000001,0.233
d,2020-09-28,267.869,0.176,0.193,0.16299999999999998,0.173,0.183,0.194,1.9040000000000001,34.719,93.701,138.939,158.508,165.789,156.22,144.42,123.599,107.693,53.604,20.178,1.954,3.3720000000000003,2.279,2.007,1.0490000000000002,0.234
a,2020-09-29,284.069,0.19,0.19,0.18,0.18,0.18,0.18,2.01,32.91,76.85,119.99,152.88,186.47,206.2,191.94,163.55,127.53,59.69,14.77,2.91,4.92,2.73,1.74,1.15,0.29
b,2020-09-29,300.469,0.195,0.194,0.16699999999999998,0.188,0.174,0.177,1.9709999999999999,34.721,70.869,113.642,161.087,183.636,222.051,183.611,151.58800000000002,138.665,62.658,15.833,2.69,4.537,2.707,1.801,1.14,0.26799999999999996
c,2020-09-29,299.569,0.185,0.208,0.191,0.195,0.188,0.178,2.0389999999999997,34.66,69.68199999999999,128.135,167.006,182.22,190.45299999999997,189.265,147.916,140.168,60.126999999999995,13.491999999999999,3.016,4.569,2.951,1.884,1.0619999999999998,0.27899999999999997
d,2020-09-29,267.869,0.191,0.20500000000000002,0.175,0.19,0.181,0.16699999999999998,1.9899999999999998,35.306999999999995,81.942,130.43099999999998,151.775,201.913,188.244,177.41,151.88400000000001,126.5,54.211,15.940999999999999,3.161,4.697,2.836,1.782,1.129,0.307
a,2020-09-30,284.069,0.19,0.19,0.18,0.18,0.18,0.18,1.79,28.61,77.22,119.53,153.66,175.62,191.24,183.15,158.71,114.27,60.48,18.88,3.31,6.61,4.81,2.72,1.44,0.38
b,2020-09-30,300.469,0.177,0.179,0.185,0.193,0.195,0.177,1.8920000000000001,25.985,73.199,126.697,154.863,167.876,189.14700000000002,164.835,157.106,124.91199999999999,56.312,19.48,3.589,6.236000000000001,4.968999999999999,2.676,1.3519999999999999,0.367
c,2020-09-30,299.569,0.20700000000000002,0.19,0.182,0.181,0.194,0.192,1.871,28.849,73.099,117.88,167.239,168.005,187.836,168.43200000000002,156.738,105.068,60.553999999999995,18.832,2.986,6.724,4.8999999999999995,2.8890000000000002,1.396,0.351
d,2020-09-30,267.869,0.186,0.184,0.192,0.16299999999999998,0.179,0.184,1.967,29.374,81.846,128.602,159.521,163.099,188.745,179.714,157.41,103.636,56.522,17.512999999999998,3.584,6.136,4.468999999999999,2.8890000000000002,1.429,0.401
a,2020-10-01,295.678,0.19,0.19,0.18,0.18,0.18,0.18,1.45,28.06,79.08,101.77,111.08,127.73,132.41,95.64,69.23,57.23,39.77,16.06,2.73,6.55,5.61,2.06,0.75,0.2
b,2020-10-01,305.678,0.197,0.174,0.18,0.182,0.189,0.16799999999999998,1.538,29.302,76.132,98.252,107.264,124.637,140.82399999999998,104.081,64.27600000000001,51.95399999999999,38.009,17.267999999999997,2.633,6.739,5.806,2.183,0.786,0.185
c,2020-10-01,293.978,0.181,0.196,0.184,0.16899999999999998,0.16499999999999998,0.16999999999999998,1.415,26.520999999999997,83.895,98.338,120.595,129.8,144.486,93.051,67.018,58.549,43.567,16.09,2.674,5.945,5.822,2.233,0.704,0.2
d,2020-10-01,280.878,0.181,0.175,0.182,0.16899999999999998,0.178,0.184,1.404,29.154999999999998,78.877,106.253,113.779,127.464,135.115,102.32,72.421,52.166999999999994,38.505,15.166999999999998,2.965,5.898,5.831,1.999,0.75,0.191
a,2020-10-02,295.678,0.2,0.19,0.18,0.19,0.18,0.18,1.46,31.1,89.91,130.09,118.29,173.46,172.32,162.71,129.65,90.46,52.99,18.73,3.28,6.56,5.13,2.87,1.59,0.29
b,2020-10-02,305.678,0.20400000000000001,0.19,0.18,0.178,0.177,0.178,1.457,30.778000000000002,94.52,120.05000000000001,115.38600000000001,183.96300000000002,187.125,163.334,124.924,86.38199999999999,48.939,17.019000000000002,3.601,6.641,5.4319999999999995,3.141,1.703,0.292
c,2020-10-02,293.978,0.187,0.193,0.189,0.203,0.17099999999999999,0.195,1.391,34.160000000000004,82.285,122.26400000000001,121.135,158.92600000000002,173.968,175.467,121.77000000000001,93.315,51.722,19.189,3.1519999999999997,5.9399999999999995,4.845,3.039,1.6320000000000001,0.293
d,2020-10-02,280.878,0.21600000000000003,0.173,0.174,0.18,0.191,0.16599999999999998,1.566,34.034,80.97,126.919,113.373,156.921,175.457,160.758,131.666,87.39999999999999,53.11,18.553,3.0749999999999997,7.018999999999999,5.179,2.731,1.5330000000000001,0.27599999999999997
a,2020-10-03,295.678,0.19,0.19,0.18,0.18,0.18,0.18,0.27,8.02,41.94,66.46,104.34,163.38,166.9,131.08,103.69,53.51,26.14,11.98,3.02,6.57,5.21,2.67,0.77,0.19
b,2020-10-03,305.678,0.173,0.208,0.192,0.194,0.16399999999999998,0.178,0.28900000000000003,7.532,39.739,68.651,94.965,169.814,171.818,135.40900000000002,101.946,53.516,28.307000000000002,11.418000000000001,3.074,6.325,5.549,2.752,0.783,0.193
c,2020-10-03,293.978,0.186,0.175,0.194,0.193,0.19799999999999998,0.191,0.28400000000000003,7.5969999999999995,39.105,68.366,99.32900000000001,161.998,166.972,119.67300000000002,107.578,53.647999999999996,24.781,12.726,2.821,7.176,4.725,2.572,0.6940000000000001,0.182
d,2020-10-03,280.878,0.184,0.176,0.194,0.174,0.16899999999999998,0.16999999999999998,0.24700000000000003,8.539,45.266,69.67999999999999,104.23400000000001,161.701,162.005,135.721,109.98,54.714999999999996,25.490000000000002,11.235000000000001,3.263,6.989,5.176,2.745,0.831,0.201
a,2020-10-04,295.678,0.19,0.19,0.18,0.18,0.18,0.18,0.64,10.58,29.81,58.2,76.12,64.28,22.25,48.61,41.11,23.28,9.45,3.89,1.78,2.28,0.82,0.22,0.07,0.0
b,2020-10-04,305.678,0.208,0.209,0.193,0.187,0.182,0.173,0.5760000000000001,10.05,30.706999999999997,61.356,78.247,63.088,21.257,45.138999999999996,41.061,25.444000000000003,9.459,3.806,1.657,2.489,0.7949999999999999,0.20400000000000001,0.069,0.0
c,2020-10-04,293.978,0.183,0.194,0.184,0.179,0.177,0.181,0.612,10.657,27.119,60.257000000000005,78.986,69.85,22.29,49.399,39.245,22.868000000000002,8.968,3.596,1.942,2.0839999999999996,0.864,0.236,0.066,0.0
d,2020-10-04,280.878,0.2,0.20500000000000002,0.184,0.16299999999999998,0.183,0.16599999999999998,0.644,10.303,32.031,60.162000000000006,79.149,63.1,20.598,45.202,38.357,23.511000000000003,8.981,3.7190000000000003,1.691,2.319,0.746,0.20500000000000002,0.069,0.0
a,2020-10-05,295.678,0.0,0.0,0.0,0.0,0.0,0.0,1.21,30.2,86.23,140.92,184.08,209.7,217.2,209.11,183.19,133.69,67.63,19.87,3.36,6.58,5.14,2.71,1.43,0.29
b,2020-10-05,305.678,0.0,0.0,0.0,0.0,0.0,0.0,1.315,29.878,80.75500000000001,135.298,186.88500000000002,229.861,231.32,210.61800000000002,200.706,134.663,62.315,20.517,3.1279999999999997,6.567,5.098,2.4699999999999998,1.407,0.26299999999999996
c,2020-10-05,293.978,0.0,0.0,0.0,0.0,0.0,0.0,1.175,28.070999999999998,94.07600000000001,137.791,178.036,214.201,203.634,203.388,190.437,130.829,67.506,20.025000000000002,3.312,7.095,4.894,2.895,1.535,0.27799999999999997
d,2020-10-05,280.878,0.0,0.0,0.0,0.0,0.0,0.0,1.2109999999999999,29.996,81.58200000000001,141.671,183.87400000000002,190.61599999999999,233.11499999999998,227.57000000000002,199.538,144.191,61.300999999999995,19.541,3.028,7.041,5.010999999999999,2.631,1.4489999999999998,0.309
a,2020-10-06,295.678,0.19,0.19,0.19,0.18,0.18,0.18,1.15,31.97,95.49,152.84,185.37,206.46,214.15,208.55,185.3,142.5,82.63,22.84,3.38,6.82,5.18,2.61,1.3,0.29
b,2020-10-06,305.678,0.178,0.179,0.173,0.178,0.197,0.175,1.1969999999999998,30.772,99.252,151.189,196.71,225.235,193.55,192.63600000000002,172.62,152.858,86.47099999999999,21.412,3.541,6.203,5.311,2.6159999999999997,1.221,0.309
c,2020-10-06,293.978,0.194,0.19,0.179,0.192,0.16299999999999998,0.16999999999999998,1.113,35.15,92.63799999999999,143.857,195.076,197.554,213.317,198.936,182.335,145.238,88.63499999999999,24.231,3.421,6.6450000000000005,5.247,2.643,1.19,0.26399999999999996
d,2020-10-06,280.878,0.183,0.20600000000000002,0.2,0.175,0.186,0.16699999999999998,1.051,32.238,89.58999999999999,147.648,171.39000000000001,193.567,223.883,212.60500000000002,197.02700000000002,151.223,82.582,22.759,3.471,7.291,4.67,2.5749999999999997,1.296,0.27599999999999997
a,2020-10-07,295.678,0.19,0.19,0.19,0.18,0.18,0.18,0.61,20.07,86.87,136.7,162.26,169.31,161.77,157.07,151.74,117.72,72.48,18.5,3.16,6.47,4.87,2.51,1.19,0.26
b,2020-10-07,305.678,0.195,0.197,0.181,0.16899999999999998,0.194,0.182,0.662,20.247,86.72,135.004,149.004,156.17000000000002,164.3,143.364,161.417,114.67,71.589,20.098,3.176,6.484,4.801,2.6769999999999996,1.2229999999999999,0.23600000000000002
c,2020-10-07,293.978,0.174,0.185,0.195,0.184,0.16299999999999998,0.187,0.661,18.972,87.36800000000001,139.767,178.321,168.954,171.24200000000002,156.838,155.661,113.363,72.69200000000001,20.184,3.132,5.933,5.105,2.7449999999999997,1.198,0.256
d,2020-10-07,280.878,0.197,0.177,0.175,0.16299999999999998,0.193,0.192,0.6,20.152,90.321,123.499,150.156,156.718,148.228,162.805,157.20600000000002,124.483,72.711,18.572,3.447,6.101,4.477,2.565,1.1139999999999999,0.274
a,2020-10-08,295.678,0.25,0.26,0.32,0.19,0.18,0.18,0.58,17.58,54.93,91.38,122.41,152.03,166.07,173.39,144.08,103.25,64.53,18.89,3.48,6.87,4.93,2.34,0.82,0.2
