ID,pose
3666,1
3668,0
3670,1
3673,0
3674,0
3675,1
3677,1
3678,0
3679,0
3680,1
3681,0
3682,1
3683,0
3684,1
3685,0
3686,0
3688,0
3689,0
3690,1
3691,1
3692,1
3694,0
3695,1
3696,1
3697,0
3698,1
3699,0
3700,0
3701,1
3702,1
3703,0
3704,0
3706,0
3708,1
3709,1
3711,0
3715,0
3716,0
3718,1
3719,1
3720,1
3721,0
3722,1
3723,1
3724,0
3727,0
3728,0
3729,0
3731,0
3732,0
3733,0
3734,1
3735,1
3736,0
3737,0
3738,0
3739,0
3740,0
3742,0
3743,0
3745,1
3748,1
3749,0
3750,1
3751,1
3752,1
3753,0
3754,1
3756,1
3757,1
3758,0
3759,1
3761,1
3763,1
3764,0
3765,1
3766,0
3767,1
3768,1
3770,1
3771,0
3772,0
3773,1
3774,0
3775,1
3776,0
3778,1
3779,0
3780,1
3781,0
3782,1
3783,0
3785,1
3786,1
3787,1
3788,1
3789,0
3792,0
3793,1
3794,1
3795,1
3796,1
3797,1
3798,0
3800,1
3802,0
3803,1
3805,0
3806,1
3808,1
3809,0
3810,1
3811,0
3812,1
3815,1
3816,1
3817,1
3818,1
3819,0
3821,0
3822,0
3823,1
3825,1
3826,1
3827,0
3828,1
3829,1
3830,0
3832,0
3833,1
3834,0
3835,1
3839,0
3840,0
3841,0
3842,0
3843,0
3844,1
3845,1
3846,0
3847,0
3848,0
3850,1
3852,0
3853,1
3854,0
3855,1
3856,0
3857,0
3858,0
3859,0
3862,0
3863,1
3864,0
3865,0
3866,1
3867,1
3868,0
3869,1
3870,1
3871,1
3872,0
3873,1
3874,1
3875,1
3876,0
3878,1
3879,1
3880,0
3881,1
3882,0
3883,1
3885,0
3886,1
3887,0
3888,0
3891,1
3892,0
3893,1
3894,0
3895,0
3896,1
3897,1
3898,1
3901,0
3902,0
3903,1
3904,0
3905,0
3906,1
3907,0
3908,0
3910,0
3911,1
3912,0
3913,1
3914,0
3915,0
3916,1
3919,1
3920,1
3922,1
3923,1
3924,0
3925,1
3926,0
3927,0
3929,1
3930,0
3931,0
3932,0
3933,1
3935,0
3936,1
3939,1
3941,1
3942,1
3943,0
3944,1
3945,0
3946,0
3947,1
3948,1
3950,1
3951,0
3952,0
3953,0
3954,1
3955,0
3956,0
3957,0
3958,1
3959,1
3961,1
3962,0
3963,0
3965,0
3967,0
3969,0
3970,1
3971,1
3972,1
3973,1
3974,1
3976,0
3977,1
3979,1
3980,0
3981,0
3982,0
3983,1
3984,0
3986,0
3987,1
3988,1
3989,0
3990,0
3991,0
3992,1
3993,1
3995,0
3996,0
3997,0
3998,1
3999,0
4000,0
4005,0
4007,1
4008,0
4009,1
4010,0
4013,0
4014,1
4017,0
4018,0
4019,0
4020,0
4021,1
4022,1
4023,0
4025,1
4026,0
4027,1
4028,0
4029,0
4031,1
4032,1
4033,1
4034,0
4036,0
4038,0
4039,0
4040,0
4042,1
4043,1
4044,0
4046,1
4047,1
4048,1
4049,0
4050,0
4051,1
4052,1
4054,1
4056,0
4057,1
4059,0
4060,1
4061,1
4062,1
4063,0
4064,1
4065,1
4066,0
4067,0
4068,1
4069,0
4071,1
4072,1
4073,0
4074,1
4075,1
4076,0
4077,1
4078,1
4079,0
4080,1
4081,1
4082,1
4083,1
4084,1
4085,0
4086,1
4087,1
4088,1
4090,0
4091,0
4092,1
4093,1
4095,1
4096,0
4097,1
4098,0
4099,0
4100,1
4102,1
4103,0
4104,0
4105,1
4106,1
4107,1
4108,0
4109,0
4111,0
4112,0
4113,1
4115,1
4116,1
4117,0
4119,0
4120,1
4122,1
4123,0
4124,0
4125,0
4126,0
4130,1
4131,0
4132,1
4133,1
4134,0
4135,1
4138,0
4139,0
4141,0
4142,1
4143,1
4144,1
4145,0
4146,0
4147,0
4148,0
4149,1
4150,0
4151,0
4152,1
4155,0
4157,1
4158,1
4159,1
4160,0
4161,1
4162,0
4163,1
4164,0
4165,0
4167,0
4169,0
4170,1
4171,1
4175,1
4176,0
4177,0
4178,1
4179,1
4180,1
4181,1
4182,1
4184,0
4185,0
4186,0
4187,0
4188,1
4189,1
4190,1
4191,0
4192,0
4193,1
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4201,1
4202,0
4205,1
4207,0
4208,0
4209,1
4210,1
4211,1
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4220,0
4221,1
4222,0
4223,1
4224,0
4225,0
4226,1
4227,0
4228,0
4229,1
4230,0
4232,1
4233,0
4234,0
4235,0
4236,0
4237,1
4238,0
4239,1
4241,1
4242,1
4244,0
4245,0
4247,1
4248,1
4249,1
4252,1
4253,0
4254,1
4256,0
4257,1
4258,0
4259,1
4260,0
4261,0
4262,1
4263,1
4264,0
4265,1
4266,1
4267,0
4268,0
4269,0
4271,1
4272,0
4273,1
4274,0
4275,1
4277,1
4278,0
4279,1
4280,1
4281,0
4282,0
4283,1
4285,0
4286,1
4287,1
4288,0
4289,0
4290,1
4293,0
4294,1
4295,1
4296,1
4297,0
4298,0
4299,1
4300,0
4301,1
4302,0
4303,0
4304,1
4305,0
4306,0
4307,1
4308,1
4309,0
4310,1
4311,0
4312,1
4314,1
4315,0
4318,1
4319,0
4320,0
4321,1
4322,0
4323,0
4325,1
4326,0
4328,1
4329,0
4330,0
4332,0
4333,0
4334,0
4337,1
4342,0
4343,1
4344,1
4345,1
4346,0
4347,0
4348,1
4349,1
4351,1
4353,1
4358,1
4359,0
4360,0
4361,1
4362,1
4364,1
4365,0
4366,0
4367,1
4368,0
4369,0
4370,0
4371,1
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,0
4380,1
4381,0
4382,0
4383,1
4385,0
4387,0
4388,1
4389,0
4391,0
4392,0
4393,0
4394,0
4396,1
4397,0
4398,0
4399,0
4400,1
4402,0
4403,1
4404,0
4405,0
4408,1
4409,0
4410,0
4411,1
4412,1
4413,0
4414,1
4415,1
4416,0
4417,0
4418,0
4420,1
4421,1
4425,1
4426,1
4428,0
4429,0
4430,0
4431,1
4432,1
4433,0
4434,0
4435,1
4436,1
4437,0
4438,0
4439,1
4440,0
4441,1
4442,0
4443,0
4445,1
4447,1
4448,1
4449,1
4450,0
4451,1
4452,0
4454,1
4455,1
4457,0
4458,1
4459,0
4460,0
4461,1
4462,1
4463,0
4464,1
4465,1
4466,0
4467,1
4468,1
4469,0
4471,0
4472,1
4477,1
4478,0
4479,1
4480,1
4481,0
4482,0
4484,1
4485,1
4486,0
4487,0
4488,1
4490,0
4491,1
4492,0
4497,0
4499,1
4500,1
4501,0
4503,0
4504,1
4505,1
4507,0
4508,1
4510,1
4512,1
4513,0
4516,0
4517,1
4518,1
4519,1
4520,1
4521,0
4522,0
4524,0
4525,1
4526,0
4527,1
4528,0
4529,1
4531,1
4534,1
4535,0
4536,0
4537,0
4538,0
4539,1
4540,1
4542,0
4543,1
4544,0
4545,0
4546,0
4547,0
4549,1
4550,0
4551,0
4553,1
4554,0
4556,0
4557,1
4558,0
4559,1
4560,0
4561,1
4563,1
4564,1
4566,0
4567,0
4568,0
4569,1
4570,1
4571,0
4572,1
4573,1
4575,0
4576,0
4577,0
4580,1
4581,0
4584,0
4585,1
4586,0
4587,1
4588,1
4590,0
4591,0
4592,0
4593,1
4594,0
4595,1
4596,0
4597,1
4599,1
4600,0
4601,0
4602,0
4603,0
4604,1
4606,1
4607,0
4608,0
4609,0
4611,0
4612,0
4613,1
4614,1
4615,0
4616,1
4617,0
4618,1
4620,1
4622,1
4624,0
4625,0
4626,0
4627,1
4628,1
4629,0
4631,1
4633,0
4634,0
4635,0
4636,0
4638,0
4641,1
4642,0
4643,0
4645,0
4647,0
4648,0
4649,1
4650,1
4652,1
4653,1
4654,0
4655,0
4657,0
4658,0
4659,1
4661,0
4662,1
4663,0
4664,1
4665,1
4666,0
4667,1
4668,0
4670,0
4671,0
4673,1
4674,0
4676,1
4677,1
4678,1
4680,1
4683,0
4684,0
4685,1
4686,1
4687,0
4688,0
4689,0
4690,0
4691,1
4692,1
4694,1
4695,1
4696,0
4697,0
4698,1
4699,1
4700,1
4701,1
4702,1
4703,0
4704,0
4705,1
4707,0
4708,0
4709,1
4710,0
4711,1
4712,1
4714,1
4716,1
4718,1
4719,1
4720,1
4721,1
4722,0
4723,0
4724,0
4727,0
4728,1
4730,1
4731,1
4732,0
4733,1
4734,1
4736,0
4737,1
4739,1
4741,0
4742,0
4744,0
4745,0
4748,1
4749,1
4750,0
4751,1
4752,1
4753,0
4754,0
4755,1
4756,1
4757,0
4758,1
4759,1
4760,0
4761,0
4762,0
4763,0
4764,1
4765,1
4766,1
4767,1
4768,1
4769,0
4770,0
4772,0
4773,0
4775,1
4776,0
4777,1
4778,1
4780,1
4781,0
4782,1
4784,0
4785,0
4788,0
4789,1
4791,0
4792,0
4794,1
4795,0
4796,0
4797,0
4798,1
4799,0
4803,0
4804,0
4805,0
4806,0
4807,1
4808,1
4809,0
4810,0
4811,1
4812,1
4813,0
4814,1
4815,0
4816,0
4817,0
4818,0
4819,0
4820,1
4821,1
4823,1
4824,0
4825,0
4827,0
4828,1
4829,0
4831,1
4832,0
4833,1
4834,1
4835,1
4836,0
4837,1
4838,1
4839,0
4840,0
4841,1
4845,0
4847,1
4848,0
4849,1
4850,1
4851,0
4852,1
4853,1
4855,0
4857,0
4858,1
4859,0
4860,1
4861,1
4862,0
4863,1
4864,0
4865,0
4867,0
4868,1
4869,0
4870,1
4871,1
4872,0
4873,0
4874,0
4875,1
4876,0
4878,1
4879,0
4880,1
4881,0
4882,0
4883,1
4884,0
4885,1
4887,1
4888,0
4889,0
4891,0
4892,1
4893,0
4894,0
4896,1
4897,0
4899,0
4901,0
4902,1
4903,1
4904,1
4907,0
4908,1
4909,0
4910,0
4912,1
4913,1
4914,0
4915,0
4916,1
4918,0
4919,0
4920,1
4921,1
4922,0
4924,0
4927,1
4929,0
4930,1
4931,1
4932,0
4933,1
4934,1
4935,1
4936,1
4937,1
4938,0
4940,1
4941,1
4942,0
4943,1
4944,1
4945,1
4946,1
4947,0
4948,1
4949,1
4950,1
4951,1
4953,0
4954,1
4955,0
4957,0
4958,0
4959,0
4960,1
4961,0
4962,1
4963,1
4964,0
4965,0
4966,0
4967,1
4968,0
4969,1
4970,0
4972,1
4973,1
4975,1
4976,1
4977,1
4978,1
4979,1
4980,0
4982,0
4983,1
4984,1
4985,0
4986,0
4987,0
4988,1
4989,0
4990,0
4991,1
4992,0
4993,0
4994,1
4995,1
4996,0
4997,1
4998,1
5000,1
5001,1
5002,1
5003,0
5004,0
5005,1
5007,0
5009,1
5010,0
5012,1
5013,1
5014,1
5015,0
5016,1
5017,0
5018,1
5020,0
5021,1
5022,1
5023,0
5024,1
5026,0
5027,0
5028,1
5029,1
5030,1
5033,0
5035,0
5036,1
5038,1
5040,1
5041,0
5042,1
5043,1
5044,1
5045,1
5046,0
5050,0
5051,1
5052,1
5053,0
5054,0
5055,1
5057,0
5058,0
5059,0
5062,1
5063,1
5064,1
5065,1
5066,0
5067,0
5068,1
5069,1
5070,1
5071,1
5072,1
5073,1
5075,0
5076,0
5077,1
5078,0
5079,0
5080,0
5082,1
5083,1
5086,1
5087,0
5088,1
5090,0
5093,1
5094,0
5095,0
5096,1
5098,1
5099,0
5100,0
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5109,1
5110,1
5111,0
5112,0
5113,0
5114,0
5115,0
5116,1
5118,0
5120,1
5121,1
5123,1
5124,0
5125,1
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,1
5133,1
5134,0
5136,0
5137,0
5138,0
5139,1
5140,1
5142,0
5144,1
5145,1
5146,1
5147,0
5148,0
5150,0
5151,0
5152,1
5153,1
5155,0
5156,1
5157,1
5158,0
5159,0
5160,1
5161,0
5162,0
5165,0
5166,0
5167,0
5168,1
5169,1
5170,1
5171,1
5172,0
5173,0
5174,1
5175,1
5176,0
5177,1
5178,1
5179,0
5181,1
5182,1
5183,0
5184,0
5185,0
5187,0
5188,1
5189,0
5190,0
5191,1
5192,1
5193,0
5194,1
5195,0
5198,1
5199,0
5200,1
5202,1
5203,1
5204,1
5206,0
5209,0
5211,0
5212,0
5213,0
5214,1
5215,0
5216,0
5218,1
5219,0
5220,1
5221,1
5222,0
5223,0
5224,1
5225,1
5226,1
5227,0
5228,0
5229,1
5230,1
5231,0
5232,1
5233,0
5234,1
5235,1
5236,1
5237,1
5238,0
5240,1
5241,1
5242,1
5244,0
5247,0
5248,1
5249,0
5250,1
5252,0
5253,0
5254,1
5255,0
5256,1
5257,1
5259,1
5262,1
5263,0
5266,0
5267,0
5268,0
5270,1
5272,0
5273,0
5274,0
5275,0
5278,0
5279,0
5280,0
5281,1
5282,0
5285,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,1
5295,0
5296,0
5297,0
5298,1
5299,1
5300,1
5301,1
5303,0
5304,0
5305,0
5307,1
5308,0
5309,0
5310,1
5311,1
5312,0
5313,1
5314,1
5316,1
5317,1
5318,1
5319,1
5320,1
5321,0
5323,1
5324,0
5325,1
5326,0
5329,1
5330,1
5331,0
5332,0
5333,1
5334,1
5335,1
5336,1
5337,1
5339,1
5340,1
5343,1
5345,1
5346,1
5347,1
5348,1
5350,0
5351,0
5352,1
5355,0
5356,1
5357,0
5358,0
5359,1
5360,0
5361,0
5362,0
5363,0
5364,1
5365,1
5367,0
5368,1
5369,0
5371,1
5373,1
5374,1
5375,1
5376,0
5377,1
5379,0
5380,0
5381,1
5382,0
5383,0
5385,0
5386,0
5387,1
5388,1
5389,1
5390,1
5391,0
5393,1
5394,1
5395,1
5396,1
5397,0
5398,0
5399,0
5400,1
5401,0
5402,1
5404,0
5405,1
5406,0
5407,1
5408,0
5409,1
5410,0
5411,1
5412,1
5415,1
5416,1
5417,0
5419,0
5421,1
5423,1
5424,1
5426,0
5427,1
5428,0
5429,0
5430,0
5432,1
5433,1
5435,1
5436,0
5437,0
5439,1
5441,1
5442,0
5443,0
5444,1
5445,1
5447,1
5449,0
5450,0
5451,1
5452,0
5453,1
5454,1
5455,0
5457,1
5458,1
5459,0
5460,1
5463,0
5465,0
5466,1
5467,0
5468,0
5469,1
5470,0
5472,0
5474,1
5476,0
5477,1
5479,0
5480,0
5481,0
5482,1
5483,1
5484,1
5485,0
5486,0
5488,0
5489,0
5490,0
5491,1
5492,0
5495,0
5496,0
5497,0
5498,1
5499,1
5500,0
5501,0
5503,0
5504,0
5505,1
5506,0
5507,1
5508,0
5509,1
5510,1
5511,0
5512,0
5513,1
5514,0
5515,1
5516,1
5517,1
5518,1
5519,0
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,0
5528,1
5529,0
5532,0
5533,1
5534,0
5535,1
5537,0
5538,0
5539,1
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,1
5548,1
5549,0
5553,0
5554,1
5555,1
5556,1
5557,0
5558,1
5559,1
5560,0
5561,0
5562,0
5563,1
5564,0
5565,0
5566,1
5567,0
5568,0
5569,1
5571,0
5572,1
5573,1
5575,1
5577,0
5578,0
5580,0
5581,0
5582,1
5583,1
5584,1
5585,1
5587,0
5588,0
5589,0
5590,1
5591,0
5592,1
5593,0
5594,1
5595,0
5596,1
5599,0
5601,1
5603,0
5605,1
5608,0
5609,0
5611,0
5612,1
5614,1
5615,1
5616,1
5617,1
5618,0
5619,0
5620,1
5621,0
5622,1
5625,0
5626,0
5628,1
5629,0
5630,0
5631,0
5632,1
5634,0
5635,0
5636,0
5637,1
5638,0
5639,1
5640,1
5641,1
5642,0
5644,1
5645,0
5646,0
5647,0
5648,0
5651,0
5652,1
5653,1
5655,0
5657,1
5658,0
5659,0
5660,1
5662,1
5663,0
5664,1
5666,1
5667,1
5668,0
5669,1
5670,0
5672,0
5673,0
5674,0
5675,1
5677,0
5678,0
5679,0
5681,1
5682,1
5683,0
5684,0
5686,0
5688,1
5689,1
5690,1
5691,1
5692,0
5695,0
5697,1
5698,1
5700,0
5701,1
5703,0
5704,1
5706,1
5707,0
5708,0
5710,0
5711,0
5712,0
5714,0
5715,1
5716,1
5718,0
5719,1
5720,0
5721,0
5723,1
5724,1
5725,1
5726,1
5727,1
5728,0
5730,1
5732,0
5733,0
5736,1
5738,1
5739,1
5740,0
5741,1
5742,1
5743,1
5744,0
5746,1
5747,1
5748,1
5749,0
5750,1
5751,0
5753,1
5756,0
5758,1
5759,1
5761,0
5762,1
5763,0
5765,0
5766,1
5769,1
5771,0
5772,0
5773,1
5774,1
5775,0
5776,1
5778,0
5780,0
5782,1
5783,0
5784,1
5785,0
5787,0
5788,1
5789,1
5790,0
5791,1
5792,1
5793,1
5794,1
5795,1
5797,1
5798,1
5799,1
5800,0
5801,0
5803,0
5804,0
5805,0
5806,1
5807,0
5808,0
5809,0
5810,1
