ID,motion_0,motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,motion_7,motion_8,motion_9,motion_10,motion_11,motion_12,motion_13,motion_14,motion_15,motion_16,motion_17,motion_18,motion_19,motion_20,motion_21,motion_22,motion_23,motion_24,motion_25,motion_26,motion_27,motion_28,motion_29,motion_30,motion_31,motion_32,motion_33,motion_34,motion_35,motion_36,motion_37,motion_38,motion_39,motion_40,motion_41,motion_42,motion_43,motion_44,motion_45,motion_46,motion_47,motion_48,motion_49,motion_50,motion_51,motion_52,motion_53,motion_54,motion_55,motion_56,motion_57,motion_58,motion_59,motion_60,motion_61,motion_62,motion_63
1363,-3.0,0.0,-5.0,-4.0,42.0,73.0,1.0,2.0,13.0,4.0,7.0,7.0,-48.0,-62.0,-3.0,8.0,-26.0,-4.0,1.0,-2.0,-7.0,-13.0,-3.0,-12.0,-4.0,-1.0,1.0,1.0,7.0,-9.0,0.0,-5.0,-5.0,8.0,0.0,0.0,-1.0,7.0,2.0,4.0,-6.0,-10.0,-6.0,-5.0,24.0,56.0,-2.0,0.0,2.0,2.0,-3.0,-4.0,7.0,-1.0,1.0,11.0,11.0,13.0,5.0,4.0,-54.0,-54.0,-1.0,-20.0
1364,0.0,-3.0,0.0,-3.0,-20.0,10.0,-2.0,-6.0,-15.0,-1.0,1.0,2.0,42.0,5.0,1.0,2.0,-4.0,1.0,-2.0,0.0,10.0,-5.0,-1.0,1.0,7.0,0.0,-1.0,0.0,-18.0,15.0,0.0,0.0,1.0,0.0,-2.0,0.0,-8.0,-32.0,-2.0,1.0,-19.0,-2.0,-1.0,-1.0,5.0,10.0,-1.0,6.0,-15.0,-3.0,-2.0,0.0,30.0,6.0,4.0,16.0,51.0,6.0,-1.0,-3.0,-8.0,-10.0,-6.0,-15.0
1365,4.0,-6.0,-2.0,0.0,31.0,-6.0,-1.0,5.0,-16.0,1.0,0.0,-3.0,-12.0,-2.0,-6.0,-15.0,31.0,8.0,2.0,3.0,9.0,-2.0,4.0,13.0,18.0,-7.0,1.0,3.0,6.0,1.0,1.0,1.0,-20.0,-2.0,0.0,4.0,-1.0,10.0,-1.0,-2.0,10.0,2.0,-2.0,-3.0,-10.0,-17.0,-4.0,-4.0,-12.0,-4.0,0.0,-1.0,-11.0,-30.0,-4.0,-1.0,-7.0,-1.0,-4.0,-3.0,-7.0,14.0,0.0,1.0
1368,-10.0,-6.0,-3.0,-1.0,-5.0,9.0,1.0,-7.0,-23.0,-3.0,-2.0,0.0,34.0,-1.0,-1.0,-1.0,44.0,6.0,2.0,4.0,35.0,25.0,1.0,-4.0,-11.0,1.0,-1.0,-4.0,-25.0,-14.0,-3.0,-2.0,15.0,2.0,-1.0,-2.0,18.0,-1.0,3.0,6.0,-5.0,1.0,3.0,5.0,-54.0,-6.0,-3.0,-7.0,-17.0,-6.0,-3.0,-6.0,-1.0,7.0,2.0,22.0,-9.0,-3.0,-3.0,-5.0,-12.0,-6.0,-6.0,-12.0
1371,-9.0,-4.0,-1.0,-1.0,-8.0,-5.0,-2.0,-6.0,0.0,-1.0,-3.0,-2.0,16.0,11.0,-2.0,5.0,-16.0,-2.0,0.0,0.0,1.0,7.0,3.0,3.0,26.0,2.0,-2.0,-3.0,-9.0,-14.0,-3.0,2.0,-5.0,0.0,-1.0,-5.0,-9.0,3.0,-3.0,-7.0,8.0,0.0,0.0,4.0,31.0,24.0,1.0,1.0,-4.0,2.0,-2.0,1.0,-30.0,-24.0,-1.0,-1.0,-26.0,0.0,-1.0,3.0,31.0,5.0,0.0,2.0
1372,-6.0,-13.0,1.0,2.0,-33.0,-6.0,-4.0,-5.0,0.0,14.0,1.0,3.0,37.0,24.0,-2.0,8.0,-16.0,-2.0,4.0,5.0,-39.0,-41.0,0.0,-12.0,-14.0,-6.0,0.0,2.0,-17.0,-10.0,-3.0,-7.0,6.0,1.0,3.0,8.0,7.0,-19.0,-4.0,-8.0,-35.0,-4.0,-4.0,-6.0,-42.0,-19.0,0.0,-3.0,71.0,3.0,-7.0,-12.0,38.0,53.0,7.0,13.0,-17.0,8.0,7.0,12.0,-9.0,-25.0,0.0,-4.0
1373,-1.0,-6.0,0.0,1.0,4.0,-2.0,0.0,4.0,-31.0,-4.0,-5.0,-3.0,18.0,27.0,-5.0,-9.0,51.0,2.0,-2.0,1.0,12.0,9.0,1.0,1.0,-2.0,4.0,2.0,-4.0,-25.0,-18.0,2.0,7.0,-7.0,2.0,1.0,3.0,9.0,-3.0,-1.0,-5.0,-13.0,3.0,0.0,1.0,-22.0,-14.0,1.0,1.0,5.0,2.0,0.0,2.0,2.0,-15.0,-2.0,1.0,-5.0,5.0,2.0,1.0,-13.0,-31.0,0.0,6.0
1374,11.0,-5.0,-13.0,-11.0,5.0,2.0,-5.0,1.0,-27.0,-21.0,7.0,10.0,-8.0,-24.0,-27.0,-15.0,-1.0,0.0,-8.0,-6.0,-1.0,-6.0,-32.0,0.0,-3.0,6.0,-1.0,-15.0,-4.0,6.0,16.0,11.0,6.0,-4.0,2.0,-1.0,-10.0,14.0,29.0,7.0,6.0,13.0,2.0,5.0,6.0,21.0,-3.0,-5.0,-35.0,-8.0,0.0,-3.0,2.0,4.0,53.0,5.0,36.0,5.0,-5.0,10.0,5.0,-16.0,-38.0,-5.0
1375,-50.0,5.0,-1.0,-1.0,-11.0,-1.0,-42.0,2.0,87.0,-15.0,1.0,1.0,6.0,-3.0,-112.0,-28.0,-27.0,-7.0,-4.0,-9.0,9.0,38.0,126.0,22.0,12.0,2.0,0.0,3.0,10.0,9.0,-26.0,15.0,-16.0,-8.0,-8.0,-8.0,-11.0,-18.0,21.0,10.0,12.0,22.0,8.0,11.0,2.0,14.0,47.0,7.0,-7.0,-8.0,-2.0,0.0,15.0,-9.0,-8.0,-5.0,28.0,0.0,-3.0,-4.0,4.0,32.0,-14.0,-9.0
1376,14.0,0.0,-1.0,-6.0,5.0,-3.0,-3.0,-1.0,-6.0,-3.0,-2.0,-3.0,13.0,15.0,-2.0,-8.0,-13.0,-5.0,-4.0,-7.0,9.0,2.0,0.0,0.0,-3.0,1.0,3.0,4.0,-8.0,-23.0,0.0,3.0,2.0,-3.0,-4.0,-5.0,5.0,21.0,-2.0,1.0,9.0,3.0,5.0,7.0,-29.0,-48.0,-5.0,2.0,-4.0,-1.0,-1.0,-3.0,-3.0,10.0,1.0,-5.0,4.0,-2.0,-3.0,-2.0,0.0,17.0,0.0,0.0
1377,-68.0,-7.0,-7.0,-5.0,3.0,12.0,8.0,24.0,72.0,5.0,7.0,-7.0,-6.0,35.0,22.0,9.0,-2.0,-12.0,-1.0,7.0,1.0,2.0,-1.0,1.0,-6.0,5.0,0.0,0.0,6.0,-2.0,-34.0,0.0,-3.0,1.0,5.0,16.0,-16.0,-19.0,-17.0,-3.0,-32.0,0.0,4.0,-26.0,24.0,-31.0,-53.0,-20.0,6.0,-13.0,-6.0,4.0,-25.0,-5.0,0.0,7.0,-2.0,11.0,-1.0,0.0,5.0,8.0,-7.0,14.0
1379,-4.0,-5.0,-2.0,1.0,-3.0,-19.0,13.0,-10.0,0.0,13.0,3.0,-5.0,-8.0,6.0,13.0,-1.0,-4.0,-1.0,-5.0,-6.0,1.0,15.0,16.0,1.0,1.0,6.0,-9.0,0.0,-9.0,-4.0,-48.0,-14.0,2.0,-11.0,7.0,5.0,6.0,3.0,37.0,16.0,-4.0,-32.0,1.0,1.0,6.0,5.0,-17.0,9.0,6.0,-3.0,-6.0,-1.0,-1.0,-8.0,7.0,8.0,-3.0,2.0,5.0,3.0,10.0,10.0,27.0,3.0
1380,-1.0,2.0,4.0,4.0,-52.0,-48.0,0.0,-1.0,-1.0,-3.0,0.0,1.0,-1.0,-33.0,1.0,4.0,-36.0,-2.0,-3.0,-1.0,-5.0,13.0,-1.0,-24.0,61.0,7.0,-3.0,-5.0,24.0,13.0,-1.0,16.0,-10.0,-3.0,-4.0,-1.0,9.0,27.0,0.0,2.0,10.0,2.0,2.0,4.0,-8.0,-28.0,-4.0,14.0,-7.0,-2.0,2.0,1.0,-19.0,-15.0,1.0,-15.0,-26.0,-6.0,2.0,1.0,1.0,-15.0,2.0,0.0
1381,-12.0,-2.0,1.0,-3.0,-3.0,4.0,-3.0,-2.0,-8.0,-1.0,1.0,0.0,3.0,-6.0,-3.0,-2.0,25.0,-4.0,-3.0,-1.0,18.0,27.0,3.0,5.0,-29.0,-3.0,-5.0,-4.0,13.0,25.0,2.0,1.0,42.0,10.0,3.0,5.0,-12.0,-35.0,0.0,11.0,-5.0,-2.0,-2.0,-2.0,-1.0,14.0,-7.0,-12.0,-3.0,1.0,-2.0,-1.0,-11.0,-34.0,-3.0,-6.0,-4.0,-2.0,4.0,7.0,-11.0,-30.0,4.0,18.0
1384,-8.0,-2.0,-2.0,-3.0,6.0,13.0,1.0,-8.0,29.0,5.0,1.0,0.0,-29.0,-29.0,-4.0,3.0,-13.0,-4.0,-2.0,1.0,-28.0,-1.0,-2.0,-1.0,16.0,1.0,2.0,1.0,10.0,4.0,-1.0,7.0,-37.0,-6.0,-4.0,-6.0,-4.0,18.0,-2.0,-23.0,69.0,10.0,2.0,-2.0,-15.0,-20.0,6.0,36.0,-2.0,-2.0,-5.0,-2.0,67.0,60.0,2.0,-3.0,-4.0,4.0,5.0,4.0,-32.0,-32.0,0.0,4.0
1385,1.0,-3.0,0.0,-1.0,32.0,23.0,4.0,5.0,-11.0,-2.0,-4.0,-1.0,-7.0,0.0,-5.0,-12.0,13.0,1.0,-3.0,-2.0,65.0,43.0,7.0,9.0,-12.0,0.0,1.0,3.0,-49.0,-23.0,-11.0,-7.0,-24.0,-1.0,1.0,0.0,-40.0,-54.0,5.0,7.0,17.0,7.0,0.0,-5.0,21.0,11.0,3.0,-8.0,2.0,-10.0,-2.0,-4.0,-7.0,9.0,-5.0,-3.0,9.0,0.0,-4.0,-2.0,52.0,42.0,5.0,-2.0
1386,-4.0,-2.0,-3.0,-5.0,-15.0,17.0,0.0,-7.0,5.0,4.0,2.0,5.0,18.0,22.0,4.0,14.0,-7.0,-4.0,-4.0,-2.0,23.0,-12.0,-4.0,-6.0,6.0,1.0,2.0,2.0,-33.0,-24.0,-2.0,5.0,-10.0,-4.0,-2.0,-3.0,-7.0,2.0,-3.0,-3.0,-12.0,-2.0,-4.0,-2.0,-2.0,22.0,-1.0,-5.0,-5.0,-3.0,3.0,4.0,-1.0,-8.0,0.0,-7.0,-7.0,-2.0,-3.0,-2.0,8.0,1.0,1.0,-4.0
1388,-1.0,5.0,2.0,0.0,33.0,1.0,-3.0,-1.0,-12.0,-9.0,-1.0,4.0,13.0,36.0,8.0,26.0,-12.0,-3.0,-1.0,-2.0,-12.0,-15.0,3.0,-11.0,15.0,3.0,-1.0,3.0,6.0,23.0,1.0,9.0,9.0,1.0,1.0,-1.0,-36.0,-33.0,-1.0,7.0,7.0,5.0,0.0,1.0,20.0,-3.0,3.0,-5.0,-17.0,-9.0,-5.0,-2.0,10.0,26.0,-4.0,-8.0,1.0,2.0,2.0,-3.0,-14.0,-21.0,-4.0,0.0
1389,-13.0,0.0,0.0,0.0,-8.0,12.0,0.0,-6.0,3.0,3.0,4.0,2.0,-48.0,-27.0,-1.0,1.0,-5.0,-1.0,-3.0,0.0,21.0,19.0,2.0,2.0,1.0,0.0,3.0,2.0,-6.0,-14.0,-4.0,-4.0,-7.0,-3.0,-4.0,-3.0,14.0,14.0,0.0,-2.0,5.0,-3.0,-7.0,-11.0,3.0,14.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,-39.0,-30.0,-4.0,0.0,-17.0,2.0,1.0,1.0,10.0,10.0,2.0,-7.0
1390,6.0,-1.0,-3.0,-3.0,-29.0,-2.0,4.0,3.0,4.0,1.0,1.0,3.0,36.0,10.0,-2.0,-3.0,-1.0,-1.0,-1.0,-6.0,7.0,12.0,0.0,1.0,-4.0,-2.0,1.0,-3.0,-9.0,-9.0,-1.0,-1.0,-7.0,1.0,0.0,5.0,-32.0,-15.0,1.0,10.0,48.0,5.0,-3.0,-4.0,-17.0,-27.0,0.0,5.0,-9.0,-2.0,-1.0,6.0,55.0,19.0,1.0,-3.0,-4.0,-1.0,-1.0,-3.0,10.0,11.0,-4.0,-5.0
1391,-19.0,0.0,6.0,11.0,-14.0,-13.0,-48.0,-11.0,-20.0,-8.0,0.0,5.0,-15.0,-33.0,-114.0,-23.0,3.0,-12.0,-18.0,-36.0,10.0,-12.0,18.0,-44.0,-18.0,2.0,-3.0,-1.0,11.0,34.0,62.0,31.0,47.0,18.0,-2.0,-2.0,0.0,-10.0,-37.0,-16.0,-5.0,-3.0,20.0,7.0,-6.0,1.0,33.0,9.0,-27.0,8.0,4.0,25.0,-23.0,-47.0,-110.0,4.0,-29.0,-10.0,-11.0,-19.0,12.0,-46.0,-21.0,-62.0
1392,0.0,4.0,4.0,3.0,-23.0,-47.0,0.0,4.0,13.0,-1.0,-8.0,-11.0,22.0,22.0,-3.0,-12.0,9.0,1.0,-4.0,1.0,37.0,55.0,3.0,12.0,3.0,5.0,11.0,7.0,-70.0,-79.0,-3.0,0.0,16.0,3.0,0.0,1.0,-17.0,-40.0,-3.0,8.0,-6.0,-5.0,-5.0,-5.0,39.0,46.0,-2.0,-13.0,7.0,-1.0,-4.0,-5.0,8.0,27.0,-1.0,-12.0,1.0,-7.0,-7.0,-3.0,35.0,56.0,0.0,-1.0
1393,21.0,11.0,-10.0,-11.0,-54.0,-57.0,-86.0,-21.0,43.0,54.0,-9.0,-5.0,42.0,37.0,108.0,45.0,-38.0,-9.0,15.0,9.0,0.0,-25.0,-36.0,13.0,11.0,-13.0,11.0,-1.0,-40.0,-25.0,-18.0,-10.0,-12.0,11.0,16.0,-13.0,37.0,1.0,-88.0,-15.0,-54.0,-80.0,-23.0,-8.0,-2.0,-36.0,-48.0,-28.0,48.0,34.0,-7.0,-16.0,-37.0,-5.0,49.0,-13.0,-10.0,-25.0,-2.0,9.0,-6.0,-4.0,60.0,4.0
1394,-41.0,1.0,3.0,12.0,10.0,-6.0,-16.0,16.0,68.0,3.0,4.0,-3.0,23.0,25.0,62.0,-21.0,-2.0,-4.0,-7.0,-2.0,-3.0,-3.0,11.0,-5.0,-10.0,-1.0,-3.0,-7.0,9.0,-4.0,29.0,-10.0,12.0,2.0,0.0,3.0,-3.0,19.0,52.0,21.0,-90.0,-14.0,-5.0,8.0,-44.0,-73.0,-128.0,-111.0,97.0,6.0,-2.0,-15.0,41.0,18.0,108.0,111.0,21.0,7.0,3.0,-2.0,27.0,87.0,75.0,67.0
1397,-6.0,5.0,0.0,-9.0,-12.0,-7.0,-13.0,-27.0,-29.0,-1.0,5.0,6.0,-10.0,-24.0,-68.0,-32.0,40.0,-3.0,1.0,8.0,7.0,8.0,44.0,34.0,11.0,-4.0,-8.0,-12.0,2.0,-3.0,30.0,33.0,19.0,-2.0,-6.0,-24.0,13.0,66.0,20.0,-19.0,4.0,1.0,0.0,6.0,-7.0,-22.0,9.0,12.0,-37.0,3.0,4.0,3.0,3.0,5.0,-23.0,-27.0,-12.0,1.0,4.0,1.0,-1.0,11.0,-29.0,-12.0
1398,-3.0,2.0,-2.0,-6.0,-30.0,6.0,0.0,3.0,27.0,-1.0,-5.0,-5.0,14.0,-10.0,-4.0,-4.0,-4.0,-1.0,1.0,-1.0,-1.0,-3.0,1.0,1.0,-14.0,-2.0,-2.0,-4.0,-23.0,-10.0,-3.0,-4.0,7.0,-2.0,-3.0,-3.0,18.0,11.0,0.0,2.0,-5.0,0.0,-3.0,0.0,-7.0,-5.0,1.0,1.0,-10.0,-3.0,-2.0,-4.0,5.0,2.0,-2.0,-8.0,2.0,-2.0,-2.0,-2.0,-31.0,16.0,0.0,0.0
1400,-11.0,-7.0,-4.0,0.0,44.0,39.0,1.0,-2.0,-18.0,4.0,1.0,3.0,-30.0,-34.0,-1.0,-7.0,32.0,6.0,5.0,2.0,-6.0,-13.0,-1.0,13.0,-7.0,0.0,-2.0,1.0,2.0,6.0,-1.0,-3.0,1.0,0.0,-1.0,-3.0,-5.0,-4.0,0.0,3.0,-10.0,-3.0,-1.0,-1.0,15.0,12.0,-1.0,-8.0,1.0,-2.0,-2.0,-5.0,18.0,13.0,1.0,-1.0,-2.0,-4.0,-1.0,-2.0,-23.0,-16.0,1.0,4.0
1401,-7.0,-5.0,-6.0,-7.0,47.0,41.0,2.0,-4.0,-12.0,2.0,1.0,1.0,-80.0,-10.0,0.0,-6.0,3.0,-2.0,0.0,-2.0,51.0,-1.0,0.0,4.0,-27.0,0.0,0.0,1.0,-32.0,-19.0,-4.0,7.0,11.0,1.0,0.0,1.0,-4.0,-7.0,-1.0,5.0,3.0,0.0,-1.0,-3.0,30.0,16.0,1.0,-4.0,2.0,-6.0,-5.0,-4.0,-2.0,4.0,-3.0,-13.0,-7.0,-7.0,-5.0,-4.0,7.0,28.0,-4.0,-4.0
1402,-2.0,-2.0,-4.0,-3.0,-3.0,14.0,-4.0,-6.0,3.0,-4.0,-1.0,1.0,36.0,5.0,2.0,3.0,-3.0,1.0,-1.0,-3.0,-33.0,-26.0,-2.0,-1.0,0.0,0.0,-3.0,-6.0,14.0,7.0,2.0,0.0,-1.0,0.0,2.0,5.0,-24.0,-16.0,-1.0,0.0,-1.0,1.0,-4.0,-5.0,-7.0,4.0,-1.0,2.0,-10.0,-1.0,1.0,0.0,3.0,13.0,2.0,-3.0,11.0,0.0,-2.0,-3.0,21.0,7.0,1.0,-2.0
1404,-8.0,-1.0,1.0,-1.0,15.0,-1.0,-3.0,-5.0,-2.0,-3.0,3.0,5.0,-17.0,6.0,-4.0,-2.0,-1.0,-3.0,-3.0,-4.0,26.0,17.0,0.0,-2.0,22.0,3.0,0.0,0.0,0.0,-12.0,-1.0,-3.0,4.0,1.0,1.0,-1.0,-17.0,-11.0,-1.0,-2.0,-5.0,0.0,-1.0,-4.0,9.0,8.0,1.0,1.0,-11.0,-1.0,-3.0,-3.0,12.0,9.0,-2.0,-4.0,-17.0,1.0,-1.0,0.0,2.0,-4.0,0.0,0.0
1405,-23.0,12.0,5.0,10.0,14.0,54.0,-36.0,-6.0,-4.0,1.0,2.0,1.0,6.0,-15.0,29.0,-13.0,14.0,-9.0,-9.0,-8.0,-22.0,23.0,14.0,10.0,-39.0,16.0,3.0,-1.0,7.0,-16.0,-11.0,2.0,68.0,-2.0,-4.0,-6.0,-3.0,-11.0,-6.0,-7.0,-13.0,2.0,5.0,11.0,7.0,0.0,-30.0,-25.0,-12.0,-9.0,-8.0,-10.0,-9.0,3.0,18.0,50.0,2.0,-9.0,2.0,-3.0,-3.0,-5.0,-44.0,-12.0
1406,-3.0,2.0,9.0,12.0,-50.0,-61.0,-2.0,-10.0,14.0,-2.0,0.0,-4.0,-4.0,-6.0,2.0,13.0,66.0,8.0,2.0,3.0,-49.0,-54.0,0.0,25.0,19.0,3.0,-7.0,-10.0,19.0,29.0,-1.0,0.0,-6.0,0.0,-2.0,-2.0,26.0,4.0,0.0,17.0,-18.0,-5.0,0.0,3.0,5.0,13.0,0.0,-14.0,-19.0,-6.0,-5.0,-6.0,21.0,33.0,5.0,-3.0,5.0,1.0,0.0,0.0,-17.0,-3.0,0.0,6.0
1407,-3.0,2.0,-4.0,-6.0,-3.0,9.0,1.0,0.0,-2.0,-6.0,-2.0,-1.0,15.0,28.0,1.0,-6.0,-7.0,-5.0,-3.0,-8.0,-6.0,-2.0,-1.0,4.0,-21.0,2.0,2.0,3.0,-3.0,-4.0,2.0,-2.0,52.0,7.0,2.0,-2.0,-11.0,-3.0,3.0,10.0,-18.0,-7.0,2.0,4.0,40.0,29.0,0.0,-24.0,-5.0,3.0,-2.0,-2.0,-20.0,-6.0,-2.0,4.0,-1.0,-3.0,3.0,3.0,-6.0,-28.0,1.0,4.0
1408,-4.0,3.0,2.0,2.0,-15.0,-10.0,-3.0,-10.0,4.0,0.0,-2.0,-3.0,-5.0,-6.0,2.0,20.0,2.0,1.0,-1.0,2.0,35.0,20.0,2.0,5.0,8.0,-3.0,1.0,-1.0,13.0,9.0,2.0,3.0,-6.0,4.0,0.0,-1.0,-25.0,-13.0,-1.0,-12.0,-30.0,-9.0,-1.0,0.0,-23.0,-8.0,0.0,12.0,-20.0,1.0,-1.0,2.0,31.0,21.0,-1.0,-14.0,29.0,6.0,3.0,3.0,-25.0,-28.0,0.0,14.0
1409,8.0,-2.0,-5.0,-6.0,44.0,42.0,-1.0,-8.0,-22.0,-2.0,2.0,0.0,-9.0,9.0,-2.0,-23.0,-33.0,-3.0,-2.0,-1.0,7.0,3.0,2.0,0.0,16.0,-3.0,2.0,1.0,27.0,1.0,2.0,33.0,-17.0,-3.0,0.0,-1.0,-32.0,-11.0,-2.0,2.0,7.0,-6.0,-5.0,-4.0,19.0,20.0,0.0,-1.0,-10.0,-3.0,1.0,1.0,-20.0,4.0,0.0,-5.0,-6.0,-2.0,1.0,0.0,-10.0,-1.0,-2.0,-14.0
1410,-25.0,0.0,-4.0,13.0,10.0,11.0,45.0,73.0,-14.0,-5.0,-3.0,-17.0,2.0,-5.0,-69.0,-25.0,8.0,4.0,-2.0,-8.0,-21.0,2.0,-37.0,-20.0,13.0,-6.0,-2.0,2.0,4.0,-9.0,-43.0,-39.0,-67.0,5.0,11.0,19.0,-13.0,-15.0,-67.0,10.0,53.0,3.0,-2.0,-7.0,20.0,8.0,102.0,18.0,-33.0,1.0,9.0,11.0,10.0,-12.0,-71.0,-13.0,50.0,-6.0,-7.0,-20.0,-26.0,-26.0,47.0,-58.0
1411,-4.0,-8.0,-6.0,-4.0,35.0,54.0,-5.0,-8.0,9.0,5.0,5.0,3.0,-60.0,-76.0,4.0,3.0,-3.0,6.0,5.0,3.0,0.0,-18.0,-2.0,9.0,-11.0,-2.0,-2.0,-3.0,29.0,35.0,1.0,7.0,2.0,2.0,0.0,1.0,-16.0,-18.0,0.0,8.0,-9.0,-10.0,-7.0,-7.0,10.0,42.0,0.0,-1.0,2.0,5.0,1.0,6.0,34.0,-4.0,0.0,-6.0,1.0,-3.0,-1.0,-5.0,-27.0,-2.0,-1.0,-2.0
1412,10.0,-1.0,-3.0,0.0,-12.0,-5.0,-1.0,3.0,-2.0,-5.0,-2.0,-4.0,21.0,21.0,0.0,-2.0,4.0,-2.0,1.0,4.0,27.0,16.0,1.0,2.0,-1.0,1.0,1.0,0.0,-48.0,-15.0,-4.0,-2.0,-5.0,-2.0,-1.0,2.0,13.0,-5.0,-2.0,-7.0,-10.0,-2.0,-4.0,-1.0,23.0,10.0,-2.0,-3.0,-2.0,1.0,1.0,7.0,17.0,4.0,3.0,1.0,3.0,0.0,0.0,-5.0,-31.0,-34.0,-1.0,1.0
1413,0.0,-4.0,0.0,-3.0,-17.0,-4.0,0.0,-14.0,-2.0,1.0,4.0,4.0,-3.0,-8.0,-5.0,-2.0,-3.0,-2.0,0.0,0.0,21.0,21.0,2.0,-8.0,-12.0,1.0,-2.0,-4.0,0.0,1.0,-6.0,-18.0,-15.0,-3.0,-1.0,2.0,1.0,-2.0,0.0,12.0,8.0,2.0,-4.0,-3.0,4.0,0.0,2.0,0.0,-8.0,-4.0,-4.0,-6.0,17.0,25.0,-3.0,-7.0,-28.0,0.0,1.0,5.0,-5.0,-21.0,2.0,2.0
1414,-9.0,-3.0,-5.0,-7.0,-6.0,39.0,-79.0,-7.0,-8.0,1.0,-1.0,10.0,-5.0,-11.0,43.0,4.0,17.0,-1.0,1.0,4.0,1.0,-15.0,18.0,-15.0,-8.0,0.0,-2.0,-4.0,-3.0,-8.0,20.0,12.0,14.0,6.0,8.0,10.0,12.0,0.0,-9.0,8.0,8.0,-7.0,-5.0,4.0,-27.0,-7.0,-18.0,8.0,-8.0,4.0,1.0,-18.0,35.0,13.0,4.0,-7.0,-9.0,-2.0,-3.0,1.0,-16.0,0.0,-44.0,-11.0
1415,6.0,3.0,-2.0,-13.0,2.0,28.0,117.0,52.0,-13.0,0.0,2.0,6.0,18.0,9.0,-15.0,7.0,-4.0,0.0,4.0,9.0,1.0,-23.0,-11.0,10.0,-34.0,0.0,-2.0,-8.0,-6.0,-10.0,-25.0,-19.0,33.0,0.0,3.0,7.0,-6.0,-20.0,-49.0,-35.0,31.0,3.0,0.0,3.0,-6.0,-2.0,1.0,9.0,8.0,-4.0,0.0,1.0,9.0,-8.0,-25.0,-11.0,17.0,1.0,2.0,2.0,-20.0,3.0,53.0,13.0
1417,-2.0,-2.0,0.0,1.0,15.0,13.0,-2.0,-4.0,2.0,4.0,-2.0,-1.0,-11.0,-9.0,3.0,18.0,26.0,-2.0,-2.0,-2.0,7.0,19.0,-4.0,-8.0,2.0,1.0,0.0,4.0,-1.0,-18.0,2.0,11.0,8.0,6.0,-1.0,1.0,-3.0,-7.0,-4.0,0.0,-28.0,2.0,6.0,8.0,-17.0,-35.0,-3.0,-1.0,-15.0,-16.0,-5.0,-5.0,14.0,41.0,0.0,-17.0,10.0,0.0,-3.0,-3.0,35.0,10.0,-1.0,-9.0
1418,63.0,9.0,3.0,4.0,-4.0,-17.0,55.0,6.0,-3.0,-1.0,1.0,-6.0,13.0,24.0,-1.0,-2.0,-19.0,-21.0,-7.0,-2.0,-3.0,-20.0,-61.0,-8.0,27.0,20.0,9.0,6.0,-5.0,-13.0,30.0,17.0,-11.0,-19.0,-3.0,-6.0,6.0,0.0,-6.0,-17.0,3.0,-4.0,-3.0,-5.0,1.0,24.0,49.0,-8.0,-10.0,-2.0,-1.0,1.0,-4.0,-3.0,-45.0,-9.0,-12.0,0.0,-8.0,2.0,-8.0,-9.0,-42.0,-2.0
1419,-8.0,0.0,11.0,4.0,-26.0,-26.0,-10.0,-16.0,30.0,-11.0,-6.0,1.0,9.0,17.0,-123.0,-14.0,-1.0,10.0,3.0,11.0,20.0,3.0,90.0,46.0,14.0,9.0,-2.0,8.0,23.0,40.0,18.0,-46.0,-6.0,-14.0,0.0,0.0,0.0,2.0,61.0,17.0,-33.0,-6.0,-7.0,-8.0,-6.0,-23.0,-37.0,-12.0,0.0,4.0,1.0,5.0,-5.0,14.0,-128.0,-13.0,28.0,-17.0,-9.0,-10.0,-5.0,-13.0,66.0,19.0
1421,-6.0,-4.0,-3.0,0.0,5.0,16.0,18.0,4.0,0.0,2.0,2.0,-1.0,-4.0,-12.0,-21.0,1.0,0.0,1.0,-1.0,-3.0,4.0,6.0,-7.0,-3.0,9.0,-4.0,-3.0,-2.0,-4.0,-11.0,-90.0,-10.0,-46.0,3.0,2.0,0.0,-12.0,-19.0,59.0,22.0,60.0,5.0,6.0,11.0,12.0,25.0,21.0,21.0,-6.0,-1.0,-2.0,0.0,7.0,6.0,-32.0,-37.0,8.0,0.0,-3.0,-7.0,-13.0,-4.0,95.0,46.0
1422,7.0,0.0,-2.0,2.0,24.0,2.0,-1.0,-1.0,-19.0,-6.0,-3.0,-1.0,-6.0,25.0,0.0,-8.0,-10.0,2.0,3.0,1.0,-16.0,-17.0,-3.0,2.0,-5.0,-2.0,-1.0,0.0,24.0,13.0,3.0,0.0,5.0,1.0,-1.0,-5.0,-4.0,-25.0,-2.0,0.0,1.0,-2.0,-1.0,2.0,4.0,3.0,1.0,4.0,8.0,-4.0,-4.0,-4.0,9.0,19.0,2.0,-4.0,-21.0,-2.0,-1.0,-1.0,16.0,7.0,-3.0,-6.0
