ID,motion_0,motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,motion_7,motion_8,motion_9,motion_10,motion_11,motion_12,motion_13,motion_14,motion_15,motion_16,motion_17,motion_18,motion_19,motion_20,motion_21,motion_22,motion_23,motion_24,motion_25,motion_26,motion_27,motion_28,motion_29,motion_30,motion_31,motion_32,motion_33,motion_34,motion_35,motion_36,motion_37,motion_38,motion_39,motion_40,motion_41,motion_42,motion_43,motion_44,motion_45,motion_46,motion_47,motion_48,motion_49,motion_50,motion_51,motion_52,motion_53,motion_54,motion_55,motion_56,motion_57,motion_58,motion_59,motion_60,motion_61,motion_62,motion_63
1684,-4.0,-1.0,-2.0,-2.0,12.0,22.0,1.0,0.0,-12.0,-5.0,-3.0,0.0,-23.0,-7.0,0.0,-4.0,12.0,2.0,2.0,3.0,64.0,8.0,2.0,7.0,-6.0,3.0,3.0,-1.0,-47.0,-34.0,-13.0,1.0,5.0,0.0,0.0,2.0,-17.0,-16.0,3.0,-4.0,-36.0,-8.0,-1.0,-2.0,8.0,8.0,-2.0,-12.0,14.0,1.0,-5.0,-1.0,-5.0,44.0,4.0,15.0,5.0,1.0,-1.0,-1.0,2.0,-24.0,10.0,3.0
1685,-35.0,-3.0,-4.0,-15.0,-18.0,13.0,38.0,15.0,48.0,1.0,1.0,2.0,-12.0,-12.0,-58.0,-8.0,-7.0,0.0,-1.0,-6.0,15.0,9.0,-12.0,2.0,-4.0,-5.0,-5.0,0.0,-5.0,6.0,20.0,-9.0,6.0,1.0,2.0,10.0,6.0,-3.0,34.0,-4.0,-30.0,-2.0,-6.0,-2.0,14.0,3.0,-34.0,-15.0,22.0,-1.0,-3.0,-4.0,-9.0,-7.0,-32.0,-3.0,-15.0,3.0,5.0,0.0,10.0,4.0,30.0,22.0
1686,1.0,1.0,-5.0,-6.0,24.0,11.0,-1.0,10.0,44.0,5.0,2.0,1.0,0.0,1.0,4.0,12.0,10.0,0.0,-1.0,-1.0,-4.0,17.0,-4.0,-4.0,-4.0,-2.0,0.0,-2.0,-2.0,-15.0,0.0,-2.0,-26.0,-3.0,-1.0,2.0,4.0,-10.0,-2.0,-8.0,-9.0,1.0,1.0,-3.0,12.0,10.0,6.0,5.0,8.0,-1.0,1.0,2.0,4.0,17.0,0.0,1.0,-9.0,-4.0,-4.0,-5.0,-4.0,4.0,-1.0,-1.0
1687,-18.0,1.0,-1.0,1.0,-12.0,-34.0,0.0,3.0,10.0,1.0,0.0,-1.0,25.0,15.0,1.0,5.0,-3.0,0.0,-3.0,-3.0,-3.0,4.0,-1.0,1.0,1.0,0.0,-1.0,-2.0,-7.0,7.0,-5.0,-8.0,-6.0,-4.0,-1.0,1.0,23.0,37.0,3.0,3.0,0.0,6.0,5.0,5.0,-54.0,-66.0,1.0,-5.0,6.0,7.0,3.0,1.0,-11.0,-26.0,-1.0,12.0,-5.0,-7.0,-1.0,-4.0,-3.0,8.0,5.0,2.0
1688,-4.0,-3.0,0.0,-1.0,5.0,5.0,3.0,7.0,10.0,-2.0,-2.0,-6.0,-17.0,-2.0,-4.0,-5.0,-10.0,1.0,-1.0,1.0,22.0,1.0,-2.0,-9.0,-11.0,-2.0,0.0,-3.0,-13.0,-3.0,-1.0,-2.0,-4.0,-5.0,-2.0,0.0,18.0,2.0,-1.0,-2.0,-22.0,-5.0,-5.0,-2.0,14.0,30.0,-1.0,-7.0,49.0,7.0,4.0,3.0,-13.0,-45.0,-1.0,2.0,-8.0,3.0,5.0,11.0,16.0,-14.0,0.0,3.0
1689,-18.0,2.0,4.0,12.0,9.0,-3.0,1.0,11.0,53.0,-1.0,-5.0,-1.0,-8.0,1.0,22.0,8.0,-13.0,-1.0,-1.0,7.0,9.0,14.0,7.0,2.0,-47.0,3.0,5.0,7.0,-1.0,-4.0,-7.0,-1.0,62.0,7.0,4.0,-1.0,9.0,-1.0,30.0,16.0,24.0,-1.0,-4.0,-5.0,10.0,-3.0,-37.0,-7.0,-12.0,-3.0,1.0,6.0,-24.0,1.0,-42.0,-6.0,-11.0,1.0,3.0,0.0,6.0,-3.0,-5.0,2.0
1690,-10.0,23.0,-1.0,0.0,-11.0,13.0,-29.0,8.0,0.0,-19.0,-7.0,-2.0,-10.0,8.0,13.0,10.0,16.0,4.0,1.0,2.0,2.0,2.0,20.0,13.0,-43.0,7.0,3.0,1.0,-6.0,-24.0,-12.0,13.0,-21.0,-11.0,-2.0,8.0,3.0,-2.0,-18.0,-37.0,57.0,15.0,-2.0,-5.0,7.0,-15.0,-32.0,9.0,-2.0,2.0,-17.0,-5.0,-14.0,-2.0,49.0,-2.0,-19.0,0.0,13.0,-5.0,13.0,16.0,-27.0,-3.0
1692,9.0,14.0,-7.0,4.0,0.0,25.0,45.0,4.0,6.0,-30.0,5.0,23.0,13.0,-26.0,11.0,23.0,-38.0,-10.0,-23.0,-22.0,12.0,-1.0,10.0,4.0,52.0,-40.0,-3.0,8.0,3.0,52.0,-88.0,-32.0,-73.0,-48.0,8.0,-11.0,-9.0,-1.0,45.0,2.0,34.0,-32.0,-18.0,1.0,-5.0,5.0,33.0,38.0,-36.0,23.0,-1.0,18.0,-7.0,-1.0,-30.0,-9.0,-26.0,-11.0,2.0,-17.0,25.0,-45.0,0.0,-33.0
1693,43.0,5.0,-1.0,-1.0,-8.0,8.0,0.0,2.0,9.0,2.0,3.0,2.0,-36.0,-32.0,-2.0,2.0,-20.0,-11.0,-4.0,-3.0,12.0,26.0,-2.0,-16.0,22.0,4.0,4.0,2.0,-20.0,-39.0,5.0,27.0,-10.0,-4.0,-2.0,-3.0,2.0,16.0,-1.0,-1.0,6.0,5.0,-2.0,1.0,8.0,17.0,3.0,9.0,-10.0,-7.0,-7.0,-4.0,62.0,48.0,2.0,-2.0,-4.0,3.0,6.0,7.0,-59.0,-42.0,-2.0,-9.0
1694,10.0,1.0,1.0,3.0,35.0,6.0,2.0,3.0,-7.0,4.0,4.0,4.0,-27.0,-8.0,-3.0,-6.0,-1.0,-1.0,-1.0,0.0,-6.0,-9.0,2.0,7.0,-10.0,-4.0,-2.0,-1.0,-5.0,0.0,-3.0,-18.0,-11.0,-3.0,-2.0,-1.0,8.0,-3.0,-2.0,1.0,10.0,-2.0,-4.0,-6.0,4.0,15.0,3.0,6.0,-6.0,-1.0,-1.0,-1.0,7.0,15.0,0.0,-4.0,11.0,1.0,0.0,-2.0,-17.0,-15.0,0.0,2.0
1695,33.0,4.0,0.0,-3.0,-6.0,-12.0,-7.0,-9.0,-57.0,-4.0,3.0,12.0,3.0,17.0,82.0,-9.0,52.0,-2.0,2.0,-1.0,0.0,-4.0,35.0,39.0,-10.0,5.0,0.0,-5.0,15.0,5.0,-53.0,-7.0,-1.0,-13.0,-8.0,4.0,-7.0,-21.0,-46.0,-11.0,-23.0,3.0,-1.0,1.0,-2.0,15.0,51.0,-1.0,-42.0,5.0,2.0,-3.0,15.0,16.0,-41.0,-34.0,59.0,0.0,-14.0,-8.0,-19.0,5.0,27.0,19.0
1696,-7.0,-15.0,-7.0,-1.0,3.0,5.0,29.0,-4.0,1.0,10.0,2.0,2.0,4.0,7.0,-30.0,-10.0,-38.0,11.0,8.0,8.0,-9.0,-4.0,-16.0,0.0,74.0,1.0,-6.0,-5.0,14.0,3.0,-3.0,20.0,-13.0,3.0,1.0,-7.0,-6.0,-12.0,-17.0,-13.0,7.0,-2.0,-3.0,9.0,11.0,2.0,47.0,-4.0,4.0,-2.0,-2.0,-9.0,-4.0,-2.0,-23.0,3.0,-27.0,0.0,4.0,7.0,5.0,9.0,33.0,-1.0
1697,-10.0,-2.0,-1.0,10.0,8.0,-6.0,34.0,23.0,-19.0,1.0,0.0,-6.0,-4.0,9.0,10.0,4.0,7.0,0.0,-4.0,-5.0,-18.0,-18.0,-39.0,-13.0,-18.0,-1.0,-3.0,6.0,2.0,-20.0,-6.0,-9.0,6.0,-3.0,-2.0,-7.0,-8.0,0.0,27.0,9.0,-22.0,2.0,-1.0,-4.0,4.0,-1.0,12.0,6.0,48.0,1.0,2.0,-1.0,-4.0,4.0,3.0,2.0,4.0,-1.0,-1.0,-2.0,-3.0,-6.0,-31.0,1.0
1698,16.0,1.0,0.0,-4.0,11.0,16.0,-109.0,-16.0,-8.0,0.0,1.0,11.0,-3.0,-9.0,52.0,19.0,12.0,6.0,6.0,9.0,19.0,17.0,67.0,20.0,-15.0,-4.0,-4.0,-5.0,-11.0,-4.0,-53.0,-17.0,-30.0,-3.0,-5.0,-11.0,-14.0,6.0,23.0,5.0,31.0,-1.0,-2.0,7.0,5.0,1.0,-53.0,-32.0,10.0,1.0,0.0,7.0,16.0,-6.0,25.0,3.0,-17.0,0.0,1.0,-5.0,-11.0,4.0,2.0,3.0
1699,-12.0,-1.0,1.0,0.0,-12.0,-25.0,-2.0,0.0,33.0,5.0,1.0,0.0,1.0,11.0,1.0,8.0,-3.0,-1.0,-2.0,-2.0,36.0,16.0,4.0,0.0,-4.0,-4.0,-4.0,-5.0,-11.0,29.0,-2.0,8.0,-4.0,-4.0,1.0,3.0,3.0,-19.0,-3.0,-7.0,-43.0,-3.0,0.0,2.0,-20.0,-8.0,-5.0,-30.0,34.0,0.0,-10.0,-14.0,41.0,60.0,3.0,38.0,9.0,5.0,9.0,14.0,-20.0,-43.0,-2.0,1.0
1700,-3.0,-1.0,-3.0,-4.0,38.0,52.0,3.0,-2.0,13.0,5.0,6.0,7.0,-49.0,-67.0,-8.0,7.0,0.0,3.0,2.0,1.0,0.0,-12.0,-3.0,-1.0,8.0,1.0,3.0,7.0,-7.0,-1.0,7.0,5.0,-10.0,-2.0,-8.0,-11.0,3.0,22.0,-3.0,-4.0,-13.0,-4.0,-4.0,-4.0,3.0,14.0,-1.0,-4.0,-22.0,0.0,-3.0,-4.0,-23.0,-16.0,-10.0,-13.0,38.0,10.0,6.0,3.0,-31.0,-38.0,-4.0,12.0
1701,-8.0,-3.0,0.0,2.0,-17.0,6.0,3.0,-4.0,29.0,5.0,5.0,4.0,-10.0,-38.0,-4.0,0.0,-4.0,-1.0,-4.0,-8.0,-9.0,-2.0,-2.0,8.0,-2.0,-2.0,3.0,5.0,26.0,-1.0,0.0,-2.0,-2.0,-4.0,-3.0,-5.0,15.0,-2.0,-3.0,-11.0,-6.0,-6.0,-5.0,4.0,18.0,45.0,3.0,1.0,0.0,0.0,-1.0,-1.0,-39.0,-25.0,-1.0,-12.0,5.0,-2.0,-2.0,-3.0,-19.0,-18.0,2.0,13.0
1702,-3.0,14.0,3.0,2.0,13.0,26.0,-14.0,7.0,12.0,16.0,4.0,-6.0,1.0,5.0,32.0,-5.0,-14.0,-8.0,-2.0,13.0,12.0,27.0,17.0,3.0,-4.0,-1.0,-1.0,-1.0,5.0,-3.0,16.0,-13.0,-1.0,-11.0,-2.0,-1.0,4.0,0.0,6.0,9.0,3.0,7.0,6.0,12.0,-27.0,-7.0,-33.0,10.0,-7.0,9.0,0.0,-5.0,30.0,-26.0,-105.0,-34.0,11.0,-11.0,-6.0,4.0,-4.0,16.0,127.0,24.0
1703,-32.0,-9.0,3.0,0.0,14.0,59.0,-106.0,-13.0,-8.0,4.0,-2.0,12.0,-3.0,-5.0,-101.0,-2.0,-7.0,-12.0,2.0,10.0,-32.0,-56.0,-128.0,-40.0,41.0,-4.0,-1.0,-11.0,0.0,-44.0,52.0,-35.0,9.0,17.0,3.0,-1.0,31.0,81.0,127.0,78.0,10.0,-5.0,-3.0,8.0,-2.0,-7.0,-15.0,-8.0,-8.0,10.0,-3.0,-1.0,-18.0,-21.0,-21.0,9.0,-25.0,-8.0,-2.0,7.0,2.0,2.0,-43.0,-20.0
1705,8.0,-3.0,3.0,2.0,4.0,8.0,8.0,7.0,-17.0,-6.0,0.0,3.0,8.0,21.0,-3.0,-3.0,11.0,7.0,9.0,11.0,-68.0,-53.0,5.0,7.0,-3.0,3.0,-8.0,-14.0,45.0,13.0,-4.0,-8.0,6.0,-10.0,-4.0,-4.0,-6.0,7.0,-7.0,-12.0,-16.0,-2.0,4.0,10.0,-22.0,1.0,7.0,12.0,-26.0,-3.0,-4.0,2.0,66.0,12.0,-5.0,-11.0,-7.0,1.0,1.0,-4.0,-40.0,-7.0,1.0,-11.0
1706,-13.0,-4.0,-2.0,-3.0,5.0,36.0,-2.0,-6.0,-19.0,2.0,4.0,2.0,-9.0,-25.0,-2.0,3.0,-2.0,1.0,2.0,0.0,-12.0,-16.0,-2.0,1.0,-17.0,-2.0,0.0,-1.0,29.0,3.0,-3.0,-8.0,4.0,-1.0,-1.0,0.0,-10.0,-5.0,3.0,22.0,0.0,-3.0,0.0,-2.0,-14.0,-2.0,-3.0,-3.0,-2.0,-2.0,-1.0,-4.0,-14.0,-3.0,0.0,-3.0,3.0,-2.0,-2.0,1.0,24.0,34.0,2.0,-4.0
1707,-4.0,3.0,2.0,2.0,-15.0,-10.0,-3.0,-10.0,4.0,0.0,-2.0,-3.0,-5.0,-6.0,2.0,20.0,2.0,1.0,-1.0,2.0,35.0,20.0,2.0,5.0,8.0,-3.0,1.0,-1.0,13.0,9.0,2.0,3.0,-6.0,4.0,0.0,-1.0,-25.0,-13.0,-1.0,-12.0,-30.0,-9.0,-1.0,0.0,-23.0,-8.0,0.0,12.0,-20.0,1.0,-1.0,2.0,31.0,21.0,-1.0,-14.0,29.0,6.0,3.0,3.0,-25.0,-28.0,0.0,14.0
1708,-47.0,-6.0,-5.0,-7.0,13.0,-1.0,35.0,-10.0,10.0,-4.0,0.0,7.0,-31.0,-33.0,-48.0,-52.0,34.0,10.0,5.0,-9.0,23.0,63.0,76.0,49.0,-27.0,-7.0,-7.0,-3.0,0.0,4.0,-111.0,-2.0,-7.0,7.0,11.0,11.0,2.0,2.0,76.0,3.0,7.0,-2.0,0.0,-6.0,21.0,-3.0,0.0,-8.0,-40.0,-4.0,-1.0,6.0,-2.0,-2.0,-105.0,-25.0,47.0,6.0,6.0,5.0,13.0,21.0,111.0,15.0
1709,-10.0,4.0,-3.0,-5.0,-26.0,10.0,-85.0,-25.0,-11.0,-3.0,3.0,1.0,20.0,-9.0,72.0,54.0,48.0,-6.0,-2.0,1.0,16.0,8.0,37.0,-17.0,-17.0,-17.0,-4.0,1.0,-7.0,1.0,12.0,-3.0,-32.0,6.0,4.0,2.0,-9.0,-11.0,-58.0,6.0,32.0,5.0,2.0,11.0,13.0,-35.0,-20.0,13.0,-59.0,-7.0,-1.0,-9.0,-26.0,-1.0,-128.0,-61.0,17.0,12.0,-6.0,-1.0,15.0,23.0,97.0,79.0
1715,-16.0,-2.0,-11.0,-13.0,37.0,8.0,4.0,6.0,32.0,10.0,7.0,11.0,-96.0,-73.0,2.0,10.0,-8.0,3.0,4.0,-2.0,-29.0,-44.0,0.0,2.0,7.0,2.0,-2.0,-1.0,22.0,-2.0,-1.0,4.0,-20.0,-3.0,4.0,2.0,-8.0,9.0,-7.0,-11.0,-14.0,-5.0,-3.0,-6.0,21.0,20.0,-1.0,-7.0,6.0,-5.0,-8.0,-7.0,71.0,80.0,1.0,-3.0,0.0,2.0,6.0,5.0,-85.0,-72.0,-2.0,4.0
1716,-3.0,3.0,6.0,10.0,-7.0,-19.0,-69.0,20.0,33.0,-14.0,-14.0,-18.0,6.0,-7.0,-1.0,-4.0,-13.0,5.0,-9.0,-22.0,0.0,7.0,93.0,-3.0,-15.0,-2.0,5.0,12.0,3.0,17.0,28.0,9.0,9.0,-5.0,10.0,-5.0,2.0,4.0,-25.0,-10.0,-8.0,9.0,-2.0,9.0,-1.0,-4.0,-32.0,7.0,-4.0,-4.0,2.0,10.0,9.0,-7.0,9.0,6.0,5.0,-1.0,0.0,-5.0,0.0,11.0,17.0,-8.0
1717,-8.0,-3.0,-2.0,-1.0,20.0,38.0,-2.0,-3.0,-13.0,-1.0,1.0,-2.0,-1.0,-19.0,2.0,-2.0,29.0,8.0,4.0,3.0,-23.0,-18.0,1.0,11.0,-27.0,-9.0,-7.0,1.0,15.0,24.0,1.0,-17.0,25.0,2.0,-2.0,-7.0,2.0,-12.0,0.0,16.0,2.0,3.0,-2.0,-3.0,0.0,8.0,0.0,-6.0,-9.0,-4.0,-3.0,-2.0,8.0,21.0,-4.0,-9.0,-2.0,-3.0,1.0,3.0,-2.0,-5.0,-4.0,-2.0
1719,-1.0,3.0,-2.0,-5.0,-11.0,4.0,0.0,6.0,-2.0,0.0,-3.0,-3.0,-4.0,-3.0,-6.0,-8.0,0.0,-1.0,1.0,4.0,4.0,-4.0,-22.0,-5.0,-2.0,2.0,1.0,-1.0,-1.0,-3.0,16.0,6.0,-2.0,1.0,2.0,5.0,4.0,-2.0,-21.0,-9.0,-1.0,2.0,1.0,2.0,-5.0,1.0,1.0,2.0,-2.0,-6.0,-4.0,6.0,18.0,0.0,33.0,2.0,0.0,3.0,0.0,-6.0,-36.0,1.0,-16.0,0.0
1721,-3.0,0.0,0.0,-3.0,-2.0,-1.0,3.0,-14.0,11.0,-3.0,-1.0,2.0,-4.0,1.0,30.0,16.0,-13.0,0.0,0.0,1.0,-4.0,-2.0,-26.0,-4.0,1.0,0.0,-1.0,3.0,16.0,11.0,34.0,-6.0,14.0,9.0,11.0,14.0,3.0,-7.0,13.0,22.0,-9.0,-8.0,-8.0,-13.0,5.0,8.0,-3.0,11.0,3.0,-1.0,1.0,0.0,-6.0,2.0,-38.0,-7.0,-8.0,0.0,-2.0,-6.0,-10.0,-2.0,-15.0,0.0
1722,-20.0,8.0,-1.0,5.0,1.0,-6.0,-54.0,-5.0,37.0,-33.0,-14.0,-20.0,-9.0,-11.0,-2.0,6.0,-24.0,-4.0,4.0,9.0,8.0,-5.0,4.0,-6.0,13.0,-3.0,-8.0,-4.0,-3.0,4.0,-68.0,-8.0,-9.0,12.0,0.0,0.0,-8.0,11.0,61.0,-3.0,-60.0,9.0,12.0,2.0,10.0,1.0,-2.0,-7.0,76.0,2.0,1.0,4.0,-7.0,2.0,5.0,-4.0,-21.0,-4.0,-8.0,-4.0,9.0,2.0,5.0,11.0
1724,-14.0,-5.0,-3.0,-3.0,2.0,-12.0,-2.0,-1.0,-2.0,1.0,1.0,1.0,-8.0,-11.0,-1.0,-7.0,13.0,-4.0,-6.0,-4.0,13.0,45.0,-1.0,-7.0,-20.0,-3.0,2.0,1.0,42.0,17.0,2.0,-1.0,6.0,1.0,3.0,0.0,-48.0,-31.0,0.0,15.0,-7.0,0.0,1.0,2.0,1.0,-13.0,0.0,-15.0,-6.0,-7.0,-5.0,-5.0,-3.0,-16.0,-6.0,-8.0,-8.0,-2.0,-4.0,-4.0,-11.0,23.0,-1.0,-3.0
1725,16.0,11.0,18.0,-5.0,-5.0,4.0,-51.0,-10.0,1.0,-4.0,-2.0,8.0,-7.0,-15.0,-21.0,-9.0,-17.0,-15.0,-8.0,8.0,3.0,2.0,-8.0,-5.0,-1.0,-10.0,2.0,-24.0,6.0,-28.0,-13.0,-7.0,-13.0,-28.0,-13.0,1.0,2.0,46.0,9.0,-6.0,14.0,26.0,8.0,6.0,-6.0,-9.0,-4.0,5.0,-5.0,3.0,-3.0,1.0,6.0,-2.0,27.0,0.0,1.0,-19.0,-7.0,3.0,-2.0,24.0,2.0,17.0
1727,45.0,-3.0,-16.0,-1.0,-8.0,-22.0,2.0,-4.0,-34.0,0.0,25.0,-16.0,-2.0,-8.0,22.0,-20.0,7.0,-22.0,-7.0,4.0,5.0,-26.0,-63.0,-20.0,9.0,3.0,9.0,12.0,-6.0,12.0,-10.0,0.0,-55.0,-7.0,-3.0,-11.0,3.0,1.0,-106.0,-23.0,19.0,16.0,-4.0,28.0,-1.0,22.0,122.0,34.0,26.0,7.0,-8.0,-32.0,3.0,-9.0,-60.0,-20.0,12.0,-6.0,-4.0,-2.0,-5.0,4.0,-3.0,22.0
1728,-15.0,-1.0,0.0,-7.0,9.0,-22.0,-26.0,11.0,-33.0,30.0,5.0,2.0,-17.0,5.0,-36.0,-39.0,47.0,24.0,-7.0,10.0,8.0,19.0,12.0,-1.0,-17.0,-4.0,-10.0,-16.0,-1.0,-4.0,34.0,-4.0,2.0,15.0,11.0,16.0,-16.0,-12.0,9.0,6.0,-8.0,-39.0,-6.0,-19.0,20.0,-5.0,-20.0,3.0,-16.0,-21.0,-9.0,-5.0,-9.0,-18.0,-34.0,-10.0,4.0,19.0,-2.0,-15.0,-7.0,-9.0,4.0,-3.0
1729,8.0,-2.0,-3.0,-2.0,8.0,1.0,-20.0,-1.0,-16.0,-1.0,2.0,4.0,-16.0,3.0,28.0,8.0,-7.0,0.0,1.0,3.0,-1.0,0.0,5.0,1.0,-6.0,-2.0,-3.0,0.0,11.0,-1.0,0.0,-4.0,4.0,1.0,1.0,5.0,-2.0,-1.0,-5.0,0.0,5.0,0.0,-2.0,-13.0,8.0,-3.0,-20.0,-33.0,-20.0,-2.0,1.0,12.0,-5.0,2.0,24.0,27.0,9.0,1.0,4.0,9.0,9.0,0.0,-31.0,-1.0
1730,9.0,-2.0,-2.0,2.0,-2.0,15.0,49.0,18.0,3.0,-4.0,-2.0,1.0,-2.0,-1.0,-21.0,-1.0,-3.0,0.0,-3.0,-5.0,-8.0,-7.0,-12.0,-6.0,-14.0,-2.0,0.0,3.0,0.0,-4.0,-8.0,0.0,9.0,1.0,-2.0,-2.0,5.0,5.0,28.0,15.0,17.0,-3.0,-2.0,-2.0,-1.0,-2.0,-18.0,-12.0,-24.0,1.0,-1.0,-1.0,-4.0,-4.0,-3.0,-1.0,-1.0,-2.0,0.0,-2.0,2.0,4.0,9.0,1.0
1731,-11.0,-7.0,-1.0,1.0,4.0,10.0,-2.0,2.0,-50.0,-1.0,1.0,4.0,-1.0,3.0,-4.0,-9.0,11.0,2.0,-2.0,-2.0,-2.0,-3.0,-1.0,-2.0,-3.0,-2.0,-2.0,0.0,1.0,2.0,3.0,3.0,14.0,3.0,0.0,-2.0,0.0,-2.0,-2.0,7.0,15.0,0.0,3.0,1.0,-10.0,-16.0,-2.0,-2.0,-1.0,-3.0,3.0,2.0,24.0,33.0,7.0,11.0,-14.0,0.0,-3.0,-5.0,21.0,14.0,-8.0,-5.0
1732,68.0,-2.0,-3.0,-4.0,-8.0,-19.0,74.0,14.0,-12.0,-1.0,1.0,-1.0,16.0,5.0,44.0,-4.0,3.0,-3.0,-3.0,-4.0,5.0,13.0,-15.0,-6.0,-13.0,-3.0,-2.0,3.0,-8.0,-11.0,-35.0,-35.0,-16.0,-2.0,-2.0,3.0,7.0,-7.0,-53.0,8.0,1.0,0.0,-3.0,-10.0,-8.0,13.0,66.0,5.0,9.0,3.0,4.0,6.0,10.0,11.0,20.0,12.0,-4.0,-3.0,-2.0,0.0,3.0,-15.0,-31.0,-26.0
1734,9.0,1.0,0.0,-1.0,-12.0,-53.0,1.0,9.0,-16.0,-9.0,-8.0,-9.0,13.0,29.0,-5.0,-14.0,-18.0,-4.0,2.0,8.0,8.0,-9.0,2.0,8.0,4.0,0.0,0.0,-2.0,2.0,2.0,-6.0,-8.0,-9.0,-7.0,-4.0,-2.0,-5.0,1.0,-2.0,-10.0,-31.0,1.0,-2.0,-2.0,20.0,31.0,1.0,1.0,54.0,6.0,-1.0,-1.0,-12.0,0.0,-2.0,2.0,-20.0,-4.0,-5.0,-3.0,38.0,11.0,-4.0,-6.0
1735,10.0,0.0,3.0,-2.0,-9.0,4.0,15.0,-17.0,-22.0,-3.0,-1.0,-6.0,-16.0,-16.0,-39.0,32.0,-11.0,-3.0,-1.0,4.0,16.0,2.0,30.0,4.0,24.0,3.0,1.0,0.0,3.0,-1.0,-2.0,-1.0,1.0,1.0,0.0,0.0,3.0,6.0,46.0,25.0,-14.0,-5.0,-4.0,1.0,4.0,17.0,-1.0,-13.0,4.0,-1.0,-4.0,-2.0,-10.0,-10.0,-22.0,-1.0,-14.0,-2.0,2.0,5.0,3.0,0.0,-38.0,-7.0
1736,27.0,3.0,-3.0,-7.0,11.0,22.0,74.0,64.0,8.0,-6.0,-3.0,-3.0,-21.0,-15.0,-49.0,-30.0,-5.0,-2.0,1.0,-1.0,12.0,3.0,15.0,10.0,-3.0,0.0,4.0,6.0,-1.0,10.0,25.0,19.0,-20.0,0.0,1.0,-2.0,4.0,-13.0,-18.0,-28.0,0.0,0.0,-1.0,10.0,-13.0,-11.0,-32.0,1.0,-8.0,-3.0,-6.0,-25.0,7.0,-22.0,-2.0,-31.0,17.0,2.0,-1.0,5.0,5.0,38.0,127.0,56.0
1737,25.0,1.0,-5.0,-9.0,33.0,23.0,-1.0,5.0,12.0,3.0,4.0,5.0,-15.0,-37.0,-3.0,-1.0,-12.0,-1.0,-1.0,-1.0,9.0,18.0,0.0,-1.0,-6.0,0.0,0.0,5.0,22.0,10.0,1.0,-3.0,-8.0,-4.0,-2.0,-4.0,-56.0,-9.0,1.0,-1.0,1.0,0.0,0.0,1.0,-2.0,4.0,1.0,1.0,18.0,4.0,2.0,1.0,7.0,-15.0,-2.0,-2.0,11.0,2.0,0.0,4.0,0.0,-9.0,-1.0,2.0
1738,-15.0,-1.0,-1.0,-2.0,2.0,-5.0,-54.0,-16.0,4.0,0.0,0.0,-2.0,7.0,-18.0,-4.0,-2.0,-6.0,0.0,1.0,1.0,-12.0,7.0,40.0,25.0,-11.0,-1.0,3.0,0.0,12.0,9.0,20.0,-20.0,-8.0,3.0,2.0,2.0,5.0,7.0,-6.0,-16.0,-4.0,0.0,-1.0,1.0,6.0,-9.0,-9.0,16.0,40.0,0.0,-3.0,4.0,-4.0,6.0,-29.0,-3.0,-42.0,-3.0,-2.0,-13.0,-9.0,-2.0,26.0,-3.0
1739,-18.0,-7.0,-2.0,-2.0,-5.0,3.0,0.0,-3.0,-19.0,-7.0,0.0,0.0,-6.0,-16.0,-5.0,-17.0,-35.0,-1.0,-3.0,-2.0,-7.0,-5.0,-3.0,1.0,98.0,9.0,4.0,4.0,3.0,3.0,7.0,35.0,-20.0,0.0,2.0,3.0,27.0,14.0,-5.0,-27.0,8.0,-3.0,-3.0,-7.0,2.0,6.0,0.0,23.0,0.0,-7.0,-3.0,1.0,-25.0,-2.0,0.0,-10.0,-24.0,1.0,7.0,12.0,12.0,-10.0,4.0,-7.0
1741,-68.0,-15.0,3.0,18.0,-2.0,-15.0,-29.0,7.0,61.0,9.0,-11.0,-36.0,-18.0,-53.0,-9.0,-46.0,18.0,-7.0,-16.0,5.0,7.0,50.0,15.0,25.0,4.0,19.0,19.0,0.0,11.0,14.0,-50.0,4.0,-6.0,-3.0,14.0,10.0,17.0,27.0,27.0,25.0,-30.0,-7.0,-5.0,10.0,-16.0,-39.0,-102.0,-46.0,1.0,-11.0,-6.0,8.0,0.0,-37.0,-14.0,-20.0,6.0,1.0,-8.0,-23.0,21.0,7.0,-49.0,-4.0
1742,3.0,-2.0,-2.0,-7.0,-15.0,28.0,-1.0,9.0,-10.0,-4.0,3.0,8.0,-21.0,-59.0,-8.0,-21.0,-19.0,-2.0,0.0,2.0,-22.0,-21.0,-1.0,-12.0,45.0,9.0,0.0,-5.0,7.0,1.0,0.0,9.0,-11.0,-1.0,-3.0,-5.0,-16.0,18.0,-1.0,-4.0,6.0,-3.0,-1.0,-3.0,27.0,44.0,2.0,0.0,-7.0,-8.0,2.0,3.0,2.0,-7.0,-2.0,-5.0,-17.0,2.0,1.0,-2.0,3.0,12.0,1.0,-4.0
