ID,model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize
1186, IX20,2017,Manual,26987,Petrol,125,50.4,1.4
1187, Tucson,2018,Manual,14183,Petrol,145,44.8,1.6
1188, Kona,2018,Manual,12424,Petrol,145,44.1,1.0
1189, Tucson,2019,Semi-Auto,6219,Diesel,145,47.1,1.6
1190, Kona,2019,Manual,1850,Petrol,145,44.1,1.0
1196, Kona,2019,Semi-Auto,18,Petrol,145,37.7,1.6
1197, IX20,2017,Manual,13817,Petrol,145,50.4,1.4
1198, Terracan,2005,Manual,130000,Diesel,325,32.8,2.9
1200, I30,2015,Manual,59000,Diesel,0,78.4,1.6
1201, Tucson,2017,Semi-Auto,17754,Diesel,125,57.6,1.7
1202, I10,2018,Manual,16453,Petrol,145,57.7,1.2
1203, Kona,2019,Manual,25,Petrol,145,44.1,1.0
1204, I30,2018,Manual,25289,Diesel,145,74.3,1.6
1205, I10,2012,Manual,22089,Petrol,20,61.4,1.2
1206, Tucson,2016,Manual,19500,Diesel,125,58.9,2.0
1207, I30,2015,Manual,17673,Diesel,0,78.4,1.6
1210, I10,2020,Manual,610,Petrol,145,56.5,1.0
1211, I10,2017,Manual,29889,Petrol,145,60.1,1.0
1213, I10,2017,Manual,13088,Petrol,30,57.7,1.2
1214, Tucson,2019,Manual,13184,Petrol,145,35.3,1.6
1215, I30,2019,Manual,21,Petrol,150,34.0,2.0
1216, I10,2017,Manual,3149,Petrol,150,60.1,1.0
1217, I20,2016,Manual,35335,Petrol,30,56.5,1.2
1218, Ioniq,2018,Automatic,15014,Hybrid,135,78.5,1.6
1219, I30,2016,Manual,21444,Petrol,150,48.7,1.4
1222, I30,2016,Manual,38705,Diesel,0,78.4,1.6
1223, I30,2015,Manual,67500,Diesel,0,78.4,1.6
1224, I30,2016,Automatic,61034,Diesel,20,72.4,1.6
1225, Tucson,2016,Manual,17841,Diesel,30,61.7,1.7
1226, Ioniq,2018,Automatic,19000,Hybrid,135,78.5,1.6
1227, Tucson,2016,Manual,21037,Diesel,30,61.7,1.7
1228, Kona,2018,Manual,21636,Petrol,145,52.3,1.0
1229, Tucson,2016,Manual,45000,Diesel,30,61.7,1.7
1230, I10,2017,Manual,37513,Petrol,145,57.7,1.2
1231, I10,2015,Manual,23869,Petrol,20,60.1,1.0
1232, I10,2017,Manual,43233,Petrol,145,57.7,1.2
1233, I10,2018,Manual,5130,Petrol,145,57.6,1.2
1234, I40,2014,Manual,63458,Diesel,30,62.8,1.7
1235, Tucson,2016,Manual,21014,Diesel,30,61.7,1.7
1236, Tucson,2019,Manual,14877,Petrol,150,34.9,1.6
1237, Kona,2019,Manual,13145,Petrol,145,44.1,1.0
1238, IX35,2011,Manual,74250,Diesel,165,49.6,2.0
1239, IX20,2015,Manual,24305,Diesel,30,64.2,1.6
1240, IX20,2017,Automatic,17736,Petrol,150,43.5,1.6
1241, Santa Fe,2013,Semi-Auto,59701,Diesel,265,41.5,2.2
1242, Tucson,2017,Semi-Auto,16768,Diesel,125,57.6,1.7
1243, I20,2016,Manual,30165,Petrol,30,55.4,1.2
1244, Tucson,2019,Manual,11896,Petrol,145,34.9,1.6
1245, I10,2019,Manual,8483,Petrol,145,60.1,1.0
1246, Tucson,2017,Semi-Auto,25597,Diesel,125,57.6,1.7
1247, Tucson,2019,Manual,6054,Hybrid,145,47.9,1.6
1248, I30,2018,Manual,11901,Petrol,145,56.5,1.0
1249, I10,2017,Manual,31534,Petrol,145,57.7,1.2
1250, Tucson,2019,Manual,11341,Petrol,145,34.9,1.6
1251, Tucson,2018,Manual,9755,Petrol,145,44.8,1.6
1252, I800,2018,Manual,33387,Diesel,150,31.7,2.5
1253, I20,2016,Manual,45770,Petrol,20,60.1,1.2
1255, I20,2017,Manual,16069,Petrol,145,61.4,1.0
1256, I10,2017,Manual,8652,Petrol,20,60.1,1.0
1257, I30,2014,Manual,45616,Petrol,165,46.0,1.4
1258, Kona,2018,Manual,8980,Petrol,145,44.1,1.0
1259, I10,2017,Automatic,12455,Petrol,150,47.9,1.2
1260, Tucson,2019,Semi-Auto,5000,Petrol,150,36.2,1.6
1261, Tucson,2019,Manual,4500,Hybrid,145,48.7,1.6
1262, Kona,2019,Manual,9130,Petrol,145,44.1,1.0
1263, I10,2018,Manual,11248,Petrol,145,60.1,1.0
1264, I10,2017,Manual,15088,Petrol,145,60.1,1.0
1265, I10,2015,Manual,25731,Petrol,20,60.1,1.0
1267, I30,2015,Manual,16998,Petrol,150,48.7,1.4
1269, Ioniq,2017,Automatic,11018,Hybrid,0,78.5,1.6
1270, I10,2019,Manual,8084,Petrol,145,60.1,1.0
1271, I20,2015,Manual,29861,Petrol,30,55.4,1.2
1273, Ioniq,2018,Automatic,6493,Hybrid,135,78.5,1.6
1274, I10,2019,Manual,14002,Petrol,150,60.1,1.0
1275, Kona,2019,Semi-Auto,16,Petrol,145,37.7,1.6
1277, I20,2018,Manual,16764,Petrol,150,58.9,1.2
1278, I30,2014,Manual,39260,Petrol,160,44.1,1.6
1279, I40,2016,Semi-Auto,45518,Diesel,125,56.5,1.7
1280, I10,2018,Semi-Auto,8392,Petrol,145,47.9,1.2
1282, I10,2016,Manual,21619,Petrol,30,57.6,1.2
1284, Tucson,2016,Semi-Auto,35405,Diesel,125,57.6,1.7
1285, I20,2016,Manual,47257,Petrol,0,65.7,1.0
1286, I30,2018,Manual,38687,Petrol,145,52.3,1.4
1287, I10,2014,Manual,42346,Petrol,20,60.1,1.0
1289, I20,2016,Manual,32158,Petrol,20,58.9,1.0
1290, I20,2017,Manual,22781,Petrol,150,55.4,1.2
1291, I10,2017,Manual,25000,Petrol,145,60.1,1.0
1292, Ioniq,2019,Automatic,5047,Hybrid,135,78.5,1.6
1293, Kona,2017,Manual,12515,Petrol,145,52.3,1.0
1294, I10,2020,Manual,5000,Petrol,145,56.5,1.0
1295, Santa Fe,2017,Manual,39606,Diesel,200,47.1,2.2
1296, Ioniq,2020,Automatic,1290,Hybrid,135,1.1,1.6
1297, Santa Fe,2014,Manual,50425,Diesel,200,46.3,2.2
1298, Ioniq,2018,Automatic,32227,Hybrid,135,78.5,1.6
1299, I10,2017,Manual,11630,Petrol,145,60.1,1.0
1300, I30,2018,Manual,38366,Petrol,145,56.5,1.0
1302, I10,2017,Manual,12717,Petrol,145,60.1,1.0
1304, I800,2018,Automatic,32730,Diesel,145,28.0,2.5
1305, I10,2019,Manual,100,Petrol,145,49.6,1.0
1306, I10,2012,Manual,67365,Petrol,20,61.4,1.2
1307, I10,2019,Manual,10,Petrol,145,49.6,1.0
1308, Kona,2019,Manual,2499,Petrol,145,44.1,1.0
1309, I20,2017,Automatic,12661,Petrol,145,44.1,0.0
1310, Tucson,2019,Manual,100,Petrol,145,34.9,1.6
1311, I20,2016,Manual,29981,Petrol,30,58.9,1.2
1312, I10,2020,Manual,2,Petrol,145,56.5,1.0
1314, I30,2016,Manual,42310,Diesel,20,72.4,1.6
1315, Tucson,2020,Semi-Auto,2500,Petrol,145,36.2,1.6
1316, Tucson,2019,Manual,7330,Petrol,145,34.9,1.6
1317, IX20,2011,Automatic,38000,Petrol,200,43.6,1.6
1319, I30,2020,Manual,4000,Petrol,145,41.5,1.4
1321, I10,2016,Manual,11909,Petrol,20,60.1,1.0
1322, Santa Fe,2019,Semi-Auto,30,Diesel,145,40.9,2.2
1323, Ioniq,2019,Automatic,11848,Hybrid,135,78.5,1.6
1324, Tucson,2019,Semi-Auto,15000,Petrol,150,36.2,1.6
1326, I20,2019,Manual,5430,Petrol,145,46.3,1.2
1328, I10,2017,Manual,11938,Petrol,145,60.1,1.0
1329, Tucson,2017,Manual,30650,Diesel,145,61.4,1.7
1330, IX20,2016,Manual,41691,Diesel,30,64.2,1.6
1331, Tucson,2016,Automatic,32184,Diesel,125,57.6,1.7
1332, I30,2019,Manual,10661,Petrol,145,44.8,1.0
1333, I20,2019,Manual,12120,Petrol,150,46.3,1.2
1334, Ioniq,2018,Automatic,13415,Hybrid,135,78.5,1.6
1335, I30,2016,Manual,47014,Diesel,0,78.4,1.6
1336, IX35,2015,Automatic,51500,Diesel,260,41.5,2.0
1337, I30,2015,Manual,40237,Diesel,0,78.4,1.6
1338, IX20,2015,Manual,38000,Petrol,125,50.4,1.4
1340, I20,2015,Manual,19900,Petrol,125,51.4,1.4
1342, IX20,2017,Manual,17899,Petrol,150,50.4,1.4
1343, Tucson,2017,Manual,24010,Petrol,145,44.8,1.6
1344, Tucson,2016,Automatic,18290,Diesel,200,46.3,2.0
1345, Tucson,2018,Automatic,38183,Diesel,145,57.7,1.7
1346, Kona,2018,Manual,26122,Petrol,145,52.3,1.0
1348, I10,2018,Manual,30868,Petrol,145,57.7,1.2
1349, Tucson,2015,Automatic,28904,Diesel,200,46.3,0.0
1350, I10,2019,Manual,5223,Petrol,150,57.6,1.2
1351, I10,2018,Manual,11350,Petrol,145,57.7,1.2
1352, I30,2018,Manual,17402,Petrol,145,56.5,1.0
1353, I10,2019,Manual,4000,Petrol,145,49.6,1.0
1355, IX35,2015,Manual,7000,Petrol,160,44.1,1.6
1357, Ioniq,2018,Automatic,38469,Hybrid,135,78.5,1.6
1358, Ioniq,2019,Automatic,5500,Hybrid,135,78.5,1.6
1359, Kona,2019,Manual,10,Petrol,145,44.1,1.0
1360, I40,2017,Manual,14799,Diesel,150,67.3,1.7
1361, I10,2018,Manual,13799,Petrol,145,57.7,1.2
1362, I40,2014,Manual,38589,Diesel,30,62.8,1.7
1363, I30,2018,Manual,8469,Petrol,145,45.6,1.0
1364, Kona,2019,Manual,11345,Petrol,145,44.1,1.0
1365, Ioniq,2019,Automatic,8000,Hybrid,135,78.5,1.6
1366, Tucson,2016,Manual,20505,Diesel,30,61.7,1.7
1368, I30,2009,Manual,125968,Petrol,160,46.3,1.4
1369, Ioniq,2018,Automatic,7443,Hybrid,135,78.5,1.6
1370, I10,2019,Manual,1928,Petrol,145,60.1,1.0
1371, I10,2018,Manual,13746,Petrol,150,60.1,1.0
1372, I30,2019,Manual,5449,Petrol,150,45.6,1.0
1373, Ioniq,2019,Semi-Auto,10397,Hybrid,135,78.5,1.6
1374, I20,2019,Manual,7811,Petrol,145,46.3,1.2
1377, Tucson,2019,Semi-Auto,10120,Petrol,145,36.2,1.6
1378, I10,2017,Manual,12006,Petrol,150,60.1,1.0
1379, I10,2017,Manual,21207,Petrol,20,60.1,1.0
1380, Kona,2018,Manual,16700,Petrol,145,44.1,1.0
1381, I30,2018,Manual,11462,Petrol,145,57.7,1.0
1382, Kona,2018,Manual,6295,Petrol,145,52.3,1.0
1383, I10,2017,Semi-Auto,17120,Petrol,145,47.9,1.2
1384, Kona,2018,Manual,9106,Petrol,145,44.1,1.0
1386, I10,2017,Manual,14010,Petrol,20,60.1,1.0
1388, Kona,2019,Manual,4861,Petrol,145,44.1,1.0
1390, I30,2016,Manual,73635,Diesel,20,72.4,1.6
1391, I20,2016,Manual,32442,Petrol,20,58.9,1.0
1392, I10,2016,Manual,28601,Petrol,20,61.4,1.0
1393, I20,2017,Manual,37532,Petrol,145,58.9,1.2
1394, Kona,2018,Manual,12443,Petrol,145,44.1,1.0
1395, I20,2017,Manual,49081,Petrol,20,62.8,1.0
1396, IX20,2016,Automatic,4210,Petrol,165,43.5,1.6
1397, IX20,2016,Manual,21152,Diesel,30,64.2,1.6
1398, I20,2017,Manual,6346,Petrol,150,58.9,1.2
1399, Tucson,2018,Semi-Auto,32482,Diesel,145,57.7,1.7
1400, I10,2019,Manual,198,Petrol,145,49.6,1.0
1402, I10,2018,Manual,6393,Petrol,145,60.1,1.0
1403, Ioniq,2016,Automatic,42707,Hybrid,0,78.5,1.6
1405, I10,2016,Manual,44965,Petrol,30,57.6,1.2
1406, Tucson,2017,Manual,62382,Diesel,30,61.7,1.7
1407, IX35,2014,Manual,50993,Diesel,150,53.3,2.2
1408, I30,2016,Manual,41429,Diesel,0,78.4,1.6
1409, I20,2013,Manual,68000,Petrol,30,57.6,1.2
1410, I40,2019,Manual,30,Diesel,145,54.3,1.6
1413, I10,2014,Manual,17324,Petrol,20,60.1,1.0
1415, Tucson,2017,Manual,9476,Petrol,145,44.8,1.6
1416, Kona,2018,Manual,13557,Petrol,145,44.1,1.0
1417, Kona,2019,Semi-Auto,10,Petrol,145,37.7,1.6
1419, I20,2015,Manual,6413,Petrol,30,55.4,1.2
1420, Kona,2018,Manual,10326,Petrol,145,52.3,1.0
1421, IX20,2016,Automatic,22978,Petrol,160,43.5,1.6
1422, I30,2016,Manual,35932,Petrol,160,42.8,1.6
1423, Tucson,2017,Automatic,14092,Diesel,145,57.6,1.7
1424, Ioniq,2018,Automatic,13286,Hybrid,135,78.5,1.6
1426, Ioniq,2019,Automatic,5500,Hybrid,135,78.5,1.6
1427, I10,2019,Manual,10292,Petrol,145,57.6,1.2
1430, I20,2013,Manual,43621,Petrol,30,57.6,1.2
1431, I10,2017,Manual,25203,Petrol,30,57.7,1.2
1432, IX20,2017,Manual,12689,Petrol,145,50.4,1.4
1433, Tucson,2019,Semi-Auto,13084,Petrol,145,36.2,1.6
1434, Tucson,2018,Manual,6210,Petrol,145,34.9,1.6
1435, I30,2018,Manual,22780,Petrol,150,52.3,1.4
1436, Kona,2018,Manual,5357,Petrol,145,44.1,1.0
1437, I10,2018,Manual,18385,Petrol,145,60.1,1.0
1438, I10,2018,Manual,10481,Petrol,145,57.7,1.2
1439, I10,2014,Manual,61825,Petrol,30,57.6,1.2
1440, I40,2017,Manual,59626,Diesel,150,67.3,1.7
1441, IX35,2015,Manual,46573,Diesel,145,53.3,1.7
1442, I20,2019,Manual,5000,Petrol,145,47.9,1.0
1443, I20,2015,Manual,37000,Petrol,30,55.4,1.2
1444, Kona,2020,Manual,3500,Petrol,150,44.1,1.0
1446, Tucson,2016,Manual,32919,Diesel,30,61.7,1.7
1448, Santa Fe,2016,Automatic,23764,Diesel,240,42.8,2.2
1452, Tucson,2017,Manual,12490,Petrol,160,44.8,1.6
1453, Tucson,2016,Automatic,41498,Diesel,240,43.5,2.0
1454, I30,2017,Semi-Auto,30335,Diesel,145,68.9,1.6
1455, Kona,2019,Manual,4000,Petrol,145,44.1,1.0
1456, IX20,2016,Automatic,7275,Petrol,160,43.5,1.6
1459, I30,2011,Manual,62000,Petrol,205,43.5,1.6
1460, Tucson,2017,Semi-Auto,13470,Diesel,125,57.6,1.7
1461, I10,2020,Manual,539,Petrol,145,55.4,1.2
1462, Tucson,2018,Semi-Auto,38500,Petrol,145,39.8,1.6
1463, Ioniq,2019,Automatic,14031,Hybrid,135,78.5,1.6
1465, I30,2017,Manual,22521,Petrol,145,56.5,1.0
1466, I20,2019,Manual,3111,Petrol,145,47.9,1.0
1468, Tucson,2018,Manual,11580,Petrol,145,44.8,1.6
1469, Tucson,2016,Manual,17574,Diesel,30,61.7,1.7
1470, Tucson,2016,Manual,18006,Diesel,30,61.7,1.7
1471, Santa Fe,2017,Manual,30956,Diesel,200,47.1,2.2
1472, Tucson,2019,Manual,3210,Hybrid,145,48.7,1.6
1473, Tucson,2016,Manual,30771,Diesel,30,61.7,1.7
1474, I30,2019,Manual,4462,Petrol,145,34.0,2.0
1475, Tucson,2019,Manual,90,Petrol,145,34.9,1.6
1476, Tucson,2018,Manual,15450,Petrol,150,35.3,1.6
1477, Kona,2019,Manual,6811,Petrol,150,44.1,1.0
1479, I10,2017,Manual,12987,Petrol,150,60.1,1.0
1480, I30,2017,Manual,2000,Petrol,145,48.7,1.4
1482, Tucson,2017,Manual,12845,Petrol,145,44.8,1.6
1483, I30,2016,Manual,14838,Petrol,235,38.7,1.6
1484, Kona,2019,Manual,9893,Petrol,145,44.1,1.0
1485, Kona,2019,Manual,5034,Petrol,145,44.1,1.0
1487, I10,2017,Manual,24108,Petrol,145,57.7,1.2
1488, IX20,2016,Manual,27696,Petrol,125,50.4,1.4
1489, I30,2018,Manual,30287,Petrol,145,56.5,1.0
1490, I10,2014,Manual,44000,Petrol,20,60.1,1.0
1491, I20,2016,Manual,24377,Petrol,30,55.4,1.2
1492, I10,2010,Manual,64081,Petrol,30,57.6,1.2
1494, Tucson,2018,Automatic,20000,Diesel,150,46.3,1.6
1496, Tucson,2018,Manual,21505,Diesel,145,61.7,1.7
1498, Tucson,2017,Automatic,12730,Diesel,145,47.1,2.0
1499, Tucson,2019,Manual,17865,Petrol,145,34.9,1.6
1500, IX35,2014,Manual,77877,Diesel,145,53.3,1.7
1501, I20,2015,Manual,61219,Petrol,30,55.4,1.2
1502, Kona,2018,Manual,19793,Petrol,145,52.3,1.0
1504, Tucson,2018,Manual,5942,Petrol,150,38.7,1.6
1505, I10,2018,Manual,14597,Petrol,145,60.1,1.0
1506, I30,2016,Manual,23857,Diesel,0,78.4,1.6
1509, I20,2020,Manual,2310,Petrol,145,46.3,1.2
1510, I40,2013,Manual,50438,Diesel,30,62.8,1.7
1511, I20,2018,Manual,12185,Petrol,145,55.4,1.2
1513, Santa Fe,2016,Automatic,10317,Diesel,235,42.8,2.2
1515, I20,2017,Manual,21189,Petrol,145,55.4,1.2
1516, Kona,2018,Manual,16500,Petrol,145,52.3,1.0
1517, Santa Fe,2019,Semi-Auto,17835,Diesel,145,39.8,2.2
1518, I20,2018,Manual,15958,Petrol,145,58.9,1.2
1519, Ioniq,2018,Automatic,4029,Hybrid,135,78.5,1.6
1520, Tucson,2016,Manual,71022,Diesel,30,61.7,1.7
1521, Santa Fe,2019,Semi-Auto,3920,Diesel,145,39.2,2.2
1522, I800,2018,Automatic,31360,Diesel,145,28.0,2.5
1524, Tucson,2017,Manual,10157,Diesel,30,61.7,1.7
1525, Tucson,2016,Semi-Auto,12489,Diesel,125,57.6,1.7
1526, I10,2016,Manual,23552,Petrol,30,57.6,1.2
1527, I10,2018,Manual,2451,Petrol,145,60.1,1.0
1528, I10,2017,Automatic,20745,Petrol,145,47.9,1.2
1529, I800,2019,Manual,2544,Diesel,145,31.7,2.5
1530, Tucson,2017,Manual,12543,Petrol,145,38.7,1.6
1531, I20,2013,Manual,55894,Petrol,30,57.6,1.2
1533, I10,2017,Automatic,10913,Petrol,145,47.9,1.2
1534, Tucson,2016,Automatic,42597,Diesel,200,47.1,2.0
1535, I10,2017,Manual,31696,Petrol,145,57.7,1.2
1536, I10,2017,Manual,22795,Petrol,30,57.7,1.2
1537, Tucson,2016,Manual,18210,Diesel,125,58.9,2.0
1538, I20,2019,Manual,3417,Petrol,150,46.3,1.2
1539, Tucson,2018,Manual,17427,Petrol,150,44.8,1.6
1540, IX35,2015,Manual,59238,Diesel,145,54.3,1.7
1541, Santa Fe,2019,Semi-Auto,5473,Diesel,145,39.2,2.2
1542, I30,2015,Manual,27839,Diesel,20,72.4,1.6
1543, I10,2020,Manual,101,Petrol,145,56.5,1.0
1544, IX35,2015,Manual,42250,Petrol,160,44.1,1.6
1545, Ioniq,2019,Automatic,10617,Hybrid,135,78.5,1.6
1546, Tucson,2017,Manual,27473,Diesel,30,61.7,1.7
1547, I30,2016,Manual,31026,Diesel,0,78.4,1.6
1548, I800,2018,Automatic,32672,Diesel,145,28.0,2.5
1549, I10,2016,Manual,17641,Petrol,20,60.1,1.0
1550, I10,2017,Manual,30000,Petrol,145,60.1,1.0
1552, Tucson,2016,Manual,30773,Diesel,30,61.7,1.7
1553, I20,2017,Automatic,21280,Petrol,165,45.6,1.4
1554, Veloster,2014,Manual,36324,Petrol,160,43.5,1.6
1555, I30,2015,Manual,32398,Diesel,0,78.4,1.6
1557, I30,2020,Manual,2661,Petrol,150,45.6,1.4
1558, Tucson,2016,Manual,42404,Diesel,30,61.7,1.7
1561, Tucson,2019,Automatic,8100,Diesel,145,46.3,1.6
1562, I10,2017,Manual,12491,Petrol,150,60.1,1.0
1563, Tucson,2019,Manual,90,Petrol,145,34.9,1.6
1564, I30,2019,Manual,5636,Diesel,145,58.9,1.6
1565, I20,2019,Manual,4500,Petrol,145,46.3,1.2
1566, Tucson,2016,Semi-Auto,11653,Diesel,125,57.6,1.7
1567, I10,2018,Manual,26000,Petrol,145,60.1,1.0
1569, I20,2010,Manual,35000,Petrol,125,54.3,1.2
1571, I10,2017,Manual,33501,Petrol,150,60.1,1.0
1573, Tucson,2019,Manual,2000,Petrol,145,34.9,1.6
1574, Tucson,2016,Manual,49029,Diesel,30,61.7,1.7
1575, I40,2016,Semi-Auto,26876,Diesel,125,56.5,1.7
1577, I30,2013,Manual,62227,Petrol,165,46.0,1.4
1578, Tucson,2018,Semi-Auto,15250,Petrol,145,39.8,1.6
1583, I10,2018,Manual,15682,Petrol,145,57.7,1.2
1584, I10,2017,Manual,18044,Petrol,145,60.1,1.0
1585, Santa Fe,2019,Automatic,10035,Diesel,145,42.8,2.2
1586, I10,2017,Manual,15553,Petrol,145,57.7,1.2
1589, I10,2016,Manual,16985,Petrol,20,60.1,1.0
1590, Kona,2020,Manual,984,Petrol,145,44.1,1.0
1591, Tucson,2017,Manual,17000,Petrol,150,44.8,1.6
1592, Tucson,2019,Manual,15751,Petrol,150,34.9,1.6
1594, I10,2016,Manual,37000,Petrol,20,61.4,1.0
1595, I10,2016,Manual,21611,Petrol,30,57.6,1.2
1597, I10,2017,Semi-Auto,14097,Petrol,150,47.9,1.2
1599, I20,2019,Automatic,835,Petrol,145,49.6,1.0
1600, I10,2018,Semi-Auto,8056,Petrol,145,47.9,1.2
1601, I20,2017,Manual,17307,Petrol,145,58.9,1.2
1602, Tucson,2017,Semi-Auto,30345,Diesel,125,57.6,1.7
1604, I20,2019,Manual,14051,Petrol,145,46.3,1.2
1605, Tucson,2019,Manual,13161,Petrol,145,34.9,1.6
1606, I20,2017,Manual,35937,Petrol,30,58.9,1.2
1607, Kona,2019,Manual,2006,Petrol,145,44.1,1.0
1609, Santa Fe,2015,Semi-Auto,46045,Diesel,265,42.2,2.2
1610, Ioniq,2018,Automatic,11776,Hybrid,135,78.5,1.6
1611, I10,2017,Manual,14258,Petrol,150,60.1,1.0
1612, I10,2019,Manual,3500,Petrol,145,49.6,1.0
1614, Tucson,2017,Semi-Auto,15994,Diesel,125,57.6,1.7
1615, Santa Fe,2017,Semi-Auto,50595,Diesel,235,42.8,2.2
1616, I30,2019,Manual,2180,Petrol,145,42.2,1.4
1618, I10,2015,Automatic,15000,Petrol,160,45.6,1.2
1619, I30,2018,Manual,28014,Petrol,150,52.3,1.4
1620, I30,2013,Manual,61735,Diesel,0,76.3,1.6
1621, I800,2018,Manual,32000,Diesel,145,37.7,2.5
1623, Ioniq,2018,Automatic,37133,Hybrid,135,78.5,1.6
1624, Tucson,2019,Automatic,13555,Petrol,145,36.2,1.6
1625, I30,2018,Manual,15424,Petrol,145,52.3,1.4
1626, I10,2013,Manual,48000,Petrol,20,61.4,1.2
1627, I10,2016,Manual,29152,Petrol,30,57.6,1.2
1629, Tucson,2019,Manual,11024,Petrol,150,34.9,1.6
1631, Tucson,2017,Semi-Auto,11231,Diesel,150,57.6,1.7
1632, Tucson,2020,Manual,133,Petrol,150,34.9,1.6
1633, I10,2016,Manual,11562,Petrol,20,60.1,1.0
1634, I20,2018,Manual,3792,Petrol,145,46.3,1.2
1635, Tucson,2017,Semi-Auto,30345,Diesel,125,57.6,1.7
1636, Tucson,2017,Manual,26976,Diesel,145,61.7,1.7
1637, Ioniq,2019,Automatic,2844,Hybrid,140,1.1,1.6
1638, I10,2018,Manual,7594,Petrol,145,60.1,1.0
1639, Tucson,2019,Semi-Auto,4779,Petrol,150,36.2,1.6
1640, I10,2017,Manual,1847,Petrol,20,60.1,1.0
1641, Tucson,2016,Manual,26389,Diesel,30,61.7,1.7
1642, Ioniq,2017,Automatic,28836,Hybrid,0,78.5,1.6
1643, I10,2017,Manual,31189,Petrol,145,57.7,1.2
1644, Santa Fe,2020,Automatic,2500,Diesel,145,39.2,2.2
1645, IX20,2017,Manual,15773,Petrol,145,50.4,1.4
1646, IX35,2014,Manual,70352,Diesel,150,53.3,1.7
1647, IX20,2016,Manual,18146,Petrol,125,50.4,1.4
1648, Ioniq,2019,Automatic,10200,Hybrid,135,78.5,1.6
1649, Ioniq,2019,Automatic,1533,Hybrid,135,78.5,1.6
1651, I20,2018,Manual,6669,Petrol,145,46.3,1.2
1653, Ioniq,2019,Automatic,7980,Hybrid,135,78.5,1.6
1654, Kona,2019,Automatic,1391,Hybrid,135,52.3,1.6
1656, Kona,2020,Manual,1000,Petrol,145,44.1,1.0
1657, Ioniq,2017,Automatic,8305,Hybrid,135,78.5,1.6
1658, Tucson,2016,Manual,40540,Diesel,30,61.7,1.7
1660, I20,2018,Automatic,21116,Petrol,145,49.6,1.0
1661, I40,2019,Manual,20,Diesel,145,52.3,1.6
1663, Tucson,2016,Manual,38717,Diesel,125,58.9,2.0
1664, Ioniq,2017,Automatic,23289,Hybrid,0,78.5,1.6
1665, I10,2017,Manual,33099,Petrol,145,60.1,1.0
1666, Kona,2018,Manual,8795,Petrol,145,44.1,1.0
1668, I10,2017,Manual,7546,Petrol,145,57.7,1.2
1670, Tucson,2018,Semi-Auto,14290,Petrol,145,35.8,1.6
1671, Tucson,2017,Semi-Auto,41684,Diesel,125,57.6,1.7
1672, I10,2017,Manual,17531,Petrol,20,60.1,1.0
1673, Tucson,2019,Manual,1550,Hybrid,145,51.4,1.6
1674, I30,2017,Manual,9866,Petrol,145,57.7,1.0
1675, Santa Fe,2016,Manual,52265,Diesel,200,47.1,2.2
1676, I10,2017,Manual,31458,Petrol,145,57.7,1.2
1679, IX20,2017,Manual,37682,Diesel,30,64.2,1.6
1680, Tucson,2018,Manual,12495,Petrol,145,44.8,1.6
1681, Tucson,2016,Manual,29217,Diesel,200,47.9,2.0
1682, I800,2016,Automatic,51446,Diesel,325,33.6,2.5
1684, Ioniq,2016,Automatic,20296,Hybrid,0,78.5,1.6
1685, I10,2017,Manual,21321,Petrol,145,57.7,1.2
1686, Kona,2019,Semi-Auto,25,Petrol,145,37.7,1.6
1687, I800,2018,Automatic,31917,Diesel,145,33.6,2.5
1688, Santa Fe,2018,Semi-Auto,9176,Diesel,145,39.2,2.2
1689, I20,2018,Manual,4309,Petrol,150,55.4,1.2
1690, I10,2019,Manual,3052,Petrol,145,60.1,1.0
1691, I30,2018,Manual,13002,Petrol,145,57.7,1.0
1692, Tucson,2019,Manual,100,Diesel,145,48.7,1.6
1694, Tucson,2019,Manual,15308,Petrol,150,34.9,1.6
1695, I20,2016,Manual,10916,Petrol,30,56.5,1.2
1696, I10,2014,Manual,31592,Petrol,20,60.1,1.0
1699, Tucson,2018,Manual,9443,Petrol,145,34.9,1.6
1701, I10,2013,Manual,25919,Petrol,20,61.4,1.2
1702, I10,2017,Manual,21009,Petrol,20,60.1,1.0
1703, Tucson,2016,Manual,66216,Diesel,30,61.7,1.7
1704, I10,2019,Manual,100,Petrol,145,49.6,1.0
1705, Tucson,2017,Manual,19674,Diesel,30,61.7,1.7
1706, Tucson,2017,Manual,26697,Diesel,145,61.4,1.7
1707, I10,2019,Manual,100,Petrol,145,49.6,1.0
1708, I10,2016,Manual,21619,Petrol,30,57.6,1.2
1709, Ioniq,2017,Automatic,14673,Hybrid,0,78.5,1.6
1711, I30,2017,Manual,29304,Diesel,145,74.3,1.6
1712, I10,2014,Manual,47000,Petrol,20,60.1,1.0
1713, I20,2016,Manual,44007,Petrol,30,55.4,1.2
1715, I10,2014,Manual,37875,Petrol,20,60.1,1.0
1718, I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7
1719, Tucson,2019,Semi-Auto,10,Petrol,145,36.2,1.6
1720, Kona,2019,Manual,10384,Petrol,145,44.1,1.0
1721, Tucson,2018,Manual,10309,Petrol,150,35.3,1.6
1722, Tucson,2017,Manual,5877,Diesel,30,61.7,1.7
1723, I30,2019,Manual,16673,Diesel,145,60.1,1.6
