ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
2996,F,Road,4,1,264,2,low,M,8,2436
2997,A,Ship,2,4,176,2,medium,F,2,5138
3000,B,Ship,4,4,275,3,low,M,10,5674
3001,A,Ship,5,2,152,3,low,F,2,4172
3002,B,Ship,3,2,166,2,medium,F,45,1741
3004,B,Ship,3,5,186,3,medium,M,7,4764
3006,F,Ship,6,2,243,4,low,M,9,1258
3007,D,Road,4,4,195,3,low,F,6,5783
3010,F,Ship,3,5,250,2,low,F,9,1205
3011,D,Ship,4,1,231,5,medium,M,6,1231
3012,D,Ship,5,2,241,3,low,M,39,3743
3013,F,Flight,4,4,207,3,low,M,20,2637
3014,A,Ship,6,3,259,5,medium,F,1,1271
3016,F,Ship,3,5,156,2,medium,F,8,5848
3017,A,Road,6,4,290,4,low,M,3,1710
3018,F,Ship,3,5,143,2,low,M,8,4754
3019,F,Ship,3,4,242,2,low,F,10,5559
3021,C,Ship,3,2,262,7,high,M,5,5985
3022,D,Ship,3,3,211,3,medium,M,3,5379
3023,F,Ship,2,4,107,4,high,F,4,4451
3024,F,Ship,3,3,141,3,medium,M,10,1751
3025,C,Ship,3,3,139,4,high,M,17,1137
3026,F,Road,3,1,221,2,low,F,7,5320
3027,F,Road,3,4,233,3,medium,F,10,4626
3028,A,Flight,6,4,266,4,low,M,3,1503
3029,A,Ship,5,5,259,2,medium,M,63,2583
3030,B,Road,4,1,264,3,low,M,13,3015
3031,C,Ship,5,5,239,5,low,M,6,1887
3032,A,Ship,4,1,173,2,medium,M,53,1251
3034,D,Ship,3,4,265,8,low,F,35,3299
3035,F,Road,5,5,156,3,low,F,5,5398
3037,A,Ship,3,1,165,2,low,M,6,4445
3039,B,Ship,4,3,154,3,medium,M,52,1432
3041,F,Ship,3,1,195,3,high,M,5,3251
3042,C,Road,4,3,259,3,low,F,1,4914
3043,F,Flight,3,3,168,4,low,F,2,4541
3044,B,Road,6,3,274,6,medium,F,1,4632
3046,B,Ship,2,1,143,3,low,M,4,4512
3048,B,Road,3,1,112,5,medium,F,41,1249
3054,F,Ship,4,5,168,2,high,M,2,5776
3055,B,Ship,2,2,160,3,low,M,48,1691
3057,A,Road,5,5,232,4,low,M,3,5447
3058,B,Ship,4,1,237,3,low,F,10,5381
3059,F,Ship,4,3,192,3,medium,F,10,5190
3060,C,Road,3,5,237,3,low,M,4,5561
3062,F,Ship,6,4,164,5,low,M,20,1555
3064,F,Road,3,5,256,2,medium,F,9,5750
3065,D,Ship,6,1,276,2,low,M,10,5108
3066,F,Ship,3,4,162,2,medium,F,8,4972
3067,B,Ship,3,3,150,3,medium,M,9,5852
3068,F,Ship,6,1,213,3,low,M,63,1548
3069,F,Ship,4,1,165,5,medium,F,1,4170
3070,F,Ship,3,3,250,2,medium,F,4,4380
3071,F,Ship,6,3,285,4,medium,F,1,1606
3073,C,Ship,4,3,239,2,medium,F,7,5384
3074,F,Flight,6,1,261,4,medium,M,10,1290
3075,C,Ship,6,5,266,5,low,M,10,4140
3077,F,Ship,5,1,165,2,high,M,54,1190
3078,C,Ship,4,1,263,3,high,M,5,4782
3079,A,Flight,3,1,166,2,low,F,7,4375
3081,B,Flight,5,5,256,3,medium,F,6,4145
3084,C,Ship,5,1,236,3,medium,F,10,1347
3085,F,Flight,3,4,224,3,low,F,10,4806
3087,F,Flight,3,2,200,4,medium,F,4,4918
3089,D,Ship,3,3,237,3,medium,M,57,3761
3090,F,Flight,5,5,132,3,low,M,3,4263
3091,F,Ship,$7,3,300,4,medium,F,5,1244
3092,F,Road,4,4,150,2,medium,F,1,4711
3093,F,Ship,4,1,191,3,high,F,6,5335
3094,A,Flight,5,5,272,2,low,M,1,4883
3097,C,Ship,5,4,117,3,medium,F,4,5332
3099,C,Ship,3,4,253,3,high,F,8,5857
3101,D,Flight,5,2,219,5,low,F,9,1505
3102,B,Ship,4,3,210,3,medium,F,6,2568
3104,F,Ship,5,5,258,4,medium,M,7,5478
3105,B,Ship,3,5,219,3,low,F,54,3145
3106,B,Ship,4,5,268,3,low,F,64,2386
3108,F,Ship,2,1,100,3,low,M,1,5776
3110,B,Road,4,2,177,3,low,F,4,4550
3111,B,Ship,2,3,164,2,low,M,56,1491
3113,C,Ship,4,2,212,3,low,M,5,5413
3114,A,Flight,6,4,249,5,medium,M,43,3078
3116,F,Ship,5,1,106,5,medium,F,4,4180
3117,C,Ship,3,5,256,2,medium,F,6,5375
3118,F,Road,3,1,155,3,medium,F,47,1193
3119,F,Road,3,4,200,2,medium,F,6,4751
3120,B,Ship,3,4,241,3,medium,M,3,4047
3121,B,Ship,4,3,179,3,medium,M,40,1584
3122,A,Road,3,1,133,3,medium,M,6,5464
3125,F,Ship,3,4,270,2,low,M,39,3690
3128,B,Ship,4,5,211,4,medium,F,10,4004
3129,C,Ship,4,2,200,3,medium,M,7,4323
3131,A,Flight,4,1,227,3,high,M,8,4795
3134,B,Ship,3,3,148,2,low,M,42,1950
3135,D,Road,4,1,271,2,high,M,33,3269
3137,B,Ship,5,1,162,3,medium,M,31,1435
3138,C,Road,3,2,172,2,low,F,9,4532
3140,C,Ship,3,4,175,2,medium,M,9,5643
3144,F,Ship,6,4,251,4,low,F,10,1568
3145,D,Flight,3,4,156,2,low,M,8,1145
3146,B,Ship,4,4,170,3,medium,M,4,4062
3148,F,Flight,3,4,243,3,medium,M,6,4950
3150,D,Flight,3,5,252,3,medium,F,8,4557
3151,C,Ship,5,5,270,3,low,M,2,4351
3152,D,Ship,5,1,241,3,high,M,8,5306
3153,B,Ship,3,1,231,3,medium,F,33,2755
3156,A,Ship,4,5,150,3,high,F,10,5767
3157,A,Road,4,1,205,5,low,M,10,4944
3158,B,Ship,6,4,299,4,low,F,9,1817
3159,D,Ship,4,4,228,5,low,M,6,1853
3160,F,Ship,3,4,211,3,low,F,6,5890
3162,A,Ship,5,5,148,4,medium,F,4,5909
3163,A,Ship,4,2,243,5,medium,F,4,1633
3166,F,Flight,3,2,219,6,low,F,9,5263
3167,D,Flight,5,1,271,4,low,M,3,4610
3169,C,Ship,3,1,209,2,low,F,2,4855
3171,A,Ship,3,2,198,2,low,M,9,4250
3172,F,Flight,5,4,235,4,low,M,5,4506
3173,C,Ship,4,5,192,2,medium,F,36,2497
3175,F,Ship,4,1,202,3,low,M,10,4454
3176,A,Ship,3,4,176,3,low,F,4,1095
3177,F,Flight,3,5,262,2,medium,F,7,4422
3178,A,Ship,3,1,212,3,medium,M,10,5759
3180,C,Ship,3,1,238,2,low,M,9,5158
3181,D,Flight,3,1,179,3,high,M,5,5898
3182,C,Flight,3,1,250,3,low,M,1,4347
3183,F,Ship,2,5,221,3,low,M,2,5847
3184,A,Ship,6,2,301,4,medium,M,10,1747
3185,B,Flight,3,5,222,3,low,F,10,5185
3186,A,Flight,4,2,258,5,low,F,8,1878
3187,F,Flight,3,3,201,3,low,M,9,5895
3188,F,Road,4,3,256,3,low,F,15,3155
3190,D,Road,5,2,171,2,low,M,6,4236
3191,F,Flight,3,2,129,3,high,M,9,4342
3192,B,Ship,3,4,243,2,high,M,7,4024
3193,C,Ship,4,2,205,2,low,F,10,5580
3194,F,Ship,5,5,145,3,medium,F,37,1993
3195,C,Ship,4,4,245,3,medium,F,7,4480
3196,F,Road,4,5,149,2,medium,M,56,1141
3197,C,Ship,4,4,149,3,low,F,8,5658
3198,F,Ship,4,1,271,2,medium,F,8,2401
3199,C,Ship,4,1,200,3,low,M,5,4686
3200,F,Road,2,1,190,3,low,M,59,2108
3202,A,Ship,3,4,203,3,low,M,18,3127
3203,F,Flight,2,3,263,3,medium,F,10,4779
3204,B,Ship,3,4,135,3,low,M,22,1378
3205,B,Flight,6,5,277,4,medium,F,5,1845
3206,F,Road,3,1,135,2,low,M,7,5682
3208,D,Ship,3,2,207,3,high,F,3,4909
3209,D,Ship,4,3,261,4,medium,M,9,5116
3211,F,Ship,4,2,253,5,low,F,3,1086
3212,A,Ship,4,4,243,3,low,M,10,3327
3214,D,Ship,3,1,294,4,low,F,25,1498
3215,A,Flight,3,4,174,3,low,F,3,5366
3216,C,Ship,6,5,111,6,high,F,28,1216
3217,F,Ship,3,3,243,3,medium,F,27,2052
3218,B,Ship,4,3,150,4,low,F,4,1021
3219,C,Ship,2,2,189,4,low,M,9,3413
3220,A,Ship,3,1,204,3,medium,M,4,5900
3221,A,Ship,4,4,134,2,medium,F,5,5230
3223,B,Ship,5,4,165,4,medium,M,7,5091
3224,B,Ship,$7,5,265,4,low,F,9,1393
3226,C,Ship,4,4,159,3,low,F,1,4194
3229,D,Road,6,3,166,5,medium,F,3,4596
3230,C,Ship,6,5,308,4,low,M,8,1164
3231,D,Ship,3,2,185,3,medium,M,47,2467
3232,A,Ship,3,1,250,2,low,F,5,4232
3233,F,Ship,3,3,222,4,low,F,6,5284
3234,F,Flight,3,2,270,4,high,M,29,3768
3235,F,Ship,6,2,164,4,low,M,6,5264
3236,B,Ship,2,1,241,3,medium,F,5,5697
3237,B,Flight,3,1,211,2,low,F,45,3332
3238,D,Ship,3,2,189,2,low,M,6,4488
3239,C,Ship,3,4,164,3,high,F,55,1293
3240,D,Road,5,3,174,3,medium,F,6,5064
3241,D,Ship,6,4,225,4,medium,M,10,4723
3242,D,Ship,3,4,195,2,low,F,5,4660
3243,A,Road,5,3,254,5,low,M,10,1501
3244,C,Ship,4,4,259,2,medium,M,44,2132
3245,F,Ship,4,4,157,2,low,M,9,4491
3246,F,Ship,5,4,157,7,medium,M,3,4723
3247,A,Ship,5,5,162,2,medium,M,6,5868
3248,A,Ship,4,1,208,3,low,F,6,5345
3249,A,Road,5,5,186,4,low,M,3,4287
3250,A,Ship,3,5,216,3,high,F,2,4242
3251,F,Ship,5,3,258,5,low,F,4,1665
3252,A,Ship,5,2,144,3,low,M,49,1202
3253,F,Ship,6,3,295,5,low,M,4,1392
3254,A,Ship,3,1,135,4,medium,M,47,1840
3255,C,Road,5,3,265,5,medium,F,6,1929
3256,F,Ship,3,4,217,3,low,F,5,4883
3257,A,Ship,5,3,270,5,medium,F,8,1862
3261,D,Ship,4,3,233,3,medium,M,26,2624
3262,B,Ship,3,3,260,2,low,M,8,5382
3264,B,Ship,6,3,309,4,low,M,5,1712
3265,D,Ship,6,5,263,7,high,M,7,5216
3266,B,Ship,6,2,289,5,medium,F,10,1607
3267,A,Flight,3,5,169,3,high,F,5,5750
3268,F,Road,4,4,197,3,medium,F,41,3280
3269,C,Ship,4,2,258,5,medium,M,1,1920
3271,A,Ship,4,2,137,2,medium,F,2,5804
3272,F,Flight,3,1,109,6,low,F,5,4374
3274,D,Ship,4,3,148,2,low,M,29,1809
3278,A,Ship,5,4,203,2,high,F,2,4190
3279,F,Ship,5,1,193,2,medium,F,1,4450
3280,F,Ship,3,3,141,4,low,F,35,1417
3281,C,Ship,3,3,241,3,medium,F,10,5275
3283,B,Ship,5,2,235,2,low,F,61,3451
3284,F,Ship,5,5,214,3,low,F,31,2033
3286,B,Ship,4,4,222,2,medium,M,7,4343
3288,B,Road,5,2,272,2,medium,F,37,2226
3289,B,Road,5,5,240,5,medium,M,7,1255
3290,B,Flight,4,1,254,2,low,M,10,4230
3291,A,Ship,4,2,137,3,low,F,6,5271
3292,B,Ship,4,1,251,4,low,M,3,4433
3293,C,Ship,4,3,159,5,low,M,4,4666
3294,B,Road,4,2,260,2,low,F,31,2805
3295,C,Ship,4,2,147,4,medium,M,52,1129
3296,A,Ship,3,1,171,2,medium,F,7,4010
3297,B,Ship,5,5,183,3,medium,F,3,4071
3298,D,Ship,6,1,145,3,medium,F,1,4346
3299,F,Ship,6,1,269,6,medium,F,2,5363
3302,F,Flight,5,2,265,3,medium,F,33,2734
3303,B,Ship,4,4,261,5,medium,F,2,1690
3308,C,Ship,3,5,198,4,low,F,10,4829
3309,F,Road,5,3,219,3,low,M,1,2027
3311,F,Ship,4,4,168,3,medium,M,53,1782
3313,B,Ship,3,1,145,2,high,M,25,1851
3316,D,Road,3,4,244,3,low,F,46,2844
3317,F,Ship,3,5,214,2,medium,F,6,4578
3318,C,Ship,5,4,165,3,medium,F,48,1240
3320,A,Road,4,5,191,3,low,F,19,2392
3321,F,Ship,6,4,283,4,low,F,10,1512
3322,C,Ship,6,3,286,4,low,M,5,1750
3323,B,Ship,4,1,233,6,medium,F,2,5406
3324,A,Flight,4,5,140,3,low,F,7,5383
3325,F,Ship,3,5,194,2,medium,F,7,4809
3326,D,Ship,3,4,188,3,high,M,11,3072
3327,F,Ship,5,1,120,3,low,M,7,4381
3328,C,Flight,5,2,276,6,medium,F,6,1043
3329,F,Ship,4,3,200,3,medium,M,5,5108
3330,F,Ship,3,4,267,3,medium,F,62,3589
3331,A,Ship,4,4,149,2,medium,F,19,1665
3332,B,Road,4,1,139,8,medium,M,6,5667
3333,F,Ship,3,1,140,2,low,F,6,1435
3334,B,Ship,5,3,194,3,low,M,7,5545
3335,A,Ship,3,4,206,4,medium,M,2,4372
3336,F,Flight,4,2,171,3,low,F,40,1021
3337,D,Ship,4,4,182,3,high,F,7,5197
3338,D,Flight,4,5,230,2,low,F,38,2890
3339,A,Flight,3,2,149,2,medium,M,37,1699
3341,D,Ship,5,1,226,2,low,M,18,2582
3342,C,Ship,6,4,306,4,low,F,5,1703
3343,F,Ship,5,1,171,5,medium,F,2,5921
3344,F,Ship,5,1,248,3,low,F,2,4075
3346,F,Ship,5,3,239,4,low,M,3,3734
3347,F,Ship,4,5,274,2,low,F,2,4492
3348,A,Ship,4,2,258,3,low,F,5,5393
3350,B,Ship,3,2,199,4,low,F,47,2208
3351,D,Ship,5,3,210,5,medium,M,9,5431
3352,F,Road,4,2,202,3,low,M,9,4955
3353,F,Flight,5,4,220,2,medium,M,8,5073
3354,C,Ship,5,4,242,4,medium,F,5,5375
3357,D,Road,4,1,208,3,medium,F,7,4592
3358,A,Road,4,5,169,4,low,M,5,5347
3359,B,Flight,6,3,269,4,medium,F,3,1022
3362,D,Ship,4,2,190,6,high,M,5,4139
3365,F,Ship,5,1,151,3,medium,F,9,5667
3366,D,Ship,5,1,151,4,low,M,5,4549
3368,A,Ship,4,5,260,3,medium,F,6,4221
3369,A,Ship,3,1,140,2,medium,F,55,1339
3370,A,Ship,3,1,199,3,medium,F,8,5557
3371,F,Ship,4,1,247,2,medium,F,7,5098
3372,D,Ship,6,5,286,4,low,M,9,1282
3374,A,Ship,4,3,139,3,low,M,64,1814
3375,F,Ship,5,3,135,3,medium,F,5,4484
3376,F,Flight,6,5,305,4,low,F,7,1099
3377,B,Ship,3,5,206,3,medium,M,39,2929
3380,B,Ship,3,3,261,8,medium,M,3,4007
3381,C,Ship,3,5,204,2,medium,F,5,4504
3383,A,Ship,6,2,269,4,medium,F,3,1665
3384,A,Ship,3,1,186,3,high,F,1,5694
3386,C,Ship,2,3,184,4,medium,M,3,4719
3387,F,Ship,4,5,160,3,medium,M,50,1511
3388,A,Ship,5,3,150,2,low,M,2,1682
3389,B,Road,4,1,245,5,low,M,3,1496
3393,B,Road,2,2,124,3,low,F,56,1494
3394,B,Ship,3,1,146,4,low,F,10,4583
3395,B,Road,5,5,161,5,high,F,54,1511
3397,F,Ship,4,4,179,2,low,M,18,1369
3398,F,Ship,4,2,271,3,medium,F,4,4186
3399,F,Ship,5,5,251,2,high,F,3,4741
3400,F,Ship,3,1,160,3,low,M,57,1833
3401,B,Ship,2,4,180,2,low,F,8,4321
3403,F,Ship,4,5,190,3,low,M,2,4554
3404,D,Ship,3,1,209,3,low,F,8,4367
3406,D,Flight,3,5,217,3,low,M,9,4306
3408,F,Ship,4,5,258,3,medium,F,37,2289
3409,A,Ship,3,5,238,6,medium,M,8,5620
3412,F,Road,3,3,203,2,low,M,25,3607
3414,C,Ship,4,1,237,5,medium,M,5,1154
3416,D,Ship,4,1,161,7,medium,F,18,1294
3417,C,Ship,4,1,142,2,low,M,26,1683
3418,D,Ship,6,4,253,4,medium,M,9,1488
3419,C,Flight,3,1,101,3,medium,M,7,4275
3420,C,Ship,4,3,225,5,low,M,8,4195
3422,D,Ship,3,4,244,3,medium,M,2,5389
3423,B,Ship,3,1,254,3,medium,M,6,3496
3425,F,Road,3,5,226,3,medium,M,55,2465
3428,C,Ship,6,5,206,6,low,M,2,4014
3429,C,Flight,5,5,131,5,low,F,1,5299
3430,C,Flight,4,2,180,3,low,F,47,1434
3431,C,Ship,5,4,238,6,low,M,6,1850
3432,F,Ship,3,2,169,2,low,M,6,4033
3433,F,Road,4,1,242,2,low,F,2,5825
3435,D,Ship,5,1,285,4,medium,F,10,1428
3439,C,Flight,6,4,299,4,medium,M,9,1036
3443,D,Ship,5,5,217,6,medium,M,1,1761
3444,C,Ship,5,2,248,5,medium,F,1,1845
3445,F,Ship,5,1,164,3,low,M,7,4540
3447,F,Ship,4,4,246,3,low,F,7,4090
3448,D,Ship,$7,3,296,4,medium,F,7,1427
3450,F,Ship,5,1,139,3,medium,F,1,5953
3452,D,Ship,3,3,214,2,low,M,28,3869
3453,B,Road,3,2,243,2,low,F,5,4769
3454,A,Ship,4,2,228,5,low,F,3,1473
3455,A,Ship,2,2,135,3,low,M,58,1734
3456,F,Flight,3,2,151,3,low,F,7,5154
3457,F,Flight,5,2,254,5,medium,F,2,5655
3458,F,Ship,6,5,154,10,medium,F,48,1990
3459,D,Ship,4,2,233,4,high,F,6,5256
3460,F,Ship,$7,2,247,4,medium,F,9,1096
3461,C,Ship,4,5,187,2,low,M,44,3218
3462,F,Ship,3,1,241,3,medium,M,9,5184
3463,D,Flight,4,1,194,2,medium,F,1,4198
3465,C,Flight,3,3,214,2,medium,F,4,3754
3466,A,Ship,4,5,142,2,medium,F,7,4594
3467,B,Flight,4,5,158,5,medium,F,55,1936
3469,F,Ship,4,5,261,10,low,M,7,5208
3470,A,Ship,5,2,260,4,medium,F,3,5890
3472,C,Ship,5,2,182,4,medium,F,9,5159
3473,C,Ship,5,2,156,4,low,M,8,5014
3477,F,Ship,6,3,251,4,low,M,10,4889
3479,A,Ship,6,1,117,7,medium,F,4,4211
3480,B,Ship,3,2,252,4,low,M,29,2353
3481,A,Ship,3,3,262,7,high,F,9,5097
3483,B,Flight,4,2,222,2,medium,M,5,4268
3485,D,Flight,5,1,285,5,low,M,51,2063
3486,C,Ship,4,2,174,3,low,M,4,5625
3487,B,Ship,3,5,253,2,medium,M,17,2205
3488,C,Ship,5,2,134,4,low,M,5,5090
3489,F,Ship,6,2,304,4,low,F,9,1392
3490,A,Flight,5,2,275,4,medium,F,10,1141
3491,A,Ship,3,1,194,4,low,F,8,4308
3492,B,Flight,3,1,177,3,low,F,9,4890
3493,F,Ship,6,5,310,4,medium,M,1,1105
3494,D,Ship,4,4,252,5,medium,M,1,1539
3496,F,Ship,3,3,169,2,medium,F,8,4281
3497,D,Ship,4,2,182,3,low,M,58,3943
3499,F,Ship,6,4,304,4,low,F,2,1749
3500,C,Road,4,2,262,3,low,F,9,4941
3503,B,Flight,3,5,210,3,low,M,6,5566
3504,F,Flight,6,3,255,4,medium,F,8,1805
3505,D,Ship,4,4,188,3,low,M,7,5720
3506,A,Ship,3,4,198,2,medium,F,20,2266
3507,A,Road,4,3,247,10,high,M,10,5882
3508,F,Ship,3,5,221,10,medium,F,7,5743
3510,D,Ship,6,4,276,6,low,F,8,5037
3511,D,Ship,2,1,192,3,low,F,9,4774
3512,A,Ship,4,5,98,4,low,F,5,4643
3513,F,Flight,5,2,160,3,high,M,1,5834
3516,B,Ship,5,4,260,5,low,M,5,1370
3517,C,Ship,5,5,248,3,medium,F,9,3873
3518,F,Road,4,1,264,6,low,M,7,1007
3521,D,Ship,5,3,149,3,medium,F,43,1005
3522,D,Road,4,2,266,3,high,M,5,4831
3523,F,Flight,4,3,229,4,low,F,7,4829
3524,C,Ship,4,4,131,3,medium,F,10,4625
3525,B,Road,4,4,268,6,medium,F,3,4834
3526,C,Ship,5,1,250,3,low,M,8,5845
3527,D,Ship,4,2,139,3,medium,M,10,4648
3528,F,Ship,5,4,279,2,medium,F,1,3933
3531,F,Road,3,3,249,2,medium,M,53,2323
3532,C,Ship,3,4,113,4,low,F,56,1154
3533,B,Flight,4,1,167,3,low,M,42,1197
3534,F,Road,3,5,268,2,medium,M,5,1707
3535,F,Ship,3,1,189,3,low,F,3,5866
3536,A,Ship,5,1,163,3,medium,F,1,5194
3537,D,Ship,4,2,221,3,low,M,10,4126
3538,F,Ship,4,5,241,4,medium,F,10,4126
3539,F,Flight,5,4,142,2,high,M,7,5341
3540,F,Road,$7,5,275,4,low,F,3,1107
3541,A,Ship,4,2,183,3,medium,F,12,3646
3542,D,Flight,4,2,250,3,low,M,5,4488
3543,B,Ship,4,4,146,4,medium,M,7,4953
3544,D,Ship,5,2,213,3,low,M,9,5526
3546,F,Ship,2,4,140,3,low,F,33,1278
3547,A,Flight,3,1,166,5,low,F,8,4759
3549,A,Ship,$7,3,255,4,medium,F,4,1373
3551,C,Ship,5,5,261,8,medium,M,39,2103
3553,D,Ship,5,4,157,4,low,M,9,4840
3554,B,Ship,6,3,250,4,low,M,9,1618
3555,F,Road,4,5,218,3,low,M,25,2682
3556,F,Ship,6,3,244,3,medium,M,4,5277
3557,F,Ship,4,3,253,5,low,M,6,1367
3558,C,Ship,2,2,226,3,low,M,5,5875
3560,F,Ship,4,2,252,2,high,F,4,5233
3561,B,Ship,4,5,199,5,medium,M,8,5669
3562,F,Ship,5,5,104,4,high,F,9,5652
3565,B,Ship,4,1,241,2,low,F,39,2935
3566,A,Ship,4,2,171,3,low,M,34,1352
3567,F,Ship,6,2,282,4,medium,M,6,1674
3568,D,Ship,6,4,296,4,low,M,7,1969
3569,C,Ship,5,4,219,6,low,M,3,1098
3570,F,Ship,3,1,143,2,low,F,63,1246
3573,F,Ship,4,4,147,3,low,M,13,1145
3575,A,Ship,6,1,307,4,low,F,3,1977
3576,D,Ship,5,3,197,2,low,F,12,3400
3581,F,Ship,$7,1,307,4,low,M,2,1983
3582,B,Ship,5,3,259,5,low,M,2,1730
3583,D,Ship,4,3,196,3,low,F,10,4194
3584,F,Ship,4,3,237,3,low,M,57,3952
3585,F,Ship,5,1,136,3,medium,M,19,1420
3586,F,Ship,3,5,193,3,medium,F,9,4982
3587,F,Ship,3,2,142,2,low,M,7,4082
3588,B,Ship,2,4,238,3,medium,M,4,5782
3590,C,Ship,5,3,101,5,medium,F,1,4014
3591,B,Flight,3,3,170,4,low,M,3,4049
3594,A,Ship,4,4,200,2,low,M,5,5783
3595,B,Ship,4,4,196,4,low,F,10,4871
3596,A,Ship,5,4,269,5,low,F,4,1537
3598,C,Road,3,2,268,3,low,M,30,2867
3599,B,Ship,6,5,269,4,medium,F,7,1249
3600,B,Road,6,5,275,4,low,F,6,1872
3601,F,Ship,4,3,151,3,medium,F,9,4908
3602,F,Ship,5,1,143,2,low,M,46,1387
3603,C,Ship,4,2,191,3,high,M,3,2353
3607,B,Road,2,4,140,3,low,M,32,1819
3608,C,Ship,4,1,180,3,medium,M,27,1551
3609,C,Ship,3,3,179,2,low,M,5,5058
3610,B,Flight,4,2,167,2,low,F,5,1169
3612,C,Ship,3,1,166,3,medium,M,4,4716
3613,F,Road,5,2,254,6,low,F,5,1951
3615,A,Ship,2,1,255,2,medium,M,9,5936
3616,F,Road,2,5,147,2,medium,F,8,5499
3617,D,Road,4,4,196,2,low,F,6,2718
3618,B,Ship,2,3,239,3,high,M,1,5910
3619,C,Flight,4,1,227,3,medium,M,54,3043
3621,D,Ship,3,2,132,3,low,F,56,1303
3622,B,Ship,3,3,223,10,low,F,7,4273
3623,A,Ship,4,3,196,2,low,F,5,5656
3624,A,Ship,3,3,238,3,low,F,61,3096
3625,F,Ship,$7,4,295,4,low,M,5,1239
3626,C,Ship,6,5,229,8,medium,F,2,4271
3627,C,Road,4,5,196,2,low,M,51,3151
3628,F,Ship,3,2,153,10,high,F,7,5305
3629,F,Ship,4,2,262,4,low,M,2,5311
3631,A,Flight,3,5,183,3,medium,F,44,3158
3634,D,Ship,4,3,177,3,low,M,1,5282
3636,B,Ship,3,2,211,6,low,F,2,4417
3637,D,Ship,4,1,265,2,medium,M,18,3327
3639,C,Ship,4,2,194,3,low,F,10,5171
3644,D,Ship,2,5,254,3,low,M,6,5684
3646,A,Ship,3,4,212,2,low,M,33,2021
3647,B,Road,5,5,265,5,medium,F,8,1867
3651,F,Road,4,1,182,3,medium,M,28,2005
3654,F,Flight,3,1,194,2,low,M,8,4335
3656,B,Ship,5,1,279,4,low,F,3,1499
3657,A,Ship,5,1,254,6,low,M,1,1021
3659,B,Ship,5,2,264,6,medium,M,10,1659
3660,A,Ship,$7,3,296,4,medium,F,2,1304
3661,B,Ship,4,2,234,3,medium,M,4,3261
3662,B,Ship,2,1,212,2,high,F,8,4128
3663,B,Ship,3,1,140,2,low,F,8,5253
3664,F,Ship,5,2,266,5,low,F,10,1274
3665,F,Flight,3,4,238,2,low,M,5,4349
3667,D,Ship,2,3,172,3,medium,F,11,1522
3668,C,Road,$7,2,264,4,medium,M,6,1688
3669,B,Ship,5,4,229,2,medium,F,44,2419
3670,B,Ship,4,5,177,2,low,M,47,1536
3672,B,Ship,3,5,207,4,low,F,45,3770
3673,C,Ship,4,2,252,3,medium,M,8,4262
3674,D,Ship,4,4,212,4,medium,F,2,3830
3675,F,Ship,5,3,170,3,medium,M,6,5226
3676,F,Ship,3,5,241,4,low,F,9,5526
3677,D,Ship,6,4,138,3,medium,F,4,4225
3678,A,Road,4,1,242,3,high,M,47,3489
3679,F,Ship,5,5,243,3,medium,M,3,5700
3681,F,Road,3,1,160,2,low,F,10,5642
3684,B,Flight,5,1,232,5,medium,F,7,1069
3685,C,Ship,3,1,153,2,low,F,6,1314
3686,F,Ship,3,1,252,4,high,M,4,4303
3688,A,Ship,3,5,233,2,medium,M,1,4913
3689,D,Ship,3,1,226,2,low,M,4,4804
3691,B,Ship,3,5,214,3,low,F,6,5319
3693,F,Ship,5,3,148,3,medium,F,48,1099
3694,F,Ship,4,1,169,2,low,M,2,5702
3695,C,Flight,6,3,269,4,low,F,4,1948
3696,C,Ship,5,2,252,3,low,M,7,5058
3698,F,Ship,3,4,204,2,low,F,10,5844
3700,B,Flight,3,5,230,4,medium,F,2,5916
3701,F,Road,3,2,199,2,medium,F,7,5531
3702,C,Road,4,4,179,3,low,M,48,1943
3704,F,Road,4,3,217,3,low,M,51,3144
3705,C,Flight,6,5,253,4,medium,M,1,1977
3708,A,Road,6,3,223,2,medium,M,7,5007
3711,C,Flight,3,5,169,3,low,F,4,5659
3713,B,Ship,3,2,196,6,low,M,6,5414
3714,F,Ship,6,2,182,3,low,M,7,4371
3715,A,Ship,5,4,271,3,low,M,3,5218
3717,A,Ship,3,5,135,3,low,M,20,1772
3718,B,Ship,5,5,242,5,medium,M,3,1444
3719,F,Ship,2,4,181,6,medium,F,16,3605
3720,F,Ship,3,1,152,2,low,F,25,1848
3722,A,Ship,3,3,132,2,medium,M,1,4687
3725,D,Ship,4,2,236,3,low,F,1,4076
3727,F,Ship,$7,3,296,4,low,M,4,1392
3728,B,Ship,3,3,104,5,low,F,5,4643
3729,F,Ship,4,2,270,2,high,F,3,4914
3730,C,Flight,4,4,220,2,medium,F,33,2897
3732,C,Ship,5,1,189,3,medium,M,13,3492
3733,C,Ship,5,1,149,2,low,M,9,5435
3734,F,Ship,3,1,269,3,low,M,61,3542
3735,C,Ship,5,1,170,3,medium,F,60,1883
3736,F,Ship,3,5,178,3,low,F,7,4135
3737,D,Ship,4,5,258,2,medium,M,6,5062
3738,F,Ship,4,2,198,2,high,M,2,5662
3740,F,Ship,6,2,247,4,medium,M,1,1668
3743,C,Road,2,3,155,3,low,F,45,1639
