ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Reached.on.Time_Y.N
1678,B,Ship,5,1,234,3,medium,M,40,1
4767,A,Ship,5,4,199,4,medium,M,2,1
4344,F,Ship,4,4,204,2,medium,F,9,0
175,D,Ship,3,3,242,3,low,F,51,1
4505,C,Road,6,2,263,6,low,F,4,1
6592,B,Flight,6,2,259,4,medium,M,6,1
4931,C,Flight,2,2,264,3,medium,M,1,0
5796,F,Ship,4,5,142,2,medium,F,9,1
6424,B,Road,4,3,149,4,medium,M,1,0
9859,D,Road,6,3,166,5,medium,F,3,1
5138,F,Ship,3,5,180,2,medium,M,1,1
4060,B,Ship,4,3,261,3,medium,M,1,0
6704,F,Road,4,2,181,3,low,M,10,1
7138,B,Flight,5,4,238,8,low,M,3,0
10699,D,Flight,5,4,251,4,low,M,8,1
64,B,Ship,3,1,177,3,medium,M,61,1
8028,F,Ship,6,5,301,4,low,F,7,1
9628,B,Ship,5,5,236,5,low,M,3,1
8111,C,Ship,3,5,144,2,medium,M,6,0
2023,D,Ship,4,4,264,2,medium,F,12,1
4705,D,Ship,5,3,163,3,medium,M,9,1
8663,C,Ship,$7,5,293,4,low,F,2,1
6242,F,Ship,4,5,153,2,low,M,1,0
9318,F,Flight,5,2,217,2,medium,F,6,1
9202,B,Ship,5,5,252,5,low,M,9,0
8256,F,Ship,5,3,254,6,low,M,8,0
4433,C,Ship,4,4,143,2,medium,F,3,1
7270,B,Flight,2,3,175,6,high,F,6,1
10981,D,Ship,4,4,261,5,low,F,4,1
4035,A,Ship,5,4,227,2,medium,M,3,0
489,A,Ship,$7,5,192,3,low,M,46,1
6707,C,Road,3,1,182,3,low,M,2,0
7399,D,Flight,$7,3,295,4,low,F,9,0
9718,B,Road,4,5,268,3,medium,M,9,1
1820,F,Ship,2,3,169,3,medium,M,48,1
10177,D,Ship,6,3,277,4,medium,F,6,0
4673,C,Flight,5,3,256,2,low,M,3,0
8767,D,Flight,5,5,182,3,low,F,9,0
5135,C,Ship,4,4,197,2,medium,F,1,0
1559,C,Ship,2,5,177,6,medium,F,41,1
3251,C,Ship,4,1,181,2,low,F,3,0
9308,F,Road,6,5,167,3,low,F,2,1
914,F,Ship,4,4,264,2,low,M,35,1
10220,F,Ship,4,3,249,5,low,F,10,1
3191,C,Ship,4,3,225,5,low,M,8,0
5096,F,Ship,3,4,243,2,medium,M,1,1
6772,B,Ship,4,4,195,4,medium,M,2,0
6267,A,Ship,2,1,211,3,low,M,6,1
7210,B,Ship,6,3,265,5,medium,M,10,0
7133,C,Flight,3,1,266,7,low,M,5,1
6993,A,Flight,3,4,198,3,medium,M,7,0
1289,C,Ship,3,4,222,3,medium,M,57,1
8120,F,Ship,4,1,261,4,medium,F,10,0
2101,D,Ship,3,1,172,10,high,F,30,1
9688,B,Ship,4,5,241,5,low,M,2,0
8136,F,Ship,6,2,213,2,medium,F,7,0
5075,C,Flight,4,5,217,4,medium,F,3,0
3815,C,Road,3,4,231,2,high,F,6,0
10265,C,Road,3,4,136,3,low,F,4,0
4148,F,Ship,5,1,235,3,low,F,7,0
1097,C,Flight,5,2,265,3,low,F,12,1
7773,A,Ship,4,3,197,4,medium,M,9,0
1484,F,Road,4,4,151,3,medium,F,6,1
8860,B,Ship,5,1,242,5,low,F,8,0
7084,B,Ship,5,1,198,4,low,F,5,0
10029,A,Ship,3,5,271,3,low,M,2,1
9431,C,Road,$7,5,301,4,low,M,9,1
8374,B,Flight,2,1,168,4,low,M,6,0
8738,F,Ship,3,4,264,3,low,M,8,1
2094,F,Ship,3,3,190,10,medium,M,4,1
6903,A,Ship,5,2,254,5,high,M,6,1
8259,A,Ship,4,3,263,5,low,F,10,0
5840,F,Ship,3,5,147,4,high,M,10,1
6291,A,Road,5,5,298,4,low,M,8,0
2587,D,Road,4,4,196,2,low,F,6,1
1833,A,Ship,3,4,166,2,medium,F,58,1
7373,C,Road,2,1,130,4,medium,F,10,0
928,B,Ship,3,3,179,2,low,F,60,1
1245,A,Flight,4,2,136,2,medium,F,17,1
6508,B,Ship,6,4,309,4,low,M,9,1
5922,F,Ship,5,4,267,2,medium,M,4,0
965,C,Flight,6,1,291,5,medium,F,53,1
10862,F,Ship,4,1,145,3,medium,F,7,1
6250,B,Ship,5,4,258,2,low,F,8,0
1379,C,Flight,3,1,110,3,low,F,54,1
5584,B,Ship,4,4,134,2,low,M,1,1
1001,C,Ship,4,3,191,4,low,F,15,1
1898,F,Road,4,1,226,7,low,M,41,1
10103,C,Ship,4,2,220,3,low,F,9,0
9299,C,Road,3,2,221,2,low,F,10,0
5765,C,Flight,6,3,257,4,low,F,4,1
7761,A,Ship,5,1,276,5,low,F,6,0
2223,A,Ship,3,4,234,3,medium,F,37,1
10530,F,Road,3,2,235,2,medium,F,9,0
10317,A,Ship,3,2,211,2,low,M,4,1
13,D,Flight,3,5,198,3,medium,F,1,1
10151,C,Flight,4,5,228,5,low,M,2,0
2717,C,Road,4,3,146,3,low,M,41,1
5097,A,Ship,5,3,273,4,medium,M,2,1
9212,F,Ship,3,2,151,2,low,F,3,0
9949,D,Ship,5,5,217,6,medium,M,5,0
2357,C,Ship,3,5,264,2,medium,M,33,1
7368,F,Ship,3,4,140,6,low,M,9,0
5426,F,Ship,4,4,200,4,low,F,3,1
8814,F,Ship,4,2,265,4,medium,F,3,1
7548,F,Flight,4,2,149,2,low,M,2,1
9477,A,Ship,3,3,133,3,low,F,2,0
5129,C,Ship,3,3,271,4,high,M,3,1
9810,F,Ship,2,4,246,2,low,M,10,1
3906,F,Ship,5,4,141,4,high,F,5,1
7039,D,Ship,6,1,264,3,high,F,5,1
3604,B,Ship,4,2,275,6,medium,M,9,0
6929,C,Ship,6,4,286,4,low,F,8,1
9994,B,Road,5,2,271,4,low,F,4,0
5940,F,Ship,4,4,274,2,low,F,7,1
9621,A,Ship,2,4,180,2,low,F,6,0
6039,A,Flight,$7,1,255,5,medium,M,10,1
10287,A,Flight,6,2,196,2,low,M,10,1
8638,B,Flight,5,1,266,5,medium,F,2,0
8482,B,Road,3,2,227,2,low,M,10,0
9690,F,Ship,$7,1,301,4,low,F,6,1
6416,F,Road,4,4,218,6,medium,M,8,1
2773,D,Ship,2,3,159,3,medium,F,39,1
6119,C,Ship,2,2,227,4,medium,M,6,1
4500,F,Road,3,5,170,3,low,F,5,0
6140,F,Road,4,5,222,3,medium,F,7,0
10314,F,Ship,3,2,229,6,medium,F,3,1
2682,F,Ship,3,4,258,3,low,F,55,1
6849,A,Flight,3,5,265,10,low,M,6,0
7098,F,Road,5,1,238,3,high,M,2,1
10660,B,Road,4,4,259,5,low,F,5,1
1454,F,Ship,6,3,223,6,medium,M,29,1
1049,C,Ship,5,2,162,3,high,M,57,1
3959,C,Road,6,1,132,4,medium,M,5,1
9187,D,Flight,6,3,297,5,low,F,5,0
356,F,Ship,5,1,266,3,low,F,31,1
7193,C,Ship,4,4,229,6,low,M,2,0
1385,C,Flight,4,4,127,5,low,F,16,1
862,B,Ship,3,2,148,2,low,F,58,1
10960,B,Flight,4,2,227,10,low,F,10,0
10279,D,Flight,4,3,164,3,medium,F,4,0
2698,B,Ship,3,5,272,2,medium,M,31,1
10063,D,Ship,4,1,206,3,high,M,2,1
233,C,Ship,5,5,134,2,medium,M,53,1
8415,A,Ship,5,1,205,2,low,F,3,1
9878,F,Flight,3,4,243,3,medium,M,6,0
4096,B,Road,4,2,239,2,medium,F,9,0
10123,D,Road,3,4,174,2,low,F,4,1
10834,B,Flight,6,5,258,5,low,F,1,0
1349,C,Road,4,5,253,2,medium,F,43,1
10948,B,Road,4,1,232,5,medium,M,9,0
8831,C,Ship,5,5,239,5,low,M,6,1
4618,B,Ship,4,4,168,4,medium,F,4,0
3431,C,Flight,3,1,200,2,medium,M,10,1
6047,C,Ship,5,2,275,5,low,M,9,0
9968,F,Ship,5,4,266,2,medium,M,1,0
7005,A,Ship,4,3,221,2,low,F,6,1
10799,C,Road,4,2,253,5,medium,F,9,0
10600,B,Ship,3,1,226,3,medium,F,8,0
2970,F,Ship,3,4,162,3,low,M,17,1
8202,F,Road,3,4,200,3,low,F,7,0
6564,F,Road,5,1,303,5,medium,F,4,0
1736,F,Ship,3,2,188,3,low,F,33,1
6293,C,Road,6,1,246,4,medium,M,4,1
5444,F,Ship,3,1,162,3,medium,F,7,0
549,A,Flight,2,4,182,3,medium,M,47,1
3021,A,Flight,3,3,253,4,medium,F,57,1
1056,F,Ship,3,3,152,3,medium,M,5,1
5512,B,Ship,6,2,309,4,low,M,7,0
6947,C,Ship,3,2,204,4,medium,M,7,0
2022,F,Ship,4,5,246,6,low,M,64,1
810,F,Road,3,3,183,3,low,F,45,1
6021,A,Road,6,4,300,4,medium,F,7,0
108,F,Ship,4,5,216,3,high,M,26,1
661,D,Road,5,1,158,3,low,M,9,1
8340,F,Road,5,1,291,4,low,F,3,1
8286,F,Ship,4,3,211,8,medium,F,3,0
1879,D,Ship,3,1,136,2,medium,F,61,1
4877,C,Ship,4,2,237,3,low,F,7,0
4259,C,Flight,4,4,141,3,low,M,7,0
1987,D,Ship,5,4,138,2,medium,M,38,1
10210,B,Ship,3,1,158,5,low,M,4,1
4130,F,Ship,4,4,192,2,low,M,7,0
9902,F,Ship,3,5,214,2,medium,F,6,0
7233,A,Ship,5,2,174,4,medium,M,8,1
8812,B,Ship,6,1,189,3,medium,F,9,0
8326,B,Ship,6,4,278,4,low,M,3,1
2795,C,Ship,2,1,159,2,low,F,44,1
6551,C,Road,5,5,244,5,low,M,5,0
7401,A,Flight,3,4,177,4,medium,M,5,0
736,B,Ship,4,1,259,3,low,M,39,1
6373,D,Ship,3,5,156,4,low,M,5,1
6610,B,Ship,5,1,267,5,medium,M,10,0
1091,C,Road,4,2,221,2,medium,M,54,1
9575,C,Road,6,2,191,6,medium,M,7,1
7641,A,Ship,4,1,151,3,low,F,4,1
4669,D,Flight,5,2,133,2,high,F,2,0
294,F,Ship,3,2,136,4,low,M,62,1
1417,D,Ship,4,3,127,5,low,F,5,1
10356,F,Ship,3,5,171,3,medium,F,7,1
3479,C,Ship,5,2,260,3,low,M,1,1
6241,D,Ship,5,4,280,4,low,M,10,0
6937,D,Ship,4,4,191,2,low,M,1,1
8761,D,Road,4,3,187,6,low,F,9,0
6065,C,Ship,3,1,196,2,low,M,10,1
1116,F,Ship,4,2,272,2,low,M,21,1
6676,B,Ship,3,3,150,3,low,M,5,0
1445,C,Ship,5,5,230,3,medium,M,43,1
8200,B,Road,5,4,180,4,medium,F,7,1
7682,F,Flight,5,3,254,2,medium,F,5,1
10949,C,Road,5,4,229,5,low,F,3,1
2123,C,Ship,3,4,181,2,medium,F,45,1
228,F,Ship,4,2,157,3,low,F,48,1
6709,D,Flight,5,1,271,4,low,M,3,1
5604,F,Road,4,4,150,2,medium,F,1,1
2570,F,Ship,5,2,263,2,medium,F,63,1
9977,C,Road,4,2,142,3,low,M,2,1
10074,F,Ship,4,4,264,3,low,M,6,1
7303,D,Ship,3,4,227,4,low,F,9,0
3394,B,Ship,4,2,275,6,medium,M,2,1
10934,F,Road,5,1,251,6,low,F,3,0
7769,C,Ship,5,3,238,5,high,M,10,1
723,A,Ship,5,3,150,2,low,M,2,1
2857,D,Road,2,3,128,2,medium,F,53,1
3645,A,Ship,4,5,171,4,medium,F,4,0
7933,D,Road,3,3,188,5,low,F,6,0
54,F,Ship,2,1,170,3,low,M,41,1
208,B,Ship,2,2,160,3,low,M,48,1
4652,F,Road,3,2,193,3,low,F,7,0
7342,B,Ship,3,1,155,3,medium,F,2,0
10583,C,Ship,4,3,184,4,low,M,4,1
2024,F,Ship,3,4,208,2,low,F,37,1
9839,C,Road,5,5,203,4,low,M,6,1
2575,D,Ship,4,1,189,2,medium,F,63,1
1941,A,Ship,4,5,248,4,high,F,56,1
9022,B,Road,3,4,228,4,medium,M,6,0
4420,B,Ship,2,3,239,3,high,M,1,0
7970,F,Ship,3,2,188,6,medium,F,1,0
5125,D,Ship,3,3,154,2,medium,F,1,1
10144,B,Flight,6,4,247,4,medium,M,2,1
1449,A,Ship,5,3,177,3,low,F,1,1
4835,C,Ship,3,3,153,3,medium,M,5,1
4854,F,Ship,4,2,159,3,low,M,5,1
2813,C,Ship,3,2,173,3,medium,F,37,1
1841,C,Ship,2,3,274,3,high,F,24,1
9376,B,Ship,4,1,233,6,medium,F,2,0
7462,B,Ship,5,1,261,5,low,M,5,1
8328,F,Ship,6,4,287,4,low,F,5,1
1947,A,Ship,5,1,182,3,low,M,8,1
1271,C,Ship,4,4,158,3,medium,M,63,1
2351,C,Ship,5,1,170,3,high,M,58,1
9487,D,Ship,3,5,211,2,medium,F,9,1
8746,B,Road,3,2,260,2,low,M,7,1
4598,F,Ship,4,4,197,3,low,F,7,0
4460,F,Ship,4,3,229,3,low,F,3,0
5121,A,Ship,5,2,176,3,low,M,9,0
10464,F,Ship,5,5,257,5,medium,F,6,0
9877,D,Flight,6,1,173,3,medium,F,2,0
563,C,Flight,3,2,137,2,medium,M,17,1
6695,C,Road,5,3,261,4,medium,F,5,1
1950,F,Ship,5,1,201,2,medium,F,54,1
7281,A,Ship,4,3,183,3,low,M,4,0
9953,C,Ship,$7,4,284,4,low,M,3,1
5880,F,Road,3,3,244,3,low,M,6,0
4774,B,Road,6,3,274,6,medium,F,1,0
7614,F,Ship,5,4,131,6,low,M,8,1
3889,D,Ship,5,3,237,2,medium,M,3,0
413,C,Flight,4,3,142,4,medium,M,12,1
4191,A,Ship,4,5,175,2,medium,M,4,1
7940,F,Road,4,1,154,10,high,M,10,1
7092,F,Ship,4,3,169,6,medium,F,2,0
906,F,Ship,4,4,147,3,low,M,13,1
8790,F,Ship,4,3,175,3,low,F,9,1
274,B,Flight,2,3,183,2,medium,F,52,1
8670,F,Ship,4,4,189,2,medium,M,3,1
7455,A,Ship,3,3,177,4,medium,F,4,1
2227,D,Ship,4,3,180,4,low,M,14,1
8980,B,Ship,3,3,265,3,low,F,10,1
8083,D,Flight,4,4,115,3,medium,M,7,0
7395,A,Flight,4,2,223,5,medium,F,3,0
9429,A,Road,4,1,220,5,low,F,9,0
6428,F,Road,3,5,172,3,medium,M,1,1
4999,D,Ship,3,3,239,6,low,M,7,1
4239,A,Road,2,5,273,2,high,M,5,0
1780,B,Flight,3,2,169,2,medium,M,61,1
2436,F,Ship,3,2,207,2,medium,F,37,1
9555,A,Ship,3,2,204,2,low,F,2,1
5495,C,Flight,3,2,240,8,low,F,9,0
10276,B,Flight,3,5,146,3,medium,M,8,1
3841,D,Flight,4,2,153,2,medium,F,4,1
256,B,Road,2,2,148,3,high,F,35,1
9458,F,Flight,4,4,260,5,low,F,5,1
5508,F,Ship,$7,1,296,4,low,M,4,0
7020,F,Ship,4,4,139,3,medium,M,2,0
9224,F,Ship,4,5,141,2,low,F,10,1
10176,F,Ship,3,2,174,3,low,F,3,1
10789,D,Ship,4,3,241,5,low,M,6,0
8715,A,Ship,3,5,222,4,medium,F,9,0
6087,A,Ship,4,3,246,2,low,M,6,0
2089,D,Ship,3,5,156,4,medium,F,26,1
5172,F,Ship,3,3,137,3,medium,M,1,1
5724,F,Ship,4,5,233,4,low,F,6,0
4422,F,Ship,4,1,159,4,low,M,5,1
206,F,Ship,2,3,145,3,medium,F,24,1
5481,A,Flight,3,1,222,3,medium,F,8,1
526,B,Road,3,3,249,3,medium,M,51,1
4441,D,Ship,3,2,153,3,medium,F,3,0
7505,C,Ship,6,2,263,4,low,F,1,1
2992,B,Road,5,3,239,5,medium,F,19,1
9609,A,Ship,5,3,191,3,high,F,6,0
4844,F,Ship,6,5,284,4,medium,M,8,1
5079,A,Flight,4,3,181,3,medium,M,10,1
6152,F,Road,4,3,158,3,high,F,5,0
2008,B,Ship,4,3,154,3,medium,M,52,1
8397,A,Ship,3,3,239,2,medium,F,2,0
8609,C,Road,5,3,236,5,medium,M,10,0
1696,B,Ship,5,5,150,5,medium,F,61,1
734,F,Ship,4,4,197,7,medium,F,22,1
9769,D,Ship,4,3,167,3,high,F,4,1
5274,F,Ship,6,2,247,4,medium,M,1,0
8110,B,Ship,4,3,160,2,low,M,5,1
2727,A,Road,2,3,126,4,high,F,3,1
2841,A,Ship,4,4,149,2,medium,F,19,1
1438,B,Ship,4,3,153,3,medium,M,2,1
10345,D,Ship,4,3,180,2,medium,M,7,1
9680,F,Ship,5,2,243,5,medium,F,4,1
7480,B,Ship,4,5,273,5,medium,F,7,0
6126,F,Ship,3,2,260,3,low,M,9,1
5554,B,Ship,4,2,267,5,low,M,9,1
5573,C,Ship,3,1,225,3,medium,M,2,0
3665,C,Ship,3,3,250,5,medium,M,8,1
1922,F,Flight,6,4,194,3,low,M,10,1
432,F,Ship,4,2,96,3,low,M,22,1
8792,F,Ship,5,2,211,2,medium,F,2,0
2926,B,Ship,3,1,161,3,low,F,57,1
461,C,Ship,4,1,202,3,medium,F,18,1
4073,C,Ship,5,3,243,2,low,F,9,1
544,B,Flight,3,3,231,2,low,M,46,1
10881,A,Ship,3,4,148,3,low,M,1,0
1045,D,Ship,3,3,205,2,medium,F,58,1
10348,B,Ship,3,4,269,3,medium,M,8,1
1960,B,Ship,4,5,268,3,low,F,64,1
7907,C,Ship,3,5,256,2,medium,F,6,0
8861,C,Ship,$7,1,307,4,low,M,4,1
1981,D,Ship,3,2,157,2,low,M,29,1
4681,D,Ship,3,3,237,3,low,F,7,0
5007,A,Ship,3,4,165,3,high,M,10,0
973,D,Flight,4,5,243,2,low,M,23,1
485,C,Ship,4,3,186,7,medium,F,30,1
2203,D,Flight,5,3,266,3,low,F,19,1
1619,C,Road,4,4,203,5,low,M,36,1
205,D,Ship,2,5,155,3,low,M,23,1
1782,F,Flight,4,4,146,2,low,M,52,1
9819,A,Ship,3,1,144,2,medium,M,8,1
9841,D,Road,3,4,212,3,low,M,6,1
8170,B,Ship,5,4,228,6,medium,M,5,1
1314,F,Ship,2,5,186,2,low,M,17,1
2957,C,Ship,5,5,213,2,high,M,12,1
10309,D,Ship,3,5,209,3,medium,M,8,0
5798,F,Ship,3,1,183,3,medium,M,7,1
6567,A,Road,4,4,249,6,low,F,1,1
3312,F,Ship,4,2,206,2,medium,M,4,0
6187,D,Ship,4,1,258,4,high,F,1,0
6395,C,Ship,4,3,220,3,low,F,6,1
10633,D,Ship,2,3,273,4,low,M,3,0
5000,F,Ship,3,3,134,3,medium,F,8,0
4298,F,Ship,3,3,218,4,medium,M,8,0
2977,D,Ship,3,4,231,3,medium,M,39,1
4551,A,Ship,4,3,149,3,medium,F,1,1
4512,F,Road,5,2,198,3,low,F,8,0
1616,F,Ship,4,5,198,2,medium,M,51,1
5202,F,Flight,3,1,176,3,low,M,5,1
521,C,Ship,3,1,145,2,low,F,34,1
7995,A,Ship,4,5,150,3,high,F,10,1
5816,F,Ship,5,3,218,3,medium,F,4,1
3044,F,Ship,3,2,274,3,medium,F,50,1
7690,B,Ship,3,2,199,3,medium,F,8,1
386,F,Road,2,5,182,2,medium,F,57,1
8531,C,Ship,5,2,181,3,low,M,4,0
10420,B,Flight,2,1,238,4,medium,F,4,0
1124,F,Ship,3,5,240,3,medium,F,54,1
1570,B,Ship,5,1,129,5,medium,M,35,1
8954,F,Ship,2,2,98,5,medium,M,10,0
10681,D,Road,5,3,132,3,low,M,7,1
10581,A,Ship,3,1,235,3,low,F,9,0
10537,D,Road,4,3,195,3,low,M,1,1
869,C,Ship,3,1,218,3,low,M,4,1
6481,D,Ship,5,4,222,3,medium,F,10,0
2392,B,Ship,3,1,200,2,low,F,44,1
1663,D,Ship,6,1,286,7,medium,F,7,1
4067,C,Ship,3,5,150,2,medium,M,10,0
5685,A,Ship,3,1,212,3,medium,M,10,0
1270,B,Ship,3,4,154,2,medium,F,43,1
3475,D,Ship,2,2,161,5,medium,M,3,0
1643,C,Flight,5,3,259,3,low,F,45,1
279,A,Flight,4,3,171,3,low,F,24,1
6040,B,Flight,6,1,242,5,low,F,5,0
1292,F,Ship,3,4,212,2,high,M,13,1
8880,F,Road,5,2,239,5,medium,F,6,1
2853,A,Road,4,4,153,3,low,F,27,1
7248,F,Road,3,2,185,4,low,F,8,0
8327,C,Ship,4,4,232,5,medium,M,2,0
642,F,Ship,3,2,148,3,medium,F,64,1
8514,F,Ship,6,3,98,6,low,M,9,1
1494,F,Road,4,5,153,3,low,M,10,1
9118,B,Ship,3,3,209,3,medium,F,5,0
1230,F,Flight,3,2,119,2,low,M,32,1
656,F,Ship,2,3,264,2,low,F,63,1
8803,D,Ship,3,3,211,3,medium,M,3,1
7861,D,Ship,4,2,139,3,medium,M,10,0
5402,F,Ship,5,3,245,4,high,M,8,1
7482,F,Ship,5,5,269,5,low,M,4,0
1046,F,Ship,4,5,135,3,medium,F,53,1
387,A,Road,3,1,251,3,medium,M,42,1
7328,F,Ship,3,3,165,2,low,M,8,0
4730,F,Ship,5,3,251,2,low,M,9,0
2190,F,Flight,5,1,184,3,low,F,19,1
2709,A,Ship,3,1,150,3,medium,F,8,1
2497,D,Ship,4,3,261,3,low,M,42,1
7610,F,Ship,3,3,203,3,high,M,3,0
9542,F,Ship,3,4,171,3,low,M,10,0
10833,A,Flight,3,1,148,4,low,M,9,0
134,F,Flight,5,4,280,6,medium,F,51,1
10569,A,Ship,4,4,233,3,low,F,5,0
2059,D,Flight,5,2,215,2,medium,M,46,1
6385,D,Ship,3,1,166,2,high,F,6,1
5562,F,Ship,5,5,128,3,low,M,9,1
4597,D,Ship,5,4,270,3,medium,M,9,1
449,C,Ship,3,1,183,3,low,M,19,1
10726,B,Ship,5,5,240,5,low,M,8,1
8504,F,Flight,3,1,202,2,medium,F,10,1
7739,C,Ship,6,1,244,4,low,F,7,0
10826,F,Flight,4,4,258,3,medium,M,8,1
4602,F,Ship,4,2,229,2,low,M,9,0
7048,B,Ship,3,1,231,3,medium,M,9,1
6765,A,Ship,6,4,172,6,medium,F,10,1
6716,F,Flight,6,4,221,5,medium,M,8,1
1877,C,Ship,3,4,188,3,medium,F,49,1
6016,B,Road,4,2,227,5,low,M,7,1
8152,B,Ship,4,3,163,3,low,F,10,1
10785,A,Ship,5,3,137,4,low,F,2,0
10396,B,Road,3,2,286,6,high,F,1,1
331,D,Ship,3,4,197,3,medium,F,56,1
8994,F,Ship,3,4,260,3,low,F,8,0
1002,F,Ship,3,1,181,3,medium,M,22,1
3112,B,Ship,5,4,229,2,medium,F,44,1
2092,B,Ship,2,4,225,10,high,M,56,1
1773,A,Road,5,3,204,2,low,M,40,1
4372,B,Road,4,1,207,2,medium,M,4,0
10157,C,Ship,4,4,243,3,high,F,4,1
4790,F,Road,5,3,232,7,medium,M,6,1
7660,B,Road,3,5,159,2,high,F,9,1
7659,A,Road,5,3,216,10,medium,M,4,1
8189,C,Ship,5,5,172,2,low,M,5,0
7129,D,Flight,3,3,203,3,medium,F,3,0
2989,D,Road,5,3,168,4,low,M,7,1
7873,D,Ship,3,1,224,3,low,M,8,0
9188,F,Flight,5,5,273,5,medium,M,4,1
10813,D,Road,3,3,139,3,low,F,7,1
9455,C,Flight,5,1,241,5,medium,M,3,0
8106,F,Ship,4,2,237,2,low,F,1,0
10346,F,Ship,3,2,224,3,medium,M,2,0
3721,D,Ship,4,5,224,2,low,M,6,0
9326,F,Flight,4,1,271,4,medium,F,2,1
10768,B,Ship,4,2,258,5,medium,F,1,0
8274,F,Ship,$7,2,247,4,medium,F,9,1
10619,C,Ship,6,3,153,6,medium,F,7,1
9240,F,Ship,4,2,217,2,medium,F,8,1
8581,D,Ship,4,2,233,4,high,F,6,0
8158,B,Ship,4,5,101,6,medium,M,8,0
10914,F,Ship,3,2,164,4,medium,F,10,1
1268,F,Ship,3,2,233,5,low,M,44,1
2311,D,Road,4,3,223,10,low,F,21,1
3776,F,Ship,4,2,283,7,high,F,9,1
7217,C,Ship,5,2,246,5,medium,F,9,0
4914,F,Road,3,1,166,2,low,M,2,1
7996,B,Ship,4,1,201,8,medium,M,4,0
7561,D,Ship,2,2,169,3,medium,F,4,1
4740,F,Ship,3,5,233,3,medium,F,7,0
3250,B,Ship,5,2,265,2,medium,F,7,1
1706,F,Ship,3,2,262,3,low,M,54,1
3518,F,Ship,4,5,254,3,low,M,1,1
4366,B,Road,5,2,260,6,high,M,10,1
3701,C,Flight,3,4,183,3,low,F,1,1
6083,C,Ship,4,3,229,2,medium,M,7,1
1217,C,Road,3,5,256,3,low,F,62,1
6181,D,Flight,4,3,235,3,low,F,4,1
1104,F,Flight,3,3,104,5,medium,F,41,1
10264,B,Road,3,3,160,2,medium,F,3,0
8836,B,Ship,5,2,225,5,low,M,5,0
4269,A,Ship,4,4,201,2,medium,F,8,0
1474,B,Ship,3,3,201,2,high,M,36,1
596,F,Ship,3,1,185,3,low,M,61,1
9863,C,Flight,4,5,171,2,medium,F,1,0
8878,B,Ship,6,5,269,4,medium,F,7,1
3632,F,Ship,3,4,172,3,low,F,4,0
4235,C,Road,4,3,259,3,low,F,1,1
1276,B,Ship,4,3,210,2,medium,M,22,1
9189,A,Flight,5,5,219,5,low,M,6,0
3613,D,Ship,4,1,248,2,medium,M,4,0
4394,F,Flight,3,4,270,2,low,M,4,0
8700,F,Ship,3,1,162,3,low,M,7,0
3643,D,Ship,4,4,205,4,low,F,6,0
5183,C,Road,4,1,177,2,high,F,7,1
4124,F,Flight,3,5,184,3,medium,M,1,0
1951,D,Ship,4,3,148,2,low,M,29,1
1322,F,Ship,3,1,191,3,low,F,4,1
6011,C,Road,5,1,227,5,low,M,7,1
3552,F,Road,6,1,163,4,high,M,3,1
5902,B,Flight,3,5,271,3,low,F,9,0
3421,D,Flight,5,1,228,2,high,M,6,1
4638,F,Road,3,4,190,4,medium,F,7,1
2810,F,Ship,3,2,207,2,low,M,20,1
4519,D,Flight,4,4,244,2,medium,F,7,1
1508,F,Flight,4,1,135,2,medium,F,64,1
1781,C,Flight,4,2,237,2,medium,F,6,1
9476,F,Ship,3,1,270,2,medium,M,6,0
8490,F,Flight,3,5,261,3,low,F,10,1
6466,B,Ship,4,1,253,4,low,F,1,0
8797,D,Ship,5,1,151,4,low,M,5,0
8584,B,Ship,4,3,134,4,low,M,8,1
9755,C,Ship,4,5,143,3,medium,M,2,1
8883,A,Road,4,5,251,5,medium,F,7,1
3278,F,Road,5,5,156,3,low,F,5,1
3627,A,Ship,4,3,227,3,medium,F,10,1
483,A,Ship,3,3,220,7,low,M,25,1
2249,C,Ship,5,1,189,3,medium,M,13,1
789,A,Ship,5,4,134,2,low,F,20,1
7892,F,Ship,4,4,166,2,low,M,8,0
8453,C,Ship,3,1,268,4,low,M,10,1
4145,C,Ship,3,3,253,4,low,M,2,1
5610,F,Road,4,4,238,2,low,F,4,1
7330,B,Ship,4,5,135,3,low,M,1,0
7867,D,Ship,6,5,278,5,medium,F,2,1
7437,A,Ship,6,1,232,5,high,M,10,0
10032,F,Ship,4,1,139,3,medium,F,7,0
7287,A,Ship,4,1,191,2,low,F,4,1
104,F,Ship,5,1,144,4,low,M,37,1
1444,B,Ship,5,3,184,4,medium,F,2,1
10117,D,Road,4,5,170,3,medium,M,3,1
10107,A,Ship,4,2,199,3,low,M,7,0
6828,F,Road,$7,3,279,4,medium,M,8,0
8621,C,Road,4,2,246,5,low,F,10,0
6142,B,Road,3,1,133,3,low,F,9,0
5782,B,Ship,$7,3,267,4,low,M,7,0
5390,F,Ship,5,4,139,3,medium,F,6,0
6434,F,Road,3,4,159,3,high,M,4,1
10642,B,Ship,3,4,133,4,low,F,10,0
5696,F,Ship,4,2,175,3,medium,M,7,1
2186,F,Road,5,3,219,3,low,M,1,1
7740,F,Ship,4,4,267,5,medium,F,9,1
3288,F,Flight,3,1,135,3,low,M,9,0
